,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2009-10,MTL,23,3,0,-2,0,0,0,0,0,0,0,</td,1,</td,1,4:23,2,2,0,1
2,2011-12,TBL,25,40,8,1,2,0,0,1,9,0,0,6.5,61,6.5,61,10:33,33,15,8,2
3,2012-13,TBL,26,1,0,-1,0,0,0,0,0,0,0,</td,0,</td,0,13:31,0,0,0,1
