,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,NJD,22,1009,794,56.0,2.9,756,617,55.1,2.4,6.1,91.1,97.2,55.3,44.7
2,2008-09,NJD,23,1137,910,55.5,2.3,891,677,56.8,3.3,9.7,92.9,102.,50.7,49.3
3,2009-10,NJD,24,1253,1058,54.2,4.8,985,796,55.3,5.0,8.5,93.6,102.,56.8,43.2
4,2010-11,NJD,25,1094,966,53.1,0.9,819,746,52.3,-0.5,7.8,90.7,98.5,56.4,43.6
5,2011-12,NJD,26,173,186,48.2,-3.1,128,153,45.6,-5.9,8.0,91.5,99.5,53.1,46.9
6,2012-13,NJD,27,637,483,56.9,1.2,475,371,56.1,0.5,5.6,91.8,97.4,53.7,46.3
7,2013-14,NJD,28,1157,847,57.7,5.3,867,669,56.4,3.9,8.9,89.6,98.4,53.1,46.9
8,2014-15,NJD,29,829,930,47.1,1.0,635,701,47.5,2.3,7.5,92.4,99.9,45.9,54.1
9,2015-16,NJD,30,805,964,45.5,-0.5,611,714,46.1,-0.8,8.5,93.5,102.,41.3,58.7
10,2016-17,NJD,31,302,286,51.4,4.4,235,226,51.0,3.7,9.8,88.5,98.3,49.2,50.8
