,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,STL,21,47,56,45.6,7.9,35,43,44.9,7.0,11.5,93.3,104.,48.3,51.7
2,2008-09,STL,22,945,1044,47.5,-2.2,748,787,48.7,-2.4,7.7,89.4,97.1,44.6,55.4
3,2009-10,STL,23,1125,1178,48.8,-4.0,856,913,48.4,-4.6,9.5,91.7,101.,35.4,64.6
4,2010-11,STL,24,859,904,48.7,-4.5,651,691,48.5,-5.6,8.6,91.0,99.6,43.3,56.7
5,2011-12,STL,25,1102,1098,50.1,-7.6,847,767,52.5,-6.1,7.0,92.5,99.5,50.5,49.5
6,2012-13,STL,26,629,643,49.4,-3.0,473,446,51.5,-1.1,7.1,91.7,98.8,47.1,52.9
7,2013-14,STL,27,906,921,49.6,-6.6,682,651,51.2,-4.0,8.1,92.0,100.,46.0,54.0
8,2014-15,TOR,28,852,1053,44.7,-4.2,635,780,44.9,-3.5,6.9,89.7,96.6,40.5,59.5
9,2015-16,TOT,29,1148,1164,49.7,-3.3,818,850,49.0,-3.2,7.6,93.8,101.,47.7,52.3
10,2015-16,TOR,29,811,822,49.7,-2.4,585,625,48.3,-2.4,9.1,93.2,102.,47.4,52.6
11,2015-16,SJS,29,337,342,49.6,-5.4,233,225,50.9,-5.0,3.7,95.4,99.1,48.5,51.5
12,2016-17,TOR,30,235,297,44.2,-8.7,184,221,45.4,-6.9,7.9,93.6,101.,46.9,53.1
