,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.8,23.173,5.5,0.6,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,16.1,11.657,0.5,0.1,0.1,0.0,R,L,a/abergpo01,Pontus Aberg,1.0,1.0,2.0,2017.0,180,196,37.0,2012.0
1,0.8,23.19,6.5,0.6,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,15.9,11.567,0.5,0.111111111111,0.1,0.0,R,L,a/abergpo01,Pontus Aberg,0.0,1.0,1.0,2017.0,180,196,37.0,2012.0
2,0.8,23.093,6.4,0.6,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,16.1,11.541,0.444444444444,0.125,0.1,0.0,R,L,a/abergpo01,Pontus Aberg,0.0,0.0,0.0,2017.0,180,196,37.0,2012.0
3,0.8,22.994,6.3,0.7,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2,11.737,0.375,0.142857142857,0.0,0.0,R,L,a/abergpo01,Pontus Aberg,0.0,0.0,0.0,2017.0,180,196,37.0,2012.0
4,0.8,22.894,6.2,0.7,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,16.4,11.907,0.428571428571,0.166666666667,0.0,0.0,R,L,a/abergpo01,Pontus Aberg,0.0,0.0,0.0,2017.0,180,196,37.0,2012.0
5,0.8,22.795,6.1,0.6,0.1,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,16.7,12.134,0.333333333333,0.2,0.0,0.0,R,L,a/abergpo01,Pontus Aberg,0.0,0.0,0.0,2017.0,180,196,37.0,2012.0
6,0.4,21.057,3.1,0.4,0.0,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,17.4,11.912,,,0.0,0.0,R,R,a/anderjo05,Josh Anderson,1.0,0.0,1.0,2015.0,190,221,95.0,2012.0
7,0.3,21.646,5.5,0.6,0.1,0.2,-0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.0,14.8,10.602,,,0.0,0.0,R,R,a/anderjo05,Josh Anderson,2.0,1.0,3.0,2016.0,190,221,95.0,2012.0
8,0.4,21.684,6.5,0.6,0.1,0.2,-0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.0,15.0,10.892,,,0.0,0.0,R,R,a/anderjo05,Josh Anderson,1.0,1.0,2.0,2016.0,190,221,95.0,2012.0
9,0.4,21.722,7.5,0.5,0.1,0.2,-0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.0,15.0,10.965,,,0.0,0.0,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2016.0,190,221,95.0,2012.0
10,0.4,21.811,7.3,0.5,0.1,0.1,-0.2,0.4,0.1,0.0,0.0,0.0,0.1,0.0,15.7,11.376,0.0,0.0,0.0,0.0,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2016.0,190,221,95.0,2012.0
11,0.4,21.888,7.1,0.6,0.2,0.1,0.1,0.4,0.2,0.0,0.0,0.0,0.1,0.0,15.7,11.169,0.0,0.0,0.0,0.0,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2016.0,190,221,95.0,2012.0
12,0.5,21.966,6.9,0.6,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,15.8,11.139,0.333333333333,0.333333333333,0.1,0.1,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2016.0,190,221,95.0,2012.0
13,0.6,22.044,6.7,0.6,0.2,0.1,0.3,0.2,0.2,0.0,0.0,0.0,0.1,0.0,16.4,11.254,0.5,0.25,0.1,0.2,R,R,a/anderjo05,Josh Anderson,1.0,0.0,1.0,2016.0,190,221,95.0,2012.0
14,0.5,22.471,5.5,0.5,0.5,0.1,0.8,1.5,0.5,0.0,0.0,0.0,0.1,0.0,18.8,11.896,1.2,0.2,0.1,0.2,R,R,a/anderjo05,Josh Anderson,0.0,2.0,2.0,2017.0,190,221,95.0,2012.0
15,0.6,22.478,6.5,0.5,0.5,0.1,0.8,1.3,0.5,0.0,0.0,0.0,0.1,0.0,19.1,12.37,1.4,0.6,0.1,0.2,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2017.0,190,221,95.0,2012.0
16,0.6,22.485,7.5,0.4,0.4,0.1,0.5,1.5,0.4,0.0,0.0,0.0,0.1,0.0,19.3,12.503,1.7,0.8,0.1,0.2,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2017.0,190,221,95.0,2012.0
17,0.6,22.491,8.5,0.4,0.4,0.1,0.6,1.5,0.4,0.0,0.0,0.0,0.1,0.0,19.6,12.591,1.7,0.9,0.0,0.1,R,R,a/anderjo05,Josh Anderson,1.0,2.0,3.0,2017.0,190,221,95.0,2012.0
18,0.6,22.498,9.5,0.5,0.3,0.1,0.5,1.5,0.3,0.0,0.0,0.0,0.1,0.0,19.3,12.686,1.8,0.9,0.0,0.2,R,R,a/anderjo05,Josh Anderson,1.0,3.0,4.0,2017.0,190,221,95.0,2012.0
19,0.7,22.504,10.5,0.6,0.3,0.1,0.5,1.3,0.3,0.0,0.0,0.0,0.1,0.0,18.7,12.192,2.0,0.9,0.2,0.3,R,R,a/anderjo05,Josh Anderson,1.0,3.0,4.0,2017.0,190,221,95.0,2012.0
20,0.8,22.511,11.5,0.6,0.3,0.1,0.5,1.3,0.3,0.0,0.0,0.0,0.1,0.0,19.2,12.381,1.9,1.0,0.3,0.3,R,R,a/anderjo05,Josh Anderson,1.0,3.0,4.0,2017.0,190,221,95.0,2012.0
21,0.7,22.517,12.5,0.7,0.3,0.1,0.5,0.6,0.3,0.0,0.0,0.0,0.1,0.0,18.9,12.056,1.9,1.1,0.3,0.4,R,R,a/anderjo05,Josh Anderson,1.0,3.0,4.0,2017.0,190,221,95.0,2012.0
22,0.6,22.523,13.5,0.7,0.3,0.1,0.5,0.4,0.3,0.0,0.0,0.0,0.1,0.0,18.7,12.244,2.0,1.1,0.3,0.4,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2017.0,190,221,95.0,2012.0
23,0.6,22.528,14.5,0.6,0.2,0.0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,18.3,12.005,1.9,1.1,0.4,0.6,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2017.0,190,221,95.0,2012.0
24,0.6,22.534,15.5,0.6,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,18.2,11.981,2.0,1.2,0.4,0.8,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2017.0,190,221,95.0,2012.0
25,0.6,22.539,16.5,0.6,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,18.1,11.744,2.1,0.8,0.5,0.9,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2017.0,190,221,95.0,2012.0
26,0.7,22.545,17.5,0.6,0.2,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,17.9,11.868,2.1,0.7,0.5,1.2,R,R,a/anderjo05,Josh Anderson,0.0,0.0,0.0,2017.0,190,221,95.0,2012.0
27,0.7,22.551,18.5,0.5,0.2,0.2,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0,17.7,11.806,2.2,0.5,0.5,1.2,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2017.0,190,221,95.0,2012.0
28,0.7,22.556,19.5,0.5,0.2,0.2,0.1,0.6,0.2,0.0,0.0,0.0,0.2,0.0,17.6,11.994,2.3,0.5,0.5,1.1,R,R,a/anderjo05,Josh Anderson,0.0,1.0,1.0,2017.0,190,221,95.0,2012.0
29,0.7,22.562,20.5,0.4,0.2,0.2,0.1,0.6,0.2,0.0,0.0,0.0,0.2,0.0,17.8,12.223,2.2,0.6,0.3,1.0,R,R,a/anderjo05,Josh Anderson,2.0,2.0,4.0,2017.0,190,221,95.0,2012.0
30,0.7,22.567,21.5,0.5,0.3,0.2,0.2,0.6,0.3,0.0,0.0,0.0,0.2,0.0,17.8,12.124,2.1,0.4,0.2,1.0,R,R,a/anderjo05,Josh Anderson,2.0,2.0,4.0,2017.0,190,221,95.0,2012.0
31,0.8,22.573,22.5,0.4,0.3,0.3,0.1,0.6,0.3,0.0,0.0,0.0,0.3,0.0,17.7,12.257,2.4,0.3,0.2,1.0,R,R,a/anderjo05,Josh Anderson,2.0,2.0,4.0,2017.0,190,221,95.0,2012.0
32,0.9,22.579,23.5,0.3,0.3,0.3,0.1,0.8,0.3,0.0,0.0,0.0,0.3,0.0,17.8,12.291,2.3,0.6,0.2,1.0,R,R,a/anderjo05,Josh Anderson,2.0,1.0,3.0,2017.0,190,221,95.0,2012.0
33,0.9,22.586,24.5,0.3,0.2,0.3,0.0,0.6,0.2,0.0,0.0,0.0,0.3,0.0,18.1,12.601,2.7,0.6,0.1,0.8,R,R,a/anderjo05,Josh Anderson,2.0,1.0,3.0,2017.0,190,221,95.0,2012.0
