,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.3,19.247,5.5,0.2,0.0,0.5,-0.1,0.2,0.0,0.0,0.0,0.3,0.2,0.0,19.9,15.313,0.3,0.1,0.0,0.0,L,R,a/ahose01,Sebastian Aho,4.0,0.0,4.0,2017,180,172,35,2015
1,0.3,19.253,6.5,0.3,0.0,0.4,-0.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,20.1,15.486,0.5,0.1,0.0,0.0,L,R,a/ahose01,Sebastian Aho,3.0,0.0,3.0,2017,180,172,35,2015
2,0.3,19.26,7.5,0.3,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.0,19.9,15.384,0.4,0.2,0.0,0.0,L,R,a/ahose01,Sebastian Aho,3.0,0.0,3.0,2017,180,172,35,2015
3,0.3,19.266,8.5,0.4,0.0,0.4,-0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.0,19.7,14.959,0.4,0.2,0.0,0.1,L,R,a/ahose01,Sebastian Aho,2.0,0.0,2.0,2017,180,172,35,2015
4,0.3,19.272,9.5,0.5,0.2,0.4,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0,20.1,14.941,0.4,0.2,0.0,0.1,L,R,a/ahose01,Sebastian Aho,0.0,0.0,0.0,2017,180,172,35,2015
5,0.4,19.279,10.5,0.6,0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,20.1,15.111,0.5,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,0.0,0.0,0.0,2017,180,172,35,2015
6,0.5,19.286,11.5,0.7,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,20.5,15.214,0.5,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,0.0,0.0,0.0,2017,180,172,35,2015
7,0.5,19.292,12.5,0.7,0.2,0.3,-0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0,19.9,14.901,0.4,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,1.0,0.0,1.0,2017,180,172,35,2015
8,0.6,19.299,13.5,0.6,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,19.2,14.628,0.4,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,2.0,2.0,4.0,2017,180,172,35,2015
9,0.6,19.305,14.5,0.6,0.2,0.3,-0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0,19.6,14.536,0.5,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,2.0,2.0,4.0,2017,180,172,35,2015
10,0.5,19.311,15.5,0.6,0.3,0.3,-0.1,0.0,0.3,0.0,0.0,0.0,0.3,0.0,20.1,14.902,0.5,0.1,0.0,0.1,L,R,a/ahose01,Sebastian Aho,3.0,2.0,5.0,2017,180,172,35,2015
