,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.6,23.477,5.5,0.6,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,7.984,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
1,0.5,23.502,6.5,0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,11.7,7.867,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
2,0.4,23.532,7.5,0.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,11.8,8.129,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
3,0.3,23.569,8.5,0.4,0.0,0.0,-0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,12.4,8.537,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
4,0.2,23.607,9.5,0.4,0.0,0.0,-0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,11.8,8.167,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
5,0.2,23.646,10.5,0.4,0.1,0.0,-0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,11.9,8.309,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
6,0.2,23.685,11.5,0.4,0.1,0.0,-0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,12.7,8.769,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
7,0.2,23.724,12.5,0.5,0.1,0.0,-0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,12.4,8.779,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
8,0.3,23.768,13.5,0.6,0.2,0.1,0.1,0.6,0.2,0.0,0.0,0.0,0.1,0.0,12.7,9.006,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2015.0,185,203,80.0,2011.0
9,0.3,23.845,12.7,0.7,0.2,0.1,0.1,1.1,0.2,0.0,0.0,0.0,0.1,0.0,12.4,8.806,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2015.0,185,203,80.0,2011.0
10,0.2,23.92,11.9,0.7,0.2,0.1,0.0,1.6,0.2,0.0,0.0,0.0,0.1,0.0,12.3,8.591,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2015.0,185,203,80.0,2011.0
11,0.3,23.996,11.1,0.7,0.2,0.1,0.0,1.4,0.2,0.0,0.0,0.0,0.1,0.0,11.9,8.263,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2015.0,185,203,80.0,2011.0
12,0.4,24.066,10.3,0.8,0.2,0.1,0.0,2.9,0.2,0.0,0.0,0.0,0.1,0.0,11.6,7.921,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,1.0,2.0,3.0,2015.0,185,203,80.0,2011.0
13,0.7,24.432,5.5,0.6,0.1,0.0,0.0,2.7,0.1,0.0,0.0,0.0,0.0,0.0,11.3,7.488,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
14,0.8,24.44,6.5,0.5,0.1,0.0,0.0,2.5,0.1,0.0,0.0,0.0,0.0,0.0,12.2,8.119,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
15,0.8,24.446,7.5,0.5,0.1,0.0,0.1,2.7,0.1,0.0,0.0,0.0,0.0,0.0,12.3,8.264,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
16,0.8,24.452,8.5,0.5,0.1,0.0,0.1,2.7,0.1,0.0,0.0,0.0,0.0,0.0,13.0,8.534,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
17,0.7,24.458,9.5,0.5,0.1,0.0,0.1,1.2,0.1,0.0,0.0,0.0,0.0,0.0,13.7,9.016,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
18,0.7,24.464,10.5,0.6,0.1,0.0,0.1,1.2,0.1,0.0,0.0,0.0,0.0,0.0,14.0,9.269,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
19,0.7,24.47,11.5,0.6,0.1,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,14.5,9.517,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
20,0.7,24.476,12.5,0.6,0.1,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,14.6,9.371,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
21,0.6,24.482,13.5,0.6,0.1,0.0,-0.2,1.2,0.1,0.0,0.0,0.0,0.0,0.0,14.0,8.946,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
22,0.6,24.488,14.5,0.5,0.0,0.0,-0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,9.232,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
23,0.6,24.495,15.5,0.5,0.0,0.0,-0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,14.6,9.316,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
24,0.6,24.501,16.5,0.6,0.0,0.0,-0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,14.1,9.046,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
25,0.7,24.508,17.5,0.6,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,8.878,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
26,0.7,24.515,18.5,0.6,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.256,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
27,0.8,24.523,19.5,0.6,0.1,0.0,-0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,13.9,9.323,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
28,0.8,24.53,20.5,0.5,0.1,0.0,-0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,14.2,9.657,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
29,0.8,24.537,21.5,0.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,14.3,10.0,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
30,0.7,24.544,22.5,0.4,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.0,9.923,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,0.0,0.0,2016.0,185,203,80.0,2011.0
31,0.7,24.551,23.5,0.4,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.7,10.293,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
32,0.7,24.558,24.5,0.4,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.4,10.063,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
33,0.7,24.564,25.5,0.4,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.4,10.556,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
34,0.6,24.571,26.5,0.4,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.0,10.19,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
35,0.6,24.578,27.5,0.3,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,14.7,10.713,,,0.0,0.0,L,L,a/andrean01,Andy Andreoff,0.0,1.0,1.0,2016.0,185,203,80.0,2011.0
