,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.5,20.21,5.5,0.5,0.5,0.4,0.3,0.4,0.5,0.0,0.0,,,,15.8,14.046,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,3.0,3.0,6.0,2000.0,183.0,190.0,69.0,1997.0
1,0.4,20.216,6.5,0.5,0.4,0.3,0.2,0.4,0.4,0.0,0.0,,,,15.8,13.969,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,3.0,2.0,5.0,2000.0,183.0,190.0,69.0,1997.0
2,0.4,20.222,7.5,0.6,0.4,0.3,0.3,0.2,0.4,0.0,0.0,,,,15.8,13.514,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,3.0,2.0,5.0,2000.0,183.0,190.0,69.0,1997.0
3,0.5,20.228,8.5,0.6,0.4,0.3,0.4,0.2,0.4,0.0,0.0,,,,15.6,13.106,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,3.0,3.0,6.0,2000.0,183.0,190.0,69.0,1997.0
4,0.6,20.234,9.5,0.7,0.4,0.3,0.5,0.2,0.4,0.0,0.0,,,,16.7,14.098,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,2.0,1.0,3.0,2000.0,183.0,190.0,69.0,1997.0
5,0.5,20.24,10.5,0.8,0.3,0.2,0.2,0.2,0.3,0.0,0.0,,,,16.3,14.0,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,1.0,1.0,2000.0,183.0,190.0,69.0,1997.0
6,0.5,20.247,11.5,0.8,0.4,0.0,0.3,0.2,0.4,0.0,0.0,,,,16.1,13.74,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,2.0,2.0,2000.0,183.0,190.0,69.0,1997.0
7,0.5,20.253,12.5,0.8,0.4,0.1,0.1,0.2,0.4,0.0,0.0,,,,16.3,13.875,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,2.0,2.0,2000.0,183.0,190.0,69.0,1997.0
8,0.5,20.259,13.5,0.7,0.4,0.1,0.1,0.2,0.4,0.0,0.0,,,,17.0,14.158,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,1.0,1.0,2000.0,183.0,190.0,69.0,1997.0
9,0.4,20.266,14.5,0.7,0.3,0.1,0.0,0.0,0.3,0.0,0.0,,,,17.3,14.592,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,2.0,2.0,2000.0,183.0,190.0,69.0,1997.0
10,0.5,20.272,15.5,0.7,0.3,0.2,0.1,0.0,0.3,0.0,0.0,,,,17.3,14.707,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,0.0,3.0,3.0,2000.0,183.0,190.0,69.0,1997.0
11,0.5,20.279,16.5,0.6,0.3,0.2,0.0,0.2,0.3,0.0,0.0,,,,17.4,14.626,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,1.0,2.0,3.0,2000.0,183.0,190.0,69.0,1997.0
12,0.5,20.286,17.5,0.6,0.2,0.2,-0.1,0.2,0.2,0.0,0.0,,,,17.2,15.047,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,1.0,2.0,3.0,2000.0,183.0,190.0,69.0,1997.0
13,0.4,20.294,18.5,0.7,0.4,0.3,0.2,0.2,0.4,0.0,0.0,,,,17.4,15.4,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,1.0,2.0,3.0,2000.0,183.0,190.0,69.0,1997.0
14,0.4,20.301,19.5,0.6,0.4,0.3,0.1,0.2,0.4,0.0,0.0,,,,17.0,14.708,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,2.0,1.0,3.0,2000.0,183.0,190.0,69.0,1997.0
15,0.4,20.307,20.5,0.6,0.3,0.3,0.1,0.4,0.3,0.0,0.0,,,,17.4,14.763,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,2.0,0.0,2.0,2000.0,183.0,190.0,69.0,1997.0
16,0.4,20.313,21.5,0.6,0.3,0.4,-0.1,0.6,0.3,0.0,0.0,,,,17.8,14.778,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,1.0,0.0,1.0,2000.0,183.0,190.0,69.0,1997.0
17,0.3,20.32,22.5,0.5,0.3,0.3,0.1,1.0,0.3,0.0,0.0,,,,17.3,14.408,,,0.0,0.0,L,R,a/afinoma01,Maxim Afinogenov,2.0,2.0,4.0,2000.0,183.0,190.0,69.0,1997.0
