,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.4,24.602,4.6,0.3,0.1,0.1,-0.3,0.0,0.1,0.0,0.0,,,,8.2,6.051,,,0.0,0.0,a,C,a/alberjo01,John Albert,0.0,0.0,0.0,2014.0,180,190,175.0,2007.0
1,0.4,24.29,4.7,0.3,0.1,0.1,-0.2,0.0,0.1,0.0,0.0,,,,8.7,6.476,,,0.0,0.0,a,C,a/alberjo01,John Albert,0.0,0.0,0.0,2014.0,180,190,175.0,2007.0
2,0.4,23.98,4.8,0.3,0.1,0.1,-0.3,0.0,0.1,0.0,0.0,,,,9.7,7.146,,,0.0,0.0,a,C,a/alberjo01,John Albert,0.0,0.0,0.0,2014.0,180,190,175.0,2007.0
3,0.4,23.67,4.9,0.4,0.1,0.1,-0.4,0.2,0.1,0.0,0.0,,,,10.6,7.565,,,0.0,0.0,a,C,a/alberjo01,John Albert,0.0,0.0,0.0,2014.0,180,190,175.0,2007.0
4,0.3,20.862,3.4,0.5,0.1,0.0,-0.4,0.9,0.1,0.0,0.0,,,,10.8,7.178,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,1.0,1.0,2010.0,188,199,140.0,2007.0
5,0.3,20.936,3.7,0.4,0.1,0.0,-0.4,0.9,0.1,0.0,0.0,,,,11.1,7.542,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,1.0,1.0,2010.0,188,199,140.0,2007.0
6,0.5,21.618,3.9,0.4,0.0,0.0,-0.1,0.2,0.0,0.0,0.0,,,,10.5,7.536,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,0.0,0.0,2011.0,188,199,140.0,2007.0
7,0.5,21.727,4.1,0.3,0.0,0.0,-0.1,0.6,0.0,0.0,0.0,,,,11.2,7.628,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,0.0,0.0,2011.0,188,199,140.0,2007.0
8,0.5,21.836,4.3,0.3,0.1,0.0,0.0,0.8,0.1,0.0,0.0,,,,12.3,8.27,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,0.0,0.0,2011.0,188,199,140.0,2007.0
9,0.6,22.429,5.5,0.4,0.1,0.0,-0.5,1.5,0.1,0.0,0.0,,,,15.4,10.214,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,1.0,1.0,2012.0,188,199,140.0,2007.0
10,0.6,22.356,5.5,0.3,0.1,0.0,-0.4,1.5,0.1,0.0,0.0,,,,16.0,10.757,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,1.0,1.0,2012.0,188,199,140.0,2007.0
11,0.5,22.283,5.5,0.3,0.1,0.0,-0.4,1.5,0.1,0.0,0.0,,,,16.4,11.125,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,1.0,1.0,2012.0,188,199,140.0,2007.0
12,0.5,22.21,5.5,0.4,0.1,0.0,-0.5,1.1,0.1,0.0,0.0,,,,16.4,11.538,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,0.0,0.0,2012.0,188,199,140.0,2007.0
13,0.5,22.137,5.5,0.5,0.0,0.1,-0.4,0.9,0.0,0.0,0.0,,,,16.7,11.951,,,0.0,0.0,a,C,a/almonco01,Cody Almond,0.0,0.0,0.0,2012.0,188,199,140.0,2007.0
14,0.7,20.196,5.5,0.6,0.1,0.2,0.4,0.0,0.1,0.0,0.0,,,,26.5,20.02,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,2.0,1.0,3.0,2009.0,188,214,5.0,2007.0
15,0.7,20.202,6.5,0.5,0.1,0.3,0.6,0.0,0.1,0.0,0.0,,,,26.6,19.903,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,2.0,1.0,3.0,2009.0,188,214,5.0,2007.0
16,0.7,20.207,7.5,0.5,0.1,0.3,0.7,0.0,0.1,0.0,0.0,,,,26.7,19.539,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,2.0,1.0,3.0,2009.0,188,214,5.0,2007.0
17,0.7,20.213,8.5,0.5,0.1,0.3,0.9,0.0,0.1,0.0,0.0,,,,28.3,20.661,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,2.0,1.0,3.0,2009.0,188,214,5.0,2007.0
18,0.8,20.219,9.5,0.4,0.1,0.3,0.7,0.0,0.1,0.0,0.0,,,,28.6,20.798,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,1.0,2.0,2009.0,188,214,5.0,2007.0
19,0.8,20.225,10.5,0.4,0.1,0.2,0.6,0.0,0.1,0.0,0.0,,,,27.5,20.949,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,0.0,1.0,2009.0,188,214,5.0,2007.0
20,0.8,20.231,11.5,0.5,0.0,0.1,0.5,0.0,0.0,0.0,0.0,,,,27.4,20.904,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,0.0,1.0,2009.0,188,214,5.0,2007.0
21,0.9,20.238,12.5,0.6,0.0,0.1,0.6,0.0,0.0,0.0,0.0,,,,27.4,20.921,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,0.0,1.0,2009.0,188,214,5.0,2007.0
22,0.9,20.245,13.5,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,,,,27.2,20.695,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,0.0,1.0,2009.0,188,214,5.0,2007.0
23,0.9,20.251,14.5,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,,,,27.4,21.318,,,0.0,0.0,L,D,a/alzneka01,Karl Alzner,1.0,0.0,1.0,2009.0,188,214,5.0,2007.0
