,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.2,21.627,5.5,0.6,0.2,0.3,-0.4,0.4,0.1,0.1,0.0,,,,24.1,18.348,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,2.0,1.0,3.0,2006.0,196.0,200.0,21.0,2002.0
1,0.1,21.634,6.5,0.5,0.2,0.3,-0.7,0.6,0.1,0.1,0.0,,,,24.8,18.578,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,2.0,2.0,4.0,2006.0,196.0,200.0,21.0,2002.0
2,0.1,21.64,7.5,0.6,0.2,0.3,-0.5,0.4,0.1,0.1,0.0,,,,24.6,18.333,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,3.0,1.0,4.0,2006.0,196.0,200.0,21.0,2002.0
3,0.1,21.647,8.5,0.7,0.1,0.3,-0.7,0.4,0.0,0.1,0.0,,,,24.4,18.135,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,2.0,1.0,3.0,2006.0,196.0,200.0,21.0,2002.0
4,0.1,21.654,9.5,0.6,0.1,0.2,-0.9,0.8,0.0,0.1,0.0,,,,23.8,17.046,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,1.0,1.0,2.0,2006.0,196.0,200.0,21.0,2002.0
5,0.2,21.661,10.5,0.6,0.1,0.1,-0.6,1.2,0.0,0.1,0.0,,,,23.7,16.715,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,1.0,1.0,2.0,2006.0,196.0,200.0,21.0,2002.0
6,0.2,21.668,11.5,0.6,0.1,0.1,-0.4,1.2,0.0,0.1,0.0,,,,23.7,16.638,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,1.0,0.0,1.0,2006.0,196.0,200.0,21.0,2002.0
7,0.2,21.674,12.5,0.7,0.0,0.1,-0.2,1.2,0.0,0.0,0.0,,,,23.1,15.712,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
8,0.2,21.68,13.5,0.6,0.0,0.0,-0.1,1.2,0.0,0.0,0.0,,,,21.6,14.752,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
9,0.3,21.687,14.5,0.6,0.0,0.0,0.2,1.4,0.0,0.0,0.0,,,,21.2,14.506,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
10,0.4,21.693,15.5,0.6,0.0,0.0,0.1,1.4,0.0,0.0,0.0,,,,19.8,13.486,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
11,0.5,21.7,16.5,0.6,0.0,0.0,0.4,1.2,0.0,0.0,0.0,,,,18.9,12.849,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
12,0.6,21.706,17.5,0.6,0.1,0.0,0.5,1.2,0.0,0.1,0.0,,,,19.0,13.117,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
13,0.7,21.712,18.5,0.5,0.1,0.0,0.6,1.2,0.0,0.1,0.0,,,,20.4,14.363,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
14,0.6,21.719,19.5,0.5,0.1,0.0,0.7,0.8,0.0,0.1,0.0,,,,19.7,14.527,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
15,0.6,21.725,20.5,0.4,0.1,0.0,0.4,0.4,0.0,0.1,0.0,,,,18.7,14.003,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,0.0,0.0,2006.0,196.0,200.0,21.0,2002.0
16,0.6,21.731,21.5,0.3,0.2,0.0,0.1,0.4,0.0,0.2,0.0,,,,18.2,13.878,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,1.0,1.0,2006.0,196.0,200.0,21.0,2002.0
17,0.7,21.738,22.5,0.3,0.2,0.0,0.1,0.4,0.0,0.2,0.0,,,,17.6,13.628,,,0.0,0.0,R,D,b/babchan01,Anton Babchuk,0.0,1.0,1.0,2006.0,196.0,200.0,21.0,2002.0
