,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.6,21.877,3.5,0.5,0.4,0.4,0.6,0.4,0.3,0.1,0.0,,,,20.5,14.078,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,2.0,3.0,5.0,2003.0,188.0,210.0,28.0,2000.0
1,0.7,21.892,4.5,0.6,0.3,0.7,0.8,0.8,0.2,0.1,0.0,,,,21.3,14.955,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,2.0,3.0,5.0,2003.0,188.0,210.0,28.0,2000.0
2,0.7,21.898,5.5,0.6,0.4,0.8,1.0,0.8,0.3,0.1,0.0,,,,21.3,15.042,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,1.0,2.0,2003.0,188.0,210.0,28.0,2000.0
3,0.8,21.905,6.5,0.6,0.2,0.7,0.8,1.5,0.1,0.1,0.0,,,,21.0,14.851,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,0.0,1.0,2003.0,188.0,210.0,28.0,2000.0
4,0.9,21.912,7.5,0.5,0.1,0.5,0.6,1.5,0.1,0.0,0.0,,,,19.9,14.079,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,1.0,2.0,2003.0,188.0,210.0,28.0,2000.0
5,0.8,21.918,8.5,0.6,0.2,0.6,0.7,1.9,0.2,0.0,0.0,,,,18.7,12.781,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,0.0,1.0,1.0,2003.0,188.0,210.0,28.0,2000.0
6,0.6,21.924,9.5,0.5,0.3,0.4,0.6,1.5,0.3,0.0,0.0,,,,18.7,12.935,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,0.0,1.0,1.0,2003.0,188.0,210.0,28.0,2000.0
7,0.4,21.93,10.5,0.5,0.2,0.3,0.4,1.5,0.2,0.0,0.0,,,,18.2,12.993,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,0.0,1.0,1.0,2003.0,188.0,210.0,28.0,2000.0
8,0.2,21.936,11.5,0.3,0.2,0.2,0.1,1.2,0.2,0.0,0.0,,,,17.3,11.997,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,1.0,2.0,2003.0,188.0,210.0,28.0,2000.0
9,0.1,21.942,12.5,0.3,0.2,0.3,0.2,1.0,0.2,0.0,0.0,,,,17.1,12.376,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,0.0,1.0,2003.0,188.0,210.0,28.0,2000.0
10,0.2,21.952,13.5,0.3,0.1,0.2,-0.1,0.6,0.1,0.0,0.0,,,,18.2,13.188,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,1.0,0.0,1.0,2003.0,188.0,210.0,28.0,2000.0
11,0.4,21.962,14.5,0.5,0.0,0.1,-0.4,0.8,0.0,0.0,0.0,,,,18.5,14.047,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,3.0,0.0,3.0,2003.0,188.0,210.0,28.0,2000.0
12,0.5,21.973,15.5,0.5,0.1,0.3,-0.2,0.8,0.1,0.0,0.0,,,,20.0,14.983,,,0.0,0.0,L,L,a/abidra01,Ramzi Abid,4.0,2.0,6.0,2003.0,188.0,210.0,28.0,2000.0
