,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.7,22.623,5.5,0.2,0.1,0.2,-0.4,0.2,0.0,0.1,0.0,,,,18.9,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,0.0,1.0,1.0,1998.0,185.0,188.0,177.0,1995.0
1,0.6,22.628,6.5,0.2,0.1,0.2,-0.4,0.2,0.0,0.1,0.0,,,,19.3,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,1.0,3.0,1998.0,185.0,188.0,177.0,1995.0
2,0.6,22.634,7.5,0.2,0.1,0.2,-0.3,0.0,0.0,0.1,0.0,,,,19.2,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,1.0,3.0,1998.0,185.0,188.0,177.0,1995.0
3,0.7,22.64,8.5,0.3,0.1,0.2,-0.4,0.0,0.0,0.1,0.0,,,,19.4,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,1.0,3.0,1998.0,185.0,188.0,177.0,1995.0
4,0.7,22.647,9.5,0.4,0.1,0.3,-0.2,0.0,0.0,0.1,0.0,,,,19.5,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,0.0,2.0,1998.0,185.0,188.0,177.0,1995.0
5,0.8,22.653,10.5,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,,,,20.1,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,0.0,2.0,1998.0,185.0,188.0,177.0,1995.0
6,0.7,22.659,11.5,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,,,,19.7,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,0.0,0.0,0.0,1998.0,185.0,188.0,177.0,1995.0
7,0.6,22.666,12.5,0.5,0.0,0.2,-0.1,0.0,0.0,0.0,0.0,,,,19.3,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,0.0,0.0,0.0,1998.0,185.0,188.0,177.0,1995.0
8,0.6,22.673,13.5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,,,,19.8,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,1.0,0.0,1.0,1998.0,185.0,188.0,177.0,1995.0
9,0.5,22.68,14.5,0.5,0.0,0.2,-0.1,0.0,0.0,0.0,0.0,,,,20.4,,,,0.0,0.0,L,L,a/axelspj01,P.J. Axelsson,2.0,0.0,2.0,1998.0,185.0,188.0,177.0,1995.0
