,gm_result,age,ith_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,ShotHand,Position,Url,Name,response_assists,response_goal,response_points,Year,Height,Weight,Drafts,draft_years
0,0.9,21.755,5.5,0.4,0.2,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,13.2,9.244,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,1.0,1.0,2.0,2015.0,178,187,86.0,2013.0
1,0.9,21.764,6.5,0.5,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,13.1,9.049,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,1.0,1.0,2015.0,178,187,86.0,2013.0
2,0.8,21.773,7.5,0.5,0.1,0.0,-0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12.3,8.669,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,0.0,0.0,2015.0,178,187,86.0,2013.0
3,0.8,21.867,7.3,0.5,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,8.657,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,0.0,0.0,2015.0,178,187,86.0,2013.0
4,0.8,21.961,7.1,0.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,13.0,9.004,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,0.0,0.0,2015.0,178,187,86.0,2013.0
5,0.8,22.055,6.9,0.3,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,14.2,9.551,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,0.0,0.0,2015.0,178,187,86.0,2013.0
6,0.7,22.148,6.7,0.4,0.2,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,15.6,10.499,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,0.0,0.0,2015.0,178,187,86.0,2013.0
7,0.5,22.701,5.5,0.6,0.4,0.0,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,17.5,11.625,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,2.0,2.0,2016.0,178,187,86.0,2013.0
8,0.4,22.708,6.5,0.6,0.4,0.0,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,18.1,11.989,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,2.0,2.0,2016.0,178,187,86.0,2013.0
9,0.3,22.714,7.5,0.7,0.3,0.0,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,17.9,11.834,,,0.0,0.0,L,R,a/andrisv01,Sven Andrighetto,0.0,1.0,1.0,2016.0,178,187,86.0,2013.0
