"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"wingeto8820122013","Tommy.Wingels","RL","S.J",40,20122013,24,"0.700","0.775",0,3,1,0,4,0,0,0,2,0,0,0,0,27.84,202.63,12.08
"winnida8520122013","Daniel.Winnik","C","ANA",47,20122013,27,"1.800","1.800",0,1,0,0,1,0,0,0,0,0,0,0,0,8.37,203.13,3.96
"wisnija8420122013","James.Wisniewski","D","CBJ",30,20122013,28,"7.000","5.500",0,0,0,1,24,11,19,0,2,1,0,0,0,93.33,65.29,58.84
"wolskwo8620122013","Wojtek.Wolski","LR","WSH",27,20122013,26,"0.600","0.600",0,1,1,0,3,0,0,0,2,1,1,0,-2.16,27.73,111.9,19.86
"wrighja9020122013","James.Wright","L","WPG",37,20122013,22,"0.650","0.650",0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,177.18,0.15
"wymanjt8620122013","J.T..Wyman","R","T.B",1,20122013,26,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.18,0
"yakupna9320122013","Nail.Yakupov","LR","EDM",46,20122013,18,"0.925","0.925",1,1,3,1,19,7,16,2,0,3,4,0,-2.17,110.73,149.92,42.48
"yandlke8620122013","Keith.Yandle","D","PHX",47,20122013,26,"5.000","5.250",2,6,3,2,29,11,22,0,7,1,1,1,0,162.81,107.5,60.23
"yipxxbr8520122013","Brandon.Yip","RL","NSH",34,20122013,27,"0.750","0.750",0,0,0,0,0,0,0,0,0,0,1,0,-17.18,3.49,159.07,2.15
"yonkmno8120122013","Nolan.Yonkman","D","FLA",7,20122013,31,"0.700","0.700",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30.14,0
"zajactr8520122013","Travis.Zajac","C","N.J",48,20122013,27,"4.800","3.888",1,3,2,1,15,5,4,0,2,1,1,4,1.22,147.35,129.39,53.24
"zanongr8020122013","Greg.Zanon","D","COL",43,20122013,32,"2.250","2.250",0,0,0,0,0,0,0,0,0,1,0,0,0,4.28,202.95,2.07
"zettehe8020122013","Henrik.Zetterberg","CL","DET",46,20122013,31,"7.750","6.083",1,4,10,8,35,14,16,0,4,3,2,0,-0.68,177.07,111.27,61.41
"zibanmi9320122013","Mika.Zibanejad","C","OTT",41,20122013,19,"0.925","0.894",0,3,1,0,16,8,4,0,3,0,0,0,0,75.15,151.27,33.19
"zidlima7720122013","Marek.Zidlicky","D","N.J",48,20122013,35,"4.000","4.000",1,0,3,7,35,14,29,3,6,1,3,0,-1.05,171.77,104.97,62.07
"zolniha8720122013","Harry.Zolnierczyk","L","PHI",7,20122013,25,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,42.07,0.39
"zubruda7820122013","Dainius.Zubrus","L","N.J",22,20122013,34,"3.400","3.400",1,1,0,0,1,0,0,0,0,0,0,0,0,22.62,102.38,18.1
"zuccama8720122013","Mats.Zuccarello","RL","NYR",15,20122013,25,"0.700","0.700",1,4,1,0,4,2,4,0,2,0,1,0,-1.77,33.83,48.15,41.26
"zuckeja9220122013","Jason.Zucker","LR","MIN",19,20122013,20,"0.715","0.772",0,0,0,0,2,0,0,0,0,1,0,0,0,5.98,100.96,5.59
