Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Alex Pietrangelo,20112012,STL,27,0,1,4,3,7,8,5,8,16
Matt D'Agostini,20112012,STL,36,1,0,5,1,4,4,2,3,7
Jason Arnott,20112012,STL,44,1,2,7,2,4,3,1,5,10
Patrik Berglund,20112012,STL,21,0,0,15,0,8,7,1,5,4
Niklas Hagman,20112012,CGY,10,2,1,1,2,5,6,1,4,2
Andy McDonald,20112012,STL,10,1,0,6,1,3,5,0,2,1
Mark Giordano,20112012,CGY,5,2,0,2,2,6,2,6,11,11
Jamie Langenbrunner,20112012,STL,15,0,1,5,1,7,7,1,3,3
David Backes,20112012,STL,42,2,2,7,3,6,9,0,5,12
Tomas Vokoun,20112012,WSH,29,0,0,0,0,0,1,7,15,54
Marcus Johansson,20112012,WSH,90,0,6,6,2,14,9,5,5,5
Jeff Halpern,20112012,WSH,15,0,0,4,1,5,3,1,3,4
Matt Hendricks,20112012,WSH,26,0,2,1,0,3,1,2,2,5
Jeff Schultz,20112012,WSH,55,0,1,0,2,1,2,0,2,16
Troy Brouwer,20112012,WSH,20,2,2,10,0,5,6,1,5,7
Dominic Moore,20112012,T.B,19,0,1,2,1,6,6,2,4,1
Alex Ovechkin,20112012,WSH,8,2,3,19,1,8,8,1,4,10
Nicklas Backstrom,20112012,WSH,19,0,2,9,0,7,7,0,1,3
Mike Knuble,20112012,WSH,22,0,1,4,1,3,4,1,2,4
Mike Green,20112012,WSH,52,0,0,0,0,1,2,3,7,13
Roman Hamrlik,20112012,WSH,44,0,0,2,1,3,7,3,6,29
Bruno Gervais,20112012,T.B,27,0,2,3,1,2,3,0,5,12
Brett Connolly,20112012,T.B,14,0,0,3,0,3,6,3,4,4
Chris Higgins,20112012,VAN,20,1,2,11,1,7,10,3,6,2
Manny Malhotra,20112012,VAN,27,0,0,6,1,3,6,1,3,4
Cory Schneider,20112012,VAN,35,0,0,0,0,0,0,3,11,49
Jannik Hansen,20112012,VAN,36,1,2,12,3,11,6,0,3,10
David Savard,20112012,CBJ,58,0,0,1,0,2,3,0,1,9
Kevin Bieksa,20112012,VAN,3,0,1,5,1,6,18,2,13,26
Cody Hodgson,20112012,VAN,9,2,2,8,3,4,7,2,2,10
Marco Sturm,20112012,VAN,15,0,0,0,0,0,0,0,1,0
Mikael Samuelsson,20112012,VAN,26,0,1,1,1,2,1,0,2,3
Kris Russell,20112012,CBJ,10,1,0,1,0,0,0,1,0,5
PHX,16,0,0,3,0,3,4,0,9,27
PHX,19,0,2,11,3,6,7,0,6,8
Michael Ryder,20112012,DAL,73,0,2,22,0,15,9,1,4,10
John Madden,20112012,FLA,10,0,0,3,0,0,0,0,0,1
Scottie Upshall,20112012,FLA,19,0,0,1,0,1,2,0,1,1
Tomas Kopecky,20112012,FLA,82,1,0,7,3,4,6,3,4,8
Chris Kunitz,20112012,PIT,14,0,5,15,1,10,10,1,12,18
Erik Gudbranson,20112012,FLA,44,0,1,1,1,2,2,3,7,9
Ed Jovanovski,20112012,FLA,55,0,1,1,2,2,3,3,6,11
Jack Skille,20112012,FLA,12,0,3,0,1,5,0,1,0,1
Sean Bergenheim,20112012,FLA,20,0,0,10,2,1,3,0,5,4
Mike Weaver,20112012,FLA,43,0,0,0,2,2,9,2,12,24
Marcel Goc,20112012,FLA,57,0,1,6,2,7,4,1,1,6
Richard Park,20112012,PIT,12,1,2,3,1,1,3,0,2,5
Greg Zanon,20112012,MIN,5,0,1,1,0,0,4,1,4,11
MIN,28,0,0,2,0,0,0,1,0,0
Kyle Turris,20112012,OTT,7,1,1,9,2,6,5,2,8,6
Cal Clutterbuck,20112012,MIN,22,1,0,7,1,4,2,2,3,6
Marco Scandella,20112012,MIN,6,0,0,2,1,0,3,4,5,11
Peter Regin,20112012,OTT,13,0,1,1,0,2,0,0,0,2
Ryan O'Byrne,20112012,COL,3,0,0,1,0,3,3,3,11,14
Steve Downie,20112012,COL,17,0,1,4,0,5,1,1,1,1
Daniel Winnik,20112012,COL,34,0,0,4,1,5,5,3,2,4
COL,37,2,4,7,4,13,9,2,1,7
Gabriel Landeskog,20112012,COL,92,0,3,13,3,6,13,2,7,13
Ryan Wilson,20112012,COL,44,0,0,1,0,8,7,0,6,20
Derick Brassard,20112012,CBJ,16,2,1,6,2,9,6,2,3,5
Andreas Lilja,20112012,PHI,6,0,0,0,0,3,2,2,4,9
Andrew Alberts,20112012,VAN,41,0,0,2,0,0,1,4,2,12
Dan Hamhuis,20112012,VAN,2,0,0,3,3,5,10,2,15,35
PHI,27,1,3,10,0,8,3,2,2,10
Zac Rinaldo,20112012,PHI,36,0,1,1,1,4,2,0,2,6
Joe Corvo,20112012,BOS,14,0,0,3,3,6,4,4,16,27
Shawn Thornton,20112012,BOS,22,0,0,4,2,5,1,0,1,3
Zach Boychuk,20112012,CAR,22,0,0,1,0,2,0,1,0,1
Tim Brent,20112012,CAR,37,0,3,4,1,2,4,1,2,5
Jordan Caron,20112012,BOS,38,1,2,4,3,2,3,1,2,2
Jiri Tlusty,20112012,CAR,19,1,4,9,1,6,7,3,7,4
Benoit Pouliot,20112012,BOS,67,0,6,9,2,7,6,4,1,8
Willie Mitchell,20112012,L.A,33,0,0,5,1,1,9,1,5,20
Mattias Tedenby,20112012,N.J,21,0,0,1,1,2,1,0,3,2
David Clarkson,20112012,N.J,23,0,4,14,1,2,5,0,4,4
Kyle Okposo,20112012,NYI,21,1,4,15,3,8,6,1,2,9
Michael Grabner,20112012,NYI,40,0,2,12,2,5,4,1,1,6
Andrew MacDonald,20112012,NYI,47,0,0,4,0,2,10,2,8,20
Brandon Segal,20112012,T.B,21,0,0,0,0,0,0,0,0,0
Mike Mottau,20112012,NYI,10,0,0,0,0,1,1,1,3,5
Deryk Engelland,20112012,PIT,5,0,1,3,2,3,8,3,5,22
Zbynek Michalek,20112012,PIT,4,0,1,1,1,2,6,3,6,26
Jarome Iginla,20112012,CGY,12,0,3,17,3,11,8,3,4,7
David Moss,20112012,CGY,25,0,1,1,0,3,2,2,0,0
Joakim Lindstrom,20112012,COL,28,0,0,1,0,0,3,0,1,1
Jean-Sebastien Giguere,20112012,COL,35,0,0,0,0,0,0,2,15,31
Andrew Ebbett,20112012,VAN,25,0,0,4,0,0,1,0,0,2
Niklas Kronwall,20112012,DET,55,0,0,7,1,0,11,0,11,27
PHX,6,0,0,1,1,2,7,0,6,17
PHX,13,2,1,11,6,19,11,0,4,6
PHX,3,1,1,9,2,8,8,1,6,25
PHX,11,0,1,3,1,8,8,1,6,9
Brandon Yip,20112012,NSH,18,0,1,3,0,3,2,0,2,1
PHX,15,0,0,7,0,6,5,1,3,11
PHX,29,0,0,0,0,1,0,0,0,0
Eric Belanger,20112012,EDM,20,0,1,1,0,4,4,3,6,4
Andy Sutton,20112012,EDM,25,0,0,3,1,2,4,2,7,10
Nikolai Khabibulin,20112012,EDM,35,0,0,0,0,0,0,2,18,37
Tom Gilbert,20112012,EDM,77,0,0,1,0,3,7,0,7,13
Ryan Smyth,20112012,EDM,94,0,1,13,3,6,11,3,3,6
Jordan Eberle,20112012,EDM,14,2,5,17,4,16,10,1,3,7
Theo Peckham,20112012,EDM,24,0,0,1,0,1,1,2,8,18
Toby Enstrom,20112012,WPG,39,0,0,4,0,6,8,1,11,27
Jamal Mayers,20112012,CHI,22,0,2,4,1,5,2,1,0,3
Ray Emery,20112012,CHI,30,0,0,0,0,0,0,1,17,39
Rostislav Olesz,20112012,CHI,85,0,0,0,0,0,0,0,0,0
Evander Kane,20112012,WPG,9,1,6,16,3,10,10,1,5,8
Kyle Wellwood,20112012,WPG,13,0,1,13,2,9,12,2,2,4
Mark Scheifele,20112012,WPG,55,0,0,0,0,0,0,0,0,0
Daniel Carcillo,20112012,CHI,13,1,0,0,1,3,3,1,1,5
Michael Frolik,20112012,CHI,67,1,1,1,1,2,3,0,1,2
Ryan Reaves,20112012,STL,75,0,0,3,0,1,0,1,1,1
Trevor Daley,20112012,DAL,6,0,1,2,2,6,8,1,6,30
Robyn Regehr,20112012,BUF,24,0,0,1,0,1,3,3,8,14
Cody Franson,20112012,TOR,4,1,0,2,1,3,7,1,7,14
Matt Frattin,20112012,TOR,39,0,1,7,1,5,0,1,1,10
Clarke MacArthur,20112012,TOR,16,1,4,12,2,7,7,0,5,6
Nikolay Kulemin,20112012,TOR,41,0,0,5,0,5,10,2,5,10
Mikhail Grabovski,20112012,TOR,84,0,0,18,4,13,6,3,5,5
David Jones,20112012,COL,54,1,4,11,3,4,6,2,3,3
Alexei Emelin,20112012,MTL,74,0,1,1,2,0,1,4,5,20
Marty Reasoner,20112012,NYI,16,0,0,1,0,1,4,0,0,1
Evgeni Nabokov,20112012,NYI,20,0,0,0,0,0,0,2,8,49
Jay Pandolfo,20112012,NYI,29,0,0,1,0,0,0,0,2,2
Brandon Prust,20112012,NYR,8,0,1,2,1,6,5,2,1,9
Erik Christensen,20112012,NYR,40,0,0,0,0,2,1,0,2,0
NYR,71,0,0,4,0,0,0,0,1,3
Jordan Leopold,20112012,BUF,3,0,0,9,1,4,5,7,11,25
Andrew Ladd,20112012,WPG,16,0,4,17,2,6,6,2,3,12
Chris Mason,20112012,WPG,50,0,0,0,0,0,0,1,8,21
Jerred Smithson,20112012,NSH,25,0,0,1,0,0,3,0,3,4
Josh Harding,20112012,MIN,37,0,0,0,0,0,0,2,8,31
Brad Stuart,20112012,DET,23,0,1,3,0,5,9,0,13,31
Alexandre Giroux,20112012,CBJ,28,0,1,0,0,0,0,1,1,1
Brenden Morrow,20112012,DAL,10,0,0,5,2,2,8,0,5,7
Matt Bartkowski,20112012,BOS,43,0,0,0,0,0,0,0,0,0
Ryan Jones,20112012,EDM,28,0,1,9,1,3,8,2,4,6
Corey Potter,20112012,EDM,44,0,2,1,0,3,4,3,9,13
Linus Omark,20112012,EDM,23,1,0,1,0,0,0,0,0,0
Magnus Paajarvi,20112012,EDM,91,0,0,2,0,1,3,0,2,0
Kent Huskins,20112012,STL,6,1,1,0,0,0,5,2,1,7
Vladimir Sobotka,20112012,STL,17,0,0,3,1,8,4,3,4,8
Ryane Clowe,20112012,S.J,29,1,3,6,1,7,6,2,4,11
Joe Pavelski,20112012,S.J,8,0,2,18,2,10,6,1,5,13
Logan Couture,20112012,S.J,39,0,3,15,3,10,4,2,2,4
Brent Burns,20112012,S.J,88,0,2,4,2,6,7,2,7,23
Marc-Edouard Vlasic,20112012,S.J,44,0,0,3,0,8,9,1,12,28
Barret Jackman,20112012,STL,5,0,0,1,2,2,7,0,8,26
Cam Fowler,20112012,ANA,4,2,0,1,0,7,8,1,12,25
Francois Beauchemin,20112012,ANA,23,0,0,4,0,3,7,3,11,23
Bobby Ryan,20112012,ANA,9,1,7,18,1,14,2,4,2,6
Corey Perry,20112012,ANA,10,1,6,13,2,6,2,4,4,6
Ryan Getzlaf,20112012,ANA,15,1,3,3,3,13,8,5,3,6
Toni Lydman,20112012,ANA,32,0,0,0,3,0,9,1,9,22
Scott Nichol,20112012,STL,12,1,0,2,1,3,0,0,0,2
Shawn Matthias,20112012,FLA,18,0,5,1,2,7,3,2,3,2
Matt Bradley,20112012,FLA,22,0,1,1,0,1,4,1,1,2
Ryan Carter,20112012,FLA,24,0,0,0,0,0,0,0,0,1
Shawn Horcoff,20112012,EDM,10,0,3,5,1,4,5,2,3,9
Patric Hornqvist,20112012,NSH,27,0,2,16,2,5,6,2,1,8
Dan Ellis,20112012,ANA,38,0,0,0,0,0,1,0,2,10
Antti Niemi,20112012,S.J,31,0,0,0,0,0,0,3,27,82
Patrick Marleau,20112012,S.J,12,1,4,13,2,7,8,0,7,16
Brett Sutter,20112012,CAR,42,0,0,0,0,2,1,0,0,2
Jerred Smithson,20112012,FLA,25,0,0,0,0,1,0,0,3,10
Adam Pardy,20112012,DAL,27,0,0,0,0,0,2,1,5,12
Tom Wandell,20112012,DAL,23,0,2,3,1,5,3,0,0,1
Cody McCormick,20112012,BUF,8,0,1,0,0,2,1,0,1,0
Matt Walker,20112012,PHI,8,0,0,0,0,1,5,1,4,8
Sergei Bobrovsky,20112012,PHI,35,0,0,0,0,0,0,2,17,39
PHI,29,0,0,3,1,1,1,1,0,1
Lennart Petrell,20112012,EDM,37,1,0,2,1,3,0,0,2,0
EDM,57,0,0,1,0,0,4,0,2,3
NYR,45,0,0,0,0,0,0,1,1,0
Steve Montador,20112012,CHI,5,0,0,3,1,1,3,2,5,14
Viktor Stalberg,20112012,CHI,25,0,3,17,3,9,9,0,7,4
Dustin Penner,20112012,L.A,25,1,1,4,0,7,3,0,0,3
Slava Voynov,20112012,L.A,26,0,1,4,1,5,3,2,3,16
Jarret Stoll,20112012,L.A,28,1,0,3,1,4,3,1,1,8
Evgeny Grachev,20112012,STL,78,0,0,1,0,1,2,0,0,3
Nazem Kadri,20112012,TOR,43,0,3,1,0,2,0,0,0,5
Jonas Gustavsson,20112012,TOR,50,0,0,0,0,0,1,2,16,62
Steven Kampfer,20112012,BOS,47,0,0,0,1,0,2,0,3,7
Jay Rosehill,20112012,TOR,38,0,0,0,0,0,0,0,0,1
Brayden Schenn,20112012,PHI,10,0,4,4,0,3,2,3,4,2
Andreas Nodl,20112012,PHI,15,0,0,0,0,1,0,0,0,0
Andreas Engqvist,20112012,MTL,63,0,0,0,0,0,0,0,0,1
Brooks Orpik,20112012,PIT,44,0,0,2,2,4,7,1,16,39
Tim Stapleton,20112012,WPG,14,0,3,4,0,4,4,0,3,4
Brian Rolston,20112012,NYI,11,0,0,3,1,1,2,1,1,4
Josh Bailey,20112012,NYI,12,0,2,6,0,8,8,1,5,7
Matt Martin,20112012,NYI,17,0,1,5,1,3,1,0,1,0
Wojtek Wolski,20112012,FLA,8,1,0,4,3,0,2,0,0,2
Brendan Morrison,20112012,CGY,8,0,2,1,0,2,3,1,2,2
Blake Geoffrion,20112012,NSH,5,0,0,0,1,1,1,0,0,1
NSH,42,0,0,0,0,0,0,0,0,0
Jonathon Blum,20112012,NSH,7,0,2,1,0,1,3,0,0,9
Ryan Kesler,20112012,VAN,17,1,2,8,0,9,2,4,4,10
Ian Cole,20112012,STL,28,0,0,2,4,3,2,4,7,14
Brian McGrattan,20112012,NSH,23,0,0,0,0,1,1,0,1,0
Justin Falk,20112012,MIN,44,0,0,0,0,3,5,1,5,9
Benn Ferriero,20112012,S.J,78,0,0,7,0,0,1,1,0,3
Joe Thornton,20112012,S.J,19,1,2,9,3,14,19,0,3,7
Milan Lucic,20112012,BOS,17,0,5,14,0,19,9,1,2,12
Lars Eller,20112012,MTL,81,2,4,5,3,5,2,2,4,5
Ryan Johansen,20112012,CBJ,19,0,1,5,4,4,3,0,1,8
Chris Porter,20112012,STL,32,2,1,1,0,1,2,0,3,3
Wayne Simmonds,20112012,PHI,17,0,3,13,6,7,3,0,3,10
Patrick Eaves,20112012,DET,17,0,0,0,1,0,0,0,1,1
Fabian Brunnstrom,20112012,DET,76,0,0,0,0,0,1,0,0,0
Ben Maxwell,20112012,WPG,49,0,0,1,1,2,1,0,0,0
Trevor Gillies,20112012,NYI,14,0,0,0,0,0,0,0,0,0
Brendan Bell,20112012,NYR,39,0,0,0,0,0,0,0,0,0
Ryan Whitney,20112012,EDM,6,0,0,1,1,4,4,2,4,12
Matt Beleskey,20112012,ANA,39,0,2,2,0,5,5,2,4,4
Kurtis Foster,20112012,ANA,6,0,0,1,0,0,0,0,0,1
Peter Budaj,20112012,MTL,30,0,0,0,0,0,3,1,10,14
Martin Biron,20112012,NYR,43,0,0,0,0,0,3,1,6,29
Randy Jones,20112012,WPG,12,0,0,1,0,0,1,2,4,15
Matt Ellis,20112012,BUF,37,1,0,2,0,1,4,0,3,4
Blake Comeau,20112012,NYI,57,0,0,0,0,0,0,0,0,0
Jesse Winchester,20112012,OTT,18,0,1,0,0,2,2,0,3,1
CAR,11,0,0,0,0,1,1,0,1,0
Kaspars Daugavins,20112012,OTT,23,0,1,4,0,3,1,2,4,7
John Moore,20112012,CBJ,4,0,0,2,0,2,2,1,7,7
Cody Bass,20112012,CBJ,32,0,0,0,0,1,0,0,1,1
James Wisniewski,20112012,CBJ,21,0,1,2,0,6,5,0,5,11
Justin Braun,20112012,S.J,61,0,0,1,0,5,2,1,8,13
Ladislav Smid,20112012,EDM,5,0,0,5,0,1,8,3,8,28
Jake Dowell,20112012,DAL,11,0,0,2,0,4,1,0,2,1
David Booth,20112012,VAN,7,0,2,10,1,4,3,1,2,4
Wojtek Wolski,20112012,NYR,86,0,0,0,0,0,3,0,0,0
Tim Connolly,20112012,TOR,12,1,3,7,1,11,8,1,1,4
Erik Gustafsson,20112012,PHI,26,0,0,1,2,1,0,1,8,15
Jody Shelley,20112012,PHI,45,0,0,0,0,0,1,0,1,0
Kenndal McArdle,20112012,WPG,23,0,0,0,0,0,0,0,0,1
Stephen Weiss,20112012,FLA,9,0,2,12,4,11,10,1,7,7
Marco Sturm,20112012,FLA,16,1,0,2,0,2,0,2,0,3
Mike Fisher,20112012,NSH,12,1,5,12,1,7,8,2,4,12
Francis Bouillon,20112012,NSH,51,0,1,3,1,1,5,3,13,20
Shea Weber,20112012,NSH,6,0,2,3,4,8,6,2,8,33
Jordie Benn,20112012,DAL,24,0,2,14,0,3,2,2,1,4
Scott Parse,20112012,L.A,21,0,0,1,0,0,0,0,0,1
Stephane Robidas,20112012,DAL,3,0,0,2,0,6,3,2,6,28
Sean Collins,20112012,WSH,62,0,0,0,0,0,0,0,0,1
PHX,18,0,0,2,0,1,0,1,0,1
PHX,21,0,0,0,0,0,0,0,0,0
Ryan Carter,20112012,N.J,20,1,1,2,1,2,1,0,2,0
Cam Janssen,20112012,N.J,25,0,0,0,0,1,0,0,0,1
Kevin Porter,20112012,COL,12,0,0,4,0,1,2,0,2,0
Mike Blunden,20112012,MTL,45,0,0,2,0,2,0,0,2,3
Martin Havlat,20112012,S.J,9,0,1,2,2,6,4,1,4,3
Rick DiPietro,20112012,NYI,39,0,0,0,0,0,1,1,4,8
Allen York,20112012,CBJ,41,0,0,0,0,0,0,1,2,10
John Scott,20112012,CHI,32,0,0,0,0,0,1,1,2,4
Sami Lepisto,20112012,CHI,20,0,1,0,0,0,2,1,3,5
Jack Johnson,20112012,L.A,3,0,0,3,2,1,4,0,2,17
Alexander Sulzer,20112012,VAN,52,0,0,0,0,1,0,1,1,5
Robin Lehner,20112012,OTT,40,0,0,0,0,0,0,0,4,2
Sam Gagner,20112012,EDM,89,0,0,11,3,10,9,3,2,9
Alex Plante,20112012,EDM,48,0,0,0,0,1,0,0,1,0
Andre Deveaux,20112012,NYR,33,0,0,0,0,0,1,0,1,2
Dan Girardi,20112012,NYR,5,0,1,3,0,6,8,4,12,32
Cody Eakin,20112012,WSH,50,0,2,2,0,1,3,2,0,2
ANA,63,0,0,5,2,3,7,2,2,3
Dennis Wideman,20112012,WSH,6,0,0,5,2,8,7,4,11,21
Joey Crabb,20112012,TOR,46,0,2,7,1,6,8,1,2,3
Brett Festerling,20112012,WPG,53,0,0,0,0,0,0,1,0,1
Kurtis Foster,20112012,N.J,2,0,1,0,0,3,1,1,4,17
Ben Scrivens,20112012,TOR,30,0,0,0,0,0,0,3,3,13
Mike Santorelli,20112012,FLA,13,1,1,5,0,1,0,2,0,6
Nate Prosser,20112012,MIN,39,0,0,1,0,3,4,1,4,8
PHX,24,0,1,2,2,7,4,0,1,1
Ben Eager,20112012,EDM,55,1,2,5,1,3,1,1,1,1
Jim Vandermeer,20112012,S.J,2,0,1,0,0,0,3,0,0,2
Bryan Allen,20112012,CAR,5,0,1,0,3,2,7,2,13,16
Cory Sarich,20112012,CGY,6,0,0,1,1,1,4,3,2,14
Taylor Chorney,20112012,STL,43,0,0,0,0,0,0,0,0,1
Chris Phillips,20112012,OTT,4,0,0,1,1,3,8,1,10,22
Mark Flood,20112012,WPG,36,0,1,1,0,1,2,3,4,1
Mark Eaton,20112012,NYI,4,0,0,1,0,2,1,1,6,13
Milan Jurcina,20112012,NYI,27,0,0,1,1,3,3,1,4,16
Mike Cammalleri,20112012,MTL,13,1,0,7,1,4,3,0,2,4
PHI,47,1,2,2,0,2,1,0,2,5
PHX,26,0,0,2,1,3,1,1,3,7
Colten Teubert,20112012,EDM,33,0,0,0,0,1,0,0,4,3
Alexandre Picard,20112012,PIT,54,0,0,0,1,1,2,0,3,7
Justin Faulk,20112012,CAR,27,0,1,1,0,1,0,0,3,3
Aaron Rome,20112012,VAN,29,0,0,3,1,0,3,1,3,6
Pierre-Luc Letourneau-Leblond,20112012,CGY,24,0,0,0,0,0,0,0,0,1
Corey Tropp,20112012,BUF,78,0,0,3,1,1,3,2,0,3
Matt Hunwick,20112012,COL,22,0,1,2,0,2,1,0,2,7
Anders Lindback,20112012,NSH,39,0,0,0,0,0,0,1,4,16
Sean Avery,20112012,NYR,16,0,1,2,0,0,0,1,0,0
Peter Holland,20112012,ANA,74,0,1,0,0,0,0,0,0,1
Zach Hamill,20112012,BOS,52,0,0,0,1,1,0,1,1,3
CBJ,17,0,1,6,0,5,4,1,5,6
STL,23,0,0,1,0,0,5,1,4,5
Peter Mannino,20112012,WPG,34,0,0,0,0,0,0,0,0,1
Petteri Nokelainen,20112012,MTL,15,0,0,3,1,2,0,0,0,2
Drew Doughty,20112012,L.A,8,0,1,6,2,6,5,1,6,15
Mikael Backlund,20112012,CGY,11,0,1,1,0,3,2,1,0,5
Eric Tangradi,20112012,PIT,25,0,0,0,0,1,1,0,0,4
DAL,17,0,0,2,0,0,2,0,0,0
Nikita Nikitin,20112012,CBJ,6,0,1,3,1,5,11,2,7,10
Kris Russell,20112012,STL,4,0,0,4,0,3,2,2,4,13
Paul Byron,20112012,CGY,32,0,0,1,0,1,1,0,1,0
TJ Brodie,20112012,CGY,7,0,0,1,0,2,3,4,2,14
Jason Zucker,20112012,MIN,16,0,0,0,0,2,0,0,1,1
Warren Peters,20112012,MIN,43,0,0,1,0,2,2,0,1,0
Colin Fraser,20112012,L.A,24,0,0,2,0,1,5,1,2,2
Evgenii Dadonov,20112012,FLA,63,0,1,1,0,1,0,1,0,0
Clayton Stoner,20112012,MIN,4,0,0,1,1,0,3,0,5,20
Mike Weber,20112012,BUF,6,0,0,1,1,0,3,1,6,8
Jared Boll,20112012,CBJ,40,0,0,2,0,1,0,0,2,1
Scott Clemmensen,20112012,FLA,30,0,0,0,0,0,0,4,6,30
Krys Barch,20112012,DAL,13,0,0,0,0,0,0,0,0,0
Frdric St-Denis,20112012,MTL,62,0,0,1,1,0,1,0,1,3
Steve Bernier,20112012,N.J,18,0,0,1,0,4,1,1,1,8
Drew MacIntyre,20112012,BUF,31,0,0,0,0,0,0,0,1,1
Aaron Palushaj,20112012,MTL,60,0,1,0,0,1,3,1,1,1
Nino Niederreiter,20112012,NYI,25,0,0,1,0,0,0,0,2,0
Brandon Yip,20112012,COL,18,0,0,0,0,0,0,0,2,0
Zach Bogosian,20112012,WPG,44,0,0,0,0,0,0,2,1,1
Andrei Loktionov,20112012,L.A,48,0,0,2,2,2,0,0,1,3
Devante Smith-Pelly,20112012,ANA,12,1,0,4,2,6,2,1,3,3
Jakub Kindl,20112012,DET,4,0,0,1,1,5,5,0,7,10
TOR,32,0,0,1,0,1,3,0,1,2
Anders Nilsson,20112012,NYI,45,0,0,0,0,0,0,0,1,1
Travis Hamonic,20112012,NYI,3,0,0,1,0,3,13,2,9,26
Ben Smith,20112012,CHI,28,0,0,2,0,0,0,0,1,1
Kevin Marshall,20112012,PHI,46,0,0,0,0,0,0,0,3,2
Marc-Andre Bourdon,20112012,PHI,43,0,1,2,0,0,3,1,7,15
Sidney Crosby,20112012,PIT,87,0,0,6,0,13,7,0,4,4
David Ullstrom,20112012,NYI,41,0,0,3,0,1,3,0,1,4
WSH,81,0,1,2,1,5,8,2,6,9
Taylor Chorney,20112012,EDM,41,0,0,0,0,0,0,0,0,0
Philip Larsen,20112012,DAL,36,0,0,2,1,2,5,0,8,24
TJ Brennan,20112012,BUF,33,0,0,1,0,0,0,0,0,4
Brett Sterling,20112012,STL,29,0,0,0,0,0,0,1,0,0
Eric Fehr,20112012,WPG,17,1,0,0,0,0,1,0,0,1
Jason Jaffray,20112012,WPG,41,0,0,0,0,0,1,0,0,0
NYR,32,0,1,1,0,4,6,2,2,17
John Mitchell,20112012,NYR,34,1,0,3,2,2,5,1,3,6
Carl Hagelin,20112012,NYR,62,0,0,11,2,9,11,2,4,9
Niklas Hjalmarsson,20112012,CHI,4,0,0,1,2,6,5,2,7,20
Zack Kassian,20112012,BUF,54,0,1,2,1,1,0,1,1,2
Jochen Hecht,20112012,BUF,55,0,0,3,1,2,1,1,2,2
PHX,12,0,0,1,0,0,0,0,0,0
Darcy Hordichuk,20112012,EDM,16,0,0,1,1,1,0,0,0,0
Stefan Elliott,20112012,COL,46,1,1,2,0,3,4,1,3,9
Paul Szczechura,20112012,BUF,58,0,1,0,1,2,0,0,2,0
FLA,27,0,0,1,0,1,0,0,2,0
Dana Tyrell,20112012,T.B,42,0,0,0,0,3,2,0,0,1
Keith Aulie,20112012,TOR,59,0,0,0,0,0,2,0,3,4
Roman Josi,20112012,NSH,59,0,0,4,1,3,3,2,5,13
BUF,81,0,0,0,0,2,5,0,2,5
Robert Bortuzzo,20112012,PIT,41,0,0,0,0,0,0,0,0,4
Simon Despres,20112012,PIT,47,0,0,0,0,1,2,0,1,6
Joe Finley,20112012,BUF,4,0,0,0,0,0,0,0,0,0
Casey Wellman,20112012,MIN,17,0,0,2,0,2,2,0,1,0
Nick Palmieri,20112012,MIN,27,0,0,1,0,0,0,0,0,0
Dylan Reese,20112012,NYI,42,0,0,1,0,2,4,1,4,9
Kristian Huselius,20112012,CBJ,20,0,0,0,0,0,0,0,0,0
Ben Maxwell,20112012,ANA,14,0,0,2,1,1,0,1,1,1
Louis Leblanc,20112012,MTL,71,0,1,4,0,3,2,1,2,3
Davis Drewiske,20112012,L.A,44,0,0,2,0,0,0,0,0,0
David Perron,20112012,STL,57,0,2,13,0,7,5,1,4,7
Chris Mueller,20112012,NSH,17,0,0,0,0,0,0,1,1,0
Paul Gaustad,20112012,NSH,28,0,0,0,1,1,1,0,0,4
Ryan O'Marra,20112012,EDM,42,0,0,0,0,0,1,0,0,0
Joe Piskula,20112012,CGY,43,0,0,0,0,0,0,0,0,0
Mason Raymond,20112012,VAN,21,0,0,8,1,6,2,3,4,7
PHX,20,0,0,0,0,1,2,0,2,3
Tim Wallace,20112012,NYI,36,0,0,0,0,1,0,0,0,1
Chris Conner,20112012,DET,41,0,0,1,0,2,0,0,0,0
Carl Klingberg,20112012,WPG,48,0,0,0,0,0,0,0,0,0
Matt Hackett,20112012,MIN,31,0,0,0,0,0,0,1,2,6
PHX,91,0,0,0,0,0,0,0,0,0
PHX,32,0,0,1,0,4,8,2,5,14
Jeff Taffe,20112012,MIN,23,0,0,0,0,1,1,1,0,1
Krys Barch,20112012,FLA,21,0,0,2,0,1,2,0,2,0
Andreas Nodl,20112012,CAR,14,0,2,1,1,2,1,0,3,0
Mike Murphy,20112012,CAR,70,0,0,0,0,0,0,0,0,1
Tomas Kaberle,20112012,MTL,22,0,0,2,0,0,8,0,6,10
Matt Taormina,20112012,N.J,32,0,0,1,0,2,3,0,3,10
Alexander Urbom,20112012,N.J,33,0,0,1,0,0,0,0,1,3
Colin Stuart,20112012,BUF,15,0,0,0,0,0,0,0,0,0
Matt Carkner,20112012,OTT,39,0,0,1,0,0,2,0,4,6
Richard Bachman,20112012,DAL,31,0,0,0,0,0,0,0,4,29
Mikael Samuelsson,20112012,FLA,26,0,1,4,0,5,5,0,4,4
Rene Bourque,20112012,MTL,17,0,1,1,0,2,4,0,5,9
