Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
David Steckel,20112012,TOR,20,0,0,1,0,0,0,0,0,3
Carl Gunnarsson,20112012,TOR,36,0,0,0,0,1,5,1,1,3
Brian Boucher,20112012,CAR,33,0,0,0,0,0,0,0,1,4
Tomas Kaberle,20112012,CAR,51,0,0,0,0,2,2,1,0,6
Jeff Skinner,20112012,CAR,53,1,0,3,0,7,2,0,0,5
Brooks Laich,20112012,WSH,21,0,0,4,0,2,2,0,1,4
Karl Alzner,20112012,WSH,27,0,0,0,0,0,1,0,0,0
Michal Neuvirth,20112012,WSH,30,0,0,0,0,0,0,0,1,8
Roman Hamrlik,20112012,WSH,44,0,0,0,0,0,0,0,0,0
Joel Ward,20112012,WSH,42,0,0,0,0,0,0,0,0,0
Mike Green,20112012,WSH,52,0,0,3,0,0,0,0,1,6
Eric Staal,20112012,CAR,12,0,0,7,1,7,7,1,1,8
Jay Harrison,20112012,CAR,44,0,0,2,0,2,1,0,1,4
Nicklas Backstrom,20112012,WSH,19,0,0,3,1,8,6,0,0,5
Alexander Semin,20112012,WSH,28,0,0,2,1,5,2,0,1,8
Tim Brent,20112012,CAR,37,0,0,3,0,2,2,1,1,7
Alex Ovechkin,20112012,WSH,8,0,1,12,0,5,5,1,1,9
John Madden,20112012,FLA,10,0,0,0,0,0,1,0,0,3
Kris Versteeg,20112012,FLA,32,0,0,8,1,2,7,1,0,12
Brian Campbell,20112012,FLA,51,0,0,1,0,16,14,1,2,12
Jason Garrison,20112012,FLA,52,1,0,8,0,2,1,1,1,6
Jose Theodore,20112012,FLA,60,0,0,0,0,0,0,1,1,34
Steve Staios,20112012,NYI,24,0,0,0,0,0,0,0,0,0
Al Montoya,20112012,NYI,35,0,0,0,0,0,0,0,2,9
Frans Nielsen,20112012,NYI,51,0,0,4,1,2,7,0,2,12
Colin Wilson,20112012,NSH,33,0,0,4,0,4,3,1,1,5
Scott Nichol,20112012,STL,12,0,0,0,0,0,0,0,0,0
Vladimir Sobotka,20112012,STL,17,0,0,0,0,1,0,1,0,1
Jaroslav Halak,20112012,STL,41,0,0,0,0,0,0,1,1,24
Roman Polak,20112012,STL,46,0,0,0,0,0,0,0,1,0
Nick Spaling,20112012,NSH,13,0,0,0,0,0,0,0,0,0
Jerred Smithson,20112012,NSH,25,0,0,0,0,0,0,0,0,0
Alex Pietrangelo,20112012,STL,27,0,0,6,0,10,8,1,0,6
Matt D'Agostini,20112012,STL,36,1,0,2,0,0,0,0,1,3
David Backes,20112012,STL,42,0,0,8,0,6,3,1,2,10
Jason Arnott,20112012,STL,44,0,0,6,1,2,5,1,0,5
Nikita Nikitin,20112012,STL,64,0,0,0,0,0,0,0,0,0
Radek Martinek,20112012,CBJ,2,0,0,0,0,0,0,0,0,0
Jack Johnson,20112012,CBJ,7,0,0,8,0,1,5,0,0,6
Fedor Tyutin,20112012,CBJ,51,0,0,1,0,3,8,0,2,10
Rick Nash,20112012,CBJ,61,0,0,6,0,10,2,0,2,6
Matt Cullen,20112012,MIN,7,0,0,4,1,2,2,0,0,6
Cal Clutterbuck,20112012,MIN,22,0,0,3,0,1,3,0,1,6
Niklas Backstrom,20112012,MIN,32,0,0,0,0,0,1,1,2,17
Jared Spurgeon,20112012,MIN,46,0,0,2,0,3,7,0,2,3
Guillaume Latendresse,20112012,MIN,48,0,0,1,0,0,0,0,0,3
Derek Dorsett,20112012,CBJ,15,0,0,1,0,1,0,0,0,4
Samuel Pahlsson,20112012,CBJ,26,0,0,0,0,0,0,0,0,0
Mikko Koivu,20112012,MIN,9,0,0,2,0,11,2,1,1,5
Devin Setoguchi,20112012,MIN,10,0,1,6,0,4,2,0,1,4
Dany Heatley,20112012,MIN,15,0,1,7,0,5,6,1,1,7
Pierre-Marc Bouchard,20112012,MIN,96,0,0,2,1,1,3,0,0,9
Jamie Benn,20112012,DAL,14,0,0,2,0,5,3,1,0,1
Loui Eriksson,20112012,DAL,21,0,0,5,0,4,3,0,0,9
Steve Ott,20112012,DAL,29,1,1,2,0,1,3,0,0,3
Andrew Raycroft,20112012,DAL,30,0,0,0,0,0,0,0,0,4
Sheldon Souray,20112012,DAL,44,0,0,2,0,3,1,0,1,5
Sean O'Donnell,20112012,CHI,6,0,0,0,0,0,0,0,0,0
Marcus Kruger,20112012,CHI,16,0,0,0,0,2,1,0,0,4
Jamal Mayers,20112012,CHI,22,0,0,0,0,0,1,0,0,2
Corey Crawford,20112012,CHI,50,0,0,0,0,0,0,0,0,20
Mark Fistric,20112012,DAL,28,0,0,0,0,0,0,0,0,0
Patrick Sharp,20112012,CHI,10,0,0,7,0,5,5,0,1,6
Andrew Brunette,20112012,CHI,15,0,0,4,0,1,2,0,0,10
Jonathan Toews,20112012,CHI,19,0,0,5,0,2,4,0,0,8
Patrick Kane,20112012,CHI,88,0,1,3,0,3,5,0,0,12
PIT,6,0,0,0,0,0,0,0,1,0
Mark Letestu,20112012,PIT,10,0,0,0,0,0,0,0,1,0
Jordan Staal,20112012,PIT,11,0,0,5,1,0,1,0,0,2
Tyler Kennedy,20112012,PIT,48,0,0,0,0,1,2,0,2,2
Rene Bourque,20112012,CGY,17,0,0,3,0,0,2,0,1,2
David Moss,20112012,CGY,25,0,0,0,0,0,0,0,0,3
Miikka Kiprusoff,20112012,CGY,34,0,0,0,0,0,0,2,1,31
Chris Butler,20112012,CGY,44,0,0,0,0,1,2,0,1,2
Lee Stempniak,20112012,CGY,22,0,0,2,0,1,1,0,0,4
PHX,23,0,0,2,0,4,2,1,3,6
PHX,28,0,0,0,1,1,0,0,1,3
PHX,33,0,1,0,0,0,0,0,0,0
PHX,41,0,0,0,0,0,0,0,3,27
Joe Pavelski,20112012,S.J,8,0,0,8,0,6,4,1,0,15
Patrick Marleau,20112012,S.J,12,0,0,9,0,6,8,1,0,13
Joe Thornton,20112012,S.J,19,1,0,3,0,9,9,0,0,12
Dan Boyle,20112012,S.J,22,0,0,3,0,6,7,1,0,27
S.J,60,0,0,2,0,0,3,0,0,4
PHX,22,1,0,0,0,0,2,0,0,0
PHX,89,0,0,0,0,1,0,0,0,2
Torrey Mitchell,20112012,S.J,17,0,0,0,0,0,0,0,1,0
Michal Handzus,20112012,S.J,26,0,1,1,0,2,1,0,0,3
Marc-Edouard Vlasic,20112012,S.J,44,0,0,0,0,0,0,0,1,2
Brent Burns,20112012,S.J,88,0,0,4,2,4,5,1,0,7
PHX,15,0,0,0,0,0,0,0,0,0
PHX,24,0,0,0,0,0,0,0,0,0
PHX,53,0,0,0,0,1,0,0,0,0
Ryane Clowe,20112012,S.J,29,0,0,4,0,5,6,0,2,3
Logan Couture,20112012,S.J,39,0,0,11,0,10,5,0,0,6
Tommy Wingels,20112012,S.J,57,0,0,0,0,0,1,0,0,0
PHX,11,0,0,3,0,4,3,0,1,10
PHX,13,0,1,6,0,6,6,1,1,6
PHX,17,0,1,8,0,4,4,0,0,7
PHX,19,0,0,5,1,3,4,1,0,8
Douglas Murray,20112012,S.J,3,0,0,0,0,0,0,0,0,0
Paul Gaustad,20112012,BUF,28,0,0,0,0,0,0,0,0,0
Patrick Kaleta,20112012,BUF,36,0,0,0,0,0,0,0,0,0
Tyler Myers,20112012,BUF,57,0,0,3,1,2,1,0,0,4
Dustin Brown,20112012,L.A,23,0,1,8,0,3,3,0,2,16
Jonathan Bernier,20112012,L.A,45,0,0,0,0,0,0,0,1,6
Derek Roy,20112012,BUF,9,0,2,4,0,1,5,0,1,7
Nathan Gerbe,20112012,BUF,42,0,0,0,0,1,0,0,0,0
Rob Scuderi,20112012,L.A,7,0,0,0,0,0,0,0,0,0
Brad Richardson,20112012,L.A,15,0,0,0,0,0,0,0,0,0
Carey Price,20112012,MTL,31,0,0,0,0,0,0,0,1,34
David Desharnais,20112012,MTL,51,0,0,3,1,7,9,0,0,9
Max Pacioretty,20112012,MTL,67,0,0,4,0,4,5,0,1,12
Yannick Weber,20112012,MTL,68,0,1,3,0,2,2,0,0,5
Alexander Burmistrov,20112012,WPG,6,0,0,0,0,1,0,0,0,0
Ondrej Pavelec,20112012,WPG,31,0,0,0,0,0,0,1,4,28
Nik Antropov,20112012,WPG,80,0,2,2,0,5,1,0,1,4
Chris Kunitz,20112012,PIT,14,0,0,6,0,7,5,1,2,21
Shawn Horcoff,20112012,EDM,10,0,0,5,0,5,3,2,1,18
Theo Peckham,20112012,EDM,24,0,0,0,0,0,0,0,0,0
Devan Dubnyk,20112012,EDM,40,0,0,0,0,0,1,0,2,26
Magnus Paajarvi,20112012,EDM,91,0,0,0,1,0,1,0,0,1
Greg Zanon,20112012,MIN,5,0,0,0,0,0,0,1,0,0
Pierre-Alexandre Parenteau,20112012,NYI,15,0,0,6,0,3,9,0,3,12
Kyle Okposo,20112012,NYI,21,0,0,3,0,1,2,0,0,2
Michael Grabner,20112012,NYI,40,0,0,1,0,0,1,0,0,3
Andrew MacDonald,20112012,NYI,47,0,0,1,0,0,1,0,0,3
Jarome Iginla,20112012,CGY,12,0,0,7,1,7,2,2,0,9
Henrik Karlsson,20112012,CGY,35,0,0,0,0,0,0,0,1,3
Alex Tanguay,20112012,CGY,40,0,0,1,0,8,4,2,0,6
Jake Dowell,20112012,DAL,11,0,0,0,0,0,0,0,0,0
Adam Burish,20112012,DAL,16,0,0,0,0,1,1,0,2,1
Kari Lehtonen,20112012,DAL,32,0,0,0,0,0,0,0,2,20
Zack Smith,20112012,OTT,15,0,0,1,0,0,0,0,0,1
Nick Schultz,20112012,MIN,55,0,1,0,0,0,0,0,0,2
Kevin Bieksa,20112012,VAN,3,0,0,2,0,1,7,0,1,5
Marco Sturm,20112012,VAN,15,0,0,0,0,0,0,0,0,1
Matt Read,20112012,PHI,24,1,0,2,0,2,5,0,0,9
Alexandre Burrows,20112012,VAN,14,0,0,2,0,2,2,0,2,8
Daniel Sedin,20112012,VAN,22,0,0,10,0,8,6,0,1,11
Alexander Edler,20112012,VAN,23,0,1,4,0,7,10,0,0,13
Mikael Samuelsson,20112012,VAN,26,0,0,1,0,0,1,0,0,1
Henrik Sedin,20112012,VAN,33,0,0,8,0,14,4,0,1,12
PHI,27,0,0,1,0,1,0,0,0,0
Chris Higgins,20112012,VAN,20,0,0,1,0,4,3,0,1,7
Mike Knuble,20112012,WSH,22,0,0,0,0,1,2,0,0,3
Matt Hendricks,20112012,WSH,26,0,0,0,0,0,0,0,0,0
Tomas Vokoun,20112012,WSH,29,0,0,0,1,0,0,1,1,22
Zbynek Michalek,20112012,PIT,4,0,0,0,0,0,1,0,0,0
Craig Adams,20112012,PIT,27,0,0,0,0,0,0,0,0,0
Olli Jokinen,20112012,CGY,13,0,1,7,0,10,5,2,0,6
Josh Gorges,20112012,MTL,26,0,0,0,0,0,0,0,0,1
Travis Moen,20112012,MTL,32,0,0,0,0,0,0,0,0,0
Niklas Hagman,20112012,CGY,10,0,0,1,0,0,0,0,0,2
Mathieu Darche,20112012,MTL,52,0,0,0,0,0,0,0,0,1
Andreas Engqvist,20112012,MTL,63,0,0,0,0,0,0,0,0,0
Milan Hejduk,20112012,COL,23,0,0,6,0,5,3,0,2,9
Paul Stastny,20112012,COL,26,0,2,3,1,5,6,0,2,8
Kyle Quincey,20112012,COL,27,0,0,3,0,0,7,0,3,6
Jean-Sebastien Giguere,20112012,COL,35,0,0,0,0,0,0,0,0,16
David Jones,20112012,COL,54,0,0,3,0,2,0,0,1,9
Steve Downie,20112012,COL,17,0,0,0,0,1,0,0,0,2
Joakim Lindstrom,20112012,COL,28,0,0,1,0,0,0,0,0,4
COL,37,0,2,2,0,4,7,0,1,4
Ryan Wilson,20112012,COL,44,0,0,0,0,2,1,0,1,2
Peter Regin,20112012,OTT,13,0,0,0,0,0,0,0,0,0
TJ Galiardi,20112012,COL,39,0,0,0,0,0,0,0,1,0
Chris Neil,20112012,OTT,25,0,0,2,1,1,2,0,1,6
Gabriel Landeskog,20112012,COL,92,0,1,5,0,3,2,0,1,6
Chris Thorburn,20112012,WPG,22,0,0,0,0,0,0,0,0,0
Johnny Oduya,20112012,WPG,29,0,0,0,0,0,0,0,0,1
Dustin Byfuglien,20112012,WPG,33,1,0,2,0,6,7,0,1,5
Ray Emery,20112012,CHI,30,0,0,0,0,0,1,0,1,18
Andy McDonald,20112012,STL,10,0,0,3,0,1,2,0,0,3
Jamie Langenbrunner,20112012,STL,15,0,0,0,0,0,0,0,0,1
Brenden Morrow,20112012,DAL,10,0,0,5,0,2,0,1,0,5
Alex Goligoski,20112012,DAL,33,0,0,2,0,4,3,0,0,10
Mike Ribeiro,20112012,DAL,63,0,0,2,1,4,8,0,0,4
Michael Ryder,20112012,DAL,73,0,0,7,0,2,1,0,0,6
Erik Johnson,20112012,COL,6,0,0,1,2,5,4,0,0,3
Hal Gill,20112012,MTL,75,0,0,0,0,0,0,0,0,0
P.K. Subban,20112012,MTL,76,0,0,5,0,3,6,0,0,12
Ryan O'Byrne,20112012,COL,3,0,0,0,0,0,0,0,0,0
Brian Gionta,20112012,MTL,21,0,0,2,0,1,0,0,0,2
Derek Stepan,20112012,NYR,21,0,0,4,1,5,6,0,1,6
Ryan McDonagh,20112012,NYR,27,0,0,0,0,1,1,0,0,3
Brian Rolston,20112012,NYI,11,0,0,0,0,0,1,0,0,5
Evgeni Nabokov,20112012,NYI,20,0,0,0,0,0,0,0,2,24
Matt Moulson,20112012,NYI,26,0,1,13,0,7,3,0,2,9
John Tavares,20112012,NYI,91,0,1,6,1,11,5,0,1,10
Brian Boyle,20112012,NYR,22,0,0,0,0,1,0,0,0,5
Steve Eminger,20112012,NYR,44,0,0,0,0,0,1,0,0,0
Simon Gagne,20112012,L.A,12,0,0,0,0,3,1,0,0,1
Justin Williams,20112012,L.A,14,0,1,8,0,6,4,0,2,8
Ethan Moreau,20112012,L.A,17,0,0,0,0,0,0,0,0,1
Willie Mitchell,20112012,L.A,33,0,0,0,0,1,4,0,0,2
Andreas Lilja,20112012,PHI,6,0,0,0,0,0,0,0,0,0
Sean Couturier,20112012,PHI,14,0,0,0,0,0,1,0,0,2
Trevor Lewis,20112012,L.A,22,0,0,0,0,0,0,0,0,0
Jarret Stoll,20112012,L.A,28,0,0,1,2,2,3,0,0,6
Max Talbot,20112012,PHI,25,0,0,3,0,5,3,0,1,9
Daniel Briere,20112012,PHI,48,0,0,4,1,7,4,1,0,8
Jakub Voracek,20112012,PHI,93,0,0,0,0,7,4,0,2,16
Kyle Clifford,20112012,L.A,13,0,0,0,0,0,0,0,0,0
James van Riemsdyk,20112012,PHI,21,0,0,2,0,2,0,0,0,4
John Carlson,20112012,WSH,74,0,1,3,0,0,3,0,0,2
Tom Pyatt,20112012,T.B,11,0,0,1,0,0,0,0,0,2
Mathieu Garon,20112012,T.B,32,0,0,0,0,0,0,0,1,14
Blair Jones,20112012,T.B,49,0,0,0,0,0,0,0,0,0
Scottie Upshall,20112012,FLA,19,0,0,1,0,0,0,0,0,4
Ed Jovanovski,20112012,FLA,55,0,0,1,0,1,2,1,0,1
Tomas Kopecky,20112012,FLA,82,0,0,2,0,3,3,0,1,6
Adam Hall,20112012,T.B,18,0,0,0,0,0,0,0,0,2
Nate Thompson,20112012,T.B,44,0,0,0,0,0,0,0,0,1
Victor Hedman,20112012,T.B,77,0,0,0,0,3,1,0,0,3
Stephen Weiss,20112012,FLA,9,0,0,5,0,5,7,1,1,14
Tomas Fleischmann,20112012,FLA,14,0,1,5,0,10,6,0,0,11
Andy Greene,20112012,N.J,6,0,0,0,0,0,0,0,1,1
Mark Fayne,20112012,N.J,7,0,0,0,0,1,0,0,0,0
Dainius Zubrus,20112012,N.J,8,0,1,3,0,0,2,0,0,4
Jacob Josefson,20112012,N.J,16,0,0,0,0,0,0,0,0,0
Zach Parise,20112012,N.J,9,0,0,6,1,5,1,0,1,21
Ilya Kovalchuk,20112012,N.J,17,0,0,10,0,9,9,0,2,12
David Clarkson,20112012,N.J,23,0,1,7,0,5,3,0,2,15
Patrik Elias,20112012,N.J,26,0,1,7,0,11,10,0,0,6
Ian White,20112012,DET,18,0,0,0,0,4,6,0,1,7
Johan Franzen,20112012,DET,93,0,3,8,0,1,0,0,0,8
Tomas Holmstrom,20112012,DET,96,0,0,10,0,1,2,0,2,10
Darroll Powe,20112012,MIN,14,0,0,0,0,0,0,0,0,0
Josh Harding,20112012,MIN,37,0,0,0,0,0,0,0,1,13
Vinny Prospal,20112012,CBJ,22,0,0,3,0,7,5,0,1,9
David Savard,20112012,CBJ,58,0,0,1,0,0,3,0,0,1
Vernon Fiddler,20112012,DAL,38,0,0,0,0,0,0,0,0,0
Jordan Eberle,20112012,EDM,14,1,1,8,0,6,4,1,0,12
Corey Potter,20112012,EDM,44,0,0,1,0,6,4,0,0,7
Ryan Nugent-Hopkins,20112012,EDM,93,0,0,3,0,11,9,2,0,4
Sami Salo,20112012,VAN,6,0,0,7,0,5,2,0,0,11
Ryan Jones,20112012,EDM,28,0,0,3,0,1,2,0,1,3
EDM,57,0,0,0,0,0,0,0,0,1
Tom Gilbert,20112012,EDM,77,0,0,2,0,2,2,0,0,8
Cody Hodgson,20112012,VAN,9,0,1,4,0,5,0,0,0,4
Andy Sutton,20112012,EDM,25,0,0,0,0,0,0,0,0,0
Barret Jackman,20112012,STL,5,0,0,0,0,0,0,0,0,0
T.J. Oshie,20112012,STL,74,0,0,3,1,8,4,0,0,10
Patrik Berglund,20112012,STL,21,0,0,0,0,3,1,0,0,8
Teemu Selanne,20112012,ANA,8,0,0,10,0,6,10,0,1,7
Corey Perry,20112012,ANA,10,0,1,13,0,6,2,0,0,11
Ryan Getzlaf,20112012,ANA,15,0,0,4,0,10,8,0,1,11
ANA,17,0,0,1,0,1,8,0,0,11
Mike Komisarek,20112012,TOR,8,0,0,0,0,0,0,0,0,0
Philippe Dupuis,20112012,TOR,11,0,0,0,0,0,0,0,0,0
Brett Connolly,20112012,T.B,14,0,0,1,0,1,1,0,0,2
Dominic Moore,20112012,T.B,19,0,0,0,0,2,1,0,0,1
Brandon Segal,20112012,T.B,21,0,0,0,0,0,0,0,0,0
Jack Hillen,20112012,NSH,38,0,0,0,0,0,0,0,0,0
Nikolai Khabibulin,20112012,EDM,35,0,0,0,0,0,0,2,1,21
Dan Ellis,20112012,ANA,38,0,0,0,0,0,0,0,0,3
Antti Niemi,20112012,S.J,31,0,0,0,0,0,0,1,2,34
Toni Lydman,20112012,ANA,32,0,0,0,0,0,0,0,0,0
Brandon McMillan,20112012,ANA,64,0,0,0,0,0,0,0,0,0
Tuukka Rask,20112012,BOS,40,0,0,0,0,0,0,1,1,11
Johnny Boychuk,20112012,BOS,55,0,0,0,0,0,0,0,0,1
Alexei Ponikarovsky,20112012,CAR,23,0,0,4,0,1,2,0,1,5
Tuomo Ruutu,20112012,CAR,15,0,0,3,0,1,1,0,1,3
Chad LaRose,20112012,CAR,59,0,0,3,0,4,0,0,1,8
Jerred Smithson,20112012,FLA,25,0,0,0,0,0,0,0,1,0
Mike Weaver,20112012,FLA,43,0,0,0,0,0,0,0,0,0
Marcel Goc,20112012,FLA,57,0,1,2,0,0,1,0,0,3
Marcus Johansson,20112012,WSH,90,0,0,1,0,4,3,1,0,8
Adam Pardy,20112012,DAL,27,0,0,0,0,0,0,0,0,0
Derick Brassard,20112012,CBJ,16,0,1,3,0,5,5,0,0,7
R.J. Umberger,20112012,CBJ,18,0,0,5,0,3,1,0,1,11
Sergei Bobrovsky,20112012,PHI,35,0,0,0,0,0,0,0,1,14
Nick Foligno,20112012,OTT,71,0,0,1,0,1,2,0,0,3
Matt Niskanen,20112012,PIT,2,0,1,2,0,1,4,0,1,8
Richard Park,20112012,PIT,12,0,0,0,0,2,0,0,0,1
Kyle Brodziak,20112012,MIN,21,0,1,4,1,4,1,0,0,4
Curtis Glencross,20112012,CGY,20,0,0,7,0,1,4,0,1,6
Marian Hossa,20112012,CHI,81,0,0,8,0,9,1,0,0,5
PHX,6,0,0,0,0,0,0,0,0,0
PHX,16,0,0,0,0,0,0,0,0,0
Slava Voynov,20112012,L.A,26,0,0,3,0,2,1,0,2,6
Brett MacLean,20112012,WPG,25,0,0,0,0,0,1,0,0,0
Toby Enstrom,20112012,WPG,39,0,0,2,0,2,7,1,1,10
