"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"frolimi8820122013","Michael.Frolik","R","CHI",45,20122013,24,"2.100","2.333",31,73,3,4,80,20,31,10,4,28,0,4,0.54,443.39,1719.42,20.5
"burnsbr8520122013","Brent.Burns","DR","S.J",30,20122013,27,"5.760","5.760",51,24,5,5,54,26,28,11,18,5,5,0,-0.72,416.09,1071.83,27.96
"smithza8820122013","Zack.Smith","CL","OTT",48,20122013,24,"0.775","0.700",92,80,4,4,81,35,34,15,20,21,12,9,-0.28,646.04,1623.33,28.47
"bouilfr7520122013","Francis.Bouillon","D","MTL",48,20122013,36,"1.500","1.500",68,55,4,4,38,11,34,44,29,6,3,1,-0.17,719.42,1479.74,32.71
"greenco8620122013","Colin.Greening","L","OTT",47,20122013,26,"0.800","0.817",114,75,4,3,63,32,24,20,14,17,3,3,0,590.65,1630.6,26.59
"yandlke8620122013","Keith.Yandle","D","PHX",48,20122013,26,"5.000","5.250",16,21,6,7,84,41,57,37,21,18,12,6,-0.43,839.45,1428.62,37.01
"nealxja8720122013","James.Neal","RL","PIT",40,20122013,25,"5.000","5.000",52,40,5,2,82,24,49,14,5,9,11,5,-0.69,518.17,1381.57,27.28
"voracja8920122013","Jakub.Voracek","R","PHI",48,20122013,23,"3.500","4.250",19,61,9,6,60,19,27,10,18,16,4,8,0.39,609.95,1600.82,27.59
"methoma8520122013","Marc.Methot","D","OTT",47,20122013,27,"2.750","3.000",92,66,4,2,43,14,26,64,16,4,9,3,-0.43,827.97,1387.37,37.37
"lewistr8720122013","Trevor.Lewis","C","L.A",48,20122013,25,"0.700","0.725",72,104,5,3,78,34,11,19,8,8,5,7,0.21,579.12,1701.63,25.39
"cartery8320122013","Ryan.Carter","C","N.J",44,20122013,29,"0.750","0.775",49,61,6,1,53,21,14,12,9,13,10,6,-0.46,516.67,1550.46,24.99
"michami8420122013","Milan.Michalek","LR","OTT",23,20122013,27,"4.750","4.333",6,33,1,4,40,27,20,13,4,7,3,4,0.19,311.32,763.16,28.97
"marlepa7920122013","Patrick.Marleau","LR","S.J",48,20122013,33,"6.900","6.900",32,40,1,5,89,31,27,9,20,16,5,3,-0.19,641.06,1664.73,27.8
"kingxdw8920122013","Dwight.King","RL","L.A",47,20122013,23,"0.750","0.750",57,78,2,3,56,27,13,9,11,14,2,4,0.21,567.27,1666.29,25.4
"volchan8220122013","Anton.Volchenkov","D","N.J",37,20122013,30,"4.250","4.250",42,57,1,3,36,18,16,32,9,5,10,2,-1,478.21,1255.91,27.58
"turriky8920122013","Kyle.Turris","C","OTT",48,20122013,23,"1.600","1.400",29,48,7,2,80,39,46,16,21,21,6,10,0.34,697.09,1572.28,30.72
"sullist7420122013","Steve.Sullivan","LR","N.J/PHX",42,20122013,38,"1.850","1.850",10,33,2,3,42,10,21,3,11,14,5,4,-0.13,465.2,1502.4,23.64
"pennedu8220122013","Dustin.Penner","L","L.A",33,20122013,29,"3.250","3.250",58,32,6,5,58,22,18,7,16,15,7,3,-0.61,391.98,1189.79,24.78
"keithdu8320122013","Duncan.Keith","D","CHI",47,20122013,29,"8.000","5.538",15,73,6,8,56,17,38,49,23,16,4,1,-0.21,844.59,1415.35,37.37
"brunnda8620122013","Damien.Brunner","RL","DET",44,20122013,26,"0.925","0.925",19,30,5,1,78,37,43,2,8,17,4,7,0.34,530.43,1532.45,25.71
"stollja8220122013","Jarret.Stoll","C","L.A",48,20122013,30,"3.250","3.250",97,57,4,2,47,16,17,22,11,4,7,6,-0.1,572.58,1708.18,25.1
"silfvja9020122013","Jakob.Silfverberg","RL","OTT",48,20122013,21,"0.900","0.863",34,61,7,1,102,34,43,10,16,18,4,5,0.1,610.85,1658.53,26.92
"paveljo8420122013","Joe.Pavelski","RC","S.J",48,20122013,28,"4.000","4.000",45,49,5,2,72,34,36,34,18,31,2,10,0.75,637.68,1668.11,27.66
"oreilry9120122013","Ryan.O'Reilly","C","COL",29,20122013,21,"NA","NA",6,13,2,8,40,16,19,10,6,27,1,4,0.44,407.87,1002.61,28.92
"jagrxja7220122013","Jaromir.Jagr","R","BOS/DAL",45,20122013,40,"4.500","4.500",13,51,8,6,63,35,33,8,21,17,6,10,0.37,645.47,1472,30.48
"richami8520122013","Mike.Richards","CL","L.A",48,20122013,27,"8.400","5.750",53,33,5,3,44,24,15,15,13,17,4,5,0.11,551.67,1729.09,24.19
"gaborma8220122013","Marian.Gaborik","LR","CBJ/NYR",47,20122013,30,"7.500","7.500",19,53,5,1,113,25,34,17,14,17,5,4,-0.09,694.48,1603.16,30.23
"shawxan9120122013","Andrew.Shaw","CR","CHI",48,20122013,21,"0.565","0.565",64,109,2,4,46,17,23,14,10,9,8,10,0.2,611.23,1699.29,26.45
"clearda7820122013","Daniel.Cleary","RL","DET",48,20122013,33,"3.000","2.800",50,72,1,4,69,16,17,16,13,10,15,7,-0.82,585.38,1661.63,26.05
"zuccama8720122013","Mats.Zuccarello","RL","NYR",15,20122013,25,"0.700","0.700",26,10,2,1,20,9,10,15,3,6,3,3,0,200.6,530.34,27.44
"bergema8020122013","Marc-Andre.Bergeron","D","CAR/T.B",25,20122013,31,"1.000","1.000",15,19,1,1,28,14,23,19,5,6,2,1,-0.23,266.18,918.07,22.48
"zibanmi9320122013","Mika.Zibanejad","C","OTT",42,20122013,19,"0.925","0.894",79,37,5,7,61,27,21,18,3,11,3,6,0.38,470.53,1516.95,23.67
"morride7820122013","Derek.Morris","D","PHX",39,20122013,34,"3.000","2.750",77,47,4,3,46,33,33,48,11,7,12,2,-0.92,654.12,1193.03,35.41
"markoan7820122013","Andrei.Markov","D","MTL",48,20122013,33,"5.750","5.750",15,37,1,4,37,21,37,44,38,10,4,4,0,763.55,1435.61,34.72
"dupuipa7920122013","Pascal.Dupuis","LR","PIT",48,20122013,33,"1.500","1.500",78,37,5,11,107,51,49,25,9,23,9,8,-0.09,678.17,1589.55,29.91
"cliffky9120122013","Kyle.Clifford","L","L.A",48,20122013,21,"0.680","0.710",152,88,3,3,46,24,23,8,8,8,11,8,-0.38,475.68,1805.08,20.86
"pietral9020122013","Alex.Pietrangelo","D","STL",47,20122013,22,"0.787","0.817",18,68,6,5,62,36,48,68,20,16,3,8,0.35,858.75,1388.4,38.22
"mcbaija8820122013","Jamie.McBain","D","CAR",40,20122013,24,"1.700","1.800",21,47,3,4,38,14,33,60,15,7,3,6,0.28,640.62,1274.97,33.44
"clowery8220122013","Ryane.Clowe","L","NYR/S.J",40,20122013,29,"4.000","3.625",98,45,7,6,74,27,35,16,19,13,7,6,-0.11,532.03,1375.99,27.88
"moulsma8320122013","Matt.Moulson","L","NYI",47,20122013,28,"3.000","3.133",22,30,14,6,104,35,47,26,11,20,1,5,0.33,723.12,1581.61,31.38
"tatarto9020122013","Tomas.Tatar","LR","DET",18,20122013,21,"0.600","0.630",8,16,2,1,20,10,12,5,2,5,2,4,0.69,174.47,683.84,20.33
"phillch7820122013","Chris.Phillips","D","OTT",48,20122013,34,"3.250","3.083",65,99,2,6,60,25,36,60,16,8,8,3,-0.4,755.7,1513.67,33.3
"franzjo7920122013","Johan.Franzen","RL","DET",41,20122013,32,"5.250","3.955",39,27,6,2,77,32,25,15,16,13,4,2,-0.22,541.56,1374.58,28.26
"bernist8520122013","Steve.Bernier","R","N.J",47,20122013,27,"0.775","0.775",60,74,3,2,68,20,13,14,12,10,2,10,0.89,538.76,1660.2,24.5
"skinnje9220122013","Jeff.Skinner","L","CAR",42,20122013,20,"0.900","0.900",17,59,4,2,112,49,46,8,14,35,7,20,1.26,619.3,1376.67,31.03
"muellpe8820122013","Peter.Mueller","RL","FLA",43,20122013,24,"1.725","1.725",27,26,5,1,108,28,26,10,9,33,6,4,-0.21,565.69,1519.32,27.13
"ferenan7920122013","Andrew.Ference","D","BOS",48,20122013,33,"2.250","2.250",72,96,4,3,52,33,53,48,28,4,9,3,-0.46,780.88,1537.95,33.68
"coutulo8920122013","Logan.Couture","C","S.J",48,20122013,23,"2.750","2.875",29,73,9,1,93,40,28,38,14,27,2,9,0.67,628.1,1677.69,27.24
"backeda8420122013","David.Backes","RC","STL",48,20122013,28,"3.750","4.500",145,56,11,4,79,31,22,34,8,23,12,6,-0.5,721.52,1576.3,31.4
"perroda8820122013","David.Perron","RL","STL",48,20122013,24,"3.000","3.812",42,50,3,7,53,16,29,10,10,22,12,9,-0.27,677.06,1620.77,29.47
"smithre9120122013","Reilly.Smith","RL","DAL",37,20122013,21,"0.900","0.900",17,39,4,2,30,14,13,5,12,10,3,6,0.51,351.71,1355.09,20.61
"gudasra9020122013","Radko.Gudas","D","T.B",22,20122013,22,"0.625","0.600",83,42,1,2,27,9,20,25,16,5,5,4,-0.17,350.66,723.83,32.63
"dwyerpa8320122013","Patrick.Dwyer","RL","CAR",46,20122013,29,"0.650","0.625",53,62,6,2,76,34,36,17,9,10,3,5,0.21,582.97,1602,26.68
"campbbr7920122013","Brian.Campbell","D","FLA",48,20122013,33,"7.143","7.143",10,74,3,2,38,18,29,47,22,9,4,5,0.06,923.54,1411.6,39.55
"timonki7520122013","Kimmo.Timonen","D","PHI",45,20122013,37,"3.000","6.333",25,45,1,6,41,19,28,50,14,9,13,1,-1.12,643.39,1420.35,31.18
"obriesh8320122013","Shane.O'Brien","D","COL",28,20122013,29,"NA","NA",39,25,2,2,23,10,24,34,9,9,9,5,-0.59,406.74,945.03,30.09
"seabrbr8520122013","Brent.Seabrook","D","CHI",47,20122013,27,"7.000","5.800",91,65,2,3,35,16,41,76,33,10,5,1,-0.31,781.87,1485.48,34.48
"mossxda8120122013","David.Moss","R","PHX",45,20122013,30,"2.100","2.100",69,62,10,4,70,32,32,21,4,10,6,10,0.42,565.83,1563.95,26.57
"johnsaa8320122013","Aaron.Johnson","D","BOS",10,20122013,29,"0.650","0.650",18,21,0,0,8,3,11,4,7,0,4,1,-1.34,133.87,347.81,27.79
"callary8520122013","Ryan.Callahan","R","NYR",45,20122013,27,"4.000","4.275",140,75,4,7,95,45,37,32,13,18,3,15,1.06,677.89,1511.03,30.97
"atkinca8920122013","Cam.Atkinson","R","CBJ",35,20122013,23,"0.838","0.775",21,24,6,2,75,29,15,14,4,17,2,2,0,455.31,1267.09,26.43
"royxxde8320122013","Derek.Roy","C","DAL/VAN",42,20122013,29,"5.500","4.000",12,25,5,6,54,19,26,25,16,26,1,6,0.54,560.42,1403.17,28.54
"brodijo9320122013","Jonas.Brodin","D","MIN",45,20122013,19,"0.925","0.894",13,62,2,5,38,15,31,45,14,16,3,3,0,832.57,1348.55,38.17
"plekato8220122013","Tomas.Plekanec","C","MTL",47,20122013,29,"5.000","5.000",22,29,5,2,87,33,36,13,15,13,7,7,0,604.31,1545.79,28.11
"boyesbr8220122013","Brad.Boyes","R","NYI",48,20122013,30,"1.000","1.000",43,54,6,5,70,34,35,19,30,19,5,6,0.09,694.98,1660.92,29.5
"mcginty9020122013","Tye.McGinn","L","PHI",18,20122013,22,"0.775","0.775",18,20,0,2,28,7,9,1,2,6,0,2,0.63,191.53,633.51,23.21
"boothda8420122013","David.Booth","LR","VAN",12,20122013,27,"4.500","4.250",23,25,0,2,26,9,5,1,0,2,1,4,1.22,147.14,430.15,25.49
"zubruda7820122013","Dainius.Zubrus","L","N.J",22,20122013,34,"3.400","3.400",21,22,1,2,15,10,5,8,6,3,5,1,-0.8,299.93,717.7,29.47
"rydermi8020122013","Michael.Ryder","R","DAL/MTL",46,20122013,32,"3.500","3.500",31,54,5,5,58,22,34,16,11,16,8,5,-0.31,579.71,1534.33,27.42
"ellerke8820122013","Keaton.Ellerby","D","FLA/L.A",44,20122013,23,"0.700","0.700",64,98,1,2,22,16,23,37,17,1,12,7,-0.55,541.57,1561.9,25.75
