Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Kyle Clifford,20122013,L.A,13,1,0,5,2,1,4,0,2,3
Colin Fraser,20122013,L.A,24,0,0,2,0,4,1,0,1,1
Jordan Nolan,20122013,L.A,71,0,1,1,0,3,1,0,1,2
Marcus Kruger,20122013,CHI,16,3,0,1,0,3,3,2,2,4
Mike Richards,20122013,L.A,10,0,2,4,0,5,4,1,2,3
Davis Drewiske,20122013,L.A,44,0,0,0,0,2,2,0,3,3
Patrick Sharp,20122013,CHI,10,0,1,3,0,6,2,0,2,5
Dave Bolland,20122013,CHI,36,1,1,4,1,2,1,0,2,5
Taylor Pyatt,20122013,NYR,14,0,2,3,1,3,0,1,4,6
Marc Staal,20122013,NYR,18,0,0,1,1,2,4,1,1,9
Brian Boyle,20122013,NYR,22,0,0,1,0,1,1,0,1,1
Henrik Lundqvist,20122013,NYR,30,0,0,0,0,0,1,8,23,52
Rick Nash,20122013,NYR,61,0,5,12,1,6,7,2,2,5
Tyler Seguin,20122013,BOS,19,0,4,7,1,5,6,2,7,6
Daniel Paille,20122013,BOS,20,0,3,5,0,5,1,0,3,1
Zdeno Chara,20122013,BOS,33,0,0,4,2,6,2,1,7,20
Tuukka Rask,20122013,BOS,40,0,0,0,0,0,0,2,22,47
Johnny Boychuk,20122013,BOS,55,0,1,0,1,2,2,0,9,15
J.T. Miller,20122013,NYR,10,1,0,6,0,3,1,0,2,4
Brad Richards,20122013,NYR,19,0,3,5,4,6,7,0,2,5
Patrice Bergeron,20122013,BOS,37,0,2,5,2,6,9,1,5,2
Dennis Seidenberg,20122013,BOS,44,0,1,3,1,2,6,2,7,20
Brad Marchand,20122013,BOS,63,1,3,7,3,8,6,0,2,5
Jeff Halpern,20122013,NYR,15,0,0,0,0,0,1,0,1,0
John Moore,20122013,NYR,17,0,0,1,1,2,2,0,3,1
Stu Bickel,20122013,NYR,41,0,0,0,0,0,0,0,1,0
David Krejci,20122013,BOS,46,1,1,8,4,8,3,0,3,9
Carl Hagelin,20122013,NYR,62,0,3,6,1,8,5,2,3,6
Andrew Ference,20122013,BOS,21,0,0,4,2,2,4,0,11,12
Chris Bourque,20122013,BOS,48,0,0,1,0,0,0,0,0,1
Dainius Zubrus,20122013,N.J,8,0,0,1,0,2,2,0,1,1
Ilya Kovalchuk,20122013,N.J,17,0,1,4,0,7,1,1,2,4
Travis Zajac,20122013,N.J,19,0,0,5,3,2,4,0,1,3
Anton Volchenkov,20122013,N.J,28,0,1,0,0,1,3,2,0,5
Martin Brodeur,20122013,N.J,30,0,0,0,0,0,1,2,11,28
Travis Hamonic,20122013,NYI,3,0,1,1,0,0,3,2,5,17
Marty Reasoner,20122013,NYI,16,0,0,0,1,1,3,2,0,1
Evgeni Nabokov,20122013,NYI,20,0,0,0,0,0,2,7,18,52
Eric Boulton,20122013,NYI,36,0,0,0,0,0,0,0,0,0
David Ullstrom,20122013,NYI,41,1,0,1,0,2,1,1,1,0
Andrei Loktionov,20122013,N.J,21,0,2,5,0,2,1,0,1,4
David Clarkson,20122013,N.J,23,0,3,5,0,3,4,0,1,4
Patrik Elias,20122013,N.J,26,0,2,6,0,8,4,0,1,0
Kyle Okposo,20122013,NYI,21,0,0,3,1,10,4,2,4,6
Matt Moulson,20122013,NYI,26,1,1,5,3,11,6,0,3,3
Brian Strait,20122013,NYI,37,0,0,0,0,1,3,1,4,10
John Tavares,20122013,NYI,91,1,5,11,3,6,3,1,0,7
Jason Chimera,20122013,WSH,25,0,0,3,0,6,5,1,4,1
Joel Ward,20122013,WSH,42,0,0,6,1,3,6,2,2,3
Jeff Schultz,20122013,WSH,55,0,0,0,0,2,1,0,2,4
John Carlson,20122013,WSH,74,0,1,5,2,2,7,0,8,17
Jay Beagle,20122013,WSH,83,0,0,2,1,2,3,0,1,3
Vincent Lecavalier,20122013,T.B,4,0,1,4,1,10,6,1,2,5
Ryan Malone,20122013,T.B,12,0,0,4,0,0,2,0,2,4
Brian Lee,20122013,T.B,15,0,0,0,0,0,0,1,1,7
Teddy Purcell,20122013,T.B,16,0,3,5,1,10,4,1,3,9
Anders Lindback,20122013,T.B,39,0,0,0,0,0,0,0,13,39
Wojtek Wolski,20122013,WSH,17,1,0,3,0,3,1,0,2,3
Roman Hamrlik,20122013,WSH,44,0,0,0,0,0,1,0,0,1
Braden Holtby,20122013,WSH,70,0,0,0,0,0,0,1,18,55
Martin St. Louis,20122013,T.B,26,1,2,10,3,7,14,1,3,4
Victor Hedman,20122013,T.B,77,0,0,4,1,6,7,1,4,22
Steven Stamkos,20122013,T.B,91,0,1,15,2,8,8,1,3,6
Alex Ovechkin,20122013,WSH,8,0,2,12,1,9,3,2,0,10
Nicklas Backstrom,20122013,WSH,19,0,1,4,6,8,10,1,2,2
Mike Green,20122013,WSH,52,1,2,5,0,2,2,1,2,8
Marcus Johansson,20122013,WSH,90,1,1,1,0,7,6,0,3,6
Tom Pyatt,20122013,T.B,11,0,1,6,0,6,2,0,4,5
Cory Conacher,20122013,T.B,89,0,3,5,0,6,6,0,0,4
Troy Brouwer,20122013,WSH,20,0,4,6,1,2,2,0,2,3
Mathieu Perreault,20122013,WSH,85,0,1,3,1,8,1,0,1,6
Matthew Carle,20122013,T.B,25,0,1,2,4,2,7,0,2,21
Benoit Pouliot,20122013,T.B,67,0,0,8,0,4,5,1,4,5
Matt Hendricks,20122013,WSH,26,0,1,4,0,1,2,0,0,3
Jack Hillen,20122013,WSH,38,0,0,3,0,4,2,0,2,8
Marc-Andre Bergeron,20122013,T.B,47,1,0,0,0,0,2,0,1,3
Drayson Bowman,20122013,CAR,21,0,1,2,0,1,1,0,1,5
Chris Terry,20122013,CAR,25,0,1,0,1,3,2,0,6,2
Justin Faulk,20122013,CAR,27,1,1,1,1,1,4,3,1,17
Tim Brent,20122013,CAR,37,0,0,0,0,0,1,0,0,3
Patrick Dwyer,20122013,CAR,39,0,0,6,0,6,2,1,3,5
Mike Santorelli,20122013,FLA,13,0,0,2,0,1,0,0,0,2
Tomas Fleischmann,20122013,FLA,14,0,4,5,1,6,5,0,4,2
Tyson Strachan,20122013,FLA,23,0,0,0,0,2,2,1,7,6
Jose Theodore,20122013,FLA,60,0,0,0,0,0,0,2,4,8
Michael Caruso,20122013,FLA,62,0,0,0,0,0,0,0,0,0
Zac Dalpe,20122013,CAR,22,0,0,1,0,0,1,1,0,0
Bobby Sanguinetti,20122013,CAR,24,0,1,1,0,2,1,1,4,8
Cam Ward,20122013,CAR,30,0,0,0,0,0,0,3,10,25
Jay Harrison,20122013,CAR,44,0,1,2,0,4,2,1,3,16
Jeff Skinner,20122013,CAR,53,2,2,4,0,4,3,0,2,3
Alex Kovalev,20122013,FLA,27,0,0,2,1,0,1,0,0,2
Brian Campbell,20122013,FLA,51,0,1,1,1,3,4,2,8,7
Ed Jovanovski,20122013,FLA,55,0,0,0,1,0,0,0,0,1
Peter Mueller,20122013,FLA,88,1,2,2,2,4,1,0,4,4
Jordan Staal,20122013,CAR,11,0,1,8,2,6,5,2,2,5
Dan Ellis,20122013,CAR,31,0,0,0,0,0,1,0,8,17
Joe Corvo,20122013,CAR,77,0,1,2,0,1,5,0,7,15
Jonathan Huberdeau,20122013,FLA,11,1,1,8,0,5,3,1,3,1
Filip Kuba,20122013,FLA,17,0,0,1,1,1,3,1,6,8
Kyle Quincey,20122013,DET,27,1,0,0,0,1,0,2,3,14
Jimmy Howard,20122013,DET,35,0,0,0,0,0,1,7,15,40
Mikael Samuelsson,20122013,DET,37,0,0,0,0,1,0,0,0,0
Valtteri Filppula,20122013,DET,51,1,2,3,1,4,2,3,0,2
Johan Franzen,20122013,DET,93,0,1,6,0,8,2,2,2,3
Alexander Steen,20122013,STL,20,0,1,4,2,5,6,0,2,9
Alex Pietrangelo,20122013,STL,27,0,1,2,1,5,8,4,6,14
Ian Cole,20122013,STL,28,0,0,0,0,1,0,0,2,3
Jaroslav Halak,20122013,STL,41,0,0,0,0,0,1,2,5,17
Vladimir Tarasenko,20122013,STL,91,0,0,5,1,6,2,0,0,2
Derek Dorsett,20122013,CBJ,15,0,1,2,0,1,5,1,0,4
Brandon Dubinsky,20122013,CBJ,17,0,0,1,0,5,5,0,1,3
Artem Anisimov,20122013,CBJ,42,2,2,6,2,1,3,0,1,0
Fedor Tyutin,20122013,CBJ,51,0,0,4,2,7,3,2,6,16
Sergei Bobrovsky,20122013,CBJ,72,0,0,0,0,0,0,2,14,48
Matt Halischuk,20122013,NSH,24,1,1,3,2,3,0,0,2,0
Paul Gaustad,20122013,NSH,28,0,1,0,0,1,2,1,0,1
Colin Wilson,20122013,NSH,33,0,0,5,2,4,2,1,0,1
Pekka Rinne,20122013,NSH,35,0,0,0,0,0,1,4,10,47
Hal Gill,20122013,NSH,75,0,0,0,0,0,0,1,2,5
James Wisniewski,20122013,CBJ,21,0,0,1,1,3,2,1,5,8
Kevin Klein,20122013,NSH,8,0,0,3,0,6,4,2,3,8
Martin Erat,20122013,NSH,10,1,0,2,1,1,8,0,0,4
Mike Fisher,20122013,NSH,12,0,1,7,0,5,1,1,1,5
Sergei Kostitsyn,20122013,NSH,74,0,1,1,1,4,5,1,2,5
PHX,11,1,1,3,1,4,3,1,2,6
PHX,17,1,1,7,0,3,2,1,1,2
PHX,23,0,0,3,0,6,6,3,4,14
PHX,26,0,0,3,0,0,3,1,1,4
PHX,41,0,0,0,0,0,0,4,11,41
Derek Roy,20122013,DAL,11,1,1,1,1,4,6,0,1,5
Antoine Roussel,20122013,DAL,21,0,0,9,2,5,2,2,2,4
Kari Lehtonen,20122013,DAL,32,0,0,0,0,0,1,4,13,44
DAL,58,0,0,0,0,3,2,1,2,5
Jaromir Jagr,20122013,DAL,68,0,2,6,0,5,4,2,1,4
PHX,16,0,1,1,0,3,2,0,3,11
Alex Goligoski,20122013,DAL,33,0,1,2,1,3,8,1,7,20
Erik Johnson,20122013,COL,6,0,0,0,1,1,2,1,5,12
Jamie McGinn,20122013,COL,11,0,3,5,0,6,1,0,7,6
Paul Stastny,20122013,COL,26,0,3,3,0,3,4,0,2,3
Ryan Wilson,20122013,COL,44,0,0,0,0,0,3,1,0,5
David Jones,20122013,COL,54,0,1,1,1,4,1,0,1,3
Kyle Brodziak,20122013,MIN,21,2,0,4,0,0,3,0,4,5
Cal Clutterbuck,20122013,MIN,22,0,1,3,0,3,1,0,0,1
Niklas Backstrom,20122013,MIN,32,0,0,0,0,0,0,4,15,54
Tom Gilbert,20122013,MIN,77,0,0,2,1,1,5,3,3,12
Pierre-Marc Bouchard,20122013,MIN,96,1,1,4,0,5,5,3,5,0
Ryan O'Byrne,20122013,COL,3,0,0,1,0,0,3,1,6,9
John Mitchell,20122013,COL,7,1,1,7,2,2,3,2,2,3
Jan Hejda,20122013,COL,8,0,0,1,1,2,6,2,4,14
Milan Hejduk,20122013,COL,23,0,0,2,0,4,2,0,0,0
COL,27,0,0,0,0,1,0,0,0,0
Zach Parise,20122013,MIN,11,1,0,10,1,9,3,0,3,7
Dany Heatley,20122013,MIN,15,0,1,7,0,4,2,2,0,5
Ryan Suter,20122013,MIN,20,0,0,1,3,2,10,2,4,17
Jared Spurgeon,20122013,MIN,46,0,0,1,0,2,3,2,5,11
Darroll Powe,20122013,MIN,14,0,0,0,0,0,0,0,1,1
Mikael Granlund,20122013,MIN,64,0,0,2,2,1,1,0,0,3
Tyson Barrie,20122013,COL,4,0,0,0,0,2,3,0,4,8
COL,40,0,0,4,0,2,0,0,0,1
COL,41,0,0,1,0,2,5,1,2,8
Cody McLeod,20122013,COL,55,0,1,7,0,2,1,2,2,1
Patrick Bordeleau,20122013,COL,58,0,1,1,0,1,2,0,0,2
Devin Setoguchi,20122013,MIN,10,0,2,6,1,8,4,3,2,3
Luca Sbisa,20122013,ANA,5,0,0,1,0,3,1,1,3,15
Corey Perry,20122013,ANA,10,0,2,7,1,8,5,0,4,7
Ryan Getzlaf,20122013,ANA,15,0,2,5,4,11,6,0,3,5
Sheldon Souray,20122013,ANA,44,0,1,3,0,1,4,0,6,22
ANA,51,0,0,8,0,6,4,0,0,3
Kevin Bieksa,20122013,VAN,3,0,0,4,0,1,3,2,5,14
Chris Higgins,20122013,VAN,20,1,2,5,0,2,3,1,2,3
Cory Schneider,20122013,VAN,35,0,0,0,0,0,0,2,12,41
Jannik Hansen,20122013,VAN,36,0,1,7,3,5,6,2,1,5
Maxim Lapierre,20122013,VAN,40,1,1,1,0,4,1,1,1,1
Teemu Selanne,20122013,ANA,8,0,1,6,1,5,2,0,0,2
Bobby Ryan,20122013,ANA,9,0,2,7,1,6,7,0,1,5
Nick Bonino,20122013,ANA,13,0,2,2,0,4,1,0,0,0
Dan Hamhuis,20122013,VAN,2,0,0,3,1,5,8,0,6,16
Zack Kassian,20122013,VAN,9,1,0,4,0,1,2,0,2,6
Mason Raymond,20122013,VAN,21,0,1,4,2,6,1,1,3,5
Andrew Ebbett,20122013,VAN,25,0,1,0,1,1,1,1,1,1
Andrew Cogliano,20122013,ANA,7,0,2,7,0,6,4,1,0,6
Saku Koivu,20122013,ANA,11,1,0,3,1,5,8,0,0,4
Francois Beauchemin,20122013,ANA,23,0,0,4,0,2,8,0,8,16
Toni Lydman,20122013,ANA,32,0,0,0,0,2,3,1,4,8
Daniel Winnik,20122013,ANA,34,0,0,6,0,5,7,1,2,3
Alexandre Burrows,20122013,VAN,14,0,1,9,0,6,3,1,3,9
Daniel Sedin,20122013,VAN,22,0,4,5,0,10,8,1,0,5
Alexander Edler,20122013,VAN,23,1,0,2,0,1,5,2,4,11
Henrik Sedin,20122013,VAN,33,0,0,7,3,7,12,3,1,4
Christopher Tanev,20122013,VAN,8,0,1,1,0,1,4,1,7,3
Derek Roy,20122013,VAN,15,1,0,2,0,2,0,1,1,0
Manny Malhotra,20122013,VAN,27,0,0,0,0,0,0,1,0,0
Dale Weise,20122013,VAN,32,0,0,3,0,1,0,0,0,0
Matt Read,20122013,PHI,24,0,5,5,2,3,5,1,1,4
Andrej Meszaros,20122013,PHI,41,0,0,0,1,0,0,0,0,2
Mikhail Grigorenko,20122013,BUF,25,0,0,1,2,1,1,0,2,2
Thomas Vanek,20122013,BUF,26,0,0,8,3,9,4,0,0,5
Jason Pominville,20122013,BUF,29,0,3,4,0,4,5,1,3,10
Ryan Miller,20122013,BUF,30,0,0,0,0,0,0,0,15,50
Andrej Sekera,20122013,BUF,44,0,1,1,0,4,5,0,6,7
Cody Hodgson,20122013,BUF,19,0,1,10,2,8,5,1,2,5
Tomas Vokoun,20122013,PIT,92,0,0,0,0,0,0,3,5,39
Derek Stepan,20122013,NYR,21,2,1,10,4,9,4,4,2,8
Ryan Callahan,20122013,NYR,24,2,1,5,0,4,8,2,3,7
Ryan McDonagh,20122013,NYR,27,0,0,3,4,3,6,5,7,12
Chris Kreider,20122013,NYR,20,0,1,1,0,1,0,1,0,1
Martin Biron,20122013,NYR,43,0,0,0,0,0,0,0,1,8
Matt Cooke,20122013,PIT,24,1,1,5,3,5,5,0,0,2
Joe Vitale,20122013,PIT,46,0,0,2,0,2,1,0,0,1
Simon Despres,20122013,PIT,47,0,0,2,0,2,2,2,1,13
Tyler Kennedy,20122013,PIT,48,0,1,4,0,0,3,0,4,3
Brenden Morrow,20122013,PIT,10,0,0,5,0,5,2,0,0,6
Craig Adams,20122013,PIT,27,0,0,1,0,3,3,0,0,2
Anton Stralman,20122013,NYR,6,1,0,3,0,2,1,3,11,19
Patrick Marleau,20122013,S.J,12,0,0,10,0,1,5,3,4,3
Joe Thornton,20122013,S.J,19,0,3,2,2,8,4,4,3,4
Dan Boyle,20122013,S.J,22,0,0,1,0,2,2,4,7,13
Antti Niemi,20122013,S.J,31,0,0,0,0,0,1,8,14,48
Matt Irwin,20122013,S.J,52,0,1,1,1,1,3,3,5,9
Mark Giordano,20122013,CGY,5,0,0,2,0,5,3,0,9,24
Matt Stajan,20122013,CGY,18,0,1,3,3,7,7,1,3,7
Lee Stempniak,20122013,CGY,22,0,0,5,0,9,8,2,4,3
Miikka Kiprusoff,20122013,CGY,34,0,0,0,0,0,0,2,7,30
CGY,51,0,0,2,0,2,2,0,0,2
Martin Havlat,20122013,S.J,9,0,1,6,2,4,1,2,2,3
Ryane Clowe,20122013,S.J,29,0,0,0,0,4,5,0,0,4
Logan Couture,20122013,S.J,39,1,4,8,2,7,1,1,1,2
Marc-Edouard Vlasic,20122013,S.J,44,0,0,3,0,2,2,4,3,19
Curtis Glencross,20122013,CGY,20,1,1,8,1,4,3,0,2,2
CGY,26,0,1,1,1,2,3,1,6,24
Alex Tanguay,20122013,CGY,40,0,2,6,2,4,3,0,2,2
Chris Butler,20122013,CGY,44,0,0,0,0,3,4,1,3,9
Eric Nystrom,20122013,DAL,24,0,2,4,0,3,1,1,6,4
Cristopher Nilstorp,20122013,DAL,41,0,0,0,0,0,0,1,0,7
Josh Harding,20122013,MIN,37,0,0,0,0,0,0,0,1,4
Devan Dubnyk,20122013,EDM,40,0,0,0,0,0,0,4,9,49
Corey Potter,20122013,EDM,44,0,0,3,0,0,0,2,4,9
EDM,64,0,3,8,0,7,3,1,0,3
Ales Hemsky,20122013,EDM,83,0,3,1,0,4,3,1,1,3
Sam Gagner,20122013,EDM,89,1,0,7,1,1,9,3,1,7
Jason Garrison,20122013,VAN,5,1,0,4,0,3,2,4,5,19
Taylor Hall,20122013,EDM,4,1,3,8,4,14,5,0,0,2
Ladislav Smid,20122013,EDM,5,0,0,1,0,0,2,2,6,19
Jordan Eberle,20122013,EDM,14,0,2,10,2,10,3,2,2,5
Ryan Nugent-Hopkins,20122013,EDM,93,0,0,2,1,3,6,1,5,9
Ray Emery,20122013,CHI,30,0,0,0,0,0,0,4,12,31
Michal Rozsival,20122013,CHI,32,0,0,0,1,2,8,3,3,13
PHX,53,0,0,0,0,4,4,1,2,11
Viktor Stalberg,20122013,CHI,25,0,1,8,2,7,3,1,3,1
Andrew Shaw,20122013,CHI,65,0,2,5,0,2,4,1,3,5
PHX,8,0,0,3,0,2,1,0,1,4
PHX,89,0,0,4,0,5,10,1,3,5
PHX,19,0,4,9,1,5,5,1,1,7
PHX,50,1,0,8,1,2,5,1,1,6
PHX,15,0,1,3,1,4,2,1,0,6
PHX,18,1,0,2,2,8,4,0,3,2
PHX,28,0,2,3,2,1,1,1,0,4
Brandon Saad,20122013,CHI,20,0,2,7,1,9,3,2,3,7
PHX,6,0,0,1,0,0,5,1,3,9
Dougie Hamilton,20122013,BOS,27,0,1,2,1,5,3,0,3,9
Jim Slater,20122013,WPG,19,0,0,1,0,0,1,1,0,1
Chris Thorburn,20122013,WPG,22,0,0,2,1,1,0,0,0,1
Shawn Thornton,20122013,BOS,22,0,1,2,1,0,3,0,1,2
Matt Martin,20122013,NYI,17,0,1,2,0,4,0,2,1,4
Michael Grabner,20122013,NYI,40,2,3,7,0,2,2,1,2,1
Andrew MacDonald,20122013,NYI,47,0,0,0,1,0,4,2,4,18
Keith Aucoin,20122013,NYI,10,1,1,3,1,2,2,2,3,3
Colin McDonald,20122013,NYI,13,0,1,4,0,5,3,2,2,1
Adam Hall,20122013,T.B,18,0,0,0,0,2,1,0,1,0
B.J. Crombeen,20122013,T.B,19,0,0,0,1,4,2,0,2,1
Casey Cizikas,20122013,NYI,53,1,0,3,1,2,3,2,1,4
Sami Salo,20122013,T.B,6,0,0,1,0,3,6,1,4,23
Andy McDonald,20122013,STL,10,0,0,6,1,7,0,1,1,7
Kevin Shattenkirk,20122013,STL,22,0,0,3,1,3,7,1,6,8
David Legwand,20122013,NSH,11,0,2,8,0,4,5,1,1,7
Scott Hannan,20122013,NSH,22,0,0,0,0,1,0,2,4,4
Patric Hornqvist,20122013,NSH,27,0,0,0,0,3,4,1,0,2
STL,9,1,2,4,2,2,2,0,3,3
Nick Spaling,20122013,NSH,13,0,2,5,1,0,1,1,0,3
Ben Scrivens,20122013,TOR,30,0,0,0,0,0,0,1,7,22
Carl Gunnarsson,20122013,TOR,36,0,1,0,1,1,10,5,5,9
Nikolay Kulemin,20122013,TOR,41,0,2,4,3,6,5,3,1,7
Korbinian Holzer,20122013,TOR,55,0,0,2,0,1,0,1,1,4
Mikhail Grabovski,20122013,TOR,84,0,0,9,0,2,1,3,2,6
Alexander Sulzer,20122013,BUF,52,0,0,3,0,0,1,0,0,7
Clarke MacArthur,20122013,TOR,16,0,0,6,0,5,4,1,1,3
Michael Kostka,20122013,TOR,53,0,0,0,0,1,1,0,1,15
Scottie Upshall,20122013,FLA,19,0,1,2,0,1,0,0,0,1
Mike Weaver,20122013,FLA,43,0,1,0,1,2,5,0,2,6
George Parros,20122013,FLA,22,0,1,0,0,0,1,0,1,2
Milan Michalek,20122013,OTT,9,0,3,1,0,2,4,0,1,3
Stephen Weiss,20122013,FLA,9,0,0,0,1,1,0,0,1,1
Tomas Kopecky,20122013,FLA,82,1,3,4,1,3,3,0,2,3
Peter Regin,20122013,OTT,13,0,0,0,1,1,1,2,2,1
Jim O'Brien,20122013,OTT,18,1,1,2,1,0,0,0,0,1
Erik Condra,20122013,OTT,22,0,0,4,1,3,4,2,0,4
Sergei Gonchar,20122013,OTT,55,0,0,1,0,5,9,2,3,8
Carlo Colaiacovo,20122013,DET,28,0,0,0,0,0,0,0,2,0
Henrik Zetterberg,20122013,DET,40,0,0,4,1,6,9,1,2,5
Daniel Cleary,20122013,DET,11,0,0,2,0,1,5,2,1,4
Pavel Datsyuk,20122013,DET,13,0,0,7,3,7,10,3,1,5
Niklas Kronwall,20122013,DET,55,0,1,2,0,5,4,4,2,16
Matt Calvert,20122013,CBJ,11,0,2,6,2,3,2,2,3,1
Ryan Johansen,20122013,CBJ,19,1,1,3,1,3,2,0,0,7
Damien Brunner,20122013,DET,24,1,2,6,2,3,0,0,2,7
Cam Atkinson,20122013,CBJ,13,0,3,4,1,5,2,2,2,2
Mikael Backlund,20122013,CGY,11,0,1,5,1,2,3,1,1,1
Mike Cammalleri,20122013,CGY,13,0,2,5,0,6,3,0,2,3
Blake Comeau,20122013,CGY,17,0,1,2,1,0,2,0,1,2
Tim Jackman,20122013,CGY,15,0,0,1,0,3,0,0,0,1
Blair Jones,20122013,CGY,19,0,0,0,0,0,1,0,0,0
Jarome Iginla,20122013,CGY,12,0,2,5,0,7,2,0,4,3
CGY,47,1,1,1,0,3,3,0,0,0
Matt Beleskey,20122013,ANA,39,0,1,5,2,2,1,0,2,4
Rickard Rakell,20122013,ANA,67,0,0,0,0,0,0,0,0,0
ANA,77,0,0,0,0,0,0,0,1,1
Karl Alzner,20122013,WSH,27,0,0,1,0,1,3,3,3,17
Mathieu Garon,20122013,T.B,32,0,0,0,0,0,0,1,5,23
Alexander Semin,20122013,CAR,28,0,2,6,5,10,7,0,9,7
Brendan Mikkelson,20122013,T.B,29,0,0,0,1,0,0,0,1,0
Nate Thompson,20122013,T.B,44,0,2,4,1,4,2,0,3,2
Jussi Jokinen,20122013,CAR,36,0,1,3,0,1,3,1,0,2
