Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Justin Faulk,20132014,CAR,27,2,0,3,3,5,19,9,19,33
Cam Ward,20132014,CAR,30,0,0,0,1,0,0,9,14,47
Jay Harrison,20132014,CAR,44,0,0,4,0,4,7,2,11,19
Jeff Skinner,20132014,CAR,53,2,7,23,3,13,5,4,5,10
Stephen Weiss,20132014,DET,90,0,0,2,0,1,1,0,1,4
Johan Franzen,20132014,DET,93,1,1,14,4,17,4,2,5,12
Jordan Staal,20132014,CAR,11,0,1,14,6,12,7,5,5,11
Eric Staal,20132014,CAR,12,4,7,10,10,19,11,4,2,22
Patrick Dwyer,20132014,CAR,39,2,1,5,3,5,6,3,2,1
Riley Nash,20132014,CAR,20,0,3,7,1,6,7,2,4,8
Jiri Tlusty,20132014,CAR,19,0,3,13,1,9,4,6,4,8
Alexander Semin,20132014,CAR,28,3,7,12,2,11,7,2,7,16
Ron Hainsey,20132014,CAR,65,1,1,2,2,3,6,4,14,21
Brett Bellemore,20132014,CAR,73,0,0,2,2,0,4,4,12,7
Joey MacDonald,20132014,CGY,35,0,0,0,0,0,0,2,6,19
Marian Gaborik,20132014,Jack Skille,20132014,CBJ,10,0,0,6,1,2,5,2,1,3
Cam Atkinson,20132014,CBJ,13,3,5,13,0,13,6,2,3,17
James Wisniewski,20132014,CBJ,21,1,0,6,2,18,23,5,10,28
Artem Anisimov,20132014,CBJ,42,2,5,14,2,7,8,3,3,17
Sergei Bobrovsky,20132014,CBJ,72,0,0,0,0,1,0,17,26,108
Chris Butler,20132014,CGY,44,0,0,2,3,6,5,0,8,20
CGY,47,0,1,1,0,4,5,0,2,3
Shane O'Brien,20132014,CGY,55,0,0,0,0,1,2,0,9,5
Blake Comeau,20132014,CBJ,14,0,1,4,1,5,5,1,3,5
Brandon Dubinsky,20132014,CBJ,17,1,2,13,7,15,12,3,3,18
Dalton Prout,20132014,CBJ,47,0,0,2,0,1,3,1,9,6
Derek MacKenzie,20132014,CBJ,24,0,1,8,0,6,3,2,0,4
Ryan Murray,20132014,CBJ,27,0,0,4,4,4,9,4,6,29
Mark Letestu,20132014,CBJ,55,0,1,10,3,15,4,7,2,10
Mark Giordano,20132014,CGY,5,0,2,12,1,13,19,4,12,24
Matt Calvert,20132014,CBJ,11,1,1,7,0,9,5,1,3,10
David Savard,20132014,CBJ,58,1,0,4,0,4,5,5,7,23
Jarret Stoll,20132014,L.A,28,1,0,7,2,12,5,4,7,6
Dwight King,20132014,L.A,74,1,6,8,0,6,9,5,7,8
Evander Kane,20132014,WPG,9,2,5,12,1,18,3,4,4,15
Drew Doughty,20132014,L.A,8,0,2,8,2,17,8,8,10,44
Ben Scrivens,20132014,L.A,54,0,0,0,1,0,0,1,4,26
Willie Mitchell,20132014,L.A,33,0,1,0,1,1,9,7,13,23
Rich Clune,20132014,NSH,16,0,1,2,1,2,1,1,1,1
Marc-Andre Cliche,20132014,COL,24,0,0,1,2,2,2,0,1,3
Patrick Bordeleau,20132014,COL,58,0,0,6,0,3,2,0,1,3
Paul Stastny,20132014,COL,26,2,3,20,2,23,10,1,9,10
Zdeno Chara,20132014,BOS,33,1,1,15,2,11,10,6,16,37
Patrice Bergeron,20132014,BOS,37,1,4,25,8,11,13,5,6,21
Johnny Boychuk,20132014,BOS,55,1,1,3,4,7,7,6,16,37
Brad Marchand,20132014,BOS,63,1,10,14,3,15,10,2,5,10
Daniel Cleary,20132014,Daniel Alfredsson,20132014,DET,11,0,4,14,1,15,15,2,4,14
Chris Kelly,20132014,BOS,23,1,0,7,1,5,3,3,3,8
Jordan Caron,20132014,BOS,38,0,0,1,0,2,0,1,2,1
Chris Neil,20132014,OTT,25,1,0,7,2,2,2,2,4,11
Patrick Wiercioch,20132014,OTT,46,0,1,3,1,9,9,3,5,14
Morgan Rielly,20132014,TOR,44,0,0,2,1,7,17,5,10,27
Chris Phillips,20132014,OTT,4,0,0,1,1,5,8,4,9,28
Colin Greening,20132014,OTT,14,0,1,5,5,2,4,5,4,6
Bobby Ryan,20132014,OTT,6,3,2,18,7,8,10,1,4,21
Milan Michalek,20132014,OTT,9,1,2,14,3,7,12,3,9,25
Jason Spezza,20132014,OTT,19,0,5,18,2,24,17,2,7,9
Zack Smith,20132014,OTT,15,2,6,5,3,1,5,3,8,5
Spencer Abbott,20132014,TOR,56,0,0,0,0,0,0,0,0,0
Erik Condra,20132014,OTT,22,1,4,1,2,4,4,0,5,3
Jean-Gabriel Pageau,20132014,OTT,44,0,0,2,0,0,0,0,1,1
Wayne Simmonds,20132014,PHI,17,0,1,28,2,16,13,3,3,30
Ray Emery,20132014,PHI,29,0,0,0,0,0,0,1,8,35
Andrej Meszaros,20132014,PHI,41,1,0,4,1,5,6,1,0,12
Travis Moen,20132014,MTL,32,0,0,2,2,3,5,1,1,5
Scott Hartnell,20132014,PHI,19,1,3,16,3,16,13,4,5,34
Rene Bourque,20132014,MTL,17,0,2,7,2,3,2,0,4,9
R.J. Umberger,20132014,CBJ,18,1,1,16,2,10,4,2,7,15
Ryan Johansen,20132014,CBJ,19,2,9,22,1,16,12,4,3,13
Nick Foligno,20132014,CBJ,71,1,3,14,3,9,9,3,5,10
Kyle Okposo,20132014,NYI,21,0,7,20,1,21,20,3,6,22
Matt Moulson,20132014,Thomas Vanek,20132014,NYI,26,1,1,21,3,17,10,4,4,21
Pierre-Marc Bouchard,20132014,NYI,96,0,3,1,0,2,3,0,1,4
Mike Weber,20132014,BUF,6,0,0,1,0,1,7,3,9,9
Kevin Porter,20132014,BUF,12,0,0,0,0,1,0,0,0,0
Dustin Jeffrey,20132014,Taylor Pyatt,20132014,PIT,17,0,0,4,0,0,1,0,0,3
Mark Pysyk,20132014,BUF,3,0,0,1,1,0,5,0,8,9
Jamie McBain,20132014,BUF,4,0,1,5,1,3,7,3,5,20
Joe Vitale,20132014,PIT,46,0,0,1,1,4,8,1,2,2
Ryan Malone,20132014,T.B,12,0,0,5,0,6,4,0,0,11
Ben Bishop,20132014,T.B,30,0,0,0,0,0,2,10,34,125
Steven Stamkos,20132014,T.B,91,2,4,19,2,9,4,1,3,11
Martin St. Louis,20132014,T.B,26,0,4,25,1,17,14,3,3,15
Ben Smith,20132014,CHI,28,0,2,12,1,6,5,2,4,5
Nate Thompson,20132014,T.B,44,0,2,7,2,3,2,1,7,7
Brent Seabrook,20132014,CHI,7,1,1,5,3,13,18,7,14,45
Tomas Kopecky,20132014,FLA,82,1,1,2,1,5,2,1,2,6
Jordan Leopold,20132014,STL,33,0,0,1,0,3,2,1,1,6
Jacob Markstrom,20132014,FLA,25,0,0,0,0,0,0,4,1,15
Shawn Matthias,20132014,FLA,18,3,1,5,1,3,3,1,2,4
Steve Ott,20132014,STL,9,1,3,21,3,15,13,3,7,15
Vladimir Sobotka,20132014,Jaden Schwartz,20132014,STL,17,0,0,9,4,9,11,4,6,16
Krys Barch,20132014,Vincent Trocheck,20132014,FLA,21,0,0,0,0,2,2,1,0,0
Steve Oleksy,20132014,WSH,61,0,2,0,3,2,3,1,2,8
Jay Beagle,20132014,WSH,83,0,0,4,2,0,3,0,0,3
Cam Fowler,20132014,ANA,4,0,2,4,2,10,18,5,13,34
Corey Perry,20132014,ANA,10,2,10,31,4,23,12,4,6,21
Marco Scandella,20132014,MIN,6,0,0,3,0,5,9,0,9,24
Torrey Mitchell,20132014,MIN,17,0,0,1,0,5,3,1,0,1
Dustin Penner,20132014,ANA,17,0,2,11,1,8,10,4,9,13
Mikko Koivu,20132014,MIN,9,0,0,11,7,21,15,1,2,13
Zach Parise,20132014,MIN,11,0,4,25,0,16,11,1,3,15
Ben Lovejoy,20132014,ANA,6,0,1,4,2,6,5,4,14,23
Matt Irwin,20132014,S.J,52,0,0,2,0,9,8,2,12,26
Mikkel Boedker,20132014,PHX,89,0,3,16,1,15,16,0,7,12
James Sheppard,20132014,S.J,15,1,1,2,4,5,7,1,1,7
John McCarthy,20132014,S.J,43,0,1,0,1,0,0,0,1,2
Brandon McMillan,20132014,PHX,22,0,0,0,0,0,0,0,0,0
Keith Yandle,20132014,PHX,3,2,0,6,1,26,18,2,8,46
Shane Doan,20132014,PHX,19,0,0,23,0,16,8,2,7,22
Mike Ribeiro,20132014,PHX,63,0,2,14,1,16,14,3,2,22
Kris Newbury,20132014,PHI,45,0,0,0,1,0,0,0,0,0
Elias Lindholm,20132014,CAR,16,0,1,8,1,5,6,2,4,11
Drayson Bowman,20132014,CAR,21,0,1,3,0,3,5,1,5,4
Anton Khudobin,20132014,CAR,31,0,0,0,0,0,0,7,26,59
Brett Sutter,20132014,CAR,42,0,0,1,0,1,0,0,1,0
Brayden Schenn,20132014,PHI,10,1,2,17,1,10,10,3,2,16
Kimmo Timonen,20132014,PHI,44,0,3,2,1,15,13,6,8,36
Radek Dvorak,20132014,CAR,18,0,2,2,1,3,1,3,4,6
Grant Clitsome,20132014,WPG,24,0,0,2,1,2,7,1,7,8
Hampus Lindholm,20132014,ANA,47,0,0,6,1,13,10,8,16,42
Eddie Lack,20132014,VAN,31,0,0,0,0,0,0,5,18,55
David Booth,20132014,VAN,7,2,3,4,1,5,4,2,4,6
Ryan Nugent-Hopkins,20132014,EDM,93,1,1,17,3,20,14,2,10,20
Jeff Petry,20132014,EDM,2,0,0,7,1,4,5,8,7,24
Derick Brassard,20132014,NYR,16,0,3,15,3,12,12,3,5,15
Kyle Clifford,20132014,L.A,13,0,0,3,0,3,2,0,3,8
Colin Fraser,20132014,L.A,24,0,0,0,0,2,0,0,0,0
Jordan Nolan,20132014,L.A,71,0,1,5,0,0,4,1,0,1
Taylor Pyatt,20132014,NYR,14,0,0,0,0,1,0,0,1,2
Colton Orr,20132014,TOR,28,0,0,0,0,0,0,0,2,4
Jamie Devane,20132014,TOR,59,0,0,0,0,0,0,0,0,0
Zbynek Michalek,20132014,PHX,4,0,0,2,2,3,3,2,6,18
Michael Stone,20132014,PHX,26,1,0,7,2,6,5,2,4,23
Jussi Jokinen,20132014,PIT,36,1,2,18,3,19,14,4,9,14
John Scott,20132014,BUF,32,0,1,0,0,0,0,0,5,1
Patrick Kaleta,20132014,BUF,36,0,0,0,0,0,0,0,0,0
Tom Pyatt,20132014,T.B,11,0,0,3,0,2,2,0,1,2
Shea Weber,20132014,NSH,6,1,4,18,3,7,23,3,14,38
Filip Forsberg,20132014,NSH,9,0,0,1,1,0,3,0,0,1
Matt Cullen,20132014,NSH,7,0,0,10,2,17,10,3,7,14
Josh Harding,20132014,MIN,37,0,0,0,0,0,0,1,7,53
Peter Harrold,20132014,N.J,10,0,0,0,0,1,3,1,3,7
Jon Merrill,20132014,Mark Fayne,20132014,N.J,7,0,1,3,0,3,4,2,7,23
Ryan Callahan,20132014,NYR,24,0,2,9,0,11,3,2,2,10
Mats Zuccarello,20132014,NYR,36,1,2,16,3,24,13,2,1,11
Arron Asham,20132014,NYR,45,0,0,0,0,0,0,0,0,0
Matt Nieto,20132014,S.J,83,0,0,10,2,6,6,1,2,4
Martin Biron,20132014,NYR,43,0,0,0,0,0,0,0,1,2
Dan Boyle,20132014,S.J,22,0,2,10,2,10,12,2,8,29
Benoit Pouliot,20132014,NYR,67,1,1,13,1,7,13,1,6,11
Brad Stuart,20132014,S.J,7,0,1,2,1,3,4,2,8,20
Patrick Sharp,20132014,CHI,10,1,5,27,2,25,17,6,5,19
Sheldon Brookbank,20132014,CHI,17,0,0,2,1,4,0,2,6,7
Ryan White,20132014,MTL,53,0,1,1,1,1,2,2,1,3
Matt Kassian,20132014,OTT,28,0,0,1,0,1,0,1,0,1
Joe Corvo,20132014,OTT,77,0,0,3,0,4,3,0,5,5
Stephane Da Costa,20132014,OTT,24,0,0,3,0,1,0,0,0,5
Jean-Sebastien Giguere,20132014,COL,35,0,0,0,0,0,0,2,13,43
Marcus Foligno,20132014,BUF,82,0,1,6,1,5,6,1,3,6
Johan Larsson,20132014,BUF,22,0,0,0,2,0,2,0,0,3
Steve Ott,20132014,BUF,9,0,0,9,1,9,1,3,3,4
Tom Wilson,20132014,WSH,43,0,0,3,0,4,3,0,4,4
Michael Latta,20132014,WSH,46,0,0,1,1,2,0,0,0,0
Tomas Fleischmann,20132014,FLA,14,0,1,7,2,12,6,7,4,11
Radko Gudas,20132014,T.B,7,0,2,1,0,8,11,4,13,20
Scott Clemmensen,20132014,FLA,30,0,0,0,1,0,0,6,8,22
Zenon Konopka,20132014,MIN,28,0,0,1,0,1,0,0,0,3
Justin Fontaine,20132014,MIN,14,0,2,11,1,4,3,2,0,5
Tomas Plekanec,20132014,MTL,14,0,5,14,3,10,10,3,9,10
Peter Budaj,20132014,MTL,30,0,0,0,0,0,0,2,7,37
Michael Bournival,20132014,MTL,49,0,3,4,1,4,2,0,0,5
Matt Pelech,20132014,S.J,42,0,1,0,0,0,0,0,0,0
Yannick Weber,20132014,VAN,6,0,0,6,0,3,1,0,3,10
Zac Dalpe,20132014,VAN,21,0,0,4,0,0,3,0,1,2
Tom Sestito,20132014,VAN,29,0,0,5,1,0,3,0,1,3
NYR,12,0,0,0,0,0,0,0,0,1
Adam Hall,20132014,PHI,18,0,3,1,3,0,2,0,1,5
Paul Bissonnette,20132014,PHX,12,0,1,1,0,3,3,0,0,2
Tim Kennedy,20132014,PHX,34,0,0,2,0,4,2,1,1,3
Jay Rosehill,20132014,PHI,37,0,0,2,0,0,0,0,1,1
Jeff Zatkoff,20132014,PIT,37,0,0,0,0,0,1,1,17,51
Paul Martin,20132014,PIT,7,0,1,2,1,3,8,3,4,32
Kevin Poulin,20132014,NYI,60,0,0,0,0,0,0,6,21,46
Nikolai Khabibulin,20132014,CHI,39,0,0,0,0,0,0,2,1,7
Rich Peverley,20132014,DAL,17,0,2,5,2,13,8,1,4,9
Matt Halischuk,20132014,WPG,15,0,0,5,3,1,1,0,2,3
Ryan Garbutt,20132014,DAL,16,1,4,12,3,6,6,3,1,5
Tim Thomas,20132014,Dan Ellis,20132014,DAL,30,0,0,0,0,0,1,2,6,36
Jacob Josefson,20132014,N.J,16,0,1,0,0,0,2,0,3,2
David Broll,20132014,TOR,46,0,0,0,0,0,1,0,1,0
Josh Leivo,20132014,TOR,32,0,0,1,0,1,0,0,0,0
Tye McGinn,20132014,PHI,15,0,0,4,1,0,0,1,1,3
Michael Raffl,20132014,PHI,12,0,0,9,3,8,2,0,2,7
Erik Gustafsson,20132014,PHI,26,0,0,2,0,2,6,1,1,16
Jordin Tootoo,20132014,DET,22,0,0,0,0,0,1,0,0,1
Luke Glendening,20132014,DET,41,0,0,1,2,4,0,2,3,2
B.J. Crombeen,20132014,T.B,19,0,0,3,0,2,5,0,0,2
Deryk Engelland,20132014,PIT,5,0,0,6,0,0,6,0,3,9
Olli Maatta,20132014,PIT,3,0,0,8,0,12,8,3,9,25
Nate Schmidt,20132014,WSH,88,1,0,1,0,1,3,0,9,9
Gabriel Landeskog,20132014,COL,92,0,10,16,4,24,11,2,5,22
Alexander Urbom,20132014,WSH,34,0,0,1,0,1,0,0,1,6
Dennis Seidenberg,20132014,BOS,44,1,0,0,0,5,4,2,4,18
Fedor Tyutin,20132014,CBJ,51,1,1,2,2,4,16,5,10,28
Loui Eriksson,20132014,BOS,21,0,2,8,0,11,16,5,2,13
Brandon Pirri,20132014,CHI,37,0,2,4,0,2,3,1,0,7
Viktor Stalberg,20132014,NSH,25,0,2,6,1,6,3,1,3,3
Cal Clutterbuck,20132014,NYI,15,0,2,9,1,2,4,2,5,5
Trevor Daley,20132014,DAL,6,0,2,6,2,7,7,1,8,28
MIN,55,0,0,1,0,0,1,0,0,2
Robin Lehner,20132014,OTT,40,0,0,0,0,0,0,6,20,53
Eric Gryba,20132014,OTT,62,0,0,2,1,1,7,1,14,13
Tuomo Ruutu,20132014,CAR,15,0,1,4,1,3,7,1,4,10
Alec Martinez,20132014,L.A,27,1,2,8,1,3,7,1,9,13
Daniel Carcillo,20132014,L.A,17,0,0,1,0,0,1,1,0,5
Al Montoya,20132014,WPG,35,0,0,0,0,0,0,7,15,49
ANA,62,0,1,10,0,13,5,1,5,12
Kyle Palmieri,20132014,ANA,21,3,3,8,3,3,11,2,5,7
ANA,65,0,0,7,0,2,2,2,1,0
Jonas Gustavsson,20132014,DET,50,0,0,0,0,0,0,3,16,62
Justin Abdelkader,20132014,DET,8,0,4,6,3,9,6,4,5,8
Brian Lashoff,20132014,DET,23,0,0,1,0,2,3,5,8,15
Matt Bartkowski,20132014,BOS,43,0,0,0,0,7,11,5,14,23
Jesse Joensuu,20132014,EDM,6,0,0,3,0,1,1,0,1,1
Stephane Veilleux,20132014,MIN,19,0,1,2,0,0,0,1,0,1
Darcy Kuemper,20132014,MIN,35,0,0,0,0,0,0,4,9,39
Trevor Smith,20132014,TOR,23,0,1,3,1,2,2,0,1,1
Cody McCormick,20132014,BUF,8,0,0,1,1,2,1,0,0,1
Eric Boulton,20132014,NYI,36,0,1,1,0,1,1,0,0,0
Zack Kassian,20132014,VAN,9,1,2,11,3,7,5,1,2,8
Jared Boll,20132014,CBJ,40,0,0,1,0,0,1,0,0,1
Sami Salo,20132014,T.B,6,1,2,1,0,6,7,5,9,36
Pierre-Cedric Labrie,20132014,T.B,76,0,0,0,0,0,0,0,0,0
Barret Jackman,20132014,STL,5,0,1,2,0,5,7,4,12,29
Matt Gilroy,20132014,FLA,97,0,0,1,1,0,0,1,1,4
MTL,40,0,0,0,0,1,1,0,3,4
Ryan Wilson,20132014,COL,44,0,0,0,0,2,4,0,6,8
Marc Methot,20132014,OTT,3,1,1,4,3,5,9,4,17,24
Joe Colborne,20132014,CGY,8,0,2,8,1,8,9,0,2,12
Ryan Craig,20132014,CBJ,12,0,0,0,0,0,0,0,0,0
Boone Jenner,20132014,CBJ,38,2,0,13,0,8,5,4,5,5
N.J,9,0,0,1,0,0,0,0,0,1
Dougie Hamilton,20132014,BOS,27,0,0,7,0,6,12,4,7,29
Nick Bjugstad,20132014,FLA,27,3,3,10,7,7,8,1,5,10
Ian Cole,20132014,STL,28,0,2,1,1,1,6,2,5,11
Adam Cracknell,20132014,STL,79,0,0,0,1,0,1,0,0,4
Jeff Halpern,20132014,PHX,14,0,0,5,0,3,4,0,1,4
Rostislav Klesla,20132014,PHX,16,0,0,1,0,1,2,1,0,7
Chris Conner,20132014,PIT,23,0,0,4,0,0,1,0,0,2
Denis Grebeshkov,20132014,EDM,37,0,0,0,0,0,1,0,2,2
Carl Soderberg,20132014,BOS,34,1,1,14,3,20,9,4,0,9
Darroll Powe,20132014,Kevin Klein,20132014,NYR,8,0,0,1,1,1,3,0,4,8
Rostislav Olesz,20132014,Cam Janssen,20132014,N.J,25,0,0,3,0,1,1,0,1,2
Justin Falk,20132014,NYR,44,0,0,0,0,0,2,1,0,2
Jack Johnson,20132014,CBJ,7,1,0,4,1,8,19,12,13,40
Jakub Kindl,20132014,DET,4,0,0,2,0,6,11,3,10,14
CBJ,31,0,0,0,0,0,1,2,8,47
Jeremy Welsh,20132014,VAN,13,0,0,1,0,0,0,0,1,3
Stephane Robidas,20132014,DAL,3,0,0,4,0,0,1,3,5,14
Frederik Andersen,20132014,ANA,31,0,0,0,0,0,1,4,26,63
Johnny Gaudreau,20132014,Mike Cammalleri,20132014,CGY,13,1,7,18,0,12,7,1,4,7
Andrew Alberts,20132014,VAN,41,0,0,0,0,0,0,0,2,1
Ryan Jones,20132014,EDM,28,0,0,2,0,2,2,2,1,7
EDM,68,1,0,0,0,0,0,0,0,0
Mike Blunden,20132014,MTL,45,0,0,0,0,0,0,1,0,0
Nate Prosser,20132014,MIN,39,0,1,1,0,0,6,0,6,12
Anthony Peluso,20132014,WPG,14,0,0,2,0,2,1,1,1,3
Brandon Yip,20132014,PHX,32,0,0,0,0,0,0,0,0,1
Derek Grant,20132014,OTT,57,0,0,0,1,1,0,1,0,2
Drew Miller,20132014,DET,20,0,1,6,2,4,2,3,4,7
Mika Zibanejad,20132014,OTT,93,1,2,13,2,12,3,1,2,12
Chad Johnson,20132014,BOS,30,0,0,0,0,0,0,5,20,63
BUF,61,0,0,1,0,0,0,0,0,1
Reilly Smith,20132014,BOS,18,4,2,14,2,17,12,1,9,22
Freddie Hamilton,20132014,S.J,75,0,0,0,0,0,0,1,0,0
N.J,22,0,1,6,0,13,9,1,6,20
Chris Kreider,20132014,NYR,20,0,2,15,1,11,8,2,7,13
Cam Talbot,20132014,Raphael Diaz,20132014,NYR,33,0,0,0,0,0,0,5,13,35
ANA,77,0,0,2,1,2,5,1,0,1
Justin Peters,20132014,CAR,35,0,0,0,0,0,2,2,11,24
Kevin Connauton,20132014,DAL,23,0,0,1,0,2,5,2,4,7
Chris Breen,20132014,CGY,43,0,0,0,1,0,1,1,1,2
WSH,24,0,0,2,0,0,0,0,1,1
Kris Letang,20132014,PIT,58,0,1,10,0,6,5,2,6,16
Jayson Megna,20132014,PIT,59,0,2,3,0,3,1,0,2,3
David Clarkson,20132014,TOR,71,0,2,3,1,4,1,2,6,6
Sean Bergenheim,20132014,FLA,20,0,2,14,3,7,3,0,8,5
Magnus Paajarvi,20132014,STL,56,0,1,5,1,3,2,0,0,4
Tim Gleason,20132014,CAR,6,0,0,0,0,0,1,0,1,3
Matt D'Agostini,20132014,Lee Stempniak,20132014,PIT,22,0,0,4,3,4,1,0,1,4
Ville Leino,20132014,BUF,23,0,0,0,0,7,8,1,2,4
Keith Aulie,20132014,T.B,3,0,0,0,0,0,1,0,0,2
Lane MacDermid,20132014,DAL,28,0,0,0,0,1,1,0,0,0
Brad Mills,20132014,CHI,51,0,0,0,0,0,0,0,0,1
CHI,11,0,2,3,3,2,1,1,0,4
Magnus Hellberg,20132014,NSH,45,0,0,0,0,0,0,0,0,0
Ben Eager,20132014,EDM,55,0,0,0,0,1,0,0,0,0
Derek Smith,20132014,Sven Baertschi,20132014,CGY,27,0,0,0,0,0,1,1,0,1
Mike Brown,20132014,S.J,18,0,0,2,0,2,1,1,1,3
Alex Stalock,20132014,S.J,32,0,0,0,0,0,0,1,11,40
Peter Holland,20132014,ANA,74,0,0,1,0,0,0,0,0,0
Michael Chaput,20132014,CBJ,39,0,0,0,1,0,0,1,0,3
Ben Scrivens,20132014,EDM,30,0,0,0,0,0,0,1,4,38
Kevin Westgarth,20132014,Andrei Loktionov,20132014,CAR,8,0,0,3,1,5,1,0,5,6
J.T. Miller,20132014,NYR,10,0,1,2,0,0,3,2,0,3
Carl Hagelin,20132014,NYR,62,1,2,14,2,5,9,4,3,5
Louis Leblanc,20132014,MTL,71,0,0,0,0,0,0,0,1,1
Sam Gagner,20132014,EDM,89,0,2,8,3,13,11,1,4,15
Jordan Szwarz,20132014,Andy Miele,20132014,PHX,21,0,0,0,0,0,2,1,0,2
David Legwand,20132014,Patrick Eaves,20132014,DET,17,0,2,4,3,3,4,0,3,7
Tomas Tatar,20132014,DET,21,3,2,14,3,9,8,2,5,14
Martin Havlat,20132014,S.J,9,0,2,10,1,7,2,1,5,7
Ryan Spooner,20132014,BOS,51,0,0,0,0,4,7,0,2,3
Mark Visentin,20132014,PHX,29,0,0,3,0,0,0,0,0,1
David Rundblad,20132014,PHX,2,0,0,0,0,0,1,0,0,3
Zach Boychuk,20132014,Manny Malhotra,20132014,CAR,22,0,3,4,3,1,2,3,5,5
Matt Carkner,20132014,NYI,7,0,0,0,1,2,0,1,1,12
George Parros,20132014,MTL,15,0,0,0,0,0,1,0,0,2
WPG,63,0,0,0,0,0,0,0,0,0
Tyler Toffoli,20132014,L.A,73,0,0,12,2,6,9,2,5,6
Corey Tropp,20132014,BUF,78,0,0,0,0,1,0,0,0,0
Brett Connolly,20132014,T.B,14,0,0,1,0,0,0,1,0,3
Hal Gill,20132014,PHI,75,0,0,0,0,0,0,0,1,2
Darren Archibald,20132014,VAN,49,0,1,0,0,1,1,0,1,2
Brendan Gallagher,20132014,MTL,11,1,1,17,2,8,13,4,9,22
Petr Mrazek,20132014,DET,34,0,0,0,0,0,0,0,5,5
EDM,36,0,0,3,1,2,6,1,6,8
Darren Helm,20132014,DET,43,0,4,8,0,4,4,0,5,6
Ryan Hamilton,20132014,EDM,48,0,0,0,0,0,0,0,0,0
Mark Borowiecki,20132014,OTT,74,0,0,1,0,0,0,1,1,1
Reto Berra,20132014,CGY,29,0,0,0,0,0,0,2,15,33
Adam Almquist,20132014,DET,53,0,0,1,0,0,0,0,0,1
Ben Chiarot,20132014,Keaton Ellerby,20132014,WPG,7,0,1,1,0,2,2,3,2,17
Taylor Fedun,20132014,EDM,81,0,0,2,0,0,0,0,0,2
Chad Billins,20132014,CGY,41,0,0,0,0,0,3,0,2,0
Max Talbot,20132014,COL,25,0,3,4,2,8,8,1,4,8
Luca Sbisa,20132014,Bryan Allen,20132014,ANA,5,0,0,1,0,1,4,1,2,10
Rickard Rakell,20132014,ANA,67,0,0,0,1,2,1,0,1,1
Matt Hendricks,20132014,Linus Omark,20132014,EDM,23,0,0,3,0,0,0,1,0,2
Max Reinhart,20132014,CGY,59,0,0,0,1,0,1,0,0,2
Marek Mazanec,20132014,NSH,39,0,0,0,0,0,0,2,14,37
Taylor Beck,20132014,NSH,41,0,0,0,0,0,0,0,0,0
Jerred Smithson,20132014,TOR,22,0,0,0,0,0,0,0,0,0
CAR,58,0,0,0,0,1,1,0,1,0
NYI,55,0,1,0,0,0,2,0,0,1
James Neal,20132014,PIT,18,2,4,21,2,18,14,3,8,23
Linden Vey,20132014,L.A,57,0,0,0,1,2,2,0,1,0
Nick Holden,20132014,COL,2,0,2,8,0,6,9,2,7,27
Brandon Mashinter,20132014,NYR,40,0,0,0,0,0,0,0,0,0
CBJ,43,0,0,0,0,0,1,0,0,1
Steve Downie,20132014,PHI,9,0,0,3,0,8,5,3,4,10
Mike Mottau,20132014,FLA,22,0,0,0,0,0,0,0,2,1
Travis Morin,20132014,DAL,39,0,0,0,0,0,1,0,0,2
Tanner Pearson,20132014,L.A,70,0,1,2,1,1,2,0,1,4
J.T. Brown,20132014,T.B,23,0,1,3,2,8,5,0,2,6
Corey Potter,20132014,EDM,44,0,0,0,0,3,2,0,1,7
Peter Holland,20132014,TOR,24,0,0,5,2,2,1,3,4,3
Kris Versteeg,20132014,CHI,23,1,0,9,2,8,9,2,5,10
Ryan Ellis,20132014,NSH,4,1,1,4,1,8,12,3,5,36
Connor Murphy,20132014,PHX,5,0,0,1,0,3,4,2,3,9
Matt Hunwick,20132014,COL,22,0,0,0,0,0,0,0,0,1
Brian Gibbons,20132014,PIT,49,2,1,2,1,6,5,0,2,5
Alexei Emelin,20132014,MTL,74,0,0,3,0,3,12,2,11,12
Antti Raanta,20132014,CHI,31,0,0,0,0,0,1,4,13,64
Kevan Miller,20132014,BOS,86,0,1,0,1,1,3,1,11,14
Ryan Murphy,20132014,CAR,7,0,1,1,0,8,2,0,4,11
Gustav Nyquist,20132014,DET,14,3,7,18,1,11,8,3,3,10
Zach Redmond,20132014,WPG,25,0,0,1,0,1,1,0,1,2
Tyson Strachan,20132014,WSH,23,0,0,0,0,0,2,0,0,4
Blair Jones,20132014,David Jones,20132014,CGY,19,0,0,2,0,0,0,0,0,1
Jimmy Hayes,20132014,FLA,12,1,2,8,0,5,2,3,1,7
Tim Erixon,20132014,CBJ,20,0,0,0,0,0,0,0,2,1
Anders Nilsson,20132014,NYI,45,0,0,0,0,0,0,0,8,31
Dustin Jeffrey,20132014,DAL,11,0,0,2,0,0,1,0,0,2
Alexander Sulzer,20132014,BUF,52,0,0,0,0,1,1,2,3,5
Brayden McNabb,20132014,Nicolas Deslauriers,20132014,BUF,44,0,1,0,0,0,0,1,2,3
Zach Sill,20132014,PIT,38,0,0,0,0,0,0,0,1,0
