"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"crosbsi8720142015","Sidney.Crosby","C","PIT",73,20142015,27,"12.000","8.700",3,18,10,11,45,15,18,0,14,3,1,2,0.22,273.03,119.13,69.62
"cullema7620142015","Matt.Cullen","LC","NSH",61,20142015,37,"4.000","3.500",0,1,1,3,3,3,2,0,1,1,0,1,1.92,31.28,287.91,9.8
"cumisky8620142015","Kyle.Cumiskey","D","CHI",7,20142015,27,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,38.88,1.69
"cunnicr9020142015","Craig.Cunningham","RC","BOS/ARI",49,20142015,24,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,201.82,2.52
"dahlbkl9120142015","Klas.Dahlbeck","D","CHI/ARI",22,20142015,23,"0.620","0.613",0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,91.39,0.38
"daleytr8320142015","Trevor.Daley","D","DAL",67,20142015,30,"3.500","3.300",0,7,4,2,26,9,21,5,4,3,3,0,-1.01,178.19,194.97,47.75
"dalpeza8920142015","Zac.Dalpe","RC","BUF",19,20142015,24,"0.700","0.700",0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,94.27,0.57
"damigje9120142015","Jerry.D'Amigo","L","BUF",9,20142015,23,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,37.93,2.15
"danauph9320142015","Phillip.Danault","CL","CHI",2,20142015,21,"0.833","0.863",1,0,0,0,0,0,0,0,0,0,0,0,0,2.54,16.9,13.07
"danoxma9420142015","Marko.Dano","C","CBJ",35,20142015,19,"0.925","0.925",1,0,0,0,1,0,0,0,1,0,0,0,0,6.4,155.86,3.94
"datsypa7820142015","Pavel.Datsyuk","CL","DET",63,20142015,36,"10.000","7.500",0,5,8,8,32,17,17,3,6,3,0,1,0.33,182.62,156.03,53.92
"davidbr9120142015","Brandon.Davidson","D","EDM",10,20142015,23,"0.640","0.615",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,35.74,0
"defazbr8820142015","Brandon.Defazio","L","VAN",2,20142015,26,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,10.12,0
"dehaaca9120142015","Calvin.De.Haan","D","NYI",65,20142015,23,"1.000","1.967",0,1,0,0,0,1,1,0,0,0,0,0,0,11.63,335.83,3.35
"dekeyda9020142015","Danny.Dekeyser","D","DET",80,20142015,24,"2.125","2.188",4,2,4,2,10,9,18,1,1,0,1,0,-0.62,96.28,356.39,21.27
"delarja9520142015","Jacob.De.La.Rose","CL","MTL",32,20142015,19,"0.925","0.925",0,1,0,0,0,0,0,0,0,0,0,0,0,4.58,155.54,2.86
"delzomi9020142015","Michael.Del.Zotto","D","PHI",63,20142015,24,"1.300","1.300",2,7,2,5,12,5,15,0,1,1,2,0,-1.19,101.09,227.29,30.78
"demerja8820142015","Jason.Demers","D","DAL/S.J",80,20142015,26,"3.150","3.400",2,2,0,3,17,6,13,1,0,1,0,0,0,123.22,339.61,26.62
"deshada8620142015","David.Desharnais","C","MTL",81,20142015,28,"3.500","3.500",2,14,3,6,7,3,7,0,6,1,3,1,-0.61,195.52,205.47,48.76
"desjaan8620142015","Andrew.Desjardins","C","CHI/S.J",68,20142015,28,"0.750","0.750",0,0,0,0,1,0,0,0,0,0,0,0,0,4.06,345.84,1.16
"deslani9120142015","Nicolas.Deslauriers","LR","BUF",79,20142015,23,"0.625","0.637",0,0,0,0,0,0,1,0,0,0,1,0,-6.45,9.31,360.02,2.52
"desprsi9120142015","Simon.Despres","D","ANA/PIT",72,20142015,23,"0.900","0.900",0,2,0,1,4,2,4,1,0,0,0,1,1.88,31.83,336.31,8.65
"diazxra8620142015","Raphael.Diaz","D","CGY",55,20142015,28,"0.700","0.700",1,1,0,0,11,9,10,0,1,0,1,0,-1.17,51.15,239.9,17.57
"dillobr9020142015","Brenden.Dillon","D","DAL/S.J",80,20142015,23,"1.250","1.250",0,1,0,0,0,0,0,0,0,0,0,0,0,8.71,403.03,2.11
"doanxsh7620142015","Shane.Doan","RL","ARI",76,20142015,37,"5.050","5.252",20,13,4,1,32,14,5,0,7,2,3,0,-0.9,199.3,164.29,54.81
"donovma9020142015","Matt.Donovan","D","NYI",12,20142015,24,"0.827","0.827",0,0,0,0,3,2,2,0,1,0,0,0,0,12.68,53.49,19.16
"dorsede8620142015","Derek.Dorsett","LR","VAN",74,20142015,27,"2.000","1.633",0,2,0,0,1,3,0,0,0,0,4,0,-8.19,29.32,338.32,7.97
"doughdr8920142015","Drew.Doughty","D","L.A",80,20142015,24,"7.000","7.000",3,8,9,7,57,32,34,3,8,1,1,0,-0.22,272.81,125.61,68.47
"downist8720142015","Steve.Downie","RL","PIT",68,20142015,27,"1.000","1.000",5,7,2,0,5,3,0,0,4,1,2,0,-1.2,100.22,272.18,26.91
"draisle9520142015","Leon.Draisaitl","CL","EDM",36,20142015,18,"0.925","0.925",0,4,0,1,9,4,2,0,5,0,0,0,0,62.88,130.98,32.43
"drouijo9520142015","Jonathan.Drouin","LC","T.B",68,20142015,19,"0.925","0.894",1,3,1,2,5,2,4,0,8,3,1,0,-0.47,128.03,256.77,33.27
"dubinbr8620142015","Brandon.Dubinsky","CL","CBJ",46,20142015,28,"4.650","4.200",2,3,3,4,10,9,7,0,3,0,0,1,0.67,89.65,126.71,41.44
"duchema9120142015","Matt.Duchene","C","COL",81,20142015,23,"5.500","6.000",0,10,1,3,33,9,4,3,7,0,0,3,1.04,173.59,220.46,44.05
"duclaan9520142015","Anthony.Duclair","RL","NYR",18,20142015,19,"0.743","0.772",0,1,0,1,2,3,0,0,0,0,1,0,-2.37,25.33,73.06,25.75
"dumbama9420142015","Matt.Dumba","D","MIN",56,20142015,20,"0.925","0.894",1,7,1,3,23,10,8,0,2,0,1,0,-0.71,84.92,184.18,31.56
"dumonga9020142015","Gabriel.Dumont","CR","MTL",3,20142015,23,"0.575","0.562",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12.16,0
"dumoubr9120142015","Brian.Dumoulin","D","PIT",8,20142015,23,"0.890","0.832",0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,41,5.89
"dupuipa7920142015","Pascal.Dupuis","LR","PIT",16,20142015,35,"4.000","3.750",1,1,1,0,4,3,1,1,1,0,0,0,0,28.97,68.83,29.62
"dwyerpa8320142015","Patrick.Dwyer","RL","CAR",68,20142015,31,"0.900","0.900",1,0,0,0,0,0,1,0,1,1,0,0,0,7.88,332.57,2.31
"eakinco9120142015","Cody.Eakin","C","DAL",77,20142015,23,"1.500","1.900",2,6,1,1,12,4,4,0,3,1,1,0,-0.62,96.93,347.7,21.8
"eavespa8420142015","Patrick.Eaves","RL","DAL",47,20142015,30,"0.650","0.650",6,3,0,3,11,8,4,0,2,0,0,3,2.05,87.68,183.39,32.35
"ebbetan8320142015","Andrew.Ebbett","C","PIT",23,20142015,31,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,123.78,0.23
"eberljo9020142015","Jordan.Eberle","R","EDM",76,20142015,24,"6.000","6.000",1,8,8,6,37,10,13,0,12,3,0,0,0,208.47,160.1,56.56
"edleral8620142015","Alexander.Edler","D","VAN",70,20142015,28,"4.250","5.000",4,8,4,5,38,21,44,4,6,1,3,1,-0.56,214.39,142.26,60.11
"ehrhoch8220142015","Christian.Ehrhoff","D","PIT",47,20142015,32,"4.000","4.000",3,4,0,2,18,15,13,0,2,0,0,0,0,96.9,160.47,37.65
"ekblaaa9620142015","Aaron.Ekblad","D","FLA",81,20142015,18,"0.925","0.925",5,6,1,6,32,18,25,2,2,3,2,0,-0.55,218.61,176.47,55.33
"ekholma9020142015","Mattias.Ekholm","D","NSH",79,20142015,24,"1.038","1.038",0,1,0,1,4,2,12,0,0,0,3,0,-3.72,48.36,381.71,11.24
"ekmanol9120142015","Oliver.Ekman-Larsson","D","ARI",78,20142015,23,"4.000","5.500",9,9,6,4,80,45,67,2,10,2,1,3,0.39,308.73,65.53,82.49
"eliaspa7620142015","Patrik.Elias","CL","N.J",66,20142015,38,"5.500","5.500",1,6,2,2,23,6,5,0,6,0,0,0,0,135.56,157.21,46.3
"ellerke8820142015","Keaton.Ellerby","D","WPG",1,20142015,25,"0.700","0.700",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.14,0
"ellerla8920142015","Lars.Eller","CL","MTL",76,20142015,25,"2.500","3.500",0,7,0,1,6,0,0,0,0,0,0,1,1.71,35.12,339.44,9.38
"elliost9120142015","Stefan.Elliott","D","COL",5,20142015,23,"0.851","0.851",0,0,0,0,4,1,3,0,0,0,0,0,0,7.97,15.12,34.52
"ellisma8120142015","Matt.Ellis","C","BUF",37,20142015,33,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,164.38,0.29
"ellisry9120142015","Ryan.Ellis","D","NSH",57,20142015,23,"1.500","2.500",0,6,3,1,34,10,14,2,4,0,0,0,0,125.98,191.28,39.71
"emelial8620142015","Alexei.Emelin","D","MTL",68,20142015,28,"3.900","4.100",0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,333.55,2.17
"engelde8220142015","Deryk.Engelland","DR","CGY",75,20142015,32,"3.000","2.917",0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,391.19,0.16
"ennisty8920142015","Tyler.Ennis","C","BUF",75,20142015,24,"7.300","4.600",4,8,9,2,33,10,13,1,3,1,3,2,-0.27,221.28,132.04,62.63
"enstrto8420142015","Tobias.Enstrom","D","WPG",58,20142015,29,"5.750","5.750",0,2,5,1,13,11,15,2,2,0,3,0,-1.04,173.52,138.53,55.61
"eratxma8120142015","Martin.Erat","RL","ARI",75,20142015,33,"2.250","4.500",5,13,1,2,9,9,7,1,3,1,4,0,-1.92,124.78,232.46,34.93
"ericsjo8420142015","Jonathan.Ericsson","D","DET",82,20142015,30,"4.250","4.250",0,0,0,0,1,2,0,0,0,0,1,1,0,10.96,451.45,2.37
"erikslo8520142015","Loui.Eriksson","RL","BOS",77,20142015,29,"4.500","4.250",0,7,3,1,26,12,5,0,3,1,0,2,0.6,200.7,158.43,55.88
"erixoti9120142015","Tim.Erixon","D","CBJ/CHI/TOR",42,20142015,23,"0.600","0.600",4,2,1,3,7,0,10,1,1,0,0,0,0,81.75,160.45,33.75
"etemxem9220142015","Emerson.Etem","LR","ANA",44,20142015,22,"0.810","0.870",0,2,0,0,0,0,1,0,0,0,0,0,0,11.97,194.64,5.79
"everbde9120142015","Dennis.Everberg","C","COL",54,20142015,22,"0.600","0.613",1,0,0,0,2,0,1,0,1,0,1,1,0,11.76,263.2,4.28
"falkxju8820142015","Justin.Falk","D","CBJ/MIN",18,20142015,25,"0.700","0.700",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,83.62,0
"farnhbo8920142015","Bobby.Farnham","L","PIT",11,20142015,25,"0.550","0.550",0,0,0,0,1,0,0,0,0,0,0,0,0,0.82,69.47,1.17
"fastxje9120142015","Jesper.Fast","RL","NYR",56,20142015,22,"0.900","0.805",0,0,1,0,1,0,0,0,0,0,0,0,0,3.12,273.66,1.13
"faulkju9220142015","Justin.Faulk","D","CAR",79,20142015,22,"2.500","4.833",0,8,7,5,55,28,31,4,6,6,3,0,-0.82,218.26,174.38,55.59
"faynema8720142015","Mark.Fayne","D","EDM",71,20142015,27,"4.000","3.625",0,0,0,0,4,2,2,1,1,0,0,0,0,17.8,340.67,4.97
"fedunta8820142015","Taylor.Fedun","D","S.J",7,20142015,26,"0.575","0.575",0,0,1,1,4,1,0,0,0,0,0,0,0,11.09,33.07,25.12
"fehrxer8520142015","Eric.Fehr","C","WSH",73,20142015,29,"1.600","1.500",0,0,0,0,1,4,1,0,0,0,2,0,-8.79,13.66,325.55,4.03
"ferenan7920142015","Andrew.Ference","D","EDM",67,20142015,35,"3.750","3.250",0,0,0,0,2,0,0,0,0,0,0,0,0,6.19,331.16,1.84
"ferlami9220142015","Micheal.Ferland","L","CGY",25,20142015,22,"0.600","0.612",0,0,1,0,1,1,1,0,0,1,0,0,0,8.8,100.43,8.06
"ferlibr9220142015","Brian.Ferlin","R","BOS",7,20142015,22,"0.825","0.875",0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,41.76,1.24
"ferrala9120142015","Landon.Ferraro","RC","DET",3,20142015,23,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12.56,0
"fialake9620142015","Kevin.Fiala","LR","NSH",1,20142015,18,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.9,0
"fiddlve8020142015","Vernon.Fiddler","C","DAL",79,20142015,34,"1.000","1.250",0,2,0,0,6,3,1,0,2,0,1,0,-1.61,37.37,409.44,8.36
"filppva8420142015","Valtteri.Filppula","CL","T.B",80,20142015,30,"5.000","5.000",1,8,6,8,12,8,9,0,10,2,0,0,0,266.82,182.57,59.37
"fishemi8020142015","Mike.Fisher","C","NSH",58,20142015,34,"4.200","4.200",4,4,2,1,12,7,1,1,5,0,0,0,0,160.43,162.86,49.62
"fistrma8620142015","Mark.Fistric","D","ANA",9,20142015,28,"1.100","1.267",0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,45.13,0.31
"fleisto8420142015","Tomas.Fleischmann","LR","ANA/FLA",65,20142015,30,"4.500","4.500",1,6,1,0,13,4,5,0,1,1,0,0,0,73.46,236.78,23.68
"flynnbr8820142015","Brian.Flynn","C","BUF/MTL",62,20142015,26,"0.650","0.637",0,3,1,0,5,1,3,1,1,0,0,1,1.31,45.77,244.39,15.78
"foligma9120142015","Marcus.Foligno","LC","BUF",55,20142015,23,"1.500","1.875",2,4,0,1,4,4,1,0,1,0,0,0,0,51.94,213.09,19.6
"foligni8720142015","Nick.Foligno","RL","CBJ",78,20142015,26,"3.750","3.383",6,8,10,5,19,9,7,0,4,4,3,0,-0.96,188.18,192.48,49.43
"folinch9120142015","Christian.Folin","D","MIN",38,20142015,23,"0.925","0.925",0,4,0,1,0,0,1,0,0,0,0,0,0,5.35,213.3,2.45
"fontaju8720142015","Justin.Fontaine","R","MIN",69,20142015,26,"0.950","1.000",0,4,1,1,2,2,0,0,2,0,0,0,0,24.18,332.24,6.78
"forsbfi9420142015","Filip.Forsberg","LR","NSH",81,20142015,20,"0.925","0.894",4,5,5,7,33,19,19,1,16,2,3,1,-0.53,228.38,215.13,51.49
"fowleca9120142015","Cam.Fowler","D","ANA",78,20142015,22,"4.000","4.000",0,4,2,6,24,10,25,2,5,2,0,0,0,189.85,189.43,50.06
"fransco8720142015","Cody.Franson","D","NSH/TOR",78,20142015,27,"3.300","3.300",6,3,5,7,29,6,21,7,5,4,1,0,-0.32,189.64,232.62,44.91
"franzjo7920142015","Johan.Franzen","RL","DET",33,20142015,34,"5.000","3.955",3,4,2,5,16,11,7,0,2,1,2,0,-1.17,102.93,104.49,49.62
"fraseco8520142015","Colin.Fraser","C","STL",1,20142015,29,"0.650","0.650",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,8.62,0
"frasema8620142015","Mark.Fraser","D","N.J",33,20142015,27,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,1,0,-257.14,0.23,116.15,0.2
"frasema9020142015","Matt.Fraser","LR","BOS/EDM",55,20142015,24,"0.625","0.625",2,4,0,0,7,1,5,0,0,0,0,0,0,26.07,211.48,10.98
"frattma8820142015","Matt.Frattin","RL","TOR",9,20142015,26,"0.750","0.800",1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44.04,0.45
"fribema9220142015","Max.Friberg","L","ANA",1,20142015,21,"0.925","0.777",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.82,0
"frolimi8820142015","Michael.Frolik","R","WPG",79,20142015,26,"3.300","3.300",2,7,0,4,15,4,9,0,1,2,2,0,-0.96,125.28,315.01,28.45
"gaborma8220142015","Marian.Gaborik","LR","L.A",67,20142015,32,"6.075","4.875",1,2,6,1,29,12,8,0,6,0,1,0,-0.32,187.68,146.64,56.14
"gagnesa8920142015","Sam.Gagner","C","ARI",77,20142015,25,"5.000","4.800",3,6,5,1,26,14,8,0,4,0,1,0,-0.34,174.31,195.89,47.08
"gagnesi8020142015","Simon.Gagne","RL","BOS",21,20142015,34,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,85.11,1.54
"galchal9420142015","Alex.Galchenyuk","LC","MTL",79,20142015,20,"0.925","0.925",0,13,2,6,28,14,13,0,1,0,3,0,-1.04,172.59,221.48,43.8
"galiatj8820142015","T.J..Galiardi","C","WPG",38,20142015,26,"NA","NA",0,0,0,0,1,0,0,0,0,0,0,0,0,2.47,204.3,1.19
"galiest9220142015","Stanislav.Galiev","R","WSH",2,20142015,22,"0.550","0.595",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.7,6
"gallabr9220142015","Brendan.Gallagher","R","MTL",81,20142015,22,"0.650","0.685",1,17,1,4,39,13,13,0,2,4,3,1,-0.62,194.74,206.25,48.57
"garbury8520142015","Ryan.Garbutt","RL","DAL",66,20142015,29,"1.600","1.800",0,1,0,0,1,0,0,0,0,0,3,0,-33.13,5.43,372.26,1.44
"gardija9020142015","Jake.Gardiner","D","TOR",79,20142015,24,"4.650","4.050",2,4,1,7,19,6,18,2,7,2,0,0,0,185.06,257.07,41.86
"garrija8420142015","Jason.Garrison","D","T.B",68,20142015,29,"5.000","4.600",2,0,3,5,15,7,12,2,2,4,0,0,0,114.11,264.21,30.16
"gaudety9320142015","Tyler.Gaudet","C","ARI",2,20142015,21,"0.925","0.925",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,8.73,0
"gaudrjo9320142015","Johnny.Gaudreau","L","CGY",79,20142015,21,"0.925","0.925",1,5,8,3,26,9,10,0,24,3,0,1,0.27,223.12,192.85,53.64
"gaustpa8220142015","Paul.Gaustad","C","NSH",72,20142015,32,"4.000","3.250",0,0,0,0,1,0,0,0,0,0,1,0,-10.2,5.88,388.93,1.49
"gazdilu8920142015","Luke.Gazdic","L","EDM",35,20142015,25,"0.750","0.800",0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,141.98,0.35
"geliner9120142015","Eric.Gelinas","D","N.J",59,20142015,23,"0.900","0.900",2,10,6,0,24,12,16,0,7,0,1,0,-0.46,131.06,140.55,48.25
"gerbena8720142015","Nathan.Gerbe","LR","CAR",75,20142015,27,"1.500","1.750",3,4,2,4,15,6,1,0,4,0,0,1,0.51,116.83,258.07,31.16
"getzlry8520142015","Ryan.Getzlaf","C","ANA",75,20142015,29,"8.750","8.250",0,19,7,3,41,13,22,0,12,3,5,0,-1.32,227.34,140.33,61.83
"gibbobr8820142015","Brian.Gibbons","C","CBJ",25,20142015,26,"0.750","0.750",0,0,0,1,1,1,0,0,1,0,0,0,0,15.94,118.26,11.88
"gilbeto8320142015","Tom.Gilbert","D","MTL",71,20142015,31,"2.800","2.800",0,1,0,0,8,2,5,0,1,2,0,0,0,52.63,294.32,15.17
"giontbr7920142015","Brian.Gionta","R","BUF",67,20142015,35,"5.250","4.250",0,5,1,5,21,7,5,1,1,0,1,0,-0.44,135.44,178.82,43.1
"giontst8320142015","Stephen.Gionta","CR","N.J",58,20142015,30,"0.850","0.850",0,0,0,0,0,0,0,0,0,0,0,0,0,5,262.1,1.87
"giordma8320142015","Mark.Giordano","D","CGY",60,20142015,30,"4.000","4.020",1,5,6,6,45,18,35,6,4,2,1,0,-0.32,190.41,142.62,57.18
"girarda8420142015","Daniel.Girardi","D","NYR",79,20142015,30,"7.000","5.500",3,7,1,1,28,9,13,2,5,0,0,0,0,116.72,271.12,30.09
"girgeze9420142015","Zemgus.Girgensons","CL","BUF",60,20142015,20,"0.925","0.894",1,14,1,2,7,7,4,2,0,0,1,1,0,114.7,163.48,41.23
"giroucl8820142015","Claude.Giroux","C","PHI",80,20142015,26,"10.000","8.275",5,11,7,15,49,15,42,0,7,0,1,3,0.44,270.57,137.53,66.3
"glassta8320142015","Tanner.Glass","L","NYR",64,20142015,30,"1.900","1.450",0,0,0,0,0,0,0,0,0,0,1,0,-23.84,2.52,306.22,0.82
"gleasti8320142015","Tim.Gleason","D","CAR/WSH",69,20142015,31,"1.200","1.200",0,0,0,0,0,0,0,0,0,0,1,0,-21.3,2.82,310.68,0.9
"glenccu8220142015","Curtis.Glencross","L","CGY/WSH",69,20142015,31,"2.500","2.550",5,2,4,2,12,8,4,0,5,0,3,1,-0.94,127.95,218.54,36.93
"glendlu8920142015","Luke.Glendening","C","DET",82,20142015,25,"0.610","0.628",0,1,0,0,3,1,0,1,1,0,0,1,6.19,9.7,452.71,2.1
"gocxxma8320142015","Marcel.Goc","C","PIT/STL",71,20142015,31,"1.200","1.200",2,2,0,0,2,2,0,0,1,1,0,0,0,20.6,323.98,5.98
"goligal8520142015","Alex.Goligoski","D","DAL",80,20142015,29,"4.800","4.600",1,3,5,3,14,7,16,1,10,3,1,0,-0.38,158.6,302.77,34.38
"golouco8920142015","Cody.Goloubef","D","CBJ",36,20142015,24,"0.625","0.625",0,0,0,0,1,0,0,0,0,0,0,0,0,1.38,152.23,0.9
"gomezsc7920142015","Scott.Gomez","C","N.J",57,20142015,34,"0.550","0.550",1,2,5,9,5,2,5,0,5,0,0,1,0.57,105.36,121.12,46.52
"gonchse7420142015","Sergei.Gonchar","D","DAL/MTL",47,20142015,40,"5.000","5.000",2,3,2,2,17,8,7,8,2,1,0,0,0,98.64,151.2,39.48
"goodrba9320142015","Barclay.Goodrow","LR","S.J",60,20142015,21,"0.610","0.627",0,0,0,0,1,2,2,0,1,0,0,0,0,15.99,282.21,5.36
"gordobo8320142015","Boyd.Gordon","C","EDM",65,20142015,30,"3.000","3.000",0,2,0,0,4,3,0,0,0,0,0,0,0,36.76,296.78,11.02
"gorgejo8420142015","Josh.Gorges","D","BUF",45,20142015,30,"3.900","3.900",1,0,0,0,3,1,1,0,0,0,0,1,1.42,42.23,166.01,20.28
"gormlbr9220142015","Brandon.Gormley","D","ARI",27,20142015,22,"0.810","0.840",1,2,0,0,1,0,2,1,1,0,0,0,0,15.57,108.62,12.53
"gostish9320142015","Shayne.Gostisbehere","D","PHI",2,20142015,21,"0.925","0.925",0,0,0,0,0,0,0,0,1,1,0,0,0,3.06,9.28,24.78
"grabnmi8720142015","Michael.Grabner","L","NYI",34,20142015,26,"4.000","3.000",0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,168.25,1.34
"grabomi8420142015","Mikhail.Grabovski","C","NYI",51,20142015,30,"4.000","5.000",0,7,0,1,7,2,1,0,2,2,0,0,0,63.18,209.97,23.13
"granbpe9220142015","Petter.Granberg","D","TOR",7,20142015,22,"0.800","0.800",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,38.5,0
"granlma9320142015","Markus.Granlund","C","CGY",47,20142015,21,"0.767","0.767",0,4,0,1,1,1,2,0,0,0,2,0,-5.14,23.36,227.68,9.3
"granlmi9220142015","Mikael.Granlund","C","MIN",66,20142015,22,"0.900","0.900",0,10,5,2,16,4,9,0,4,0,0,0,0,134.58,199.55,40.28
"graovty9320142015","Tyler.Graovac","C","MIN",3,20142015,21,"0.767","0.748",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,14.25,0
"greenan8220142015","Andrew.Greene","D","N.J",79,20142015,31,"3.500","3.000",0,0,1,0,2,4,2,0,2,0,0,0,0,41.32,302.97,12
"greenco8620142015","Colin.Greening","L","OTT",26,20142015,28,"2.000","2.650",0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,145.08,1.09
"greenma8320142015","Matt.Greene","D","L.A",80,20142015,31,"2.500","2.500",0,0,0,0,0,0,0,0,0,0,1,0,-13.87,4.33,394.09,1.09
"greenmi8520142015","Mike.Green","D","WSH",70,20142015,28,"6.000","6.000",1,5,11,5,33,15,17,3,4,5,1,0,-0.31,196.03,135.69,59.09
"griffse9320142015","Seth.Griffith","R","BOS",29,20142015,21,"0.743","0.759",0,2,0,2,4,2,2,0,0,1,0,0,0,47,65.84,41.65
"grigomi9420142015","Mikhail.Grigorenko","CL","BUF",22,20142015,20,"0.925","0.925",0,1,0,1,4,1,1,0,3,0,0,0,0,27.46,83.99,24.64
"grimaro9320142015","Rocco.Grimaldi","RC","FLA",7,20142015,21,"0.925","0.925",0,1,0,0,0,0,0,0,0,0,0,0,0,3.06,39.33,7.21
"grossni8520142015","Nicklas.Grossmann","D","PHI",67,20142015,29,"3.500","3.500",0,0,0,0,0,0,0,1,0,0,0,0,0,1.48,341.54,0.43
"grybaer8820142015","Eric.Gryba","D","OTT",75,20142015,26,"1.200","1.250",1,0,0,0,0,0,0,0,0,0,1,0,-35.29,1.7,428.11,0.4
"gudasra9020142015","Radko.Gudas","D","T.B",31,20142015,24,"1.000","0.992",0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,175.03,0.9
"gudbrer9220142015","Erik.Gudbranson","D","FLA",76,20142015,22,"2.250","2.500",2,3,1,3,13,10,5,0,0,0,1,0,-1,59.98,310.87,16.17
"guenina8220142015","Nathan.Guenin","D","COL",75,20142015,31,"0.750","0.800",0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,356.58,0.86
"gunnaca8620142015","Carl.Gunnarsson","D","STL",59,20142015,27,"3.150","3.150",1,0,0,1,7,0,1,0,0,1,0,0,0,15.7,286.5,5.2
"hagelca8820142015","Carl.Hagelin","L","NYR",79,20142015,26,"2.400","2.250",0,0,0,0,0,1,0,0,0,0,1,0,-7.83,7.66,380.18,1.97
"hainsro8120142015","Ron.Hainsey","D","CAR",78,20142015,33,"3.000","2.833",1,0,1,0,3,0,0,0,0,0,0,0,0,20.87,366.5,5.39
"haleymi8620142015","Micheal.Haley","LR","S.J",4,20142015,28,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,32.1,0
"halisma8820142015","Matt.Halischuk","RL","WPG",45,20142015,26,"0.725","0.725",0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,257.45,2.07
"hallxta9120142015","Taylor.Hall","L","EDM",50,20142015,22,"6.000","6.000",6,4,3,0,37,11,27,1,7,5,2,1,-0.45,132.43,103.45,56.14
"hamhuda8220142015","Dan.Hamhuis","D","VAN",57,20142015,31,"4.250","4.500",4,5,2,0,9,2,12,1,3,0,0,0,0,91.37,192.18,32.22
"hamilcu9120142015","Curtis.Hamilton","L","EDM",1,20142015,22,"0.725","0.725",0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,3.7,6.92
"hamildo9320142015","Dougie.Hamilton","D","BOS",69,20142015,21,"0.833","0.894",4,1,3,6,44,34,29,2,4,1,0,1,0.34,178.95,140.49,56.02
"hamilfr9220142015","Freddie.Hamilton","CR","COL/S.J",18,20142015,22,"0.625","0.627",0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,73.09,3.63
"hamilry8520142015","Ryan.Hamilton","L","EDM",14,20142015,29,"0.600","0.600",2,1,0,0,0,0,0,0,0,0,1,0,-3.94,15.22,59.37,20.4
"hamontr9020142015","Travis.Hamonic","D","NYI",71,20142015,24,"2.500","3.857",0,2,3,3,19,5,15,0,8,2,1,1,0,78.78,285.68,21.61
"hannasc7920142015","Scott.Hannan","D","S.J",58,20142015,35,"1.000","1.000",0,0,0,0,0,0,0,0,1,0,0,0,0,5.76,300.38,1.88
"hanseja8620142015","Jannik.Hansen","RL","VAN",76,20142015,28,"1.500","2.500",3,0,0,0,7,2,1,0,0,0,0,0,0,34.76,339.44,9.29
"hanzama8720142015","Martin.Hanzal","C","ARI",35,20142015,27,"3.250","3.100",2,2,2,1,18,7,1,0,1,1,2,0,-1.55,77.33,103.03,42.88
