"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"maddejo7320112012","John.Madden","C","FLA",31,20112012,38,"0.600","0.600",23,15,0,0,25,11,6,11,4,17,2,3,0.18,333.51,1215.01,21.54
"lundimi8420112012","Mike.Lundin","D","MIN",17,20112012,26,"1.000","1.000",2,20,0,2,9,10,7,29,3,0,2,3,0.22,273.95,537.41,33.76
"horakro9120112012","Roman.Horak","CL","CGY",61,20112012,20,"0.605","0.613",27,28,5,3,45,15,18,19,9,12,4,6,0.21,576.69,2384.29,19.48
"gaborma8220112012","Marian.Gaborik","LR","NYR",82,20112012,29,"7.500","7.500",57,88,14,6,160,56,52,37,31,26,10,7,-0.15,1207.84,2669.48,31.15
"belesma8820112012","Matt.Beleskey","L","ANA",69,20112012,23,"0.625","0.738",98,57,5,5,71,34,44,20,10,10,11,9,-0.18,682.31,2612.27,20.71
"smithde9220112012","Devante.Smith-Pelly","C","ANA",48,20112012,19,"0.710","0.720",95,74,2,3,55,24,21,5,17,5,3,4,0.12,487.63,1774.27,21.56
"mooredo8020112012","Dominic.Moore","CL","S.J/T.B",79,20112012,31,"1.200","1.100",45,105,9,7,86,34,49,16,17,19,20,14,-0.36,989.65,2804.48,26.08
"boedkmi8920112012","Mikkel.Boedker","RL","PHX",82,20112012,21,"1.000","1.100",101,74,8,4,65,37,39,20,11,27,4,13,0.56,972.77,3004.74,24.46
"ribeimi8020112012","Mike.Ribeiro","C","DAL",74,20112012,31,"5.000","5.000",97,83,20,10,104,38,43,40,46,30,11,8,-0.16,1121.26,2389.05,31.94
"girarda8420112012","Daniel.Girardi","D","NYR",82,20112012,27,"3.400","3.325",162,164,4,8,83,37,59,126,49,24,8,6,-0.07,1623.94,2253.38,41.88
"campoch8420112012","Chris.Campoli","D","MTL",43,20112012,27,"1.750","1.750",37,64,2,3,22,13,16,50,27,8,1,8,0.71,592.1,1388.49,29.9
"nystrer8320112012","Eric.Nystrom","LR","DAL",74,20112012,28,"1.400","1.400",174,94,3,2,83,39,40,31,21,17,4,7,0.2,900.67,2633.43,25.49
"boninni8820112012","Nick.Bonino","CL","ANA",50,20112012,23,"0.693","0.693",16,59,5,7,51,22,16,37,8,27,2,3,0.1,580.41,1878.51,23.6
"wymanjt8620112012","J.T..Wyman","R","T.B",40,20112012,25,"NA","NA",33,45,5,4,26,16,14,10,2,7,4,4,0,368.03,1584.59,18.85
"gilbeto8320112012","Tom.Gilbert","D","EDM/MIN",67,20112012,28,"5.000","4.000",53,94,4,7,49,30,42,80,35,20,7,9,0.1,1152.12,1956.57,37.06
"cullema7620112012","Matt.Cullen","LC","MIN",73,20112012,34,"3.500","3.500",33,57,11,3,110,18,42,31,20,22,9,9,0,963.27,2493.94,27.86
"pahlssa7720112012","Samuel.Pahlsson","C","CBJ/VAN",80,20112012,33,"2.650","2.650",111,43,7,5,84,35,35,28,11,36,8,3,-0.32,936.88,2812.27,24.99
"lombama8220112012","Matthew.Lombardi","CL","TOR",62,20112012,29,"3.500","3.500",49,112,6,3,81,24,25,28,14,14,5,1,-0.33,720.2,2334.65,23.58
"ellerla8920112012","Lars.Eller","CL","MTL",79,20112012,22,"0.787","0.846",67,101,8,2,91,43,72,39,27,36,18,9,-0.56,963.85,2674.91,26.49
"mcmilbr9020112012","Brandon.McMillan","C","ANA",24,20112012,21,"0.665","0.688",18,26,1,3,24,3,4,7,1,1,6,0,-1.71,210,863.35,19.56
"russery8720112012","Ryan.Russell","LC","CBJ",41,20112012,24,"0.525","0.525",35,22,0,0,33,10,13,37,7,8,1,1,0,397.13,1505.09,20.88
"kaberto7820112012","Tomas.Kaberle","D","CAR/MTL",72,20112012,33,"4.000","4.250",19,41,1,12,45,21,30,72,31,11,4,0,-0.25,942.53,2400.28,28.2
"brassde8720112012","Derick.Brassard","C","CBJ",74,20112012,23,"3.000","3.200",126,43,11,6,77,20,46,15,19,26,11,18,0.45,928.28,2508.43,27.01
"barkeca8620112012","Cam.Barker","D","EDM",25,20112012,25,"2.250","2.250",35,10,0,0,14,8,18,14,16,2,7,2,-0.82,363.68,782.88,31.72
"blundmi8620112012","Mike.Blunden","RL","MTL",39,20112012,24,"0.615","0.615",103,58,2,0,31,13,7,14,2,7,2,1,-0.18,342.32,1443.29,19.17
"vanekth8420112012","Thomas.Vanek","RL","BUF",78,20112012,27,"6.400","7.143",25,54,14,7,110,33,48,19,30,16,19,12,-0.41,1014.12,2718.38,27.17
"cammami8220112012","Mike.Cammalleri","LC","CGY/MTL",66,20112012,29,"6.000","6.000",15,24,9,3,94,25,43,17,23,21,8,13,0.34,890.69,2201.74,28.8
"stewaan8520112012","Anthony.Stewart","R","CAR",77,20112012,26,"0.800","0.900",92,42,5,3,51,21,18,14,13,15,3,5,0.2,595.42,3074.45,16.22
"ruppxmi8020112012","Mike.Rupp","L","NYR",60,20112012,31,"1.700","1.500",101,32,0,1,27,10,7,13,9,3,6,3,-0.47,381.3,2486.63,13.3
"ortmeje7820112012","Jed.Ortmeyer","RL","MIN",35,20112012,33,"0.585","0.585",51,29,0,1,39,22,16,12,2,13,4,6,0.39,311.61,1399.05,18.22
"paillda8420112012","Daniel.Paille","L","BOS",69,20112012,27,"1.150","1.075",55,81,4,2,72,24,20,18,15,15,3,7,0.35,679.98,2658.19,20.37
"weiseda8820112012","Dale.Weise","R","VAN",68,20112012,23,"0.605","0.605",118,77,3,1,44,15,19,23,8,14,2,7,0.55,545.97,2592.15,17.4
"bozakty8620112012","Tyler.Bozak","C","TOR",73,20112012,25,"1.600","1.500",104,79,10,7,69,38,29,30,24,29,8,8,0,1056.62,2496.43,29.74
"gorgejo8420112012","Josh.Gorges","D","MTL",82,20112012,27,"2.500","2.500",112,132,7,7,46,25,51,169,31,14,10,4,-0.26,1401.96,2369.11,37.18
"blumxjo8920112012","Jonathon.Blum","D","NSH",33,20112012,22,"0.787","0.817",15,38,1,2,14,8,16,51,15,6,1,3,0.26,468.49,1062.38,30.6
"martima8920112012","Matthew.Martin","LR","NYI",80,20112012,22,"0.615","0.632",362,85,4,1,106,44,29,33,18,23,10,8,-0.14,831.39,3081.15,21.25
"dwyerpa8320112012","Patrick.Dwyer","RL","CAR",73,20112012,28,"0.600","0.625",126,98,3,2,98,44,41,47,10,22,5,17,0.79,915.77,2537.21,26.52
"malonry7920112012","Ryan.Malone","LR","T.B",68,20112012,31,"5.500","4.500",134,46,11,6,89,35,19,33,27,31,12,13,0.06,930.08,2330.53,28.52
"grabnmi8720112012","Michael.Grabner","L","NYI",78,20112012,23,"1.000","3.000",13,31,7,4,124,45,36,22,37,72,4,11,0.43,972.02,2838,25.51
"carlsjo9020112012","John.Carlson","D","WSH",82,20112012,21,"0.787","0.846",67,90,8,8,111,44,79,113,61,27,6,8,0.09,1374.31,2589.44,34.67
"laichbr8320112012","Brooks.Laich","C","WSH",82,20112012,28,"6.500","4.500",107,94,14,1,128,44,35,54,24,31,6,10,0.22,1081.23,2882.52,27.28
"smidxla8620112012","Ladislav.Smid","D","EDM",78,20112012,25,"2.250","2.250",172,64,1,8,40,17,27,134,34,25,15,9,-0.28,1306.13,2349.6,35.73
"horcosh7820112012","Shawn.Horcoff","LC","EDM",81,20112012,32,"6.500","5.500",54,30,4,5,83,46,31,33,39,33,7,7,0,1082.79,2732.12,28.38
"peckhth8720112012","Theo.Peckham","D","EDM",54,20112012,23,"1.075","1.075",85,72,1,1,21,14,23,55,25,12,16,5,-0.9,732.85,1755.77,29.45
"landean9120112012","Anton.Lander","C","EDM",56,20112012,20,"0.840","0.880",27,37,0,4,46,13,16,5,12,12,4,3,-0.13,476.57,2110.17,18.42
"hilleja8620112012","Jack.Hillen","D","NSH",55,20112012,25,"0.650","0.650",42,91,2,2,46,23,39,56,15,2,7,5,-0.17,715.08,1959.42,26.74
"delzomi9020112012","Michael.Del.Zotto","D","NYR",77,20112012,21,"0.875","0.875",131,67,7,5,62,24,43,72,28,20,10,5,-0.24,1225.38,2412.84,33.68
"wisnija8420112012","James.Wisniewski","D","CBJ",48,20112012,27,"7.000","5.500",38,54,6,4,48,28,42,55,14,13,10,6,-0.28,853.44,1388.43,38.07
"weberya8820112012","Yannick.Weber","D","MTL",60,20112012,22,"0.800","0.850",41,44,5,5,45,17,56,39,39,10,7,1,-0.53,679.28,2058.59,24.81
"salvabr7620112012","Bryce.Salvador","D","N.J",82,20112012,35,"2.900","2.900",89,137,4,3,48,15,46,67,41,16,16,5,-0.49,1334.09,2608.39,33.84
"eagerbe8420112012","Ben.Eager","L","EDM",63,20112012,27,"1.000","1.100",72,32,4,1,61,25,27,17,17,13,19,4,-1.69,533.88,2421.98,18.06
"daleytr8320112012","Trevor.Daley","D","DAL",79,20112012,27,"3.500","3.300",39,68,7,6,94,47,72,78,19,18,12,3,-0.43,1263.42,2470.93,33.83
"ovechal8520112012","Alex.Ovechkin","LR","WSH",78,20112012,25,"9.000","9.538",199,142,8,7,187,94,124,37,41,29,11,20,0.45,1203.99,2558.04,32
"moenxtr8220112012","Travis.Moen","RL","MTL",48,20112012,29,"1.500","1.500",70,66,5,2,31,21,9,28,7,10,6,6,0,616.97,1605.01,27.77
"johnsja8720112012","Jack.Johnson","D","CBJ/L.A",81,20112012,24,"3.500","4.357",83,90,5,6,97,43,49,102,29,15,8,7,-0.04,1357.64,2361.01,36.51
"belaner7720112012","Eric.Belanger","C","EDM",78,20112012,33,"2.000","1.750",36,38,4,3,89,37,39,29,31,31,6,6,0,834.81,2831.74,22.77
"chriser8320112012","Erik.Christensen","CL","MIN/NYR",49,20112012,27,"0.925","0.925",25,13,2,2,28,11,20,4,11,11,0,1,0.14,423.79,1884.88,18.36
"boulter7620112012","Eric.Boulton","L","N.J",51,20112012,35,"0.575","0.662",88,37,0,0,24,6,7,10,6,1,7,3,-0.72,331.47,2125.25,13.49
"dorsede8620112012","Derek.Dorsett","LR","CBJ",77,20112012,24,"0.575","0.562",188,124,5,2,104,33,26,30,10,27,17,17,0,891.47,2691.8,24.88
"nashxri8420112012","Rick.Nash","LR","CBJ",82,20112012,27,"7.500","7.800",93,50,11,4,202,61,69,19,16,53,11,33,1.14,1155.4,2648.25,30.38
"myersty9020112012","Tyler.Myers","D","BUF",55,20112012,21,"0.875","0.875",69,52,6,3,53,29,36,52,36,19,9,2,-0.45,931.86,1740.7,34.87
"callary8520112012","Ryan.Callahan","R","NYR",76,20112012,26,"4.000","4.275",246,101,11,8,149,45,71,57,11,35,14,19,0.27,1116.33,2479.22,31.05
"aulieke8920112012","Keith.Aulie","D","T.B/TOR",36,20112012,22,"0.525","0.558",74,50,0,3,18,10,11,34,17,3,7,1,-0.81,446.21,1313.74,25.35
"murrado8020112012","Douglas.Murray","D","S.J",60,20112012,31,"2.500","2.500",119,95,3,1,66,23,37,110,29,11,9,3,-0.38,953.22,1970.57,32.6
"glenccu8220112012","Curtis.Glencross","L","CGY",67,20112012,28,"2.700","2.550",69,42,8,6,64,19,31,34,37,22,12,6,-0.41,873.02,2302.87,27.49
"umberrj8220112012","R.J..Umberger","LR","CBJ",77,20112012,29,"NA","NA",93,68,6,6,125,34,39,56,17,35,6,15,0.54,999.54,2557.66,28.1
"gleasti8320112012","Tim.Gleason","D","CAR",82,20112012,28,"3.500","2.750",116,41,8,5,53,30,45,91,26,15,11,6,-0.22,1387.88,2513.02,35.58
"campbgr8320112012","Gregory.Campbell","CL","BOS",78,20112012,27,"1.200","1.100",101,96,1,7,59,26,28,38,13,20,4,6,0.14,831.25,2947.05,22
"allenbr8020112012","Bryan.Allen","D","CAR",82,20112012,31,"3.150","2.900",95,158,5,7,79,44,71,139,31,19,24,3,-0.98,1288.58,2612.32,33.03
"tlustji8820112012","Jiri.Tlusty","LR","CAR",79,20112012,23,"0.525","0.525",79,105,7,7,101,41,38,44,17,24,5,7,0.12,1016.12,2749.55,26.98
"bradlma7820112012","Matt.Bradley","R","FLA",45,20112012,33,"0.900","0.950",134,60,1,3,31,6,20,11,2,6,3,5,0.25,475.38,1685.27,22
"bailejo8920112012","Josh.Bailey","RL","NYI",80,20112012,21,"0.800","1.050",61,64,8,8,68,27,38,26,29,45,8,9,0.06,948.04,2951.65,24.31
"thompna8420112012","Nate.Thompson","C","T.B",68,20112012,26,"0.950","0.900",102,81,2,3,67,19,26,32,12,17,3,7,0.3,791.62,2463.94,24.32
"stonecl8520112012","Clayton.Stoner","D","MIN",51,20112012,26,"0.575","0.550",63,109,1,1,39,25,27,66,21,11,14,5,-0.68,792.16,1676.82,32.08
"koivumi8320112012","Mikko.Koivu","C","MIN",55,20112012,28,"7.290","6.750",54,22,7,6,71,26,28,18,28,37,10,7,-0.23,797.4,1761.92,31.16
"schenlu8920112012","Luke.Schenn","D","TOR",79,20112012,21,"4.600","3.600",246,148,7,11,73,42,60,95,52,21,8,2,-0.32,1126.04,2705.07,29.39
"jonesry8420112012","Ryan.Jones","RL","EDM",79,20112012,27,"1.500","1.500",110,74,4,8,111,43,39,42,33,34,12,16,0.26,934.17,2765.41,25.25
"stepade9020112012","Derek.Stepan","C","NYR",82,20112012,21,"0.875","0.821",122,93,14,6,110,34,46,32,11,37,5,8,0.16,1103.79,2773.53,28.47
"lapiema8520112012","Maxim.Lapierre","C","VAN",82,20112012,26,"1.000","1.000",235,65,5,4,85,29,30,20,6,14,6,13,0.51,825.02,3008.38,21.52
"gordobo8320112012","Boyd.Gordon","C","PHX",75,20112012,27,"1.300","1.325",46,151,6,6,98,20,31,51,7,22,4,5,0.06,933.25,2687.93,25.77
"smythry7620112012","Ryan.Smyth","LC","EDM",82,20112012,35,"4.500","6.250",48,114,8,10,143,64,34,23,37,37,11,8,-0.16,1121.82,2733.38,29.1
"plekato8220112012","Tomas.Plekanec","C","MTL",81,20112012,28,"5.000","5.000",60,45,11,6,127,47,65,36,30,24,22,10,-0.67,1072.85,2648.97,28.83
"macdoan8620112012","Andrew.MacDonald","D","NYI",75,20112012,25,"0.550","0.550",40,124,2,8,51,32,67,144,49,40,8,14,0.26,1393.57,2290.95,37.82
"kostise8720112012","Sergei.Kostitsyn","LR","NSH",75,20112012,24,"2.500","2.500",36,47,11,5,64,33,46,18,24,26,11,7,-0.24,1005.95,2678.72,27.3
"staubbr8420112012","Brad.Staubitz","R","MIN/MTL",62,20112012,27,"0.600","0.575",96,64,0,0,25,14,14,20,5,7,11,8,-0.44,408.49,2466.45,14.21
"methoma8520112012","Marc.Methot","D","CBJ",46,20112012,26,"2.250","3.000",89,49,3,2,35,14,25,42,13,9,10,1,-0.7,768.19,1364.05,36.03
"prustbr8420112012","Brandon.Prust","C","NYR",82,20112012,27,"0.800","0.800",137,108,7,5,54,18,15,39,21,9,12,14,0.15,806.84,3070.48,20.81
"hejdaja7820112012","Jan.Hejda","D","COL",81,20112012,33,"3.250","3.250",119,109,5,8,65,53,69,96,34,25,6,6,0,1355.66,2562.83,34.6
"heatlda8120112012","Dany.Heatley","LR","MIN",82,20112012,30,"8.000","7.500",69,67,10,6,136,58,68,42,23,26,7,8,0.05,1291.71,2597.45,33.21
"tangual7920112012","Alex.Tanguay","LR","CGY",64,20112012,31,"3.500","3.500",16,42,16,4,45,23,25,29,37,23,6,8,0.14,843.7,2192.68,27.79
"gillxha7520112012","Hal.Gill","D","MTL/NSH",76,20112012,36,"2.250","2.250",64,63,3,7,42,16,40,100,44,11,13,6,-0.42,1007.19,2606.31,27.87
"bouilfr7520112012","Francis.Bouillon","D","NSH",66,20112012,35,"1.500","1.350",96,74,1,5,29,22,43,57,25,22,11,7,-0.23,1059.77,2193.04,32.58
"johanma9020112012","Marcus.Johansson","C","WSH",80,20112012,20,"0.900","0.900",57,94,14,8,62,24,42,26,42,30,2,13,0.61,1078.78,2788.39,27.9
"suttebr8920112012","Brandon.Sutter","C","CAR",82,20112012,22,"1.500","2.067",49,84,11,2,133,48,53,60,26,53,4,14,0.54,1112.08,2788.82,28.51
"fiddlve8020112012","Vernon.Fiddler","C","DAL",82,20112012,31,"1.800","1.800",77,105,6,6,99,41,37,51,10,25,13,20,0.45,928.92,2954.07,23.92
"knublmi7220112012","Mike.Knuble","R","WSH",72,20112012,39,"2.000","2.000",81,60,4,4,75,35,23,31,14,23,9,5,-0.3,805.31,2675.19,23.14
"gaustpa8220112012","Paul.Gaustad","C","BUF/NSH",70,20112012,29,"2.500","2.300",101,52,7,3,62,28,20,23,19,15,10,6,-0.3,810.27,2548.93,24.12
"staalma8720112012","Marc.Staal","D","NYR",46,20112012,24,"3.675","3.975",54,67,1,0,47,16,28,59,18,11,7,7,0,763.36,1461.95,34.3
"spalini8820112012","Nick.Spaling","LC","NSH",77,20112012,22,"1.000","1.050",42,63,5,5,95,27,24,20,15,34,6,12,0.35,1028.36,2760.35,27.14
"handzmi7720112012","Michal.Handzus","C","S.J",67,20112012,34,"2.500","2.500",50,60,12,1,61,16,21,47,22,20,3,5,0.15,792.87,2459.11,24.38
"reasoma7720112012","Marty.Reasoner","C","NYI",61,20112012,34,"1.300","1.350",43,47,1,4,64,14,23,22,14,14,10,4,-0.59,614.28,2319.55,20.94
"eratxma8120112012","Martin.Erat","RL","NSH",71,20112012,30,"6.000","4.500",47,49,10,11,65,26,36,21,33,43,9,9,0,992.81,2497.24,28.45
"bourqre8120112012","Rene.Bourque","LR","CGY/MTL",76,20112012,29,"4.000","3.333",74,69,2,1,112,39,72,15,21,22,12,6,-0.37,963.63,2571.38,27.26
"stlouma7520112012","Martin.St..Louis","C","T.B",77,20112012,36,"NA","NA",12,54,20,11,122,58,57,32,36,55,4,18,0.63,1328.83,2362.94,35.99
"peterwa8220112012","Warren.Peters","C","MIN",58,20112012,29,"0.550","0.537",70,51,2,2,50,26,25,28,8,20,11,7,-0.44,544.78,2210.07,19.78
"dvorara7720112012","Radek.Dvorak","R","DAL",73,20112012,34,"1.500","1.500",45,91,12,4,75,37,36,37,18,32,5,9,0.28,871.46,2589.9,25.18
"smithje7920112012","Jerred.Smithson","C","FLA/NSH",69,20112012,32,"0.800","0.800",122,42,1,3,34,17,13,24,13,12,12,5,-0.64,658.55,2667.72,19.8
"halisma8820112012","Matt.Halischuk","RL","NSH",73,20112012,23,"0.600","0.713",41,41,8,5,72,18,18,23,16,12,5,10,0.43,701.41,2840.18,19.8
"lydmato7720112012","Toni.Lydman","D","ANA",73,20112012,33,"3.000","3.000",114,72,3,9,42,23,52,114,27,8,16,3,-0.7,1109.55,2375.93,31.83
"korpila8620112012","Lauri.Korpikoski","LR","PHX",82,20112012,25,"1.750","1.800",79,122,12,6,111,57,58,26,20,17,4,14,0.56,1078.23,2899.28,27.11
"obyrnry8420112012","Ryan.O'Byrne","D","COL",74,20112012,27,"NA","NA",147,111,3,3,37,28,39,102,20,11,16,3,-0.68,1154.42,2412.95,32.36
"kleslro8220112012","Rostislav.Klesla","D","PHX",65,20112012,29,"2.975","2.975",100,109,3,5,78,34,50,115,19,10,10,7,-0.17,1043.83,2121.79,32.97
"fedotru7920112012","Ruslan.Fedotenko","L","NYR",73,20112012,32,"1.400","1.400",82,82,5,5,77,28,30,44,9,21,6,15,0.64,843.69,2586.09,24.6
"butlech8620112012","Chris.Butler","D","CGY",68,20112012,24,"1.300","1.250",56,83,1,9,47,31,42,89,37,13,9,4,-0.25,1181.97,2067.92,36.37
"alzneka8820112012","Karl.Alzner","D","WSH",82,20112012,22,"1.300","1.285",64,126,5,8,54,31,55,106,41,14,8,2,-0.26,1384.76,2578.99,34.94
"petrele8420112012","Lennart.Petrell","LR","EDM",60,20112012,27,"0.680","0.680",117,48,4,0,31,13,22,37,20,16,5,4,-0.12,500.14,2330.49,17.67
"weavemi7820112012","Mike.Weaver","D","FLA",82,20112012,33,"0.900","0.900",99,181,4,9,46,25,44,92,20,27,6,14,0.36,1349.4,2602.28,34.15
"staiost7320112012","Steve.Staios","D","NYI",65,20112012,38,"0.800","0.800",50,65,5,3,63,21,43,118,29,21,20,6,-0.87,969.75,2178.05,30.81
"moorejo9020112012","John.Moore","D","CBJ",67,20112012,20,"0.900","0.840",45,75,2,2,59,28,43,61,12,3,2,2,0,935.97,2172.99,30.11
"thorbch8320112012","Chris.Thorburn","LR","WPG",72,20112012,28,"0.850","0.867",148,74,6,1,64,27,24,43,14,13,10,8,-0.17,697.79,2738.08,20.31
"brentti8420112012","Tim.Brent","C","CAR",79,20112012,27,"0.700","0.750",60,36,4,4,46,19,19,30,11,12,3,3,0,679.56,3066.47,18.14
"brooksh8020112012","Sheldon.Brookbank","D","ANA",79,20112012,30,"0.800","0.750",109,127,3,6,45,38,41,83,25,11,11,6,-0.28,1088.43,2680.07,28.88
"cluttca8720112012","Cal.Clutterbuck","R","MIN",74,20112012,23,"1.500","1.400",247,100,4,2,107,52,46,26,13,21,16,16,0,912.12,2594.84,26.01
"pandoja7420112012","Jay.Pandolfo","L","NYI",62,20112012,36,"0.600","0.600",42,57,0,0,40,14,10,48,9,6,2,5,0.32,560.1,2470.28,18.48
"tootojo8320112012","Jordin.Tootoo","R","NSH",77,20112012,28,"1.350","1.250",149,95,18,5,128,38,60,17,43,41,12,18,0.36,997.92,2745.1,26.66
"jokinol7820112012","Olli.Jokinen","C","CGY",82,20112012,32,"3.000","3.000",48,45,12,7,138,36,48,23,41,49,15,10,-0.26,1163.04,2762,29.63
"falkxju8820112012","Justin.Falk","D","MIN",47,20112012,22,"0.605","0.605",70,56,2,5,37,19,32,54,19,10,8,3,-0.4,752.88,1417.92,34.68
"whitnry8320112012","Ryan.Whitney","D","EDM",51,20112012,28,"5.000","4.000",16,49,5,4,24,16,26,73,49,14,5,1,-0.28,851.27,1598.83,34.74
"pyattto8720112012","Tom.Pyatt","C","T.B",74,20112012,24,"0.525","0.525",35,141,4,3,71,23,20,36,11,9,3,12,0.61,878.97,2664.09,24.81
"prossna8620112012","Nate.Prosser","D","MIN",51,20112012,25,"0.715","0.715",28,129,3,3,21,12,25,98,11,9,10,5,-0.38,793.43,1632.22,32.71
"regehro8020112012","Robyn.Regehr","D","BUF",76,20112012,31,"4.000","4.020",146,111,1,3,42,19,34,72,20,11,12,2,-0.52,1144.99,2509.96,31.33
"spurgja8920112012","Jared.Spurgeon","D","MIN",70,20112012,21,"0.535","0.527",31,72,6,3,59,26,38,66,20,14,1,6,0.27,1107.51,2198.73,33.5
"clarkbr7620112012","Brett.Clark","D","T.B",82,20112012,34,"1.300","1.500",100,86,6,4,46,31,59,153,36,17,9,4,-0.25,1178.62,2737.75,30.09
"josixro9020112012","Roman.Josi","D","NSH",52,20112012,21,"0.875","0.875",30,66,3,3,46,21,32,87,11,13,6,3,-0.23,798.21,1790.97,30.83
"grossni8520112012","Nicklas.Grossmann","D","DAL/PHI",74,20112012,26,"1.750","1.625",143,125,3,8,52,32,38,121,26,7,10,4,-0.31,1178.39,2335.04,33.54
"eatonma7720112012","Mark.Eaton","D","NYI",62,20112012,34,"3.000","2.500",48,78,2,1,41,15,22,93,24,9,3,0,-0.21,844.23,2218.56,27.56
"kleinke8420112012","Kevin.Klein","D","NSH",66,20112012,26,"1.350","1.350",77,61,8,6,79,28,50,111,41,22,2,3,0.05,1100.17,2123.96,34.12
"fishemi8020112012","Mike.Fisher","C","NSH",72,20112012,31,"4.000","4.200",108,54,8,8,106,45,44,66,23,38,9,7,-0.11,1066.18,2482.72,30.04
"johnsni8520112012","Nick.Johnson","R","MIN",77,20112012,25,"0.550","0.550",57,94,12,3,133,32,39,21,16,30,7,5,-0.12,1035.09,2614.02,28.37
"gillico8920112012","Colton.Gillies","L","CBJ/MIN",75,20112012,22,"0.600","0.625",158,93,3,3,45,23,23,40,14,21,11,8,-0.26,698.98,2795.63,20
"glassta8320112012","Tanner.Glass","L","WPG",78,20112012,27,"0.750","0.750",240,82,6,5,74,22,22,34,16,8,5,5,0,894.55,2827.23,24.04
"bouwmja8320112012","Jay.Bouwmeester","D","CGY",82,20112012,27,"6.600","6.680",58,93,8,5,67,40,50,79,50,16,7,8,0.04,1527.38,2397.66,38.91
"brodzky8420112012","Kyle.Brodziak","C","MIN",82,20112012,27,"1.300","1.150",76,76,8,6,113,53,48,42,19,55,11,14,0.16,1153.21,2735.95,29.65
"breweer7920112012","Eric.Brewer","D","T.B",82,20112012,32,"3.750","3.875",170,93,5,7,71,43,67,132,28,22,13,2,-0.45,1471.42,2444.95,37.57
"hannasc7920112012","Scott.Hannan","D","CGY",78,20112012,32,"1.000","1.000",51,56,2,6,41,23,27,96,33,9,11,2,-0.41,1309.84,2418.22,35.13
"iginlja7720112012","Jarome.Iginla","R","CGY",82,20112012,34,"7.000","7.000",108,73,15,8,157,71,62,35,41,43,7,12,0.23,1294.95,2630.09,32.99
"scandma9020112012","Marco.Scandella","D","MIN",63,20112012,21,"0.672","0.643",37,85,1,2,53,26,45,73,25,20,6,8,0.11,1047.6,1910.92,35.41
"malhoma8020112012","Manny.Malhotra","CL","VAN",78,20112012,31,"2.500","2.500",39,55,4,7,48,16,23,26,20,15,6,7,0.08,754.69,2889.63,20.71
"powexda8520112012","Darroll.Powe","C","MIN",82,20112012,26,"0.950","1.067",148,71,5,2,92,43,31,66,9,15,16,12,-0.25,944.14,2945.02,24.28
"slateji8220112012","Jim.Slater","C","WPG",78,20112012,28,"1.100","1.000",150,83,6,2,95,35,22,49,16,19,11,10,-0.06,969.5,2766.02,25.95
"schulni8220112012","Nick.Schultz","D","EDM/MIN",82,20112012,29,"3.600","3.500",70,120,2,3,37,32,38,130,25,11,16,2,-0.65,1298.28,2610.31,33.22
