Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
TJ Galiardi,20142015,WPG,21,0,1,0,0,0,0,1,1,3
Sam Gagner,20142015,ARI,9,0,3,12,2,17,7,4,3,17
Kyle Okposo,20142015,NYI,21,1,2,15,3,16,14,2,2,17
Brock Nelson,20142015,NYI,29,1,1,18,3,7,12,6,4,24
Jaroslav Halak,20142015,NYI,41,0,0,0,0,0,1,16,30,129
Johnny Boychuk,20142015,NYI,55,1,1,7,1,12,13,8,12,34
John Tavares,20142015,NYI,91,4,4,30,5,25,18,5,5,22
Eric Staal,20142015,CAR,12,2,4,17,1,17,13,1,4,10
Justin Faulk,20142015,CAR,27,1,2,12,1,16,17,5,9,28
Alexander Semin,20142015,CAR,28,0,0,6,1,6,6,2,6,10
Cam Ward,20142015,CAR,30,0,0,0,0,0,0,6,24,93
Jay Harrison,20142015,CAR,44,0,1,0,1,2,0,1,1,1
Thomas Hickey,20142015,NYI,14,0,0,2,1,9,10,4,7,25
Cal Clutterbuck,20142015,NYI,15,3,0,3,1,7,1,3,5,4
Casey Cizikas,20142015,NYI,53,1,2,6,1,3,4,1,2,6
Nathan Gerbe,20142015,CAR,14,0,1,9,2,8,8,0,5,12
Elias Lindholm,20142015,CAR,16,0,2,15,0,13,9,3,2,14
Victor Rask,20142015,CAR,49,0,2,9,0,10,12,0,3,26
Ryan Strome,20142015,NYI,18,1,5,11,3,22,8,8,5,26
Mikhail Grabovski,20142015,NYI,84,1,4,4,0,3,7,2,1,5
Brad Malone,20142015,CAR,24,0,1,5,1,4,3,1,1,2
John-Michael Liles,20142015,CAR,26,0,0,2,1,5,14,0,4,12
Patrick Dwyer,20142015,CAR,39,0,1,4,0,4,3,3,4,1
Ron Hainsey,20142015,CAR,65,0,0,2,2,3,3,4,7,30
Jiri Tlusty,20142015,CAR,19,1,1,11,0,4,6,1,3,8
Riley Nash,20142015,CAR,20,0,2,6,2,9,6,3,0,12
Tim Gleason,20142015,CAR,6,0,1,0,1,1,4,0,5,12
Jay McClement,20142015,CAR,18,0,2,5,3,5,6,2,5,12
Frans Nielsen,20142015,NYI,51,1,2,11,4,14,11,6,3,21
Brian Strait,20142015,NYI,37,0,0,2,0,0,5,6,7,21
Cory Conacher,20142015,NYI,89,0,0,1,0,0,2,1,2,2
Chris Terry,20142015,CAR,25,0,1,10,0,7,2,0,2,6
Patrick Brown,20142015,CAR,36,0,0,0,0,0,0,0,0,1
Brooks Orpik,20142015,WSH,44,0,0,0,0,7,12,5,18,29
John Carlson,20142015,WSH,74,1,1,10,3,21,19,5,15,22
Evgeny Kuznetsov,20142015,WSH,92,1,1,9,1,16,9,3,7,12
Ryan Spooner,20142015,BOS,51,0,0,8,0,4,6,0,1,7
Troy Brouwer,20142015,WSH,20,3,2,16,1,9,12,4,3,39
Joel Ward,20142015,WSH,42,2,2,14,3,7,5,2,5,19
Mike Green,20142015,WSH,52,0,1,9,3,18,14,6,6,24
Zach Sill,20142015,PIT,38,0,1,0,1,1,0,0,2,0
Peter Holland,20142015,TOR,24,2,4,5,3,6,5,4,3,6
Frederik Andersen,20142015,ANA,31,0,0,0,0,0,3,7,34,95
Justin Abdelkader,20142015,DET,8,1,3,19,2,13,6,2,4,31
Kyle Quincey,20142015,DET,27,0,2,1,5,6,4,4,9,23
Luke Glendening,20142015,DET,41,1,5,6,1,1,4,2,7,5
Gustav Nyquist,20142015,DET,14,1,5,21,2,12,13,1,6,18
Andrej Nestrasil,20142015,DET,49,0,0,0,0,2,0,0,1,2
Jakob Silfverberg,20142015,ANA,33,1,1,11,4,12,9,4,3,10
Robin Lehner,20142015,OTT,40,0,0,0,0,0,1,7,17,41
J.T. Brown,20142015,T.B,23,0,0,3,1,2,3,1,2,4
Brenden Morrow,20142015,T.B,10,0,2,1,0,4,1,1,3,8
Brian Boyle,20142015,T.B,11,4,1,10,3,4,2,1,3,8
Brett Connolly,20142015,T.B,14,0,4,8,0,2,1,0,2,12
Curtis Lazar,20142015,OTT,27,0,1,5,1,5,2,5,5,9
Mark Stone,20142015,OTT,61,3,5,18,4,18,16,4,5,22
Ondrej Palat,20142015,T.B,18,1,2,12,8,17,22,2,7,25
Tomas Kopecky,20142015,FLA,82,0,0,2,0,5,1,1,2,0
Aaron Ekblad,20142015,FLA,5,0,1,11,2,8,17,3,12,34
Al Montoya,20142015,FLA,35,0,0,0,0,0,0,2,11,32
Tuomo Ruutu,20142015,N.J,15,0,1,6,0,2,4,0,1,2
N.J,20,1,2,7,1,3,1,0,1,9
Shawn Thornton,20142015,FLA,22,0,1,0,0,1,3,0,2,0
Anton Khudobin,20142015,CAR,31,0,0,0,0,0,0,1,6,50
Michal Neuvirth,20142015,Chad Johnson,20142015,NYI,30,0,0,0,0,0,0,5,8,47
Nikolay Kulemin,20142015,NYI,86,4,2,9,2,5,9,3,4,9
Josh Bailey,20142015,NYI,12,1,1,13,1,13,12,4,4,16
Torrey Mitchell,20142015,Eric Tangradi,20142015,Rene Bourque,20142015,MTL,17,0,0,0,0,3,0,1,0,2
Jarred Tinordi,20142015,MTL,24,0,0,0,0,1,1,0,0,0
Ray Emery,20142015,PHI,29,0,0,0,0,0,0,4,14,54
Nick Schultz,20142015,PHI,55,0,1,1,0,4,9,2,7,20
Pierre-Alexandre Parenteau,20142015,MTL,15,0,1,7,1,8,5,2,1,12
Christian Thomas,20142015,Manny Malhotra,20142015,MTL,20,0,1,0,0,1,2,1,1,1
Dale Weise,20142015,MTL,22,1,0,8,2,13,4,3,3,9
Anthony Duclair,20142015,J.T. Miller,20142015,NYR,10,0,2,8,3,5,5,7,2,7
Cam Talbot,20142015,NYR,33,0,0,0,0,0,0,7,24,68
Carl Hagelin,20142015,NYR,62,0,4,13,4,6,8,3,10,7
Derick Brassard,20142015,NYR,16,0,0,19,3,13,25,7,6,16
Mats Zuccarello,20142015,NYR,36,1,3,11,3,18,13,12,7,11
Dalton Prout,20142015,CBJ,47,0,0,0,1,3,4,2,3,17
NYR,63,0,0,1,1,3,2,2,0,0
Matt Hunwick,20142015,NYR,44,0,0,2,0,5,4,3,10,22
Marko Dano,20142015,CBJ,56,0,2,6,2,6,4,1,0,4
Ryan Malone,20142015,Lee Stempniak,20142015,NYR,12,1,3,5,0,1,8,1,0,9
Devin Setoguchi,20142015,Drew Shore,20142015,CGY,22,0,0,1,0,2,0,1,1,4
Anders Lindback,20142015,DAL,29,0,0,0,0,0,1,2,3,20
Valeri Nichushkin,20142015,DAL,43,0,0,0,0,0,1,1,1,0
Mattias Ekholm,20142015,NSH,14,2,1,4,0,3,8,6,18,26
Colton Sceviour,20142015,DAL,22,0,3,6,1,4,12,4,5,10
Taylor Beck,20142015,NSH,41,0,2,6,3,4,1,2,2,5
Brian Gionta,20142015,BUF,12,4,0,9,1,11,10,1,2,9
Cody Hodgson,20142015,BUF,19,0,1,5,1,4,2,2,4,3
Mike Weber,20142015,BUF,6,0,0,1,0,1,5,2,6,10
Brad Richards,20142015,CHI,91,0,2,10,1,14,10,5,5,15
Jeremy Morin,20142015,Johnny Oduya,20142015,CHI,27,0,0,2,0,5,3,6,8,26
Rasmus Ristolainen,20142015,BUF,55,0,0,8,1,5,6,3,7,17
David Rundblad,20142015,CHI,5,0,0,3,0,7,4,1,6,16
Daniel Carcillo,20142015,CHI,13,0,3,1,1,2,1,0,1,2
Sam Reinhart,20142015,BUF,23,0,0,0,0,0,1,0,0,0
Jason Zucker,20142015,MIN,16,0,7,14,1,4,0,2,2,5
Thomas Vanek,20142015,MIN,26,0,2,19,7,16,8,1,3,11
MIN,55,0,1,7,0,3,5,3,9,25
Ryan Wilson,20142015,COL,44,0,0,0,0,0,0,0,0,0
Dennis Everberg,20142015,COL,45,0,2,1,2,2,5,1,0,8
Kyle Brodziak,20142015,MIN,21,1,2,6,1,5,5,2,4,6
Matt Cooke,20142015,Matt Dumba,20142015,MIN,24,0,1,3,0,3,3,0,1,1
Tanner Pearson,20142015,L.A,70,2,1,9,0,2,2,1,5,9
Tyler Toffoli,20142015,L.A,73,3,5,15,2,15,9,4,6,9
Jeff Carter,20142015,L.A,77,2,4,22,6,12,16,5,3,19
Devan Dubnyk,20142015,ARI,40,0,0,0,0,0,0,3,4,37
Marian Gaborik,20142015,L.A,12,0,3,24,0,14,6,4,3,26
Mark Arcobello,20142015,EDM,26,0,2,5,2,1,2,0,3,4
Viktor Fasth,20142015,EDM,35,0,0,0,0,0,0,1,7,33
Kevin Bieksa,20142015,VAN,3,0,0,4,1,3,6,4,14,25
Luca Sbisa,20142015,VAN,5,0,0,3,0,1,7,4,16,28
Joe Thornton,20142015,S.J,19,1,3,11,5,23,21,0,4,26
Alex Stalock,20142015,S.J,32,0,0,0,0,0,0,3,6,36
Tomas Hertl,20142015,S.J,48,0,2,11,0,6,12,2,5,14
Mike Santorelli,20142015,TJ Brennan,20142015,TOR,25,0,3,8,2,6,11,4,4,9
James Reimer,20142015,TOR,34,0,0,0,0,0,0,6,8,53
Daniel Winnik,20142015,TOR,26,1,2,4,3,10,5,5,2,5
Kevin Hayes,20142015,NYR,13,5,3,9,7,18,3,1,4,3
Richard Panik,20142015,TOR,18,1,1,9,1,3,2,4,1,6
Cody Franson,20142015,TOR,4,1,0,5,1,10,15,5,9,26
Michael Hutchinson,20142015,WPG,34,0,0,0,0,0,0,7,27,76
Martin Jones,20142015,L.A,31,0,0,0,1,0,0,6,3,21
Jordan Nolan,20142015,L.A,71,0,3,3,0,2,1,0,3,2
Adam Lowry,20142015,WPG,17,1,2,7,2,7,3,2,4,12
Reto Berra,20142015,COL,20,0,0,0,0,0,0,1,5,24
Niklas Svedberg,20142015,BOS,72,0,0,0,0,0,0,3,6,27
Matt Duchene,20142015,COL,9,3,4,14,2,17,15,0,6,14
Jarome Iginla,20142015,COL,12,1,3,25,1,22,7,3,3,12
Jordan Caron,20142015,BOS,38,0,0,0,0,0,0,0,0,2
Matt Bartkowski,20142015,BOS,43,0,0,0,0,4,0,3,4,13
William Karlsson,20142015,ANA,38,0,0,2,1,0,0,0,1,6
Michal Neuvirth,20142015,BUF,34,0,0,0,0,0,0,5,14,28
Brian Flynn,20142015,BUF,65,0,0,5,1,7,4,2,7,7
David Legwand,20142015,OTT,17,1,0,8,4,7,7,3,6,13
Zac Rinaldo,20142015,PHI,36,0,0,1,2,2,1,1,1,3
Blair Jones,20142015,PHI,41,0,0,0,0,0,0,0,0,0
Matt Irwin,20142015,S.J,52,0,2,6,0,6,5,0,8,19
Adam Burish,20142015,S.J,37,0,1,0,0,2,0,0,0,0
Justin Peters,20142015,WSH,35,0,0,0,0,0,0,1,8,23
John Scott,20142015,S.J,20,0,1,2,0,1,0,1,1,3
Michael Latta,20142015,WSH,46,0,0,0,0,4,2,0,4,2
Liam O'Brien,20142015,WSH,87,0,1,0,0,1,0,0,1,1
Jason Chimera,20142015,WSH,25,0,1,6,2,7,3,1,1,8
Zach Boychuk,20142015,CAR,22,0,0,3,1,1,1,0,3,3
Tyson Strachan,20142015,BUF,24,0,0,0,0,1,4,1,4,7
Kevin Connauton,20142015,DAL,23,0,0,0,0,0,2,1,2,3
Patrik Nemeth,20142015,DAL,37,0,0,0,0,1,2,2,2,5
Vernon Fiddler,20142015,DAL,38,1,3,9,2,10,4,5,2,6
Matt Calvert,20142015,CBJ,11,1,1,11,1,5,4,2,2,9
Mark Letestu,20142015,CBJ,55,0,1,6,0,4,2,1,2,4
Evgeni Nabokov,20142015,T.B,20,0,0,0,0,0,1,0,2,19
Jason Garrison,20142015,T.B,5,0,1,3,0,9,17,9,10,32
Matt Stajan,20142015,CGY,18,1,2,4,2,4,4,0,1,6
CGY,25,0,0,1,1,0,3,0,1,5
Anton Volchenkov,20142015,NSH,20,0,0,0,1,0,6,2,5,11
Colin Wilson,20142015,NSH,33,2,4,14,2,15,5,3,7,16
Bogdan Yakimov,20142015,EDM,39,0,0,0,0,0,0,0,0,0
Darnell Nurse,20142015,EDM,25,0,0,0,0,0,0,0,2,0
Will Acton,20142015,EDM,41,0,0,0,0,0,0,0,1,0
Riley Sheahan,20142015,DET,15,0,1,12,1,13,9,2,4,22
Tomas Tatar,20142015,DET,21,3,3,23,0,16,11,2,7,14
Tomas Jurco,20142015,DET,26,0,0,3,1,8,6,2,2,7
David Krejci,20142015,BOS,46,0,1,6,2,10,12,0,3,13
Trevor van Riemsdyk,20142015,CHI,57,0,0,0,0,1,0,1,2,2
Brandon McMillan,20142015,Craig Cunningham,20142015,ARI,22,0,1,1,1,1,3,0,1,1
Kyle Chipchura,20142015,ARI,24,0,1,3,2,2,6,1,1,1
Taylor Hall,20142015,EDM,4,1,2,10,3,13,8,4,2,14
Connor Murphy,20142015,ARI,5,1,0,3,0,1,2,0,7,14
David Schlemko,20142015,ARI,6,0,0,1,0,0,3,2,2,5
Patrick Marleau,20142015,S.J,12,1,3,15,5,16,17,4,3,29
Matt Martin,20142015,NYI,17,0,1,7,0,3,3,2,5,5
Joe Pavelski,20142015,S.J,8,0,4,33,2,20,11,4,6,24
Scott Wilson,20142015,Steve Downie,20142015,PIT,23,0,1,13,0,8,6,2,4,3
Scott Clemmensen,20142015,N.J,40,0,0,0,0,0,0,0,1,3
Chris Brown,20142015,WSH,67,0,0,1,0,0,0,0,0,0
Simon Gagne,20142015,BOS,12,0,1,2,0,0,1,0,1,2
Daniel Paille,20142015,BOS,20,1,2,3,2,3,1,0,0,1
Seth Griffith,20142015,BOS,53,2,1,3,0,1,3,1,1,3
Milan Lucic,20142015,BOS,17,0,0,18,1,16,9,3,4,17
John Mitchell,20142015,COL,7,2,2,7,2,6,7,0,3,14
Calvin Pickard,20142015,COL,31,0,0,0,0,0,0,4,3,29
Erik Condra,20142015,OTT,22,2,1,6,3,6,5,3,5,5
Chris Neil,20142015,OTT,25,0,1,3,2,0,1,1,4,1
Zack Smith,20142015,OTT,15,0,2,0,0,0,1,0,1,0
Ryan Murphy,20142015,CAR,7,0,0,4,0,8,1,0,4,9
Brody Sutter,20142015,CAR,48,0,0,0,0,0,0,0,0,0
NYR,24,0,0,0,0,0,0,0,0,2
Brian McGrattan,20142015,Josh Jooris,20142015,CGY,16,0,0,0,0,0,0,0,0,0
CGY,86,0,1,11,1,5,6,0,6,12
Corey Tropp,20142015,CBJ,26,0,0,1,0,4,3,0,0,3
Jakub Kindl,20142015,DET,4,0,0,5,1,2,5,2,6,10
Martin Marincin,20142015,EDM,85,0,0,1,0,2,2,1,5,10
Ryan Carter,20142015,MIN,18,1,0,2,1,4,5,1,0,1
Cam Fowler,20142015,ANA,4,0,1,6,1,10,16,5,12,33
Cody McLeod,20142015,COL,55,0,1,6,0,1,4,4,3,9
Mike Hoffman,20142015,OTT,68,3,8,16,1,13,6,2,5,15
Patrick Wiercioch,20142015,OTT,46,0,0,3,0,4,6,1,5,27
Jack Skille,20142015,CBJ,10,0,0,6,0,2,0,0,0,3
Curtis McElhinney,20142015,CBJ,30,0,0,0,0,0,0,3,14,59
Jonas Gustavsson,20142015,DET,50,0,0,0,0,0,0,0,6,6
Calvin de Haan,20142015,NYI,44,0,0,1,1,3,6,7,9,21
Nick Bjugstad,20142015,FLA,27,1,2,21,2,6,11,0,6,8
Chris VandeVelde,20142015,PHI,76,0,1,8,0,3,3,2,3,4
Shawn Horcoff,20142015,DAL,10,1,0,10,1,9,8,1,2,14
Erik Cole,20142015,DAL,72,0,3,15,0,13,2,1,2,6
Pierre-Edouard Bellemare,20142015,PHI,78,0,1,5,1,3,2,2,2,10
Curtis McKenzie,20142015,DAL,11,0,0,4,0,1,0,1,2,0
Carter Hutton,20142015,NSH,30,0,0,0,0,0,0,5,6,29
Michal Rozsival,20142015,CHI,32,0,0,1,2,2,8,3,11,16
Viktor Stalberg,20142015,NSH,25,0,1,1,2,4,2,0,2,2
Bryan Bickell,20142015,CHI,29,0,2,12,1,5,8,0,5,7
Jake Allen,20142015,STL,34,0,0,0,0,0,2,4,15,73
Yannick Weber,20142015,VAN,6,1,0,10,0,5,5,2,10,27
Eddie Lack,20142015,VAN,31,0,0,0,0,0,0,6,22,69
Anton Stralman,20142015,T.B,6,0,3,6,1,14,15,6,18,47
Niklas Backstrom,20142015,MIN,32,0,0,0,0,0,0,1,6,30
Justin Fontaine,20142015,MIN,14,0,0,9,1,12,9,0,5,5
Andrew Desjardins,20142015,S.J,10,0,0,5,0,0,3,0,2,5
Eriah Hayes,20142015,S.J,76,0,0,0,0,0,0,0,0,0
Petteri Lindbohm,20142015,STL,48,0,0,2,0,1,0,0,0,8
Magnus Paajarvi,20142015,STL,56,0,0,0,0,0,1,0,1,1
Mark Barberio,20142015,T.B,8,0,0,1,0,2,4,2,7,14
Jonathan Drouin,20142015,T.B,27,0,0,4,3,13,12,0,4,11
Damien Brunner,20142015,Reid Boucher,20142015,Tim Sestito,20142015,N.J,12,0,0,3,1,4,2,0,1,4
NYR,14,0,0,1,0,0,1,0,1,3
Pavel Datsyuk,20142015,DET,13,5,3,18,4,20,15,2,5,16
Brett Bellemore,20142015,CAR,73,0,0,2,1,4,3,1,3,11
Grant Clitsome,20142015,WPG,24,0,0,0,0,3,1,1,1,5
Jeff Skinner,20142015,CAR,53,1,1,16,3,6,4,0,3,12
Antti Raanta,20142015,CHI,31,0,0,0,0,0,0,1,7,31
Niklas Hjalmarsson,20142015,CHI,4,1,0,2,0,6,10,4,11,30
Brandon Pirri,20142015,FLA,73,1,8,13,0,1,1,2,2,3
Colin Greening,20142015,OTT,14,0,0,1,0,0,0,1,0,2
Trevor Smith,20142015,TOR,23,0,0,2,1,1,1,5,0,3
Josh Leivo,20142015,TOR,32,0,1,0,0,0,0,1,0,1
Jay Beagle,20142015,WSH,83,0,3,7,0,7,3,1,3,6
Mark Fistric,20142015,ANA,28,0,0,0,0,0,0,2,0,3
Reilly Smith,20142015,BOS,18,0,3,10,1,16,10,7,7,11
Anders Lee,20142015,NYI,27,4,3,18,1,8,7,2,7,19
Olli Maatta,20142015,PIT,3,0,0,1,1,3,4,1,1,11
Rob Scuderi,20142015,PIT,4,0,0,1,2,2,5,4,12,21
Drew Miller,20142015,DET,20,0,2,3,3,2,3,4,6,3
Maxim Lapierre,20142015,STL,40,0,0,2,1,3,3,1,0,2
Mikko Koivu,20142015,MIN,9,3,4,7,4,13,17,3,4,24
Adam Cracknell,20142015,CBJ,32,0,2,2,0,1,0,0,1,3
Cody Goloubef,20142015,CBJ,29,0,0,0,2,3,4,2,7,7
James Sheppard,20142015,S.J,15,0,0,5,2,5,4,0,2,7
Jamie Oleksiak,20142015,DAL,5,0,0,1,2,0,5,1,5,12
Jacob Josefson,20142015,N.J,16,0,1,5,1,1,3,0,3,5
Zach Redmond,20142015,COL,22,0,0,5,0,9,6,4,7,16
Brenden Dillon,20142015,Jason Demers,20142015,DAL,4,1,0,4,1,5,12,7,16,26
Shayne Gostisbehere,20142015,PHI,53,0,0,0,0,0,0,0,0,0
Dmitrij Jaskin,20142015,STL,23,1,3,9,1,1,3,4,4,8
Steve Ott,20142015,STL,9,0,0,3,0,4,5,0,2,4
Ryan Reaves,20142015,STL,75,0,2,4,0,3,3,0,1,3
Kris Versteeg,20142015,CHI,23,0,3,11,3,10,7,3,1,13
Cedric Paquette,20142015,T.B,13,1,1,10,1,3,3,2,1,2
Jonathan Marchessault,20142015,T.B,42,1,0,0,0,0,0,0,0,1
Mike Blunden,20142015,T.B,46,0,0,0,0,0,0,0,0,0
Nate Prosser,20142015,MIN,39,0,0,2,0,3,2,2,9,13
Justin Hodgman,20142015,ARI,12,0,0,1,0,0,0,0,0,0
Ryan Murray,20142015,CBJ,27,0,0,1,0,1,1,0,2,6
Scott Darling,20142015,CHI,33,0,0,0,0,0,0,4,6,18
Justin Falk,20142015,Chris Stewart,20142015,MIN,44,1,1,1,1,5,2,1,2,9
Zach Trotman,20142015,BOS,62,0,0,1,0,0,4,0,2,8
Lubomir Visnovsky,20142015,NYI,11,0,0,5,1,8,6,2,8,24
Jason Akeson,20142015,PHI,42,0,0,0,0,0,0,0,1,0
Steve Bernier,20142015,N.J,18,1,2,13,2,8,6,1,2,11
Carl Gunnarsson,20142015,STL,4,0,0,2,1,3,6,3,10,25
Tom Wilson,20142015,WSH,43,0,1,3,2,5,6,1,4,3
Matt Cullen,20142015,NSH,7,0,1,6,1,6,11,1,5,10
Joe Morrow,20142015,BOS,45,0,0,1,0,0,0,1,1,3
David Warsofsky,20142015,BOS,79,0,0,0,0,0,1,0,0,2
PHI,43,0,0,0,0,2,1,1,0,3
Dany Heatley,20142015,ANA,51,0,0,0,0,0,0,1,0,0
Sean Collins,20142015,CBJ,37,0,0,0,0,0,2,0,1,0
David Jones,20142015,CGY,19,1,2,11,0,10,6,3,2,7
Markus Granlund,20142015,CGY,60,1,2,5,2,3,5,1,2,7
Matt Fraser,20142015,Max Talbot,20142015,BOS,25,0,0,3,0,3,0,2,1,1
Jimmy Hayes,20142015,FLA,12,0,3,16,4,7,5,2,5,18
Anton Forsberg,20142015,CBJ,31,0,0,0,0,0,0,1,0,6
David Clarkson,20142015,Brian Gibbons,20142015,CBJ,23,0,0,0,0,3,2,0,1,3
Christian Folin,20142015,MIN,5,1,0,1,0,5,3,0,7,10
Trevor Daley,20142015,DAL,6,2,2,12,1,13,8,2,6,35
Tom Sestito,20142015,VAN,29,0,0,0,0,0,1,0,0,0
Johan Larsson,20142015,BUF,22,0,0,6,0,4,6,2,2,5
Joakim Andersson,20142015,DET,18,0,0,3,0,5,0,4,3,2
Nikita Zadorov,20142015,BUF,51,0,0,3,0,6,6,1,9,22
Brian Lashoff,20142015,DET,23,0,0,0,0,0,2,0,1,3
Tobias Rieder,20142015,ARI,8,1,4,8,1,1,6,7,2,10
Jason LaBarbera,20142015,ANA,30,0,0,0,0,0,0,0,3,9
Josh Manson,20142015,ANA,42,0,0,0,0,1,2,1,3,9
NYR,42,0,0,0,0,0,0,0,0,0
Chris Porter,20142015,STL,32,0,1,0,0,1,0,0,1,0
EDM,84,0,0,2,0,7,11,2,9,14
Carlo Colaiacovo,20142015,PHI,26,1,0,1,1,3,2,0,5,3
Sven Baertschi,20142015,CGY,27,0,0,0,2,2,0,0,1,0
Boone Jenner,20142015,CBJ,38,0,2,6,1,5,2,3,3,10
Victor Bartley,20142015,NSH,64,0,0,0,1,6,3,2,2,7
Evander Kane,20142015,WPG,9,0,4,6,1,6,5,3,4,7
Sergei Gonchar,20142015,DAL,55,0,0,0,0,1,0,0,1,0
Bo Horvat,20142015,VAN,53,2,1,9,0,7,5,2,5,2
DET,17,0,1,0,0,0,1,0,0,0
Kevin Klein,20142015,NYR,8,0,1,8,2,4,11,5,7,26
Keith Aulie,20142015,EDM,22,0,0,0,0,0,1,1,5,12
Vincent Trocheck,20142015,FLA,21,0,1,6,4,8,3,3,5,5
Rocco Grimaldi,20142015,FLA,23,0,0,1,0,0,0,0,1,0
Stephane Veilleux,20142015,MIN,19,0,0,1,0,0,1,1,0,0
Marek Zidlicky,20142015,N.J,2,0,0,4,2,6,11,3,13,17
Peter Harrold,20142015,N.J,10,0,0,3,0,2,1,1,4,6
Robert Bortuzzo,20142015,PIT,41,0,0,2,1,1,2,2,3,6
Tyler Kennedy,20142015,S.J,81,0,0,4,0,3,2,0,0,3
Iiro Pakarinen,20142015,EDM,62,0,0,1,0,0,2,0,0,0
Frdric St-Denis,20142015,CBJ,28,0,0,0,0,0,1,0,0,0
Brooks Laich,20142015,WSH,21,0,3,4,2,5,6,4,4,4
NYR,37,0,0,0,0,0,0,0,0,1
Derek Stepan,20142015,NYR,21,2,2,12,3,23,13,2,2,14
Nicklas Grossmann,20142015,PHI,8,0,0,5,0,1,8,3,4,20
Dana Tyrell,20142015,CBJ,34,0,0,0,0,0,0,0,0,0
Travis Hamonic,20142015,NYI,3,0,0,5,2,12,14,8,5,24
Brandon Gormley,20142015,ARI,33,1,0,1,0,1,1,1,0,7
Barclay Goodrow,20142015,S.J,89,0,0,4,3,4,1,1,4,3
Andrew Desjardins,20142015,CHI,11,0,0,0,0,0,2,2,0,1
Peter Regin,20142015,CHI,12,0,0,0,0,0,1,0,0,0
Max Reinhart,20142015,CGY,59,0,0,0,0,0,0,0,0,0
Jonathon Blum,20142015,MIN,7,0,0,0,0,1,0,0,0,0
Stefan Matteau,20142015,N.J,25,0,0,1,0,1,1,0,2,6
Beau Bennett,20142015,PIT,19,1,1,2,0,6,2,0,4,4
Colby Robak,20142015,FLA,47,0,0,0,0,0,0,0,0,2
Jamie McBain,20142015,L.A,5,0,0,3,0,1,5,0,3,11
Jake Muzzin,20142015,L.A,6,0,1,9,2,10,19,5,10,26
Calle Jarnkrok,20142015,NSH,19,1,0,6,2,3,6,3,2,9
Patrick Kaleta,20142015,BUF,36,0,0,0,1,1,1,0,2,0
Charlie Coyle,20142015,MIN,3,1,1,9,3,10,11,4,4,19
Brayden McNabb,20142015,L.A,3,0,0,2,1,7,14,0,9,18
Sergei Gonchar,20142015,MTL,55,0,0,1,0,5,7,2,2,14
Troy Grosenick,20142015,S.J,34,0,0,0,0,0,0,0,1,2
Brendan Gallagher,20142015,MTL,11,3,2,19,2,14,7,3,7,20
Joakim Nordstrom,20142015,CHI,42,0,0,0,0,1,2,1,2,0
Travis Moen,20142015,DAL,27,0,1,1,0,4,2,0,1,5
Drayson Bowman,20142015,MTL,38,0,0,0,0,0,0,1,0,0
Kyle Palmieri,20142015,ANA,21,1,2,11,1,6,8,2,1,8
Lucas Lessio,20142015,ARI,38,0,0,2,0,1,2,1,1,0
Steven Pinizzotto,20142015,EDM,13,1,0,1,0,1,1,0,0,2
Scott Laughton,20142015,PHI,49,0,0,2,0,3,1,1,3,3
Petr Mrazek,20142015,DET,34,0,0,0,0,0,0,4,15,57
Xavier Ouellet,20142015,DET,61,0,0,2,0,1,0,1,2,8
Micheal Ferland,20142015,CGY,79,0,1,1,0,3,0,0,2,2
NYR,70,0,0,0,0,0,0,1,0,4
Zach Bogosian,20142015,BUF,47,0,0,0,0,1,6,2,2,11
Alex Khokhlachev,20142015,BOS,76,0,0,0,0,0,0,0,0,0
Andrej Nestrasil,20142015,CAR,15,0,1,6,0,7,4,0,2,8
Ben Street,20142015,COL,10,0,0,0,0,0,0,1,0,1
COL,32,0,0,0,0,0,1,0,0,0
Tomas Vincour,20142015,COL,81,0,0,0,0,1,0,0,0,0
Matt Halischuk,20142015,WPG,15,1,0,2,1,0,4,1,4,4
Mat Clark,20142015,ANA,37,0,0,0,1,0,0,0,0,3
Zbynek Michalek,20142015,ARI,4,1,0,1,0,2,4,5,7,18
Stephen Weiss,20142015,DET,90,0,1,8,1,6,9,0,2,9
Chris Butler,20142015,STL,25,0,1,2,0,3,3,2,6,18
Korbinian Holzer,20142015,TOR,55,0,0,0,1,4,1,4,5,9
Matt Tennyson,20142015,S.J,80,0,0,2,0,2,4,1,3,3
Rene Bourque,20142015,Tomas Fleischmann,20142015,ANA,14,0,1,2,0,9,2,1,3,6
Jesse Blacker,20142015,ANA,77,0,0,0,0,0,0,0,0,0
Luke Gazdic,20142015,EDM,20,0,0,2,0,0,1,0,1,2
Tim Schaller,20142015,BUF,59,0,0,1,1,0,0,0,1,0
Jayson Megna,20142015,PIT,59,0,0,0,0,0,1,0,0,1
Kerby Rychel,20142015,CBJ,52,0,0,0,1,2,0,0,0,0
Michael Sgarbossa,20142015,COL,43,0,0,0,0,0,1,1,0,1
EDM,68,0,1,0,0,0,0,1,0,2
David Pastrnak,20142015,BOS,88,0,0,10,0,8,9,1,0,7
Matt Donovan,20142015,NYI,46,0,0,0,1,2,0,1,3,2
Andrew Ebbett,20142015,PIT,25,0,0,1,2,1,2,0,1,1
