"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"boedkmi8920112012","Mikkel.Boedker","RL","PHX",80,20112012,21,"1.000","1.100",2,4,1,0,6,3,5,0,2,0,0,0,0,83.64,326.88,20.37
"bogosza9020112012","Zach.Bogosian","D","WPG",63,20112012,21,"2.000","2.500",1,2,4,2,49,30,37,2,2,1,2,0,-0.81,148.86,170.31,46.64
"boldual8520112012","Alexandre.Bolduc","CL","PHX",1,20112012,26,"0.575","0.575",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.69,0
"bollada8620112012","Dave.Bolland","C","CHI",74,20112012,25,"3.375","3.375",0,4,3,2,11,5,12,0,5,0,1,0,-0.43,139.57,270.38,34.05
"bollibr8720112012","Brandon.Bollig","L","CHI",18,20112012,24,"0.550","0.545",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,109.67,0
"bollxja8620112012","Jared.Boll","R","CBJ",53,20112012,25,"0.750","0.725",0,0,0,0,1,0,0,0,0,0,2,1,-13.48,4.45,321.45,1.37
"boninni8820112012","Nick.Bonino","CL","ANA",49,20112012,23,"0.693","0.693",1,2,1,0,7,3,0,0,1,0,0,0,0,36.61,210.93,14.79
"boothda8420112012","David.Booth","LR","FLA/VAN",60,20112012,26,"4.500","4.250",2,8,1,4,26,7,9,0,6,0,2,1,-0.57,104.52,231.61,31.09
"borowma8920112012","Mark.Borowiecki","D","OTT",2,20112012,22,"0.610","0.610",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,12.88,3.74
"borturo8920112012","Robert.Bortuzzo","D","PIT",6,20112012,22,"0.550","0.535",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,37.3,0
"bouchpi8420112012","Pierre-Marc.Bouchard","C","MIN",37,20112012,27,"4.250","4.080",0,3,2,3,16,5,11,1,5,3,0,0,0,121.92,82.93,59.52
"bouilfr7520112012","Francis.Bouillon","D","NSH",65,20112012,35,"1.500","1.350",0,0,0,0,1,0,3,0,1,0,0,0,0,18.98,293.05,6.08
"boulter7620112012","Eric.Boulton","L","N.J",50,20112012,35,"0.575","0.662",0,0,0,0,1,0,0,0,0,0,1,0,-81.82,0.73,261.62,0.28
"boumala9020112012","Lance.Bouma","C","CGY",26,20112012,21,"0.595","0.565",0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,131.71,3.2
"bourdma8920112012","Marc-Andre.Bourdon","D","PHI",45,20112012,21,"0.853","0.853",0,0,0,0,1,1,1,1,0,0,1,0,-3.98,15.07,286.23,5
"bourqga9020112012","Gabriel.Bourque","L","NSH",43,20112012,20,"0.610","0.618",0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,180.7,1.59
"bourqre8120112012","Rene.Bourque","LR","CGY/MTL",76,20112012,29,"4.000","3.333",1,11,1,2,15,14,11,0,5,3,0,0,0,175.53,256.23,40.65
"bouwmja8320112012","Jay.Bouwmeester","D","CGY",81,20112012,27,"6.600","6.680",0,2,3,5,24,8,21,0,3,1,0,1,0.34,174.75,245.13,41.62
"bowmadr8920112012","Drayson.Bowman","L","CAR",37,20112012,22,"0.650","0.658",0,4,1,0,4,3,3,1,0,0,0,0,0,32.77,167.23,16.38
"boyceda8420112012","Darryl.Boyce","CL","CBJ/TOR",36,20112012,27,"0.700","0.700",0,1,0,0,0,0,0,0,0,0,0,0,0,1.73,224.6,0.77
"boychjo8420112012","Johnny.Boychuk","D","BOS",76,20112012,27,"2.000","1.875",2,0,0,0,9,2,4,0,0,0,1,1,0,25.7,354.12,6.77
"boychza8920112012","Zach.Boychuk","LR","CAR",16,20112012,21,"0.787","0.846",0,0,0,0,1,0,1,0,0,0,0,0,0,9.43,93.63,9.15
"boyesbr8220112012","Brad.Boyes","R","BUF",64,20112012,29,"4.000","4.000",0,5,4,2,22,6,9,0,2,1,0,0,0,125.89,196.62,39.03
"boylebr8420112012","Brian.Boyle","CL","NYR",81,20112012,26,"1.600","1.700",1,3,1,0,11,3,1,0,1,1,4,0,-3.7,64.87,391.88,14.2
"boyleda7620112012","Dan.Boyle","D","S.J",81,20112012,35,"6.667","6.667",1,9,7,7,85,36,59,10,10,4,1,0,-0.19,311.77,131.74,70.3
"bozakty8620112012","Tyler.Bozak","C","TOR",70,20112012,25,"1.600","1.500",5,14,4,4,17,12,5,0,2,2,0,1,0.3,202.32,160.1,55.82
"bradlma7820112012","Matt.Bradley","R","FLA",45,20112012,33,"0.900","0.950",0,1,0,0,0,0,0,0,0,0,0,0,0,5.23,258.99,1.98
"brassde8720112012","Derick.Brassard","C","CBJ",73,20112012,23,"3.000","3.200",9,4,5,5,25,10,28,0,5,3,1,3,0.55,218.53,251.21,46.52
"braunju8720112012","Justin.Braun","D","S.J",66,20112012,24,"0.713","0.662",1,5,0,2,19,9,9,1,5,3,0,0,0,72.48,281.8,20.46
"brenntj8920112012","T.J..Brennan","D","BUF",11,20112012,22,"NA","NA",0,0,0,0,1,2,1,0,0,0,0,0,0,6.78,47.14,12.57
"brentti8420112012","Tim.Brent","C","CAR",78,20112012,27,"0.700","0.750",3,6,2,1,12,5,5,1,2,3,1,0,-0.5,119.32,332.44,26.41
"breweer7920112012","Eric.Brewer","D","T.B",81,20112012,32,"3.750","3.875",1,3,1,2,5,5,13,3,3,0,2,0,-1.28,93.63,334.77,21.86
"brierda7720112012","Daniel.Briere","RC","PHI",69,20112012,33,"7.000","6.500",2,11,8,4,35,15,20,0,5,3,4,1,-0.85,212.29,236.78,47.27
"broditj9020112012","T.J..Brodie","D","CGY",53,20112012,21,"NA","NA",3,2,1,4,5,1,4,1,3,0,0,0,0,91.12,169.08,35.02
"brodzky8420112012","Kyle.Brodziak","C","MIN",82,20112012,27,"1.300","1.150",1,6,5,1,13,8,3,0,5,0,1,1,0,128.32,283.12,31.19
"brooksh8020112012","Sheldon.Brookbank","D","ANA",78,20112012,30,"0.800","0.750",1,0,0,0,0,0,0,0,0,0,0,0,0,5.88,405.56,1.43
"brophev8620112012","Evan.Brophey","C","COL",3,20112012,24,"0.525","0.525",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.41,0
"brouwtr8520112012","Troy.Brouwer","R","WSH",79,20112012,26,"2.350","2.350",18,7,2,0,22,13,4,0,3,1,2,0,-0.7,170.44,222.74,43.35
"browndu8420112012","Dustin.Brown","LR","L.A",81,20112012,26,"3.500","3.175",28,13,3,3,32,17,11,0,8,2,4,4,0,253.71,201.99,55.67
"brownjt9020112012","J.T..Brown","RL","T.B",4,20112012,21,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,1,8.24,7.28,20.74,25.99
"brownmi85062420112012","Mike.Brown","RL","TOR",48,20112012,26,"0.760","0.737",0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,261.67,0.42
"brulegi8720112012","Gilbert.Brule","RC","PHX",32,20112012,24,"1.850","1.850",0,4,0,0,5,1,2,1,2,0,1,1,0,35.27,123.19,22.26
"brunean7320112012","Andrew.Brunette","LR","CHI",76,20112012,38,"2.000","2.000",2,10,1,2,11,8,1,2,3,2,0,1,0.37,161.58,266.11,37.78
"brunnfa8520112012","Fabian.Brunnstrom","LR","DET",5,20112012,26,"0.600","0.600",0,0,0,0,0,1,0,0,0,0,1,0,-92.31,0.65,29.13,2.18
"bulmebr9220112012","Brett.Bulmer","RL","MIN",9,20112012,19,"0.740","0.810",0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,56.92,5.31
"burisad8320112012","Adam.Burish","C","DAL",61,20112012,28,"1.300","1.150",0,0,1,1,2,1,0,0,0,0,2,0,-3.81,31.52,262.81,10.71
"burmial9120112012","Alex.Burmistrov","CR","WPG",74,20112012,19,"0.900","0.900",6,4,0,2,7,6,3,0,2,0,0,1,0.68,88.42,271.21,24.59
"burnsbr8520112012","Brent.Burns","DR","S.J",81,20112012,26,"4.000","3.550",3,5,6,5,45,26,31,4,7,1,1,1,0,211.09,230.17,47.84
"burroal8120112012","Alex.Burrows","RL","VAN",77,20112012,30,"2.000","2.000",3,8,2,2,21,11,8,2,3,1,5,0,-1.78,168.3,262.62,39.06
"butlebo8720112012","Bobby.Butler","R","OTT",55,20112012,24,"0.900","1.050",0,1,0,0,5,1,0,0,0,0,0,0,0,43.94,262.19,14.35
"butlech8620112012","Chris.Butler","D","CGY",67,20112012,24,"1.300","1.250",0,0,1,2,7,3,5,2,1,0,0,0,0,50.74,309.76,14.08
"byersda8620112012","Dane.Byers","L","CBJ",8,20112012,25,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,49.21,0
"byfugdu8520112012","Dustin.Byfuglien","D","WPG",64,20112012,26,"4.250","5.200",10,8,6,7,48,30,38,4,5,2,3,0,-0.82,220.45,102.8,68.2
"byronpa8920112012","Paul.Byron","C","CGY",22,20112012,22,"0.570","0.555",0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,87.92,3.39
"callary8520112012","Ryan.Callahan","R","NYR",75,20112012,26,"4.000","4.275",11,19,2,2,34,19,7,2,5,2,3,2,-0.21,280.63,151.92,64.88
"calvema8920112012","Matthew.Calvert","L","CBJ",13,20112012,21,"0.713","0.713",0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,91.24,1.36
"cammami8220112012","Mike.Cammalleri","LC","CGY/MTL",65,20112012,29,"6.000","6.000",1,8,3,6,47,12,15,0,10,1,1,0,-0.31,195.05,178.03,52.28
"campbbr7920112012","Brian.Campbell","D","FLA",82,20112012,32,"7.143","7.143",2,16,16,14,35,14,27,2,7,0,0,1,0.18,335.66,134.82,71.34
"campbgr8320112012","Gregory.Campbell","CL","BOS",78,20112012,27,"1.200","1.100",0,0,0,0,1,1,0,0,1,0,0,0,0,14.26,376.06,3.65
"campeca8820112012","Carter.Camper","C","BOS",3,20112012,23,"0.600","0.625",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,10.91,0
"campoch8420112012","Chris.Campoli","D","MTL",43,20112012,27,"1.750","1.750",0,0,0,3,15,4,6,1,1,2,0,0,0,82.62,174.1,32.18
"carcida8520112012","Dan.Carcillo","RL","CHI",28,20112012,26,"0.775","0.775",0,1,0,0,3,1,0,0,0,0,1,0,-6.49,9.24,147.43,5.9
"carknma8020112012","Matt.Carkner","D","OTT",28,20112012,30,"0.700","0.700",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,155.57,0
"carlema8420112012","Matt.Carle","D","PHI",81,20112012,26,"3.800","3.438",3,4,5,4,22,9,21,4,6,2,2,0,-0.58,205.82,326.67,38.65
"carlsjo9020112012","John.Carlson","D","WSH",79,20112012,21,"0.787","0.846",5,5,0,3,17,11,8,1,1,3,1,0,-0.51,118.12,275.07,30.04
"caronjo9020112012","Jordan.Caron","LR","BOS",48,20112012,20,"0.900","0.887",1,3,0,0,0,0,1,0,0,0,1,0,-3.43,17.48,210.97,7.65
"carsobr8520112012","Brett.Carson","D","CGY",2,20112012,25,"0.550","0.575",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,7.67,0
"carteje8520112012","Jeff.Carter","CR","CBJ/L.A",54,20112012,26,"6.000","5.273",1,6,1,2,36,17,13,0,6,0,2,0,-0.69,172.9,145.06,54.38
"cartery8320112012","Ryan.Carter","C","FLA/N.J",72,20112012,28,"0.750","0.750",0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,389.57,0.59
"charazd7720112012","Zdeno.Chara","D","BOS",79,20112012,34,"8.500","6.917",5,3,6,3,51,27,46,3,5,2,1,1,0,203.39,194.74,51.09
"chimeja7920112012","Jason.Chimera","L","WSH",79,20112012,32,"1.875","1.875",2,8,0,0,10,2,3,0,1,0,1,1,0,72.42,320.77,18.42
"chipcky8620112012","Kyle.Chipchura","C","PHX",51,20112012,25,"0.550","0.550",1,2,0,0,0,0,0,0,0,0,0,0,0,2.9,252.03,1.14
"chornta8720112012","Taylor.Chorney","D","EDM/STL",5,20112012,24,"0.735","0.735",0,0,0,0,0,1,0,0,1,0,0,0,0,6.83,16.58,29.16
"chriser8320112012","Erik.Christensen","CL","MIN/NYR",48,20112012,27,"0.925","0.925",0,2,1,0,8,6,3,0,5,0,1,1,0,65.9,197.32,25.04
"cizikca9120112012","Casey.Cizikas","C","NYI",15,20112012,20,"0.690","0.793",0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,76.24,2.22
"clarkbr7620112012","Brett.Clark","D","T.B",81,20112012,34,"1.300","1.500",2,2,0,2,7,6,6,3,3,0,1,0,-0.53,114.08,314.33,26.63
"clarkda8420112012","David.Clarkson","R","N.J",79,20112012,27,"3.000","2.667",8,10,5,3,37,21,11,0,2,1,1,2,0.24,245.93,170.51,59.06
"clarkma9020112012","Mathew.Clark","D","ANA",2,20112012,20,"0.760","0.750",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.57,0
"clearda7820112012","Daniel.Cleary","RL","DET",74,20112012,32,"3.000","2.800",2,7,0,0,20,10,5,0,3,1,0,1,0.64,93.78,344.39,21.4
"cliffky9120112012","Kyle.Clifford","L","L.A",80,20112012,20,"0.765","0.710",1,0,0,0,1,1,2,0,1,0,2,0,-7.59,15.81,433.95,3.51
"clitsgr8520112012","Grant.Clitsome","D","CBJ/WPG",62,20112012,26,"1.100","1.250",2,2,1,3,26,9,17,1,3,2,1,1,0,113.77,282.73,28.69
"clowery8220112012","Ryane.Clowe","L","S.J",76,20112012,28,"3.500","3.625",2,6,5,6,31,8,12,0,4,2,5,0,-1.82,164.41,256.6,39.05
"cluttca8720112012","Cal.Clutterbuck","R","MIN",74,20112012,23,"1.500","1.400",21,7,1,2,22,6,6,0,3,1,5,3,-0.83,144.29,244.03,37.16
"coburbr8520112012","Braydon.Coburn","D","PHI",80,20112012,26,"3.400","3.200",2,1,0,0,4,5,0,0,0,0,0,0,0,32.24,494.43,6.12
"coglian8720112012","Andrew.Cogliano","C","ANA",80,20112012,24,"2.150","2.390",2,1,1,0,2,1,1,0,3,1,1,0,-1.43,41.98,385.21,9.83
"colaica8320112012","Carlo.Colaiacovo","D","STL",64,20112012,28,"2.500","2.125",1,4,1,7,11,8,16,5,1,1,0,0,0,121.62,184.48,39.73
"colbojo9020112012","Joe.Colborne","C","TOR",10,20112012,21,"0.875","0.875",0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,37.55,15.24
"colexer7820112012","Erik.Cole","LR","MTL",82,20112012,32,"6.000","4.500",11,12,3,0,31,9,9,1,9,3,1,1,0,261.83,229.99,53.24
"colexia8920112012","Ian.Cole","D","STL",26,20112012,22,"0.875","0.875",0,0,0,0,1,0,1,0,0,0,0,0,0,8.21,141.72,5.47
"collise83103020112012","Sean.P..Collins","D","WSH",2,20112012,27,"0.525","0.525",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.85,0
"comeabl8620112012","Blake.Comeau","RL","CGY/NYI",72,20112012,25,"2.500","2.500",0,4,0,0,8,2,3,0,2,0,0,0,0,45.02,323.98,12.2
"commomi7920112012","Mike.Commodore","D","DET/T.B",29,20112012,31,"1.000","1.000",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,151.59,0.67
"condrer8620112012","Erik.Condra","RL","OTT",80,20112012,25,"0.600","0.625",0,0,0,0,0,0,0,0,1,0,0,1,10.24,5.86,420.75,1.37
"connech8320112012","Chris.Conner","L","DET",8,20112012,27,"0.550","0.550",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,50.31,0
"connobr9220112012","Brett.Connolly","R","T.B",67,20112012,19,"0.900","0.900",2,10,1,1,9,1,3,0,5,0,2,0,-1.56,76.74,270.59,22.09
"connomi8920112012","Mike.Connolly","CL","COL",1,20112012,22,"0.640","0.690",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0
"connoti8120112012","Tim.Connolly","C","TOR",67,20112012,30,"5.500","4.750",1,9,1,2,16,6,8,1,7,1,3,0,-1.44,125.15,211.55,37.17
"cookema7820112012","Matt.Cooke","LR","PIT",80,20112012,33,"2.000","1.800",3,4,1,4,12,6,4,0,2,1,4,1,-1.95,92.39,368.92,20.03
"cormipa9020112012","Patrice.Cormier","LC","WPG",9,20112012,21,"0.613","0.575",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,45.23,0
"corneph9020112012","Philippe.Cornet","L","EDM",2,20112012,21,"0.580","0.580",0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,16.62,3.76
"corvojo7720112012","Joe.Corvo","D","BOS",74,20112012,34,"2.500","2.250",2,6,4,4,41,25,25,1,4,1,0,0,0,177.44,204.51,46.46
"coutulo8920112012","Logan.Couture","C","S.J",80,20112012,22,"0.787","0.817",0,9,10,5,36,19,22,1,12,5,1,2,0.28,211.36,226.9,48.23
"coutuse9220112012","Sean.Couturier","C","PHI",76,20112012,18,"0.925","0.925",3,1,0,1,3,2,0,0,0,0,0,0,0,29.14,469.82,5.84
"cowenja9120112012","Jared.Cowen","D","OTT",81,20112012,20,"0.900","0.870",3,2,0,1,10,1,2,1,1,0,1,0,-1.22,49.1,384.49,11.32
"crabbjo8320112012","Joey.Crabb","R","TOR",64,20112012,28,"0.750","0.750",0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,315.42,2.12
"crackad8520112012","Adam.Cracknell","C","STL",2,20112012,26,"0.575","0.575",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,7.04,0
"crombbj8520112012","B.J..Crombeen","R","STL",40,20112012,26,"NA","NA",0,0,0,0,0,0,0,0,0,0,1,0,-47.37,1.27,203.35,0.62
"crosbsi8720112012","Sidney.Crosby","C","PIT",22,20112012,24,"9.000","8.700",0,5,3,6,22,8,9,0,9,1,0,0,0,85.8,27.45,75.76
"cullema7620112012","Matt.Cullen","LC","MIN",73,20112012,34,"3.500","3.500",3,13,3,2,22,11,19,0,5,4,0,0,0,187.94,183.28,50.63
"cullema7820112012","Mark.Cullen","CL","FLA",6,20112012,32,"0.600","0.600",0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,36,0.96
"cumaxty9020112012","Tyler.Cuma","D","MIN",1,20112012,21,"0.875","0.846",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0
"dacosst8920112012","Stephane.Da.Costa","C","OTT",22,20112012,22,"0.900","0.900",0,2,0,0,5,3,2,0,0,1,1,1,0,31.17,85.67,26.68
