"","Name","pos","Team","Gm","season","Age","Salary","AAV","HIT","HIT-","A1","A2","SH","MS","BK","AB","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%"
"hicketh8920142015","Thomas.Hickey","D","NYI",81,"20142015",25,"0.750","0.675",98,184,9,8,66,27,62,104,47,30,11,9,-0.09,1303.17,2662.71,32.86
"granlmi9220142015","Mikael.Granlund","C","MIN",68,"20142015",22,"0.900","0.900",45,83,11,10,73,32,41,41,19,33,10,11,0.06,989.02,2280.24,30.25
"eavespa8420142015","Patrick.Eaves","RL","DAL",47,"20142015",30,"0.650","0.650",62,33,6,4,63,41,34,25,8,16,2,10,0.91,529.12,1686.5,23.88
"colaica8320142015","Carlo.Colaiacovo","D","PHI",33,"20142015",31,"0.625","0.625",45,40,3,1,35,28,33,33,18,8,5,0,-0.59,507.69,1092.52,31.73
"rakelri9320142015","Rickard.Rakell","C","ANA",71,"20142015",21,"0.925","0.894",73,95,7,8,84,40,32,22,28,18,4,1,-0.23,784.94,2673.62,22.7
"comeabl8620142015","Blake.Comeau","RL","PIT",61,"20142015",28,"0.700","0.700",178,77,9,5,115,36,64,9,16,15,16,7,-0.65,836.95,2026.72,29.23
"cullema7620142015","Matt.Cullen","LC","NSH",62,"20142015",37,"4.000","3.500",10,51,6,7,74,34,28,14,19,22,8,6,-0.17,706.58,2309.97,23.42
"greenmi8520142015","Mike.Green","D","WSH",72,"20142015",28,"6.000","6.000",76,136,8,7,102,47,61,80,49,19,15,9,-0.34,1066.8,2357.03,31.16
"vlasima8720142015","Marc-Edouard.Vlasic","D","S.J",70,"20142015",27,"4.250","4.250",42,108,4,5,64,37,78,87,24,7,4,3,-0.05,1198.46,2216.38,35.1
"schwaja9220142015","Jaden.Schwartz","LC","STL",75,"20142015",22,"2.000","2.350",51,68,16,7,125,35,49,39,19,46,5,6,0.06,1041.02,2570.62,28.82
"gagnesa8920142015","Sam.Gagner","C","ARI",81,"20142015",25,"5.000","4.800",59,123,13,6,130,54,52,19,27,35,10,6,-0.21,1148.48,2758.19,29.4
"dillobr9020142015","Brenden.Dillon","D","DAL/S.J",80,"20142015",23,"1.250","1.250",137,145,2,3,81,60,107,123,43,14,15,11,-0.17,1376.28,2502.87,35.48
"niedeni9220142015","Nino.Niederreiter","LR","MIN",80,"20142015",22,"1.900","2.667",142,101,5,5,106,54,48,28,14,25,7,18,0.68,970.91,2858.76,25.35
"ekmanol9120142015","Oliver.Ekman-Larsson","D","ARI",82,"20142015",23,"4.000","5.500",134,152,6,3,133,74,100,53,31,22,14,10,-0.17,1433.37,2523.01,36.23
"huberjo9320142015","Jonathan.Huberdeau","L","FLA",79,"20142015",21,"0.833","0.894",65,118,18,8,120,31,54,24,18,29,9,19,0.57,1060.36,2757.84,27.77
"desprsi9120142015","Simon.Despres","D","PIT/ANA",75,"20142015",23,"0.900","0.900",216,156,8,7,88,37,65,88,29,11,21,8,-0.7,1116.1,2440.18,31.38
"hunwima8520142015","Matt.Hunwick","D","NYR",55,"20142015",29,"0.600","0.600",51,101,4,2,64,22,37,35,27,15,7,1,-0.45,803.55,1864.69,30.12
"edleral8620142015","Alexander.Edler","D","VAN",74,"20142015",28,"4.250","5.000",80,149,3,9,123,38,78,93,52,17,18,3,-0.71,1269.41,2261.53,35.95
"burroal8120142015","Alex.Burrows","RL","VAN",70,"20142015",33,"5.000","4.500",69,72,5,5,98,39,32,24,19,29,9,9,0,811.95,2546.97,24.17
"bergese8420142015","Sean.Bergenheim","L","FLA/MIN",56,"20142015",30,"2.750","2.750",68,65,5,3,94,48,28,13,9,31,8,9,0.09,690.23,1991.17,25.74
"vanritr9120142015","Trevor.van.Riemsdyk","D","CHI",18,"20142015",23,"0.925","0.925",4,17,1,0,20,5,15,15,4,9,1,2,0.26,229.54,607.15,27.43
"tanevch8920142015","Christopher.Tanev","D","VAN",70,"20142015",24,"2.000","2.000",20,182,3,5,43,26,38,120,40,19,5,7,0.1,1171.42,2171.83,35.04
"nielsfr8420142015","Frans.Nielsen","C","NYI",78,"20142015",30,"3.000","2.750",47,111,7,6,99,52,65,64,24,38,5,11,0.4,893.74,2926.47,23.4
"kulemni8620142015","Nikolay.Kulemin","LR","NYI",82,"20142015",28,"3.000","4.188",126,56,6,8,90,45,42,45,28,40,2,5,0.18,1019.46,2997.19,25.38
"arcobma8820142015","Mark.Arcobello","CR","EDM/NSH/PIT/ARI",77,"20142015",26,"0.600","0.600",107,87,4,5,96,46,48,24,36,33,4,8,0.24,985.17,2748.19,26.39
"barbema9020142015","Mark.Barberio","D","T.B",52,"20142015",24,"0.874","0.874",33,64,2,4,50,24,40,40,19,10,6,4,-0.15,817.64,1681.96,32.71
"scandma9020142015","Marco.Scandella","D","MIN",64,"20142015",24,"1.150","1.025",79,86,4,1,83,46,74,72,28,26,15,5,-0.52,1146.18,1916.46,37.42
"ouellxa9320142015","Xavier.Ouellet","D","DET",21,"20142015",21,"0.718","0.670",11,40,1,0,21,14,23,12,8,1,1,1,0,313.19,681.65,31.48
"horcosh7820142015","Shawn.Horcoff","LC","DAL",76,"20142015",35,"3.000","5.500",73,31,9,7,60,23,31,19,20,16,10,2,-0.63,764.39,2819.47,21.33
"barkoal9520142015","Aleksander.Barkov","C","FLA",71,"20142015",19,"0.925","0.925",28,107,7,8,83,29,28,32,21,37,3,6,0.19,964.11,2469.27,28.08
"nashxri8920142015","Riley.Nash","CR","CAR",68,"20142015",25,"0.600","0.575",76,123,7,5,68,18,33,36,18,39,3,5,0.14,830.44,2494.14,24.98
"lindhha9420142015","Hampus.Lindholm","D","ANA",78,"20142015",20,"0.925","0.894",52,106,10,10,70,34,65,63,53,23,9,6,-0.14,1326.09,2428.41,35.32
"trochvi9320142015","Vincent.Trocheck","C","FLA",50,"20142015",21,"0.693","0.662",93,75,12,3,73,27,24,19,8,19,6,8,0.19,628.28,1793.55,25.94
"postmpa8920142015","Paul.Postma","D","WPG",42,"20142015",25,"0.775","0.713",17,57,1,3,35,19,40,26,21,14,6,2,-0.44,543.68,1382.42,28.23
"lovejbe8420142015","Ben.Lovejoy","D","ANA/PIT",60,"20142015",30,"1.100","1.100",157,130,3,6,73,34,44,83,20,10,10,2,-0.48,1003.78,1881.44,34.79
"ritchbr9320142015","Brett.Ritchie","R","DAL",31,"20142015",21,"0.818","0.814",88,36,1,1,54,26,27,5,10,7,3,6,0.51,351.34,1121.84,23.85
"kennety8620142015","Tyler.Kennedy","RL","S.J/NYI",38,"20142015",28,"2.350","2.350",49,49,5,2,72,23,38,8,6,20,5,2,-0.44,408.05,1456.33,21.89
"schmina9120142015","Nate.Schmidt","D","WSH",39,"20142015",23,"0.625","0.625",32,53,0,3,36,14,33,31,12,11,1,2,0.12,508.68,1362.03,27.19
"getzlry8520142015","Ryan.Getzlaf","C","ANA",77,"20142015",29,"8.750","8.250",93,70,21,8,110,65,50,79,50,43,12,7,-0.28,1090.04,2613.83,29.43
"borturo8920142015","Robert.Bortuzzo","D","PIT/STL",51,"20142015",25,"0.650","0.600",143,127,3,2,47,25,39,56,8,3,10,4,-0.52,697.85,1715.68,28.91
"michazb8220142015","Zbynek.Michalek","D","ARI/STL",68,"20142015",31,"4.000","4.000",70,170,2,4,72,31,66,104,21,12,6,4,-0.11,1142.72,2145.26,34.75
"krugema9020142015","Marcus.Kruger","C","CHI",81,"20142015",24,"1.400","1.325",26,122,6,3,111,24,32,39,8,24,13,10,-0.21,860.31,3092.57,21.76
"chiarbe9120142015","Ben.Chiarot","D","WPG",40,"20142015",23,"0.600","0.600",64,89,4,2,32,16,32,44,21,7,6,2,-0.39,612.28,1243.47,32.99
"mansojo9120142015","Josh.Manson","D","ANA",28,"20142015",22,"0.925","0.925",41,48,1,2,24,6,21,19,15,8,11,0,-1.47,449.99,903.98,33.24
"pacioma8820142015","Max.Pacioretty","L","MTL",80,"20142015",25,"4.000","4.500",101,133,10,10,203,72,105,28,31,33,11,10,-0.05,1122.17,2719.29,29.21
"bennebe9120142015","Beau.Bennett","LR","PIT",49,"20142015",22,"0.900","0.900",66,91,6,2,68,26,30,13,15,8,5,3,-0.22,555.14,1790.02,23.67
"stonema9220142015","Mark.Stone","R","OTT",80,"20142015",22,"0.575","0.603",41,74,15,10,93,46,31,38,32,71,2,9,0.42,995.74,2782.18,26.36
"etemxem9220142015","Emerson.Etem","LR","ANA",45,"20142015",22,"0.810","0.870",63,80,3,2,70,24,31,18,11,12,2,5,0.36,506.33,1684.69,23.11
"wilsoto9420142015","Tom.Wilson","R","WSH",67,"20142015",20,"0.925","0.894",205,136,7,6,74,30,37,24,10,20,16,20,0.33,728.48,2482.22,22.69
"oshietj8620142015","T.J..Oshie","LR","STL",72,"20142015",27,"NA","NA",86,81,17,8,105,52,43,33,26,37,12,15,0.17,1033.69,2435.95,29.79
"maroopa8820142015","Patrick.Maroon","L","ANA",71,"20142015",26,"0.575","0.575",117,104,14,4,94,43,18,10,23,14,13,6,-0.5,846.32,2600.19,24.56
"lehtejo8720142015","Jori.Lehtera","C","STL",75,"20142015",26,"3.250","2.750",39,75,15,6,66,22,37,33,15,37,17,8,-0.57,947.02,2629.77,26.48
"hemskal8320142015","Ales.Hemsky","R","DAL",76,"20142015",31,"4.000","4.000",20,85,4,10,112,31,63,31,31,24,4,12,0.56,854.51,2730.48,23.84
"fishemi8020142015","Mike.Fisher","C","NSH",59,"20142015",34,"4.200","4.200",118,47,11,4,68,35,33,42,8,18,9,3,-0.47,768.58,2053.14,27.24
"carlsjo9020142015","John.Carlson","D","WSH",82,"20142015",24,"4.000","3.967",65,94,13,12,132,60,83,129,68,31,9,2,-0.3,1391.47,2526.87,35.51
"vatansa9120142015","Sami.Vatanen","D","ANA",67,"20142015",23,"1.250","1.262",58,119,4,10,59,24,37,90,34,15,15,12,-0.17,1047.05,2170.56,32.54
"hartnsc8220142015","Scott.Hartnell","L","CBJ",77,"20142015",32,"5.000","4.750",145,91,17,4,139,41,44,35,34,32,20,10,-0.55,1085.09,2543.18,29.91
"danoxma9420142015","Marko.Dano","C","CBJ",35,"20142015",19,"0.925","0.925",92,51,7,5,72,18,25,11,4,17,7,7,0,444.09,1196.33,27.07
"dumbama9420142015","Matt.Dumba","D","MIN",58,"20142015",20,"0.925","0.894",37,53,2,2,52,28,52,45,24,8,5,6,0.08,738.03,2069.59,26.29
"pulkkte9220142015","Teemu.Pulkkinen","LR","DET",31,"20142015",22,"0.790","0.698",2,28,1,1,41,19,25,4,3,2,5,1,-0.88,272.18,1162.92,18.97
"fleisto8420142015","Tomas.Fleischmann","LR","FLA/ANA",66,"20142015",30,"4.500","4.500",55,71,15,3,102,38,47,11,10,23,5,12,0.53,798.77,2376.87,25.15
"teravte9420142015","Teuvo.Teravainen","C","CHI",34,"20142015",20,"0.925","0.894",11,28,3,0,58,11,25,14,15,11,1,3,0.3,400.58,1301.22,23.54
"silfvja9020142015","Jakob.Silfverberg","RL","ANA",81,"20142015",23,"0.850","0.850",37,88,11,9,145,64,62,26,16,30,8,10,0.12,1024.77,2887.19,26.2
"nesteni9320142015","Nikita.Nesterov","D","T.B",27,"20142015",21,"0.743","0.743",40,25,1,3,33,12,16,17,14,14,6,3,-0.45,397.59,863.08,31.54
"hoffmmi8920142015","Mike.Hoffman","L","OTT",79,"20142015",24,"0.750","0.750",39,67,11,6,136,48,83,33,37,51,4,8,0.26,922.55,2811.2,24.71
"skinnje9220142015","Jeff.Skinner","L","CAR",77,"20142015",22,"6.000","5.725",44,70,7,3,166,83,81,11,32,53,7,23,0.95,1010.47,2800.78,26.51
"hayesji8920142015","Jimmy.Hayes","R","FLA",72,"20142015",24,"0.925","0.925",143,86,5,3,124,39,30,12,16,20,2,8,0.39,917.99,2591.71,26.16
"spalini8820142015","Nick.Spaling","LC","PIT",82,"20142015",25,"2.200","2.200",131,90,6,11,72,33,41,32,11,15,11,3,-0.47,1028.75,2832.79,26.64
"kellych8020142015","Chris.Kelly","LC","BOS",80,"20142015",33,"3.500","3.000",119,74,9,9,90,38,33,38,14,25,11,14,0.18,1018.73,2907.12,25.95
"kanexev9120142015","Evander.Kane","L","WPG",37,"20142015",23,"6.000","5.250",105,73,2,3,85,44,38,9,15,13,11,3,-0.89,539.77,1179.65,31.39
"soderca8520142015","Carl.Soderberg","C","BOS",82,"20142015",28,"1.000","1.008",74,95,10,11,107,43,82,32,22,29,12,10,-0.11,1139.53,2885.16,28.31
"oduyajo8120142015","Johnny.Oduya","D","CHI",76,"20142015",32,"2.825","3.375",61,136,5,3,72,31,85,107,41,17,11,10,-0.04,1351.46,2345.29,36.56
"boyesbr8220142015","Brad.Boyes","R","FLA",78,"20142015",32,"2.750","2.625",56,73,15,4,107,51,35,37,25,36,7,5,-0.12,1014.73,2757.41,26.9
"stonecl8520142015","Clayton.Stoner","D","ANA",69,"20142015",29,"3.250","3.250",110,163,6,0,63,31,49,64,34,6,10,3,-0.4,1043.48,2280.02,31.4
"pirribr9120142015","Brandon.Pirri","C","FLA",49,"20142015",23,"0.875","0.925",36,43,1,1,94,42,31,11,10,16,5,10,0.49,615.02,1787.42,25.6
"morrobr7920142015","Brenden.Morrow","L","T.B",70,"20142015",35,"1.550","1.550",110,68,4,1,25,16,13,15,20,11,12,7,-0.48,630.95,2661.04,19.17
"morinje9120142015","Jeremy.Morin","RL","CHI/CBJ",43,"20142015",23,"0.700","0.800",44,41,4,0,68,15,21,5,9,14,5,6,0.14,425.4,1595.13,21.05
"vrbatra8120142015","Radim.Vrbata","R","VAN",79,"20142015",33,"5.000","5.000",39,39,13,5,163,58,68,23,19,29,6,5,-0.06,1005.34,2764.72,26.67
"regehro8020142015","Robyn.Regehr","D","L.A",67,"20142015",34,"3.000","3.000",182,114,3,6,58,29,35,48,28,12,14,2,-0.65,1108.99,2138.76,34.15
"marchal9220142015","Alexey.Marchenko","D","DET",13,"20142015",22,"0.675","0.667",7,20,0,1,6,4,8,8,4,4,1,0,-0.32,186.56,428.29,30.34
"alzneka8820142015","Karl.Alzner","D","WSH",82,"20142015",25,"2.800","2.800",108,168,5,9,60,35,57,127,33,14,9,5,-0.18,1330.22,2588.12,33.95
"lucicmi8820142015","Milan.Lucic","L","BOS",81,"20142015",26,"6.000","6.000",233,115,12,6,106,60,51,22,40,30,10,8,-0.11,1109.31,2865.7,27.91
"kulikdm9020142015","Dmitry.Kulikov","D","FLA",73,"20142015",23,"4.000","4.333",102,194,4,9,59,26,49,71,20,13,9,6,-0.15,1189.68,2319.82,33.9
"irwinma8720142015","Matt.Irwin","D","S.J",53,"20142015",26,"1.100","1.000",54,90,4,4,68,24,51,60,22,11,7,4,-0.22,805.48,1786.81,31.07
"ehrhoch8220142015","Christian.Ehrhoff","D","PIT",49,"20142015",32,"4.000","4.000",59,72,5,3,79,35,44,38,17,11,12,5,-0.5,844.17,1458.61,36.66
"terrych8920142015","Chris.Terry","RL","CAR",57,"20142015",25,"0.600","0.600",43,76,7,1,53,28,26,16,17,21,5,6,0.09,653.12,2151.02,23.29
"dubinbr8620142015","Brandon.Dubinsky","CL","CBJ",47,"20142015",28,"4.650","4.200",147,32,6,7,63,16,28,9,14,10,8,8,0,605.24,1643.45,26.92
"boninni8820142015","Nick.Bonino","CL","VAN",75,"20142015",26,"1.700","1.900",28,67,11,6,101,40,35,63,19,45,8,10,0.13,923.22,2657.53,25.78
"weissst8320142015","Stephen.Weiss","LC","DET",52,"20142015",31,"4.500","4.900",16,33,5,5,33,15,14,12,12,8,5,3,-0.26,464.88,1974.25,19.06
"trotmza9020142015","Zach.Trotman","D","BOS",27,"20142015",24,"0.600","0.625",41,63,0,4,40,16,28,28,6,2,0,0,0,398.15,949.87,29.54
"gudasra9020142015","Radko.Gudas","D","T.B",31,"20142015",24,"1.000","0.992",108,46,1,2,56,35,32,52,11,7,9,1,-0.99,484.95,967.7,33.38
"hanzama8720142015","Martin.Hanzal","C","ARI",37,"20142015",27,"3.250","3.100",99,42,6,5,53,20,23,11,11,15,8,8,0,495.95,1294.03,27.71
"deshada8620142015","David.Desharnais","C","MTL",82,"20142015",28,"3.500","3.500",37,80,11,12,63,26,41,45,11,26,7,10,0.16,1133.9,2796.53,28.85
"hamontr9020142015","Travis.Hamonic","D","NYI",71,"20142015",24,"2.500","3.857",196,112,10,9,99,46,94,105,44,18,13,3,-0.47,1269.58,2218.8,36.39
"scudero7820142015","Rob.Scuderi","D","PIT",82,"20142015",35,"4.000","3.375",31,76,3,4,47,18,47,78,35,7,3,0,-0.15,1232.09,2629.45,31.91
"poulide9420142015","Derrick.Pouliot","D","PIT",34,"20142015",20,"0.925","0.863",13,34,1,1,35,14,22,19,14,9,2,2,0,474.55,1119.33,29.77
"nemetpa9220142015","Patrik.Nemeth","D","DAL",22,"20142015",22,"0.810","0.763",22,41,1,2,13,6,17,17,8,3,3,1,-0.37,320.87,728.44,30.58
"markoan7820142015","Andrei.Markov","D","MTL",81,"20142015",35,"7.000","5.750",40,53,8,7,91,54,84,130,60,31,9,5,-0.17,1407.42,2477.65,36.23
"stollka8720142015","Karl.Stollery","D","COL/S.J",10,"20142015",26,"0.605","0.605",23,19,0,0,8,2,10,17,7,1,2,1,-0.45,132.35,333.44,28.41
"keslery8420142015","Ryan.Kesler","C","ANA",81,"20142015",30,"5.000","5.000",152,101,7,8,115,52,56,37,20,36,14,15,0.05,1117.75,2785.15,28.64
"biegada9120142015","Danny.Biega","D","CAR",10,"20142015",22,"0.755","0.755",26,24,0,2,7,5,11,7,7,1,0,2,0.75,159.88,373.19,29.99
"webersh8520142015","Shea.Weber","D","NSH",78,"20142015",29,"14.000","7.857",144,57,5,12,139,50,93,101,39,19,17,6,-0.43,1519.82,2241.89,40.4
"palmiky9120142015","Kyle.Palmieri","RL","ANA",57,"20142015",23,"1.450","1.467",94,70,4,5,77,48,34,23,21,13,8,8,0,685.44,2063.58,24.93
"galchal9420142015","Alex.Galchenyuk","LC","MTL",80,"20142015",20,"0.925","0.925",89,108,12,5,106,45,56,40,26,24,13,16,0.17,1072.96,2754.16,28.04
"pageaje9220142015","Jean-Gabriel.Pageau","C","OTT",50,"20142015",21,"0.660","0.613",149,78,4,5,73,25,21,12,11,16,2,13,1.12,587.49,1794.08,24.67
"clitsgr8520142015","Grant.Clitsome","D","WPG",24,"20142015",29,"2.300","2.067",44,32,3,1,20,5,23,17,21,4,4,1,-0.51,355.77,762.09,31.83
"perryco8520142015","Corey.Perry","R","ANA",67,"20142015",29,"9.000","8.625",57,79,9,6,117,61,65,24,35,21,12,16,0.25,946.22,2265.42,29.46
"enstrto8420142015","Tobias.Enstrom","D","WPG",60,"20142015",29,"5.750","5.750",21,106,5,7,37,20,27,74,29,10,15,7,-0.47,1022.22,1782.12,36.45
"draisle9520142015","Leon.Draisaitl","CL","EDM",37,"20142015",18,"0.925","0.925",21,41,6,0,37,14,8,7,11,14,2,7,0.74,407.46,1386.03,22.72
"schrojo9020142015","Jordan.Schroeder","CR","MIN",25,"20142015",23,"0.600","0.600",24,11,3,2,44,10,7,6,5,13,1,2,0.22,270.81,970.82,21.81
"martima8920142015","Matthew.Martin","LR","NYI",78,"20142015",25,"1.100","1.000",380,134,3,3,79,28,24,34,27,24,10,11,0.07,868.03,2949.88,22.74
"brodijo9320142015","Jonas.Brodin","D","MIN",71,"20142015",21,"0.833","0.894",26,76,4,6,72,25,51,95,24,28,2,1,-0.04,1391.31,2017.65,40.81
"thomach9220142015","Christian.Thomas","R","MTL",18,"20142015",22,"0.810","0.808",8,23,0,0,25,6,14,3,0,4,1,2,0.38,157.25,718.07,17.96
"morintr8420142015","Travis.Morin","C","DAL",6,"20142015",30,"0.550","0.550",3,2,0,0,10,4,6,0,1,2,0,0,0,64.79,224.03,22.43
"mcbaija8820142015","Jamie.McBain","D","L.A",26,"20142015",26,"0.550","0.550",20,27,1,3,9,15,12,26,6,1,1,0,-0.21,288.38,961.1,23.08
"stollja8220142015","Jarret.Stoll","C","L.A",73,"20142015",32,"3.250","3.250",148,85,3,5,65,25,19,42,15,9,19,9,-0.66,911.68,2610.22,25.89
"richami8520142015","Mike.Richards","CL","L.A",53,"20142015",29,"7.000","5.750",60,36,6,2,47,30,20,10,27,21,10,13,0.31,582.28,1950.76,22.99
"hayeske9220142015","Kevin.Hayes","C","NYR",79,"20142015",22,"0.900","0.900",55,69,21,1,84,28,33,26,35,38,8,6,-0.13,933.79,2940.86,24.1
"dupuipa7920142015","Pascal.Dupuis","LR","PIT",16,"20142015",35,"4.000","3.750",17,14,1,2,30,7,10,5,3,4,2,0,-0.62,192.2,532.91,26.51
"volchan8220142015","Anton.Volchenkov","D","NSH",46,"20142015",32,"1.000","1.000",87,100,1,6,34,16,27,43,12,2,7,2,-0.54,552.62,1644.65,25.15
"krejcda8620142015","David.Krejci","C","BOS",47,"20142015",28,"5.250","5.250",30,60,6,8,46,24,16,26,16,15,6,5,-0.09,671.75,1639.22,29.07
"franzjo7920142015","Johan.Franzen","RL","DET",33,"20142015",34,"5.000","3.955",42,36,3,4,44,19,10,12,13,3,10,10,0,389.65,1131.26,25.62
"shoreni9220142015","Nicholas.Shore","C","L.A",34,"20142015",21,"0.925","0.925",49,42,2,3,31,15,8,10,2,7,5,6,0.18,342.07,1339.91,20.34
"jordami9020142015","Michal.Jordan","D","CAR",38,"20142015",24,"0.550","0.550",35,79,0,3,34,6,30,59,18,7,2,9,0.77,543.42,1333.47,28.95
"pardyad8420142015","Adam.Pardy","D","WPG",55,"20142015",30,"0.700","0.700",66,99,4,4,28,11,37,37,26,7,7,8,0.09,683.42,1872.97,26.73
"jokinol7820142015","Olli.Jokinen","C","NSH/TOR/STL",62,"20142015",35,"2.500","2.500",63,35,5,0,97,33,32,14,8,11,11,9,-0.17,699.8,2244.23,23.77
"cluttca8720142015","Cal.Clutterbuck","R","NYI",76,"20142015",26,"2.500","2.750",334,112,5,1,101,48,38,22,22,18,10,11,0.07,847.53,2872.44,22.78
"schulje8620142015","Jeff.Schultz","D","L.A",9,"20142015",28,"0.850","0.850",10,11,1,0,7,4,5,8,4,0,2,0,-0.93,128.86,302.83,29.85
"martijo9220142015","Jordan.Martinook","C","ARI",8,"20142015",22,"0.733","0.658",14,12,0,1,8,12,2,2,0,2,0,2,1.37,87.76,312.29,21.94
"higgich8320142015","Chris.Higgins","L","VAN",77,"20142015",31,"2.500","2.500",69,44,11,8,115,46,42,23,14,22,6,12,0.39,921.88,2757.28,25.06
"colexer7820142015","Erik.Cole","LR","DAL/DET",68,"20142015",35,"4.000","4.500",122,78,9,3,88,32,38,19,27,21,4,15,0.83,794.74,2407.53,24.82
"coglian8720142015","Andrew.Cogliano","C","ANA",82,"20142015",27,"2.700","3.000",130,73,11,1,98,50,47,25,30,21,6,11,0.3,999.74,2955.21,25.28
"brouwtr8520142015","Troy.Brouwer","R","WSH",82,"20142015",29,"3.650","3.667",181,79,7,8,77,38,42,21,31,34,7,2,-0.31,952.9,2965.43,24.32
"lazarcu9520142015","Curtis.Lazar","CR","OTT",67,"20142015",19,"0.925","0.925",163,133,5,2,82,31,38,31,12,24,6,9,0.23,799.52,2366.46,25.25
"hamhuda8220142015","Dan.Hamhuis","D","VAN",59,"20142015",31,"4.250","4.500",60,84,6,7,67,26,49,56,36,12,14,8,-0.37,972.74,1840.62,34.58
"coylech9220142015","Charlie.Coyle","RC","MIN",82,"20142015",22,"0.900","0.900",131,56,10,10,88,44,37,50,16,23,5,14,0.52,1035.69,2899.7,26.32
"winnida8520142015","Daniel.Winnik","C","TOR/PIT",79,"20142015",29,"1.300","1.300",122,135,14,7,82,37,29,46,23,33,6,10,0.24,1016.06,2712.1,27.25
"roussan8920142015","Antoine.Roussel","L","DAL",80,"20142015",24,"1.600","2.000",104,106,4,4,89,50,33,56,32,25,14,12,-0.13,956.05,2822.05,25.31
"nashxri8420142015","Rick.Nash","LR","NYR",79,"20142015",30,"7.900","7.800",39,54,14,5,197,59,84,28,26,53,11,6,-0.3,1000.91,2850.73,25.99
"beaucfr8020142015","Francois.Beauchemin","D","ANA",64,"20142015",34,"3.500","3.500",86,70,2,5,69,31,39,88,33,13,10,1,-0.47,1143.64,1952.84,36.93
"jokinju8320142015","Jussi.Jokinen","C","FLA",81,"20142015",31,"4.000","4.000",43,58,14,12,84,26,33,28,19,20,7,9,0.13,951.24,2957.49,24.34
"condrer8620142015","Erik.Condra","RL","OTT",68,"20142015",28,"1.300","1.250",27,124,8,4,83,30,43,37,14,25,8,14,0.45,808.16,2413.03,25.09
"chiasal9020142015","Alex.Chiasson","R","OTT",76,"20142015",23,"0.900","0.867",86,116,5,6,69,22,31,18,6,20,16,6,-0.76,787.24,2785.89,22.03
"fontaju8720142015","Justin.Fontaine","R","MIN",71,"20142015",26,"0.950","1.000",9,58,12,8,87,34,39,23,10,18,4,9,0.39,759.98,2667.62,22.17
"murphry9320142015","Ryan.Murphy","D","CAR",37,"20142015",21,"0.833","0.863",19,52,6,1,42,16,35,31,25,14,4,2,-0.22,558.12,1290.04,30.2
"stalbvi8620142015","Viktor.Stalberg","RL","NSH",25,"20142015",28,"2.500","3.000",51,27,6,2,24,12,12,10,5,6,7,3,-0.83,288.64,923.31,23.82
"braunju8720142015","Justin.Braun","D","S.J",70,"20142015",27,"1.500","1.250",71,130,6,12,79,38,67,96,34,16,12,8,-0.2,1204.99,2204.74,35.34
"bouwmja8320142015","Jay.Bouwmeester","D","STL",72,"20142015",30,"5.000","5.400",33,119,2,3,73,38,41,75,15,12,10,0,-0.48,1243.9,2242.23,35.68
"schenlu8920142015","Luke.Schenn","D","PHI",58,"20142015",24,"3.350","3.600",170,122,5,5,60,19,64,69,35,6,4,3,-0.07,900.27,1903.3,32.11
"josixro9020142015","Roman.Josi","D","NSH",81,"20142015",24,"3.000","4.000",49,114,10,12,126,43,87,151,29,19,7,14,0.27,1584.33,2317.89,40.6
"filppva8420142015","Valtteri.Filppula","CL","T.B",82,"20142015",30,"5.000","5.000",20,66,11,8,57,18,28,22,16,37,10,16,0.32,1108.7,2755.26,28.69
"eberljo9020142015","Jordan.Eberle","R","EDM",81,"20142015",24,"6.000","6.000",59,148,17,6,113,40,51,35,59,34,10,13,0.15,1239.53,2781.88,30.82
"millejt9320142015","J.T..Miller","C","NYR",58,"20142015",21,"NA","NA",89,89,6,3,75,31,24,28,20,25,3,9,0.53,680.01,2181.63,23.76
"turriky8920142015","Kyle.Turris","C","OTT",82,"20142015",25,"3.500","3.500",39,90,16,8,130,53,77,31,30,40,14,23,0.46,1165.46,2693.11,30.2
"portech8420142015","Chris.Porter","L","STL",24,"20142015",30,"0.700","0.675",63,23,1,0,23,14,6,1,1,1,3,1,-0.52,231.39,905.1,20.36
"paquece9320142015","Cedric.Paquette","C","T.B",64,"20142015",21,"0.625","0.633",125,96,2,3,74,35,23,37,17,19,5,10,0.42,715.22,2286.61,23.83
"macarcl8520142015","Clarke.MacArthur","L","OTT",62,"20142015",29,"3.250","3.250",65,70,10,4,88,27,42,14,26,26,10,13,0.23,789.99,2094.03,27.39
"clearda7820142015","Daniel.Cleary","RL","DET",17,"20142015",35,"1.500","1.500",20,26,0,1,14,5,6,6,1,2,2,0,-0.81,148.36,643.99,18.72
"zidlima7720142015","Marek.Zidlicky","D","N.J/DET",84,"20142015",37,"3.000","3.000",89,104,5,7,82,34,68,78,33,18,16,9,-0.29,1445.84,2543.31,36.24
"upshasc8320142015","Scottie.Upshall","RL","FLA",63,"20142015",30,"3.500","3.500",121,83,3,3,76,29,33,16,6,17,13,14,0.09,681.23,2354.08,22.44
"puempma9320142015","Matt.Puempel","L","OTT",13,"20142015",21,"0.833","0.863",9,12,0,1,12,7,5,1,0,3,2,0,-1.14,105.59,517.3,16.95
