Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Andrej Meszaros,20132014,PHI,41,1,0,4,1,5,5,1,0,10
Scott Hartnell,20132014,PHI,19,1,2,7,3,10,8,4,5,13
Claude Giroux,20132014,PHI,28,3,4,12,3,12,13,2,8,10
Rene Bourque,20132014,MTL,17,0,1,4,1,3,2,0,4,5
R.J. Umberger,20132014,CBJ,18,1,0,7,1,6,3,2,6,5
Ryan Johansen,20132014,CBJ,19,1,7,14,1,9,6,3,2,3
Nick Foligno,20132014,CBJ,71,1,3,9,2,8,8,3,5,5
Kyle Okposo,20132014,NYI,21,0,6,14,1,15,16,2,3,7
Thomas Vanek,20132014,NYI,26,1,1,11,3,11,6,4,3,11
Pierre-Marc Bouchard,20132014,NYI,96,0,2,1,0,2,3,0,1,2
Mike Weber,20132014,BUF,6,0,0,1,0,1,6,2,8,9
Kevin Porter,20132014,BUF,12,0,0,0,0,1,0,0,0,0
Rob Scuderi,20132014,PIT,4,0,0,0,0,4,0,1,9,13
Chuck Kobasew,20132014,PIT,12,0,0,1,0,0,0,0,2,2
Brandon Sutter,20132014,PIT,16,0,0,7,1,5,3,0,2,3
Taylor Pyatt,20132014,PIT,17,0,0,3,0,0,1,0,0,2
Marc-Andre Fleury,20132014,PIT,29,0,0,0,0,0,0,6,19,81
Mark Pysyk,20132014,BUF,3,0,0,1,0,0,2,0,7,9
Pascal Dupuis,20132014,PIT,9,0,1,6,1,9,1,1,2,5
Chris Kunitz,20132014,PIT,14,1,3,16,2,11,8,1,6,17
Brooks Orpik,20132014,PIT,44,0,0,2,0,3,7,2,13,21
Sidney Crosby,20132014,PIT,87,0,5,16,4,20,12,2,3,10
Jamie McBain,20132014,BUF,4,0,1,3,0,2,5,1,5,11
Martin St. Louis,20132014,T.B,26,0,3,16,1,12,9,3,2,10
Ben Bishop,20132014,T.B,30,0,0,0,0,0,2,8,29,83
Steven Stamkos,20132014,T.B,91,2,2,11,2,7,2,1,2,5
Matthew Carle,20132014,T.B,25,0,0,1,1,6,14,5,14,28
Nate Thompson,20132014,T.B,44,0,2,5,2,3,2,1,6,6
Brent Seabrook,20132014,CHI,7,1,1,1,2,11,13,5,11,35
Ben Smith,20132014,CHI,28,0,1,10,1,5,4,1,4,5
Erik Gudbranson,20132014,FLA,44,0,0,3,0,3,2,5,6,18
Tomas Kopecky,20132014,FLA,82,0,1,2,1,4,2,1,2,4
Patrik Berglund,20132014,STL,21,2,0,8,1,4,9,2,3,12
Jordan Leopold,20132014,STL,33,0,0,1,0,2,1,1,0,5
Vladimir Tarasenko,20132014,STL,91,0,5,10,1,12,5,1,1,9
Mike Weaver,20132014,FLA,43,0,0,0,0,1,4,1,8,13
Kevin Shattenkirk,20132014,STL,22,0,1,2,2,2,10,2,8,25
Jesse Winchester,20132014,FLA,17,0,2,6,1,8,0,1,1,2
Shawn Matthias,20132014,FLA,18,3,1,5,1,3,3,1,2,4
Steve Ott,20132014,STL,9,0,2,15,3,13,8,3,6,7
Jaden Schwartz,20132014,STL,17,0,0,8,3,5,6,2,5,10
Jamie Benn,20132014,DAL,14,3,2,22,5,8,16,2,6,11
Erik Cole,20132014,DAL,72,1,3,9,1,3,3,0,3,4
Tyler Seguin,20132014,DAL,91,0,7,18,1,22,9,5,2,7
Martin Erat,20132014,WSH,10,0,0,0,1,9,8,2,1,5
Steve Oleksy,20132014,WSH,61,0,2,0,3,2,3,1,1,8
Jay Beagle,20132014,WSH,83,0,0,4,2,0,3,0,0,3
Dustin Penner,20132014,ANA,17,0,2,6,0,4,9,4,8,10
Mikko Koivu,20132014,MIN,9,0,0,9,5,9,8,0,0,8
Zach Parise,20132014,MIN,11,0,1,11,0,13,7,0,3,10
Jason Pominville,20132014,MIN,29,0,4,17,1,13,6,0,2,7
Marco Scandella,20132014,MIN,6,0,0,3,0,5,9,0,7,21
ANA,55,0,0,0,0,0,9,2,10,27
Daniel Sedin,20132014,VAN,22,0,2,9,2,12,4,3,4,6
Henrik Sedin,20132014,VAN,33,0,0,7,2,10,12,2,2,6
David Perron,20132014,EDM,57,1,4,13,3,14,7,2,7,3
David Booth,20132014,VAN,7,2,3,4,1,3,4,2,3,4
PHX,89,0,3,11,0,10,10,0,6,4
James Sheppard,20132014,S.J,15,1,1,2,4,4,7,1,1,7
John McCarthy,20132014,S.J,43,0,1,0,1,0,0,0,1,1
PHX,22,0,0,0,0,0,0,0,0,0
Kris Newbury,20132014,PHI,45,0,0,0,1,0,0,0,0,0
Elias Lindholm,20132014,CAR,16,0,1,4,1,4,4,2,2,6
Drayson Bowman,20132014,CAR,21,0,1,3,0,3,4,1,5,4
Anton Khudobin,20132014,CAR,31,0,0,0,0,0,0,6,20,43
Brett Sutter,20132014,CAR,42,0,0,1,0,1,0,0,1,0
Brayden Schenn,20132014,PHI,10,1,2,13,1,6,7,3,2,10
Kimmo Timonen,20132014,PHI,44,0,3,2,1,1,7,3,5,19
Radek Dvorak,20132014,CAR,18,0,2,2,1,3,1,2,3,6
Ben Lovejoy,20132014,ANA,6,0,1,4,2,6,3,3,12,22
Jacob Trouba,20132014,WPG,8,1,2,5,1,5,8,2,11,18
Grant Clitsome,20132014,WPG,24,0,0,2,1,2,5,1,6,7
Corey Perry,20132014,ANA,10,2,10,23,4,17,7,3,5,8
Hampus Lindholm,20132014,ANA,47,0,0,5,1,12,8,8,14,33
Eddie Lack,20132014,VAN,31,0,0,0,0,0,0,5,13,38
Mark Arcobello,20132014,EDM,26,0,0,3,4,3,5,1,0,2
Jeff Petry,20132014,EDM,2,0,0,6,1,4,4,5,6,21
Ryan Nugent-Hopkins,20132014,EDM,93,0,1,11,2,11,9,2,6,14
Steve Bernier,20132014,N.J,18,0,1,2,0,3,5,1,1,5
Derick Brassard,20132014,NYR,16,0,3,8,2,4,7,3,4,9
Kyle Clifford,20132014,L.A,13,0,0,3,0,3,2,0,3,8
Colin Fraser,20132014,L.A,24,0,0,0,0,2,0,0,0,0
Jordan Nolan,20132014,L.A,71,0,1,5,0,0,4,1,0,1
Taylor Pyatt,20132014,NYR,14,0,0,0,0,1,0,0,1,2
Cody Franson,20132014,TOR,4,1,0,3,1,5,5,1,12,18
Colton Orr,20132014,TOR,28,0,0,0,0,0,0,0,2,4
Jamie Devane,20132014,TOR,59,0,0,0,0,0,0,0,0,0
PHX,4,0,0,2,2,3,3,2,5,18
PHX,26,1,0,5,2,3,3,2,2,20
PHX,63,0,2,10,1,11,8,3,2,6
PHX,6,0,0,1,0,3,2,3,2,14
PHX,19,0,0,12,0,9,6,2,6,10
Jakub Voracek,20132014,PHI,93,1,4,10,3,13,8,3,8,9
Jacob Markstrom,20132014,FLA,25,0,0,0,0,0,0,3,1,13
Nathan Gerbe,20132014,CAR,14,1,3,6,0,5,5,0,2,6
Tanner Glass,20132014,PIT,15,0,1,2,1,4,3,0,0,1
Craig Adams,20132014,PIT,27,0,1,2,1,2,1,0,2,3
Joe Vitale,20132014,PIT,46,0,0,1,1,3,8,1,1,2
Beau Bennett,20132014,PIT,19,0,1,2,1,1,0,0,0,3
Jussi Jokinen,20132014,PIT,36,1,2,10,1,11,8,3,8,10
Robert Bortuzzo,20132014,PIT,41,0,0,0,2,3,4,1,4,11
Evgeni Malkin,20132014,PIT,71,1,3,9,5,9,8,2,2,10
Tyler Johnson,20132014,T.B,9,0,2,11,2,8,9,1,4,14
John Scott,20132014,BUF,32,0,1,0,0,0,0,0,3,1
Patrick Kaleta,20132014,BUF,36,0,0,0,0,0,0,0,0,0
Peter Harrold,20132014,N.J,10,0,0,0,0,1,3,1,3,7
Cory Schneider,20132014,N.J,35,0,0,0,0,0,0,2,9,48
Mark Fayne,20132014,N.J,7,0,1,2,0,3,4,2,6,23
Arron Asham,20132014,NYR,45,0,0,0,0,0,0,0,0,0
Matt Nieto,20132014,S.J,83,0,0,9,2,5,4,1,2,4
Mats Zuccarello,20132014,NYR,36,1,2,9,3,17,5,2,0,4
Martin Biron,20132014,NYR,43,0,0,0,0,0,0,0,1,1
Dan Boyle,20132014,S.J,22,0,2,4,2,4,6,2,8,18
Matt Irwin,20132014,S.J,52,0,0,1,0,6,6,1,11,17
Brian Boyle,20132014,NYR,22,0,1,4,2,2,5,2,3,3
Benoit Pouliot,20132014,NYR,67,1,1,6,1,6,12,1,5,4
Ryan Callahan,20132014,NYR,24,0,2,4,0,8,2,2,2,3
Brad Stuart,20132014,S.J,7,0,1,2,1,3,4,2,7,19
Patrick Sharp,20132014,CHI,10,1,3,16,2,16,10,6,5,10
Travis Moen,20132014,MTL,32,0,0,2,1,2,5,0,0,5
Ryan White,20132014,MTL,53,0,1,0,1,1,1,1,1,3
Daniel Briere,20132014,MTL,48,1,3,5,0,6,3,1,6,5
Erik Condra,20132014,OTT,22,1,3,1,0,4,3,0,5,3
Matt Kassian,20132014,OTT,28,0,0,0,0,1,0,1,0,1
Jean-Gabriel Pageau,20132014,OTT,44,0,0,2,0,0,0,0,1,1
Joe Corvo,20132014,OTT,77,0,0,3,0,2,3,0,4,1
Stephane Da Costa,20132014,OTT,24,0,0,2,0,1,0,0,0,3
Dustin Brown,20132014,L.A,23,2,3,8,0,4,5,0,3,13
Chris Phillips,20132014,OTT,4,0,0,0,1,1,5,4,7,21
Anze Kopitar,20132014,L.A,11,0,4,15,3,12,10,3,3,14
Marcus Foligno,20132014,BUF,82,0,1,5,1,5,5,0,3,4
Johan Larsson,20132014,BUF,22,0,0,0,2,0,2,0,0,3
Steve Ott,20132014,BUF,9,0,0,3,1,7,1,2,2,2
Tom Wilson,20132014,WSH,43,0,0,2,0,4,3,0,4,4
Michael Latta,20132014,WSH,46,0,0,1,1,2,0,0,0,0
PHX,28,0,0,7,2,4,6,0,1,2
Tomas Fleischmann,20132014,FLA,14,0,1,4,2,8,4,4,4,7
Ryan Malone,20132014,T.B,12,0,0,4,0,4,3,0,0,8
Radko Gudas,20132014,T.B,7,0,2,0,0,7,9,3,12,19
Justin Fontaine,20132014,MIN,14,0,2,9,1,4,2,2,0,4
Josh Harding,20132014,MIN,37,0,0,0,0,0,0,1,5,37
Torrey Mitchell,20132014,MIN,17,0,0,1,0,5,3,1,0,1
Tomas Plekanec,20132014,MTL,14,0,3,10,2,7,6,3,5,5
Peter Budaj,20132014,MTL,30,0,0,0,0,0,0,2,6,23
Michael Bournival,20132014,MTL,49,0,2,3,1,2,1,0,0,5
Matt Pelech,20132014,S.J,42,0,1,0,0,0,0,0,0,0
Yannick Weber,20132014,VAN,6,0,0,3,0,1,1,0,3,8
Zac Dalpe,20132014,VAN,21,0,0,3,0,0,3,0,1,0
Tom Sestito,20132014,VAN,29,0,0,4,1,0,3,0,1,1
NYR,12,0,0,0,0,0,0,0,0,1
PHX,3,2,0,3,1,10,6,2,8,32
PHX,12,0,1,1,0,3,3,0,0,2
PHX,34,0,0,2,0,4,2,1,1,3
Jay Rosehill,20132014,PHI,37,0,0,2,0,0,0,0,1,0
Jeff Zatkoff,20132014,PIT,37,0,0,0,0,0,0,0,13,31
Kevin Poulin,20132014,NYI,60,0,0,0,0,0,0,5,16,36
Nikolai Khabibulin,20132014,CHI,39,0,0,0,0,0,0,2,1,5
Rich Peverley,20132014,DAL,17,0,1,4,1,11,6,0,3,2
Matt Halischuk,20132014,WPG,15,0,0,5,3,1,1,0,2,3
Andy Greene,20132014,N.J,6,1,1,3,1,2,9,3,6,27
David Broll,20132014,TOR,46,0,0,0,0,0,1,0,1,0
Jay McClement,20132014,TOR,11,0,1,2,1,3,1,1,4,4
Josh Leivo,20132014,TOR,32,0,0,1,0,0,0,0,0,0
Tye McGinn,20132014,PHI,15,0,0,4,1,0,0,1,1,2
Michael Raffl,20132014,PHI,12,0,0,9,2,8,2,0,2,7
Erik Gustafsson,20132014,PHI,26,0,0,2,0,1,5,1,1,16
Jordin Tootoo,20132014,DET,22,0,0,0,0,0,1,0,0,1
Luke Glendening,20132014,DET,41,0,0,1,2,4,0,1,3,2
Deryk Engelland,20132014,PIT,5,0,0,6,0,0,5,0,2,8
Nate Schmidt,20132014,WSH,88,1,0,1,0,1,3,0,9,9
Paul Stastny,20132014,COL,26,2,1,15,1,14,7,1,8,7
Gabriel Landeskog,20132014,COL,92,0,7,12,3,24,6,2,2,13
Alexander Urbom,20132014,WSH,34,0,0,1,0,0,0,0,1,6
Dennis Seidenberg,20132014,BOS,44,1,0,0,0,5,4,2,3,14
Fedor Tyutin,20132014,CBJ,51,1,0,2,2,2,7,5,6,20
Loui Eriksson,20132014,BOS,21,0,2,6,0,6,9,3,2,8
Brandon Pirri,20132014,CHI,37,0,2,3,0,2,2,1,0,7
Filip Forsberg,20132014,NSH,9,0,0,0,1,0,0,0,0,0
Viktor Stalberg,20132014,NSH,25,0,2,6,1,6,3,1,3,3
Shea Weber,20132014,NSH,6,0,2,7,2,4,13,2,13,28
Cal Clutterbuck,20132014,NYI,15,0,1,5,1,1,4,1,3,5
Matt Cullen,20132014,NSH,7,0,0,9,1,12,8,3,5,9
Dan Ellis,20132014,DAL,30,0,0,0,0,0,1,2,3,27
Trevor Daley,20132014,DAL,6,0,1,6,2,6,4,1,6,27
Antoine Roussel,20132014,DAL,21,1,2,9,0,7,6,0,3,5
Robin Lehner,20132014,OTT,40,0,0,0,0,0,0,5,17,34
Eric Gryba,20132014,OTT,62,0,0,2,1,1,6,1,11,13
Tuomo Ruutu,20132014,CAR,15,0,1,2,1,3,7,1,3,4
Justin Williams,20132014,L.A,14,0,2,11,1,8,12,1,6,6
Alec Martinez,20132014,L.A,27,0,2,6,1,1,4,1,8,13
Ben Scrivens,20132014,L.A,54,0,0,0,1,0,0,0,3,19
Daniel Carcillo,20132014,L.A,17,0,0,1,0,0,1,0,0,4
Al Montoya,20132014,WPG,35,0,0,0,0,0,0,6,11,36
ANA,62,0,1,9,0,9,5,1,3,7
Kyle Palmieri,20132014,ANA,21,3,3,8,2,3,11,2,5,5
ANA,65,0,0,5,0,2,1,2,1,0
Jonas Gustavsson,20132014,DET,50,0,0,0,0,0,0,2,14,44
Justin Abdelkader,20132014,DET,8,0,3,6,3,6,6,4,5,5
Brian Lashoff,20132014,DET,23,0,0,0,0,2,3,5,8,15
Matt Bartkowski,20132014,BOS,43,0,0,0,0,7,11,5,10,21
Jesse Joensuu,20132014,EDM,6,0,0,2,0,1,1,0,1,1
Stephane Veilleux,20132014,MIN,19,0,1,2,0,0,0,1,0,1
Zenon Konopka,20132014,MIN,28,0,0,1,0,1,0,0,0,3
Darcy Kuemper,20132014,MIN,35,0,0,0,0,0,0,3,8,27
Trevor Smith,20132014,TOR,23,0,1,3,1,1,2,0,1,0
Cody McCormick,20132014,BUF,8,0,0,1,0,2,1,0,0,1
Eric Boulton,20132014,NYI,36,0,1,1,0,1,1,0,0,0
Zack Kassian,20132014,VAN,9,1,2,9,3,7,5,1,2,6
Paul Martin,20132014,PIT,7,0,1,1,0,1,2,2,3,16
Nick Leddy,20132014,CHI,8,0,0,3,0,8,10,2,10,21
Jared Boll,20132014,CBJ,40,0,0,1,0,0,1,0,0,1
Sami Salo,20132014,T.B,6,0,2,1,0,2,4,4,6,25
B.J. Crombeen,20132014,T.B,19,0,0,3,0,0,5,0,0,2
Pierre-Cedric Labrie,20132014,T.B,76,0,0,0,0,0,0,0,0,0
Barret Jackman,20132014,STL,5,0,1,2,0,5,7,1,10,25
Matt Gilroy,20132014,FLA,97,0,0,1,1,0,0,1,1,4
David Desharnais,20132014,MTL,51,1,3,8,4,10,8,2,7,9
MTL,40,0,0,0,0,1,1,0,2,3
Ryan Wilson,20132014,COL,44,0,0,0,0,2,4,0,6,8
Marc Methot,20132014,OTT,3,1,1,4,3,3,8,2,15,23
Joe Colborne,20132014,CGY,8,0,2,7,1,7,7,0,1,8
Ryan Craig,20132014,CBJ,12,0,0,0,0,0,0,0,0,0
Boone Jenner,20132014,CBJ,38,2,0,8,0,6,4,3,5,3
N.J,9,0,0,1,0,0,0,0,0,1
Nick Bjugstad,20132014,FLA,27,3,3,9,6,7,5,1,5,6
Niklas Hjalmarsson,20132014,CHI,4,0,1,2,4,3,10,3,9,20
Ryan Garbutt,20132014,DAL,16,0,2,12,2,6,6,3,1,5
Ian Cole,20132014,STL,28,0,1,1,1,0,4,2,5,10
Adam Cracknell,20132014,STL,79,0,0,0,1,0,1,0,0,4
PHX,14,0,0,5,0,3,4,0,1,4
PHX,16,0,0,1,0,1,2,0,0,7
Denis Grebeshkov,20132014,EDM,37,0,0,0,0,0,1,0,2,2
Jean-Sebastien Giguere,20132014,COL,35,0,0,0,0,0,0,2,7,30
Dougie Hamilton,20132014,BOS,27,0,0,5,0,4,10,3,5,19
Carl Soderberg,20132014,BOS,34,1,1,9,3,10,8,3,0,4
Kevin Klein,20132014,NYR,8,0,0,1,1,1,3,0,3,5
Cam Janssen,20132014,N.J,25,0,0,3,0,1,0,0,1,1
Justin Falk,20132014,NYR,44,0,0,0,0,0,2,1,0,2
Jacob Josefson,20132014,N.J,16,0,0,0,0,0,2,0,3,2
Jack Johnson,20132014,CBJ,7,1,0,0,1,3,6,9,11,25
Jeremy Welsh,20132014,VAN,13,0,0,0,0,0,0,0,1,2
CBJ,31,0,0,0,0,0,1,2,5,31
Stephane Robidas,20132014,DAL,3,0,0,3,0,0,1,2,5,12
Frederik Andersen,20132014,ANA,31,0,0,0,0,0,1,4,20,44
Andrew Alberts,20132014,VAN,41,0,0,0,0,0,0,0,2,1
Ryan Jones,20132014,EDM,28,0,0,2,0,2,2,2,1,4
EDM,68,1,0,0,0,0,0,0,0,0
Mike Blunden,20132014,MTL,45,0,0,0,0,0,0,1,0,0
Nate Prosser,20132014,MIN,39,0,1,1,0,0,4,0,6,12
Anthony Peluso,20132014,WPG,14,0,0,1,0,2,1,1,1,3
PHX,32,0,0,0,0,0,0,0,0,1
Drew Miller,20132014,DET,20,0,1,6,2,4,2,2,3,6
Derek Grant,20132014,OTT,57,0,0,0,1,1,0,1,0,2
Mika Zibanejad,20132014,OTT,93,1,2,10,2,6,3,1,2,6
Chad Johnson,20132014,BOS,30,0,0,0,0,0,0,4,16,39
BUF,61,0,0,1,0,0,0,0,0,1
Freddie Hamilton,20132014,S.J,75,0,0,0,0,0,0,1,0,0
Chris Kreider,20132014,NYR,20,0,1,9,1,6,6,2,7,9
Cam Talbot,20132014,NYR,33,0,0,0,0,0,0,5,11,19
Cam Fowler,20132014,ANA,4,0,0,1,2,5,12,3,10,21
ANA,77,0,0,2,0,2,5,1,0,1
Justin Peters,20132014,CAR,35,0,0,0,0,0,2,2,6,15
Matt Stajan,20132014,CGY,18,0,4,8,2,10,2,0,2,7
Kevin Connauton,20132014,DAL,23,0,0,1,0,1,4,2,4,7
Chris Breen,20132014,CGY,43,0,0,0,1,0,1,1,1,2
WSH,24,0,0,2,0,0,0,0,1,1
Olli Maatta,20132014,PIT,3,0,0,4,0,8,7,2,7,21
Kris Letang,20132014,PIT,58,0,0,5,0,2,3,0,6,7
Jayson Megna,20132014,PIT,59,0,2,3,0,3,1,0,2,3
David Clarkson,20132014,TOR,71,0,2,2,1,4,0,1,5,5
Sean Bergenheim,20132014,FLA,20,0,0,12,3,6,3,0,6,4
Magnus Paajarvi,20132014,STL,56,0,1,4,1,2,2,0,0,4
Lee Stempniak,20132014,PIT,22,0,0,4,3,4,1,0,1,4
Ville Leino,20132014,BUF,23,0,0,0,0,4,5,1,1,2
Keith Aulie,20132014,T.B,3,0,0,0,0,0,1,0,0,2
Lane MacDermid,20132014,DAL,28,0,0,0,0,1,1,0,0,0
Brad Mills,20132014,CHI,51,0,0,0,0,0,0,0,0,1
CHI,11,0,2,3,3,2,1,1,0,2
Ben Eager,20132014,EDM,55,0,0,0,0,1,0,0,0,0
Mike Cammalleri,20132014,CGY,13,1,7,12,0,8,3,0,3,5
Sven Baertschi,20132014,CGY,27,0,0,0,0,0,1,1,0,1
Mike Brown,20132014,S.J,18,0,0,2,0,2,1,1,1,3
Alex Stalock,20132014,S.J,32,0,0,0,0,0,0,1,10,31
Peter Holland,20132014,ANA,74,0,0,1,0,0,0,0,0,0
Michael Chaput,20132014,CBJ,39,0,0,0,1,0,0,1,0,3
Ben Scrivens,20132014,EDM,30,0,0,0,0,0,0,1,4,27
Andrei Loktionov,20132014,CAR,8,0,0,1,1,2,0,0,5,5
J.T. Miller,20132014,NYR,10,0,1,2,0,0,1,2,0,0
MIN,55,0,0,0,0,0,0,0,0,1
Sheldon Brookbank,20132014,CHI,17,0,0,2,1,4,0,2,6,7
Carl Hagelin,20132014,NYR,62,1,1,10,2,5,8,4,3,5
Louis Leblanc,20132014,MTL,71,0,0,0,0,0,0,0,1,0
Sam Gagner,20132014,EDM,89,0,2,7,3,8,9,0,4,7
PHX,21,0,0,0,0,0,2,1,0,2
Patrick Eaves,20132014,DET,17,0,2,1,3,2,2,0,2,3
Tomas Tatar,20132014,DET,21,2,2,13,3,7,6,2,5,6
Martin Havlat,20132014,S.J,9,0,2,8,1,7,1,1,4,5
Ryan Spooner,20132014,BOS,51,0,0,0,0,2,3,0,2,2
PHX,29,0,0,3,0,0,0,0,0,1
PHX,2,0,0,0,0,0,0,0,0,2
Manny Malhotra,20132014,CAR,22,0,3,3,1,1,2,3,5,5
Matt Carkner,20132014,NYI,7,0,0,0,1,2,0,1,1,12
George Parros,20132014,MTL,15,0,0,0,0,0,1,0,0,2
Clayton Stoner,20132014,MIN,4,0,1,0,1,1,2,0,1,13
Jakub Kindl,20132014,DET,4,0,0,2,0,5,5,2,9,13
WPG,63,0,0,0,0,0,0,0,0,0
Tyler Toffoli,20132014,L.A,73,0,0,10,2,5,7,1,5,2
Corey Tropp,20132014,BUF,78,0,0,0,0,1,0,0,0,0
Brett Connolly,20132014,T.B,14,0,0,1,0,0,0,0,0,3
Hal Gill,20132014,PHI,75,0,0,0,0,0,0,0,1,2
Scott Clemmensen,20132014,FLA,30,0,0,0,0,0,0,4,6,18
Vincent Trocheck,20132014,FLA,21,0,0,0,0,2,2,1,0,0
Darren Archibald,20132014,VAN,49,0,1,0,0,1,1,0,1,2
Brendan Gallagher,20132014,MTL,11,1,1,9,2,5,12,4,6,7
Petr Mrazek,20132014,DET,34,0,0,0,0,0,0,0,5,4
EDM,36,0,0,2,1,1,2,1,4,6
Darren Helm,20132014,DET,43,0,3,6,0,3,4,0,5,2
Ryan Hamilton,20132014,EDM,48,0,0,0,0,0,0,0,0,0
Mark Borowiecki,20132014,OTT,74,0,0,1,0,0,0,1,0,1
Reto Berra,20132014,CGY,29,0,0,0,0,0,0,2,11,25
N.J,22,0,1,1,0,6,4,1,6,15
Adam Almquist,20132014,DET,53,0,0,1,0,0,0,0,0,1
Keaton Ellerby,20132014,WPG,7,0,1,0,0,2,1,3,2,16
Taylor Fedun,20132014,EDM,81,0,0,2,0,0,0,0,0,1
Adam Hall,20132014,PHI,18,0,1,1,2,0,2,0,1,5
Charlie Coyle,20132014,MIN,3,0,1,8,0,8,9,1,4,7
Chad Billins,20132014,CGY,41,0,0,0,0,0,3,0,2,0
Max Talbot,20132014,COL,25,0,1,4,1,7,7,1,4,8
Bryan Allen,20132014,ANA,5,0,0,1,0,1,4,1,1,10
Linus Omark,20132014,EDM,23,0,0,2,0,0,0,1,0,2
Max Reinhart,20132014,CGY,59,0,0,0,1,0,1,0,0,1
Marek Mazanec,20132014,NSH,39,0,0,0,0,0,0,1,12,29
Taylor Beck,20132014,NSH,41,0,0,0,0,0,0,0,0,0
Rickard Rakell,20132014,ANA,67,0,0,0,1,2,1,0,0,0
CAR,58,0,0,0,0,0,0,0,1,0
James Neal,20132014,PIT,18,1,4,10,1,8,9,2,4,9
Linden Vey,20132014,L.A,57,0,0,0,0,2,1,0,1,0
NYI,55,0,1,0,0,0,2,0,0,1
Nick Holden,20132014,COL,2,0,1,6,0,2,7,1,6,21
Brandon Mashinter,20132014,NYR,40,0,0,0,0,0,0,0,0,0
CBJ,43,0,0,0,0,0,1,0,0,1
Steve Downie,20132014,PHI,9,0,0,0,0,7,5,2,4,6
Mike Mottau,20132014,FLA,22,0,0,0,0,0,0,0,2,1
Travis Morin,20132014,DAL,39,0,0,0,0,0,1,0,0,2
Tanner Pearson,20132014,L.A,70,0,1,1,1,1,2,0,1,3
J.T. Brown,20132014,T.B,23,0,1,3,2,7,3,0,2,4
Jerred Smithson,20132014,TOR,22,0,0,0,0,0,0,0,0,0
Corey Potter,20132014,EDM,44,0,0,0,0,2,1,0,0,7
Peter Holland,20132014,TOR,24,0,0,4,1,2,1,2,4,2
Kris Versteeg,20132014,CHI,23,1,0,7,1,3,9,1,4,6
Ryan Ellis,20132014,NSH,4,1,1,4,1,4,9,3,5,26
PHX,5,0,0,1,0,3,4,2,2,9
Matt Hunwick,20132014,COL,22,0,0,0,0,0,0,0,0,1
Brian Gibbons,20132014,PIT,49,2,1,1,1,5,5,0,2,2
Antti Raanta,20132014,CHI,31,0,0,0,0,0,0,4,10,47
Kevan Miller,20132014,BOS,86,0,1,0,1,1,2,0,8,14
Ryan Murphy,20132014,CAR,7,0,0,1,0,7,1,0,3,10
Zach Redmond,20132014,WPG,25,0,0,1,0,1,1,0,0,2
Tyson Strachan,20132014,WSH,23,0,0,0,0,0,2,0,0,4
Alexei Emelin,20132014,MTL,74,0,0,2,0,2,9,2,9,12
David Jones,20132014,CGY,19,0,0,1,0,0,0,0,0,1
Jimmy Hayes,20132014,FLA,12,1,2,5,0,4,2,3,1,4
Tim Erixon,20132014,CBJ,20,0,0,0,0,0,0,0,2,1
Anders Nilsson,20132014,NYI,45,0,0,0,0,0,0,0,8,17
Dustin Jeffrey,20132014,DAL,11,0,0,2,0,0,1,0,0,2
Nicolas Deslauriers,20132014,BUF,44,0,1,0,0,0,0,0,1,2
Frazer McLaren,20132014,TOR,38,0,0,0,0,0,0,0,1,0
Nikita Nikitin,20132014,CBJ,6,0,0,2,2,6,5,2,6,22
T.B,56,0,1,1,0,2,0,2,1,2
Carlo Colaiacovo,20132014,STL,13,0,0,1,0,2,0,0,3,2
Ilya Bryzgalov,20132014,EDM,80,0,0,0,0,0,0,2,6,26
Nolan Yonkman,20132014,ANA,40,0,0,0,0,0,1,0,0,2
Mike Sislo,20132014,N.J,34,0,0,2,1,4,2,1,3,13
Gustav Nyquist,20132014,DET,14,3,7,12,1,11,5,1,3,2
Reilly Smith,20132014,BOS,18,3,2,8,2,14,6,0,9,14
Chris Conner,20132014,PIT,23,0,0,4,0,0,1,0,0,2
Andrew Ebbett,20132014,PIT,25,0,0,0,0,1,0,0,0,0
Simon Despres,20132014,PIT,47,0,0,0,1,1,2,1,2,12
Brad Malone,20132014,COL,42,0,0,3,0,0,2,0,0,0
Tim Jackman,20132014,ANA,18,0,0,3,0,0,1,0,2,1
Erik Haula,20132014,MIN,56,1,1,3,0,3,6,0,1,3
Alexander Sulzer,20132014,BUF,52,0,0,0,0,0,0,1,3,5
Luke Adam,20132014,BUF,72,0,0,1,0,0,0,0,2,0
Matt D'Agostini,20132014,BUF,27,1,0,2,0,0,5,1,1,5
Corey Tropp,20132014,CBJ,26,0,0,2,0,3,5,2,0,8
Joe Piskula,20132014,NSH,47,0,0,0,0,0,0,0,1,0
Jason Zucker,20132014,MIN,16,0,0,3,0,0,0,0,3,2
Alex Grant,20132014,ANA,51,0,0,2,0,0,0,0,0,1
Jamie Oleksiak,20132014,DAL,5,0,0,0,0,0,0,1,0,3
Anton Stralman,20132014,NYR,6,0,0,1,0,4,7,2,12,26
John Albert,20132014,WPG,70,0,1,0,0,0,0,0,0,0
Dan Girardi,20132014,NYR,5,0,0,4,0,4,8,6,10,25
Brandon Prust,20132014,MTL,8,0,0,6,0,3,1,0,2,4
