Name,Year,Team,Number,NonAssistGoal,1stAssistGoal,2ndAssistGoal,1stAssist,2ndAssisted1stAssist,2ndAssist,NonAssistPlayers,1stAssistPlayers,2ndAssistPlayers
Matt Beleskey,20142015,ANA,39,2,4,12,1,4,5,0,3,12
Nate Thompson,20142015,ANA,44,0,1,2,3,4,5,2,5,5
Chris Kunitz,20142015,PIT,14,0,2,5,1,10,4,4,5,14
Marc-Andre Fleury,20142015,PIT,29,0,0,0,0,0,0,8,24,87
Simon Despres,20142015,PIT,47,0,0,2,2,5,7,2,10,13
Patric Hornqvist,20142015,PIT,72,1,5,10,1,9,7,3,6,10
Sidney Crosby,20142015,PIT,87,1,2,13,1,19,12,2,5,3
Devante Smith-Pelly,20142015,ANA,12,0,0,3,0,2,7,0,6,5
Emerson Etem,20142015,ANA,16,0,1,4,1,2,2,0,0,2
Rickard Rakell,20142015,ANA,67,0,2,5,1,6,8,3,4,2
Kris Letang,20142015,PIT,58,0,0,8,1,7,10,4,11,20
Francois Beauchemin,20142015,ANA,23,0,1,8,0,3,5,6,12,15
Hampus Lindholm,20142015,ANA,47,1,2,3,1,9,10,6,12,25
Paul Martin,20142015,PIT,7,0,1,2,1,8,6,4,4,32
Pascal Dupuis,20142015,PIT,9,0,0,4,1,0,2,0,2,1
Brandon Sutter,20142015,PIT,16,0,2,12,1,3,5,2,1,7
Evgeni Malkin,20142015,PIT,71,4,3,12,2,10,13,2,4,4
Corey Perry,20142015,ANA,10,0,7,17,2,9,6,3,4,8
Patrick Maroon,20142015,ANA,19,0,1,6,5,10,4,4,4,5
Sami Vatanen,20142015,ANA,45,0,3,1,1,3,8,3,11,20
Nick Spaling,20142015,PIT,13,0,0,8,2,4,12,1,4,6
Blake Comeau,20142015,PIT,17,1,2,13,0,9,5,2,3,4
David Perron,20142015,PIT,57,0,0,2,0,1,2,0,1,3
Ryan Getzlaf,20142015,ANA,15,2,2,15,7,16,10,2,4,5
Dustin Tokarski,20142015,MTL,35,0,0,0,0,0,1,4,5,21
Alex Ovechkin,20142015,WSH,8,0,7,19,3,12,4,0,6,12
Eric Fehr,20142015,WSH,16,3,3,10,2,6,4,2,2,7
Nicklas Backstrom,20142015,WSH,19,0,2,12,7,9,13,0,2,14
Karl Alzner,20142015,WSH,27,0,2,3,0,6,10,3,5,23
Braden Holtby,20142015,WSH,70,0,0,0,0,0,0,8,28,98
Jack Hillen,20142015,WSH,38,0,0,0,0,1,4,0,2,7
Andre Burakovsky,20142015,WSH,65,0,3,4,1,5,6,0,3,13
Nate Schmidt,20142015,WSH,88,0,0,1,0,0,3,0,6,8
Marcus Johansson,20142015,WSH,90,0,1,14,2,5,8,1,4,9
Loui Eriksson,20142015,BOS,21,0,2,13,2,9,6,2,3,9
Jimmy Howard,20142015,DET,35,0,0,0,0,0,0,6,18,58
Henrik Zetterberg,20142015,DET,40,0,1,11,3,11,9,2,7,8
Niklas Kronwall,20142015,DET,55,1,2,3,0,5,11,3,11,17
Danny DeKeyser,20142015,DET,65,0,0,2,2,4,17,3,9,23
Johan Franzen,20142015,DET,93,0,2,1,0,4,4,1,1,0
Patrice Bergeron,20142015,BOS,37,4,3,11,5,8,6,1,1,7
Kevan Miller,20142015,BOS,86,2,0,0,0,1,4,2,2,17
Jonathan Ericsson,20142015,DET,52,1,0,2,1,6,3,3,9,17
Jonathan Huberdeau,20142015,FLA,11,1,2,12,6,12,8,0,4,9
Aleksander Barkov,20142015,FLA,16,0,2,11,1,7,8,1,3,6
Brad Boyes,20142015,FLA,24,2,2,5,3,12,4,1,2,13
Jussi Jokinen,20142015,FLA,36,0,1,5,4,10,12,2,3,5
Brian Campbell,20142015,FLA,51,1,0,1,1,5,7,2,12,31
Radko Gudas,20142015,T.B,7,0,2,0,0,1,2,0,3,8
Alex Killorn,20142015,T.B,17,0,0,12,0,12,9,2,3,11
Ryan Callahan,20142015,T.B,24,0,5,8,5,11,7,2,7,9
Ben Bishop,20142015,T.B,30,0,0,0,0,0,2,8,29,94
Valtteri Filppula,20142015,T.B,51,1,0,7,5,6,10,2,5,9
Dylan Olsen,20142015,FLA,4,0,1,1,0,2,3,0,5,8
Tomas Fleischmann,20142015,FLA,14,0,3,4,1,10,2,0,7,6
Derek MacKenzie,20142015,FLA,17,0,2,1,0,2,2,1,0,3
Sean Bergenheim,20142015,FLA,20,0,2,6,2,3,3,1,0,5
Erik Gudbranson,20142015,FLA,44,1,0,3,0,0,5,1,7,24
Matthew Carle,20142015,T.B,25,0,1,2,2,4,8,1,7,18
Andrej Sustr,20142015,T.B,62,0,0,0,0,5,7,2,7,24
Nikita Kucherov,20142015,T.B,86,1,3,22,2,14,7,2,8,18
Vladislav Namestnikov,20142015,T.B,90,0,2,6,0,3,3,0,2,2
John Moore,20142015,NYR,17,0,0,1,1,1,3,4,4,10
Chris Kreider,20142015,NYR,20,0,1,13,2,13,8,1,5,13
Martin St. Louis,20142015,NYR,26,1,2,12,2,12,8,2,3,11
Henrik Lundqvist,20142015,NYR,30,0,0,0,0,0,1,10,17,71
Rick Nash,20142015,NYR,61,5,10,14,2,13,5,3,2,7
Jaden Schwartz,20142015,STL,17,0,6,10,1,15,8,1,1,7
Jay Bouwmeester,20142015,STL,19,0,0,2,0,3,3,4,9,34
Kevin Shattenkirk,20142015,STL,22,0,1,3,1,5,7,0,12,20
David Backes,20142015,STL,42,0,4,11,3,10,12,1,5,12
Vladimir Tarasenko,20142015,STL,91,2,4,21,2,10,14,0,7,7
Tanner Glass,20142015,NYR,15,0,0,1,0,3,1,0,4,4
Jesper Fast,20142015,NYR,19,0,2,3,0,3,4,0,0,7
Ryan McDonagh,20142015,NYR,27,0,1,4,0,6,7,6,8,32
Dominic Moore,20142015,NYR,28,0,2,5,2,5,6,0,3,7
Alexander Steen,20142015,STL,20,0,2,14,2,15,6,3,4,11
Paul Stastny,20142015,STL,26,0,1,6,5,9,6,3,4,8
Alex Pietrangelo,20142015,STL,27,1,1,3,1,6,18,6,8,18
Ian Cole,20142015,STL,28,0,0,4,1,0,4,2,6,15
Dan Boyle,20142015,NYR,22,0,0,5,1,0,5,4,6,19
Patrik Berglund,20142015,STL,21,0,3,8,4,3,7,4,1,5
T.J. Oshie,20142015,STL,74,0,1,14,4,13,8,0,5,10
Marc Staal,20142015,NYR,18,0,0,5,0,3,10,3,12,26
Barret Jackman,20142015,STL,5,0,0,2,3,3,6,2,4,19
Joakim Lindstrom,20142015,STL,10,0,0,1,0,1,0,0,1,1
Jordan Leopold,20142015,STL,33,0,0,0,0,0,0,0,0,2
Jori Lehtera,20142015,STL,12,0,3,8,2,14,6,3,3,13
Bobby Ryan,20142015,OTT,6,2,3,9,3,11,11,3,5,7
Kyle Turris,20142015,OTT,7,1,1,11,6,11,10,4,4,12
Clarke MacArthur,20142015,OTT,16,1,2,6,3,7,5,2,4,6
Craig Anderson,20142015,OTT,41,0,0,0,0,0,0,7,17,41
Erik Karlsson,20142015,OTT,65,0,2,13,4,7,9,6,9,34
Filip Forsberg,20142015,NSH,9,2,4,14,3,11,9,1,8,13
Eric Nystrom,20142015,NSH,24,0,2,4,0,1,3,2,2,3
Paul Gaustad,20142015,NSH,28,0,2,2,3,2,5,2,3,3
Pekka Rinne,20142015,NSH,35,0,0,0,0,0,1,11,40,96
Roman Josi,20142015,NSH,59,0,3,8,2,10,13,3,14,26
Eric Gryba,20142015,OTT,62,0,0,0,1,4,5,5,7,13
Mark Borowiecki,20142015,OTT,74,0,1,0,1,3,3,4,5,16
James Neal,20142015,NSH,18,1,4,13,0,8,5,3,11,10
Gabriel Bourque,20142015,NSH,57,1,0,1,1,6,2,0,3,0
Mike Ribeiro,20142015,NSH,63,0,4,10,9,10,14,4,5,13
Milan Michalek,20142015,OTT,9,0,0,7,2,7,5,1,3,3
Alex Chiasson,20142015,OTT,90,0,3,5,1,4,6,0,2,5
Mika Zibanejad,20142015,OTT,93,0,4,12,2,9,4,2,5,8
Shea Weber,20142015,NSH,6,0,2,7,0,5,14,2,13,26
Brent Seabrook,20142015,CHI,7,0,0,4,1,5,5,4,13,21
Patrick Sharp,20142015,CHI,10,1,2,5,2,9,10,5,2,5
Jonathan Toews,20142015,CHI,19,0,3,15,4,13,7,2,7,8
Corey Crawford,20142015,CHI,50,0,0,0,0,0,1,7,20,72
Marian Hossa,20142015,CHI,81,1,5,6,3,12,11,2,3,13
Patrick Eaves,20142015,DAL,18,1,1,5,1,4,4,1,5,9
Kari Lehtonen,20142015,DAL,32,0,0,0,1,0,1,8,22,107
Alex Goligoski,20142015,DAL,33,0,1,3,1,9,11,3,10,36
Ales Hemsky,20142015,DAL,83,0,3,7,2,2,10,1,5,10
Jason Spezza,20142015,DAL,90,0,0,12,3,8,11,1,6,13
Brandon Saad,20142015,CHI,20,1,3,16,5,6,8,0,5,8
Andrew Shaw,20142015,CHI,65,1,2,6,2,2,5,1,6,6
Patrick Kane,20142015,CHI,88,2,2,15,0,13,4,0,5,7
Ryan Garbutt,20142015,DAL,16,2,2,2,3,7,6,1,1,8
Cody Eakin,20142015,DAL,20,1,2,11,0,3,12,4,4,12
Antoine Roussel,20142015,DAL,21,0,1,10,0,5,4,3,6,4
Jordie Benn,20142015,DAL,24,0,0,2,0,5,7,3,8,20
Nick Holden,20142015,COL,2,0,0,3,1,2,2,2,7,21
Tyson Barrie,20142015,COL,4,1,0,9,0,12,15,4,11,29
Nathan MacKinnon,20142015,COL,29,0,4,7,1,11,7,0,4,6
Alex Tanguay,20142015,COL,40,0,3,15,1,10,9,2,4,7
Ryan O'Reilly,20142015,COL,90,0,2,12,6,11,9,1,3,11
Zach Parise,20142015,MIN,11,3,5,10,2,11,11,2,5,8
Jason Pominville,20142015,MIN,29,1,4,10,3,12,9,6,3,9
Darcy Kuemper,20142015,MIN,35,0,0,0,0,0,0,4,13,41
Jared Spurgeon,20142015,MIN,46,0,0,6,0,6,5,5,6,20
Mikael Granlund,20142015,MIN,64,1,3,4,6,6,11,2,6,15
Nate Guenin,20142015,COL,5,0,0,2,1,1,11,2,5,24
Jamie McGinn,20142015,COL,11,0,0,3,0,0,2,0,1,3
Brad Stuart,20142015,COL,17,1,0,2,0,3,5,2,10,14
Max Talbot,20142015,COL,25,1,1,3,3,3,4,3,3,9
Daniel Briere,20142015,COL,48,2,0,6,0,1,3,1,0,3
Marco Scandella,20142015,MIN,6,0,0,10,0,5,2,6,4,24
Nino Niederreiter,20142015,MIN,22,2,5,7,1,5,5,4,2,8
Erik Haula,20142015,MIN,56,0,2,4,1,3,2,3,0,6
Erik Johnson,20142015,COL,6,1,2,6,0,2,4,2,5,14
Ryan Suter,20142015,MIN,20,0,0,1,1,4,17,6,14,26
Jonas Brodin,20142015,MIN,25,0,0,3,1,3,7,5,11,31
Jan Hejda,20142015,COL,8,0,0,1,0,4,7,3,10,24
Gabriel Landeskog,20142015,COL,92,0,3,10,3,16,8,1,3,13
Marc-Andre Cliche,20142015,COL,24,0,0,2,1,3,1,4,0,4
Karri Ramo,20142015,CGY,31,0,0,0,0,0,0,1,14,37
Raphael Diaz,20142015,CGY,33,0,0,1,0,1,1,0,6,11
Jesse Joensuu,20142015,EDM,6,0,0,1,0,0,1,0,0,0
Matt Hendricks,20142015,EDM,23,0,2,3,0,4,2,1,2,2
Boyd Gordon,20142015,EDM,27,0,0,4,1,1,4,1,1,2
Ben Scrivens,20142015,EDM,30,0,0,0,0,0,0,3,28,58
Nikita Nikitin,20142015,EDM,86,0,0,1,0,3,2,1,4,9
Nail Yakupov,20142015,EDM,10,1,2,6,4,6,3,0,5,4
Justin Schultz,20142015,EDM,19,0,1,5,0,7,6,3,14,32
Leon Draisaitl,20142015,EDM,29,0,0,1,1,5,0,0,1,3
Benoit Pouliot,20142015,EDM,67,1,3,10,2,6,4,1,7,5
Jordan Eberle,20142015,EDM,14,0,5,13,6,10,7,3,5,9
EDM,59,0,0,0,0,1,0,0,0,1
Ryan Nugent-Hopkins,20142015,EDM,93,3,6,12,3,7,8,0,5,10
Mark Fayne,20142015,EDM,5,0,0,2,0,1,3,2,7,14
Andrew Ference,20142015,EDM,21,0,0,3,0,0,10,1,12,12
Jacob Trouba,20142015,WPG,8,0,0,6,2,2,5,2,7,16
Andrew Ladd,20142015,WPG,16,0,2,12,3,16,7,1,3,6
Blake Wheeler,20142015,WPG,26,1,0,16,2,14,6,2,6,9
Ondrej Pavelec,20142015,WPG,31,0,0,0,0,0,0,6,12,58
Mark Scheifele,20142015,WPG,55,0,2,10,3,8,12,4,9,10
Shane Doan,20142015,ARI,19,1,0,8,1,11,5,5,2,5
Oliver Ekman-Larsson,20142015,ARI,23,1,1,10,1,6,3,6,5,17
Mike Smith,20142015,ARI,41,0,0,0,0,0,0,6,12,51
Antoine Vermette,20142015,ARI,50,1,1,4,0,8,6,2,0,9
Mikkel Boedker,20142015,ARI,89,0,0,10,1,1,3,0,1,7
Dustin Byfuglien,20142015,WPG,33,3,4,6,2,1,10,0,8,18
Toby Enstrom,20142015,WPG,39,0,1,2,0,6,7,3,12,24
Zach Bogosian,20142015,WPG,44,0,0,3,0,4,5,1,4,11
Martin Erat,20142015,ARI,10,0,0,6,0,12,7,0,2,12
Martin Hanzal,20142015,ARI,11,1,1,5,0,6,5,1,1,4
David Moss,20142015,ARI,18,0,1,2,0,3,2,1,1,2
Jim Slater,20142015,WPG,19,1,0,4,0,5,2,0,2,3
Chris Summers,20142015,ARI,20,0,0,1,0,3,1,0,1,1
Bryan Little,20142015,WPG,18,0,4,10,3,6,10,1,1,8
Michael Frolik,20142015,WPG,67,1,4,6,3,8,8,1,6,9
Mark Arcobello,20142015,ARI,36,2,1,8,0,2,3,1,0,5
Paul Postma,20142015,WPG,4,0,0,0,0,1,3,2,4,10
Joe Vitale,20142015,ARI,14,0,0,3,1,3,2,0,0,2
B.J. Crombeen,20142015,ARI,44,0,1,2,0,1,2,1,1,3
Chris Thorburn,20142015,WPG,22,0,0,7,0,2,5,1,1,4
Mathieu Perreault,20142015,WPG,85,0,4,9,4,8,4,1,3,3
Michael Stone,20142015,ARI,26,0,0,3,1,4,5,4,1,19
Lauri Korpikoski,20142015,ARI,28,0,1,0,1,3,6,0,0,4
Kyle Okposo,20142015,NYI,21,1,1,9,3,11,7,1,1,6
Brock Nelson,20142015,NYI,29,1,1,8,2,4,11,3,3,12
Jaroslav Halak,20142015,NYI,41,0,0,0,0,0,1,10,25,88
Johnny Boychuk,20142015,NYI,55,1,1,2,0,7,8,3,11,25
John Tavares,20142015,NYI,91,3,3,18,5,16,7,4,4,10
Eric Staal,20142015,CAR,12,2,3,9,0,7,11,1,1,3
Justin Faulk,20142015,CAR,27,0,0,6,0,10,8,5,8,21
Alexander Semin,20142015,CAR,28,0,0,6,1,5,3,2,6,7
Cam Ward,20142015,CAR,30,0,0,0,0,0,0,5,20,57
Jay Harrison,20142015,CAR,44,0,1,0,1,2,0,1,1,1
Thomas Hickey,20142015,NYI,14,0,0,2,1,8,8,3,6,24
Ryan Strome,20142015,NYI,18,1,5,9,3,17,6,4,5,17
Mikhail Grabovski,20142015,NYI,84,1,4,4,0,3,6,1,1,5
Brad Malone,20142015,CAR,24,0,1,5,1,4,3,1,1,2
John-Michael Liles,20142015,CAR,26,0,0,2,1,0,12,0,3,9
Patrick Dwyer,20142015,CAR,39,0,1,4,0,3,3,2,3,1
Ron Hainsey,20142015,CAR,65,0,0,2,1,2,2,4,6,26
Brian Strait,20142015,NYI,37,0,0,2,0,0,4,4,7,20
Frans Nielsen,20142015,NYI,51,0,1,7,2,5,6,3,2,11
Victor Rask,20142015,CAR,49,0,2,6,0,6,6,0,1,12
Cory Conacher,20142015,NYI,89,0,0,1,0,0,2,1,2,2
Riley Nash,20142015,CAR,20,0,2,5,1,6,5,3,0,5
Chris Terry,20142015,CAR,25,0,1,7,0,7,1,0,2,4
Patrick Brown,20142015,CAR,36,0,0,0,0,0,0,0,0,1
Brooks Orpik,20142015,WSH,44,0,0,0,0,7,11,4,15,27
John Carlson,20142015,WSH,74,0,1,7,2,11,14,4,13,15
Evgeny Kuznetsov,20142015,WSH,92,1,0,6,1,11,5,2,7,8
Ryan Spooner,20142015,BOS,51,0,0,5,0,3,5,0,0,2
Christian Ehrhoff,20142015,PIT,10,0,1,2,2,4,3,1,8,19
Zach Sill,20142015,PIT,38,0,1,0,1,1,0,0,2,0
Peter Holland,20142015,TOR,24,2,3,4,3,4,4,4,3,5
Frederik Andersen,20142015,ANA,31,0,0,0,0,0,2,5,26,69
Justin Abdelkader,20142015,DET,8,1,2,11,2,8,3,1,4,14
Kyle Quincey,20142015,DET,27,0,2,1,3,6,4,3,8,22
Luke Glendening,20142015,DET,41,0,3,6,1,1,4,2,6,5
Ryan Kesler,20142015,ANA,17,0,1,10,2,4,10,4,5,8
Gustav Nyquist,20142015,DET,14,1,4,10,2,8,5,1,5,8
Darren Helm,20142015,DET,43,0,1,7,4,8,1,4,3,10
Andrej Nestrasil,20142015,DET,49,0,0,0,0,1,0,0,0,0
Andrew Cogliano,20142015,ANA,7,0,2,9,1,10,1,1,4,8
Jakob Silfverberg,20142015,ANA,33,0,1,9,3,8,8,3,3,7
Robin Lehner,20142015,OTT,40,0,0,0,0,0,1,6,15,24
J.T. Brown,20142015,T.B,23,0,0,3,1,2,3,1,2,4
Brenden Morrow,20142015,T.B,10,0,2,1,0,4,1,1,3,7
Brian Boyle,20142015,T.B,11,1,1,10,2,3,2,0,3,6
Brett Connolly,20142015,T.B,14,0,3,6,0,2,1,0,1,4
Victor Hedman,20142015,T.B,77,0,2,5,2,7,10,2,8,27
Mark Stone,20142015,OTT,61,3,4,12,2,14,10,3,4,9
Ondrej Palat,20142015,T.B,18,1,2,9,6,12,18,2,6,13
