name,0,1,2,3,4,5
andrisv01,-0.0420921616905,-0.0719335254098,0.080081581488,0.094944683503,0.112487665245,0.0343159423739
gabriku01,1.04278845651,-0.199964071276,-0.32748373008,-0.399009709046,0.176681866661,0.103056522527
quineal01,0.163979767512,0.401686923066,0.483980006457,0.181951584995,-0.0170206051808,-0.00720792261483
arvidvi01,-0.056579030641,-0.102492602476,-0.0188670407387,0.219595367852,0.00959107066333,-0.079333233775
bennja01,-0.696018729801,-0.134671837751,0.0415574663269,-0.0820025208567,0.130008785393,-0.0852190380768
getzlry01,-0.760531057206,-0.387756719315,0.166396202419,-0.0770246342669,0.00729820510643,0.224568240688
ovechal01,-1.27720646473,-0.406453964908,0.405910366547,-0.210410600857,-0.0899891070405,0.465433390041
perryco01,-0.462990094935,-0.467581140675,0.094215524973,-0.0668168553454,0.0677871829658,0.265212039209
toewsjo01,-0.881058930246,-0.474061781323,0.238860050586,-0.160337317009,-0.138439187476,-0.123292816765
bennja01,-0.696018729801,-0.134671837751,0.0415574663269,-0.0820025208567,0.130008785393,-0.0852190380768
toewsjo01,-0.881058930246,-0.474061781323,0.238860050586,-0.160337317009,-0.138439187476,-0.123292816765
bergepa01,-0.128138685467,-0.228983454101,0.638935079343,-0.399616540737,-0.169920675477,0.0299524800359
bernist01,-0.107908844776,-0.360352364244,-0.265044598954,0.196416141205,0.0702364594463,0.140808029072
burnsbr01,-0.87500335792,-0.0396340759385,-0.0503146224987,-0.0676238651138,-0.0954724500292,0.0248102712586
byfugdu01,-0.290235223661,-0.346933462788,-0.00343136974848,0.107574852262,-0.114714692403,0.266018785685
coburbr01,-0.750458196539,0.0657613748692,-0.0787662751203,0.0295497474468,0.00277875169101,0.0130697537983
crombbj01,0.752570594377,-0.240212060422,-0.100955732246,-0.394145047405,0.399830786611,0.0816829914345
dawesni01,-0.0753071046022,-0.31876377154,-0.0487049284722,0.108835399363,0.101003394669,-0.0391884645051
erikslo01,-0.201159444844,-0.506410331669,0.0533333117186,0.0872057763814,-0.0345180187724,-0.257797345356
fehrer01,0.314619020714,-0.185829506677,0.307415626941,0.139926128528,-0.0897855852192,0.0322832222695
fritsda01,-0.00867069870598,-0.280447913044,-0.239534740451,0.176555455373,0.0505992720652,-0.124533078735
