name,0,1,2
anisiar01,122.418055086,-3.91472251324,-6.72834306983
backsni02,193.514322518,0.29172058673,8.93523642026
belesma01,76.5921275725,-4.20246550819,-8.07658107004
berglpa01,109.644198242,2.29599305286,6.19096772993
brassde01,-22.2912511747,-1.68987071626,28.5425532131
cluttca01,134.55924444,-14.8159759909,-30.5428088262
correma01,-111.175444966,13.4481998028,5.89980677358
foligni01,110.341451432,-8.98307493997,-10.7493870543
frolimi01,248.590691605,-3.3236613909,-6.73870407579
giroucl01,1.00761567625,-6.52924746708,4.75835020796
joensje01,-107.291729876,-0.435240537382,12.5654692722
johnser01,259.196945159,11.7964467093,8.7449795443
kesseph01,251.521790073,-0.941029933163,-3.83551183812
kuldaar01,-121.700099341,11.3430391394,6.72386454932
littlbr01,149.21183157,-18.8731257372,-8.82978978658
lucicmi01,-2.27577497649,-4.08172850847,4.0219926038
marchbr03,-77.5198502952,9.28886984354,-4.26650566666
matthsh01,-5.75506875729,-8.82555280737,-10.6912172552
maxwebe01,-114.698107466,8.92560832553,-2.55517661352
mcbaija02,-66.9831170343,-2.66439701978,5.78325305767
mcginja01,9.83850670642,-11.3129026825,-7.05800266738
muellpe01,109.267177777,3.63667428447,10.4947265322
nodlan01,-61.0888178847,4.22571000342,-9.44527812259
okposky01,337.229437893,5.24742798289,1.89740868576
osalaos01,-125.519650326,3.55371244628,-16.1555344562
peckhth01,-109.196734075,2.63665562736,-12.7406189249
sangubo01,-115.032958079,18.8201773306,15.4705675677
sheppja01,-1.22373607565,-5.97692419885,-28.1945511674
staaljo01,181.112385238,-13.7578424502,-14.1271159743
stewach02,29.9989073663,-6.79249100213,-6.17537197121
tlustji01,-80.3660129652,-3.46038157097,-8.82602350739
toewsjo01,177.654511767,2.46309144586,12.6559894287
vishniv01,-123.90157599,-2.86393824288,-29.8100427258
webermi01,-125.839200589,-1.16995308275,-24.468976762
whitery01,-105.419935546,2.94518574041,-16.7876166126
wirtape01,-126.783281814,-131.535891962,50.2670246193
almonco01,-124.049608649,-7.46422566437,-28.6157894839
alzneka01,-87.9466279934,3.36361421546,-14.0813629617
aulieke01,-46.8378732467,-7.43696340236,-18.4619985825
backlmi01,120.755562956,3.93351476482,0.421224919451
bennja01,204.115504322,0.442000180454,10.4657974616
boninni01,-106.923359887,3.46224089766,7.96036491111
bowmadr01,-64.2816381982,5.82703402937,-9.24573037929
byronpa01,-120.47160127,-8.39098568323,24.1935502642
caputlu01,-62.8728242235,4.00200973278,2.5978559286
cohenco01,-124.10432819,4.53369756814,-12.519481586
coleia01,-66.7863918389,5.9539156103,3.29128100023
coutulo01,309.033946081,-0.0614909672593,9.14870507097
dadonev01,-22.7237316715,-6.35298679514,4.36465907417
ellerke01,-107.693741523,4.60556743218,-10.6849964077
ellerla01,53.8247381951,-4.86322935393,-10.5339410748
falkju01,-127.631760508,9.00620845694,-2.21117424353
gagnesa01,121.709965682,-3.76030727741,-3.13138487834
galiatj01,106.113354091,-11.8385135827,-10.984836201
gillico01,-120.418066153,-41.7445273934,-1.59647326848
halisma01,-93.0213042515,8.60093800785,7.26873053157
kalinjo01,-116.410755146,-2.74236523692,17.3361579196
kanepa01,352.000496767,11.8176542579,26.9137790875
katicma01,-113.465481237,11.4697548678,-3.34367834819
kingdw01,-124.627276054,7.74047272032,-6.13908271114
mayorma01,-119.479847052,-17.0146473161,46.3603000887
mcdonry01,-52.2169907351,2.53272662107,-6.95590113936
molleos01,-53.2767850832,-4.23426741288,-2.67528967839
muzzija01,-107.693121262,10.659658061,-0.737176175724
pacioma01,30.7746006214,-0.976205014587,-14.6888862409
palmini01,3.09790094478,-5.28429823732,8.62681622754
palusaa01,-122.755772278,14.2381864717,13.7830141503
perroda01,156.820117658,-3.46583314989,-0.798809410412
repikmi01,-91.3417797564,-8.20163146613,3.36663399169
simmowa01,119.742291622,-9.05867057705,-5.59432271757
spalini01,-76.0559137251,6.76064104037,-7.11525320665
subbapk01,268.471217232,4.98483211996,0.226716142432
suttebr03,124.14107368,-11.4326390384,-19.594957369
tangrer01,-102.191254481,1.87345453389,-1.1963932845
toewsjo01,177.654511767,2.46309144586,12.6559894287
turriky01,66.3543043606,4.9902202378,11.4616079861
tyrelda01,1.923933374,-9.87444032847,-22.5050648519
vanrija01,182.703408761,-4.90883146293,0.177100621337
voracja01,180.08019297,5.2763382641,3.59436908302
weberya01,-113.464097645,13.9057311366,-0.0867518199858
adamlu01,44.8464875591,-1.41778979697,5.61873300419
bailejo01,43.5008206231,-12.2620088125,-19.1495396056
boedkmi01,-47.8021845508,-2.70474260402,7.05740585542
bogosza01,225.70390201,8.1668869869,-3.12887507297
boumala01,-77.2110004034,0.534678719314,-10.9299941005
boychza01,-63.2985285528,-7.59721667847,-8.00949480353
broditj01,-24.8739944216,3.53596603363,-5.24341674852
calvema01,-37.8602955627,-11.3420172021,20.7387920712
carlsjo01,190.34600747,3.97926260603,-6.5465995268
colbojo01,-126.966692534,5.52776055422,0.255778130985
cormipa01,-114.93767415,6.86956506496,-3.1667551481
dalpeza01,-99.067815767,-17.2411995799,5.73997283087
delzomi01,113.805510914,-3.68759543873,-8.35098444881
demerja01,-6.23672201381,-3.49497047676,-6.79241554642
donovma01,-118.737143049,12.7157896102,-2.43967438303
doughdr01,220.590149245,3.92883797473,2.16772004631
eberljo01,194.454693217,-8.20301923689,13.1416344188
ennisty01,220.221584169,-0.337097866805,-0.479708154312
filatni01,-113.212692447,8.74601736666,-1.60129696571
gardija01,89.180172781,-1.53564553644,-4.95079981568
