name,0,1,2
bennja01,301.91938084,18.9134331191,-2.79654778581
boyesbr01,216.056946917,4.31016328816,0.0689026004712
froloal01,121.747143114,2.12298435569,5.75505617156
gaborma01,285.888538272,14.6884159898,-18.7295690235
gaustpa01,44.0617093604,-21.7571090491,12.0534216294
getzlry01,72.9143627778,-4.58720865385,0.615870490483
hartnsc01,111.816763886,-13.5722973896,-3.23108272448
keithdu01,198.591161908,5.77285181606,-2.36736224261
kleslro01,85.7125548302,-19.7254419766,-1.75517147038
kopecto01,14.4954364013,-16.518321604,26.7496153321
lombama01,138.5096063,-10.8364288091,-2.77661267919
lundqjo01,-73.9568682776,-15.2580005522,8.51185392
moentr01,-2.6600452255,-31.4361078847,-4.1374891985
ottst01,11.8243716646,-24.8957153056,-4.23695208175
ouellmi01,69.9760244711,0.707241969357,8.50788230148
ovechal01,483.700662751,47.5488978694,-21.3360378037
perryco01,318.677332742,17.213720577,-15.1033970519
schulni01,-28.1429140891,-41.5632084529,-7.46945602973
smithna02,-161.101262189,1.01157576978,-26.5239421033
stollja01,168.606175608,-11.8312592778,-22.2770190672
suthebr01,-86.9166128282,-8.95524943624,16.5782966036
toewsjo01,121.953351372,3.464545574,24.1737191604
vermean01,117.962580735,-13.1484371227,-1.92051359965
volchan01,6.10949285444,-17.5789991699,-1.44516327177
armstco01,20.8935867973,-21.5119151355,-4.2145058239
artyuev01,-3.13842822251,-22.8501395648,6.49190265665
bellbr02,-13.7885300116,-4.28121532768,2.82623383832
bochebr01,-67.2654060051,0.76929899642,4.73728005312
cammami01,223.570200001,24.455140921,-6.40126173466
clowery01,-127.298081772,16.5137159128,3.21356070392
colaica01,-111.390475776,4.6012476014,1.02139196174
ehrhoch01,100.697055245,-8.47612955499,6.211245756
gleasti01,41.8720182556,-23.1483767658,4.19937325822
gocma01,8.91475652145,-3.13776053772,1.35839145491
hamhuda01,102.041413095,-15.4257507745,-4.36691909383
hemskal01,168.983734461,6.26230316092,-1.72782899158
hollwry01,-142.436657184,6.80024285322,12.0091025995
johnsaa01,-108.897687994,-4.41693158199,7.21197327306
jokinju01,2.74439320925,-19.9404486703,5.11825122862
jurcimi01,54.6815198289,-16.5550670385,12.154723399
kobasch01,45.6094937706,-16.8679897906,-0.0360257490301
koivumi01,221.312789408,6.48819560364,-6.0968464995
kondrma01,-167.70181145,10.044964187,-26.5603507587
kovalil01,368.094064377,26.2013372523,-22.5892416992
krajilu01,-25.6715965755,-24.2313269282,6.28850554035
laichbr01,125.166567348,-8.46998381465,9.59682903075
mccleja01,75.2329145453,-28.0722286754,-17.5606330266
mccorco01,-66.4396607231,-17.0085362827,-0.0850830998255
morrish01,-45.250501821,-30.3386448466,14.4849249255
murraga01,-168.850982772,13.0446579031,-9.33459113002
novotji01,-74.8121367199,0.293753304958,12.3215670622
paetsna01,-132.048618712,10.3351968391,11.7611272225
perrajo01,-148.437012538,19.3340190185,-1.99443955265
plekato01,140.774101871,-8.78553774601,-1.37574851094
plihato01,-32.0830919122,-14.8553270297,15.5580686761
pominja01,230.516505386,4.16591260496,-6.55978307634
popovma01,-122.018995506,-6.80293660062,-10.1360857393
royde01,235.663081511,6.42566910132,-4.1656619743
ruututu01,199.832625966,5.89658914488,2.94366819176
schubch01,84.3210368925,-14.1109645053,13.5038918283
sjostfr01,-9.95659414147,-30.7556396624,6.29996903257
spezzja01,249.486456365,10.0634368648,-1.49780501112
steckda01,-33.5302114984,-24.3139476865,0.997655233815
stuarco01,-142.33724572,1.75842649351,-18.4869921691
svatoma01,45.1495900913,0.563513702987,14.0462125945
thorbch01,-29.2710962251,-36.9720708368,7.42959079195
tootojo01,82.4056726284,-10.7026637606,-5.11878038667
tyutife01,173.518908029,-3.33150748129,-0.304211281043
umberrj01,124.467965227,-7.01411184622,-9.61413458855
weissst01,95.9624044185,-12.6381017561,0.682014852839
wellwky01,-8.42125193875,-21.903063056,14.6761367549
woywije01,-10.9327221642,-17.5177009073,1.17350097686
ballake01,48.058709251,-28.599510913,-6.96250590654
bennja01,301.91938084,18.9134331191,-2.79654778581
bergese01,90.1672270939,-0.273376455495,-6.76935533152
bouwmja01,198.136359514,-5.26924253317,-17.0936698605
burisad01,-69.1169432893,-40.678276114,13.1552437358
campbgr01,50.9805242905,-23.2395708101,-8.27565818036
chriser01,45.711241685,-8.65706486447,-4.93892150685
conboti01,-142.972693701,14.4922840279,15.9006936812
crabbjo01,-116.672235331,-0.818647080537,-6.72077464046
daleytr01,33.4034272938,-19.2153714187,3.79944829515
deveaan01,-172.055774131,13.7867906278,-24.3268677359
dwyerpa01,-152.759333255,14.597544029,4.41736413067
eagerbe01,-28.1172715078,-21.2957756198,28.5010383035
emingst01,12.0441899703,-18.3104263968,4.20443984319
ericsjo01,-21.1114720766,-11.560798551,12.3130563107
filppva01,22.1561209759,0.325649232236,3.9116909797
fleisto01,76.7259516598,-5.69779665923,3.52383753088
gilbeto01,48.4668757353,-23.882467833,3.96388356118
globkro01,-163.091223226,8.38276350836,-19.9237733656
goertst01,-168.846319931,1.26602538999,-41.0756023415
gordobo01,-50.2993141197,-25.9358781943,-6.4735648643
grebede01,-22.0235012064,-23.2011327503,10.6766997052
greenma01,21.5386699013,-28.1882409294,6.01669405926
helmidw01,-139.664605445,4.93171496572,1.37053804481
higgich01,97.0109126303,4.57898830494,-14.0306130079
hudleji01,87.8615122075,-8.14674588674,27.8114420093
jamesco01,-155.715840356,6.03963576946,-15.7717382117
janssca01,-136.724350365,-14.3622335613,6.22038145859
