name,0,1,2,3,4
barkoal01,0.325465688749,-0.131786083447,0.0680380551694,-0.096761681878,-0.0567359317864
burakan01,0.013625766174,-0.299977438532,0.2713355541,-0.350594552239,0.140376951016
delarja01,-0.477024016157,0.209898922305,-0.44476452434,-0.0681150921595,0.0983260907392
drouijo01,0.0758129169642,-0.398801886882,0.0450386238101,-0.348111608143,-0.0935897473385
duclaan01,-0.417841589346,-0.362427207915,0.281306063521,-0.106758300515,0.355745201054
horvabo01,-0.250017445524,-0.151093556857,-0.383572284867,-0.0841129744989,-0.0490938248784
jonesse01,0.511669858913,0.279376622895,-0.125537247818,0.0675213988526,-0.204441625347
lazarcu01,-0.114347318842,0.0169897732577,-0.372374179477,-0.478190630891,-0.0365384510848
lindhel01,-0.0261947621314,-0.0864353092004,0.0679115155669,0.0108651921554,-0.147272705054
mackina01,0.597000728385,0.0159148389813,0.127324942964,-0.110133577595,0.0500209689218
monahse01,0.0811635989989,-0.149562182327,-0.152053881699,0.136616777523,-0.169979411161
muellmi01,0.0632856000218,0.635400899731,-0.0809784711733,-0.103900037808,0.114503297606
nichuva01,-0.450467478922,0.370754478068,0.307272634135,-0.019597323202,-0.0878695328606
nurseda01,-0.315344879421,0.968534684617,0.572156849707,-0.354047468642,-0.38362591135
ristora01,-0.0822079652819,0.686241246371,-0.339763307506,0.12508097751,0.110776200952
zadorni01,0.218068086394,0.33417198604,-0.619101201756,-0.0028312674909,0.153447158243
bennesa01,0.221731299942,-0.124366265495,-0.189011884901,-0.131230780595,-0.162469113643
draisle01,-0.310274491033,0.092198732751,0.429234629409,-0.182637402693,-0.290694284721
ehlerni01,0.463932449136,-0.187879688516,0.210434489081,-0.117375095883,-0.0934461591511
ekblaaa01,0.752492023485,0.077969064554,-0.0463365714715,-0.166049701547,0.115376704295
fialake01,-0.354548287603,0.357053162307,0.685579949481,-0.218683265547,0.232636682881
kapanka01,-0.525616479775,0.470950219876,0.488033231185,-0.143666325315,-0.0957769433398
larkidy01,0.486007534751,-0.172860446229,0.0182968193947,-0.289227221594,0.0780227531559
mccanja01,-0.148485705111,-0.206248374301,-0.175886831363,-0.0687982674063,-0.136953256171
milanso01,-0.257021324837,0.0120876623223,0.406167122026,-0.521125168924,0.575004313924
nylanwi01,0.191159592454,-0.0781952179207,0.632130940153,0.0288216652275,0.24876696725
pastrda01,0.202586241341,0.0126455657103,0.0445929922218,-0.247266194649,0.183809516788
reinhsa01,-0.97471781416,-0.0292015682475,-0.177235065001,0.233043951249,0.206715786165
virtaja01,-0.283690813183,-0.123903213333,-0.286062227947,-0.469306844926,-0.0960400342696
eicheja01,0.767660044616,-0.136324678672,0.0961202757858,0.282628484896,-0.162716028504
hanifno01,0.474605840691,0.199424287075,-0.099637164736,-0.0195670024444,-0.15199536031
mcdavco01,0.807671115871,-0.341190569873,0.601930463961,0.217799117877,0.076291427422
rantami01,-0.993537737872,0.497368254409,-0.0479396454071,0.474649118085,-0.302596761313
toewsjo01,0.445994534282,-0.656399346318,0.152153858165,0.384258730774,-0.0151877865326
toewsjo01,0.445994534282,-0.656399346318,0.152153858165,0.384258730774,-0.0151877865326
johnser01,0.482773447213,-0.140320866477,-0.0227119131135,0.122959729761,-0.20896895485
lucicmi01,-0.110021525292,-0.293579831114,-0.472696857688,-0.491282077338,-0.166982742194
matthsh01,-0.706340280339,-0.159356881163,-0.0257227637044,0.858257682627,0.35301848644
muellpe01,0.514147725239,-0.334370985532,0.0996546369781,0.294883134153,-0.292119870271
okposky01,-0.138859796914,-0.0959979192776,0.241740754059,0.143211831631,0.711947903503
sheppja01,-0.333608636733,-0.488623317761,-0.225077252407,-0.213378711924,-0.241176783395
staaljo01,0.28837521197,-0.0828466129277,-0.392428483513,-0.0114830533064,-0.07167397262
tlustji01,-0.418461466039,-0.248894444838,-0.0960425295462,-0.11860795646,-0.185464056482
toewsjo01,0.445994534282,-0.656399346318,0.152153858165,0.384258730774,-0.0151877865326
backlmi01,-0.772463562465,-0.0676295828487,0.831401269201,-0.3081764183,-0.0147935153925
gagnesa01,0.385761797052,-0.288078632247,-0.0595301548449,-0.0197891454436,-0.00625573991667
gillico01,-0.855953878691,-0.387834267925,-0.45977158141,0.0214409887235,-0.0391864692691
kanepa01,0.69101460449,-0.679237472196,0.242000111238,0.266068972022,-0.281576763378
negrijo01,-0.314031737928,0.41474032488,0.624198655245,-0.169387066411,-0.0576860707431
perroda01,-0.205481413368,-0.64991486537,-0.163191353562,-0.289593551032,0.130612593825
suttebr03,-0.761842262884,-0.361827241699,-0.182703492175,-0.163885210133,-0.151049074039
toewsjo01,0.445994534282,-0.656399346318,0.152153858165,0.384258730774,-0.0151877865326
turriky01,-0.267243193559,-0.322916920744,-0.0873988467951,0.277429854674,-0.342797367854
voracja01,-0.0212473449165,-0.631230502689,-0.0230744467237,-0.32891444649,-0.106294112972
bailejo01,0.107301076054,-0.14552652649,-0.179470916856,0.237454840826,-0.143834211826
boedkmi01,-0.018598377105,-0.29903322787,-0.265975266627,-0.177223860102,-0.0592441159012
bogosza01,0.757760093327,0.602386452025,-0.508148792858,-0.125505329966,0.020229401922
delzomi01,0.70098227511,0.145629121273,-0.122222182739,0.105963662854,-0.308532665859
doughdr01,0.896563273904,0.3846061865,-0.198323763309,0.235350650422,-0.130056401421
filatni01,-1.01319631831,-0.315230071265,0.143243891646,-0.0719902336587,0.0678989753904
karlser01,0.660605043294,0.152201057709,0.261241220839,0.0387881466423,-0.0681486225259
myersty01,1.09451520909,0.240045561211,-0.222533112731,0.160159895685,0.191618667878
pietral01,-0.00389933825252,0.137138274008,0.605627820519,0.037766431175,0.207237200776
sbisalu01,0.158725358907,0.431854347909,-0.263481874942,0.22621631637,0.1275686554
schenlu01,0.806204033852,0.875884698946,-0.559714678895,-0.311834656839,0.1938879271
stamkst01,1.10380227178,-0.441512437266,0.115386241578,0.453991135244,-0.0144062545891
wrighja02,-0.793621893337,-0.233731931383,-0.472754449463,0.0531621812235,-0.132459169282
duchema01,0.551673974811,-0.392888176354,-0.00867206652336,0.187377892462,-0.065756817131
ekmanol01,-0.00751654247859,0.0425743471039,0.0165262204561,-0.208102026681,0.0794169446234
hedmavi01,0.589108479082,0.323033391898,-0.295463037054,-0.155189907275,0.144830704804
josefja01,-0.414393059167,-0.36148312514,0.202646343035,0.12345566634,0.121541882757
kaneev01,0.571035569524,0.0453512019752,-0.162953694091,-0.240609386784,-0.0552370076682
kulikdm01,0.324684639216,0.245364834973,-0.271396906133,0.174600163276,-0.0800879648075
leddyni01,-0.18331846764,0.191496580979,0.0301470111147,-0.0298704364019,0.0153836969574
morinje01,-0.481766240422,-0.296918656613,0.0778716061119,0.129387641226,0.381702567688
oreilry01,0.137585595699,-0.148295244854,-0.065398739407,-0.148380095752,-0.129269751173
paajama01,0.230279535614,-0.207248299724,-0.0553334419054,0.0532948183208,-0.204370367908
palmiky01,-1.12913448566,-0.125411183356,-0.0476763833133,0.256560063697,0.108732748509
pirribr01,-1.19253939799,0.53977750376,0.00489519675066,0.528970635739,-0.470353043277
schenbr01,-0.889991408428,-0.121316738581,-0.263349658393,0.135737175772,0.363889009579
tavarjo01,0.695046850199,-0.236843357144,0.0723999397341,0.30636574782,-0.206698784932
bulmebr01,-0.758537802446,-0.255087373345,-0.424035333383,-0.123957379475,0.490542858744
burmial01,-0.152909510017,-0.20054728528,-0.220102456306,-0.179649227502,-0.166026679377
connobr01,-0.318890771023,-0.268380110752,-0.283579974807,-0.120746001099,-0.195165307658
faulkju01,0.705440235673,0.5370364384,-0.141086107607,0.164554102559,-0.0287006164398
fowleca01,0.800651215912,0.226523310713,-0.121092961698,0.649044817549,-0.174738878315
hallta02,0.664151941737,0.0160815881519,0.104863889747,0.00138320363179,0.108695002181
johanry01,-0.207989664408,-0.28639570791,-0.161892610401,-0.217602394735,-0.117769460964
niedeni01,-0.666847352958,0.159536430352,-0.357419748723,-0.241580502822,-0.518552258478
schwaja01,-0.747043789398,-0.360614512364,0.0079283447407,0.410092629173,0.498896944739
seguity01,-0.15382861905,-0.234944647029,-0.15520929306,-0.0221046987308,-0.161946386225
skinnje01,0.728982525824,-0.093794765482,0.203832678773,0.112217649697,-0.0272204111083
smithde06,-0.46387600941,-0.0863309670122,-0.367676993081,-0.118902497796,-0.0794886254103
toewsjo01,0.445994534282,-0.656399346318,0.152153858165,0.384258730774,-0.0151877865326
baertsv01,-0.796043060538,-0.674896324942,-0.224665813305,0.101278959315,0.909481589177
brodijo01,0.454094124343,0.494822900049,0.0975713923958,0.0316840880904,0.300485637163
corrafr01,-0.00113147398864,1.29063588251,-0.166666429408,0.18043323487,0.338064091597
coutuse01,-0.0812402786757,-0.404890239746,-0.342883231221,-0.253081034216,0.0429675165732
hamildo01,0.381585967237,0.309818751802,0.18337560687,-0.252695154708,0.202374555314
huberjo01,0.39869492944,0.0888477674543,0.362677365795,0.120216306485,-0.153786299031
jaskidm01,-1.14630173696,0.0792861667471,0.787884480174,-0.611977219234,-0.869788727173
landega01,0.821771691197,0.0257246214304,-0.0809322109842,-0.520200850664,0.051997078505
larssad01,0.422349934995,0.350292316344,-0.18143139346,-0.106500728133,0.0370291763032
millejt01,-0.396258459269,0.243145201993,0.0367863897449,-0.0487890437498,-0.0717307981964
