,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,PIT,22,26,53,32.9,-12.,18,40,31.0,-15.,7.7,92.9,100.,66.7,33.3
2,2008-09,PIT,23,15,18,45.5,10.7,11,13,45.8,9.0,11.1,100.,111.,20.0,80.0
3,2009-10,EDM,24,268,240,52.8,6.3,199,178,52.8,6.2,11.9,88.5,100.,52.7,47.3
