,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2016-17,NSH,23.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.3,11.0,14.3,11.0,11.43,4.0,1.0,3.0,1.0,abergpo01,23.0,76.0,99.0,43.4,-11.0,58.0,74.0,43.9,-9.5,12.8,93.0,105.0,50.0,50.0,1
1,2014-15,CBJ,20.0,6.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,19.0,13.27,24.0,2.0,3.0,3.0,anderjo05,20.0,74.0,71.0,51.0,2.2,50.0,58.0,46.3,-2.2,7.1,90.5,97.6,46.5,53.5,1
2,2015-16,CBJ,21.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.1,22.0,9.1,22.0,10.42,40.0,4.0,4.0,1.0,anderjo05,21.0,95.0,125.0,43.2,-3.5,70.0,96.0,42.2,-5.4,9.6,92.5,102.0,37.5,62.5,1
3,2016-17,CBJ,22.0,21.0,19.0,10.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,18.9,56.0,18.9,56.0,12.00,35.0,14.0,4.0,9.0,anderjo05,22.0,226.0,223.0,50.3,0.7,165.0,162.0,50.5,1.3,12.1,95.4,107.0,49.7,50.3,1
4,2015-16,DET,21.0,37.0,5.0,1.0,8.0,0.0,1.0,1.0,5.0,0.0,0.0,17.0,85.0,17.0,85.0,9.01,17.0,8.0,11.0,7.0,athanan01,21.0,289.0,281.0,50.7,-3.7,224.0,234.0,48.9,-4.4,9.1,91.5,100.0,64.2,35.8,1
5,2016-17,DET,22.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,36.0,20.0,36.0,12.06,5.0,4.0,2.0,4.0,athanan01,22.0,98.0,116.0,45.8,0.8,73.0,93.0,44.0,-0.5,11.1,93.8,104.0,51.3,48.8,1
6,2016-17,EDM,22.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,42.0,0.0,42.0,16.10,34.0,14.0,1.0,10.0,bennima01,22.0,238.0,190.0,55.6,-0.1,172.0,146.0,54.1,-2.4,11.6,91.2,102.0,64.1,35.9,1
7,2015-16,MIN,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.57,7.0,2.0,0.0,0.0,bertsch02,21.0,10.0,37.0,21.3,-25.0,9.0,25.0,26.5,-20.0,0.0,100.0,100.0,42.9,57.1,1
8,2016-17,MIN,22.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,8.08,7.0,3.0,0.0,0.0,bertsch02,22.0,25.0,35.0,41.7,-10.0,17.0,25.0,40.5,-10.0,6.7,95.0,101.0,69.6,30.4,1
9,2015-16,NJD,21.0,41.0,34.0,-14.0,1.0,4.0,0.0,1.0,10.0,2.0,0.0,11.6,81.0,11.6,81.0,15.36,39.0,13.0,19.0,8.0,blandjo01,21.0,407.0,476.0,46.1,1.2,320.0,354.0,47.5,2.1,6.9,89.2,96.1,46.9,53.1,1
10,2015-16,TOR,22.0,7.0,0.0,-2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,9.1,20.0,9.1,20.0,14.58,1.0,2.0,4.0,0.0,brownco02,22.0,76.0,64.0,54.3,1.8,54.0,54.0,50.0,-1.9,7.9,88.1,96.0,61.1,38.9,1
