,name,url,height,weight,shot,pos,draft
88,Robert Schnabel,/players/s/schnaro01.html,196,230,L,D,79t
89,Tomas Kloucek,/players/k/kloucto01.html,190,235,L,D,131
90,Andrei Bashkirov,/players/b/bashkan01.html,183,215,L,L,132
91,Rob Scuderi,/players/s/scudero01.html,185,212,L,D,134
92,Andrew Raycroft,/players/r/raycran01.html,185,178,a,G,135
93,Ryan Flinn,/players/f/flinnry01.html,196,248,L,L,143
94,Mikael Samuelsson,/players/s/samuemi01.html,188,218,R,R,145
95,Trent Hunter,/players/h/huntetr01.html,190,217,R,R,150
96,Gordie Dwyer,/players/d/dwyergo01.html,190,215,L,L,67t
97,Pavel Patera,/players/p/paterpa01.html,185,172,L,C,153
98,Allan Rourke,/players/r/rourkal01.html,188,215,L,D,154
99,Kent Huskins,/players/h/huskike01.html,193,210,L,D,156
100,Rickard Wallin,/players/w/walliri01.html,188,195,L,C,160
101,Chris Neil,/players/n/neilch01.html,185,206,R,R,161
102,Andrei Markov,/players/m/markoan01.html,183,194,L,D,162
103,Tomas Zizka,/players/z/zizkato01.html,185,198,L,D,163
104,Ales Kotalik,/players/k/kotalal01.html,185,225,R,R,164
105,Antero Niittymaki,/players/n/niittan01.html,185,210,a,G,168
106,Pavel Datsyuk,/players/d/datsypa01.html,180,194,L,C,171
107,Niko Kapanen,/players/k/kapanni01.html,175,180,L,C,173
108,Jesse Fibiger,/players/f/fibigje01.html,190,210,L,D,178
109,Evgeny Korolev,/players/k/korolev01.html,185,214,L,D,192
110,Tyler Arnason,/players/a/arnasty01.html,180,204,L,C,183
111,Mike Morrison,/players/m/morrimi01.html,190,194,a,G,186
112,Erik Westrum,/players/w/westrer01.html,183,204,L,C,187
113,Brad Moran,/players/m/moranbr01.html,180,182,L,C,191
114,Rastislav Stana,/players/s/stanara01.html,188,184,a,G,193
115,Tomas Divisek,/players/d/divisto01.html,188,210,L,C,195
116,Jonas Frogren,/players/f/frogrjo01.html,185,189,L,D,206
117,Johan Witehall,/players/w/witehjo01.html,185,198,L,L,207
118,Jaroslav Svoboda,/players/s/svoboja01.html,188,190,L,L,208
119,Jim Fahey,/players/f/faheyji01.html,183,205,R,D,212
120,Michael Ryder,/players/r/rydermi01.html,185,200,R,R,216
121,David Moravec,/players/m/moravda01.html,183,180,L,R,218
122,Mike Farrell,/players/f/farremi01.html,183,222,R,R,220
123,Karlis Skrastins,/players/s/skraska01.html,188,208,L,D,230
124,Jan Mertzig,/players/m/mertzja01.html,193,218,L,D,235
125,Petr Hubacek,/players/h/hubacpe01.html,188,185,R,C,243
126,Toby Petersen,/players/p/peterto01.html,178,198,L,C,244
127,Matthew Yeats,/players/y/yeatsma01.html,180,165,a,G,248
128,Martin Cibak,/players/c/cibakma01.html,185,196,L,C,252
129,Bruno St. Jacques,/players/s/stjacbr01.html,188,216,L,D,253
130,Matt Hussey,/players/h/hussema01.html,188,212,L,C,254
131,John Pohl,/players/p/pohljo01.html,185,196,R,C,255

