,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2013-14,WPG,25.0,9.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,20.0,6.0,5.07,8.0,3.0,1.0,0.0,alberjo01,25.0,37.0,45.0,45.1,-3.7,29.0,32.0,47.5,-5.0,5.0,84.6,89.6,55.0,45.0,1
1,2011-12,CGY,22.0,2.0,12.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,66.7,4.0,66.7,4.0,11.02,6.0,0.0,0.0,1.0,aliuak01,22.0,17.0,18.0,48.6,0.4,12.0,17.0,41.4,-4.6,27.3,100.0,127.0,36.4,63.6,1
2,2012-13,CGY,23.0,5.0,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.52,5.0,2.0,1.0,2.0,aliuak01,23.0,34.0,57.0,37.4,-9.6,23.0,39.0,37.1,-11.0,0.0,93.8,93.8,34.5,65.5,1
3,2009-10,MIN,20.0,7.0,9.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,8.0,16.7,8.0,7.45,7.0,5.0,0.0,0.0,almonco01,20.0,37.0,49.0,43.0,-6.8,23.0,35.0,39.7,-8.9,5.9,84.0,89.9,25.0,75.0,1
4,2010-11,MIN,21.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,7.02,11.0,3.0,1.0,1.0,almonco01,21.0,28.0,55.0,33.7,-10.0,24.0,35.0,40.7,-3.4,8.3,95.7,104.0,29.6,70.4,1
5,2011-12,MIN,22.0,10.0,15.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,13.0,14.3,13.0,10.13,15.0,8.0,3.0,2.0,almonco01,22.0,63.0,113.0,35.8,-7.3,44.0,83.0,34.6,-9.1,3.6,88.2,91.8,48.0,52.0,1
6,2008-09,WSH,20.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.2,65.0,3.2,65.0,19.25,23.0,54.0,10.0,36.0,alzneka01,20.0,515.0,407.0,55.9,1.4,372.0,283.0,56.8,1.9,8.0,89.0,97.0,52.1,47.9,1
7,2009-10,WSH,21.0,21.0,8.0,-2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,38.0,0.0,38.0,16.24,15.0,21.0,6.0,8.0,alzneka01,21.0,286.0,294.0,49.3,-4.4,204.0,224.0,47.7,-6.3,9.7,89.9,99.7,42.9,57.1,1
8,2010-11,WSH,22.0,82.0,24.0,14.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,3.1,140.0,3.1,140.0,20.01,98.0,130.0,24.0,40.0,alzneka01,22.0,1339.0,1241.0,51.9,0.4,955.0,900.0,51.5,0.3,8.5,93.2,101.0,49.6,50.4,1
9,2011-12,WSH,23.0,82.0,29.0,12.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,1.8,146.0,1.8,146.0,20.52,74.0,139.0,18.0,48.0,alzneka01,23.0,1190.0,1417.0,45.6,-4.5,871.0,998.0,46.6,-3.5,9.5,92.9,102.0,41.2,58.8,1
10,2012-13,WSH,24.0,48.0,14.0,-6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.6,98.0,2.6,98.0,20.57,45.0,85.0,10.0,23.0,alzneka01,24.0,773.0,814.0,48.7,-0.4,561.0,594.0,48.6,0.0,7.3,91.8,99.2,45.9,54.1,1
11,2013-14,WSH,25.0,82.0,26.0,-7.0,2.0,0.0,0.0,1.0,13.0,1.0,2.0,2.1,201.0,2.1,201.0,20.32,73.0,158.0,28.0,33.0,alzneka01,25.0,1194.0,1375.0,46.5,-2.1,886.0,1004.0,46.9,-0.9,7.2,92.4,99.6,48.6,51.4,1
12,2014-15,WSH,26.0,82.0,20.0,14.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,6.9,170.0,6.9,170.0,19.26,120.0,165.0,15.0,35.0,alzneka01,26.0,1239.0,1204.0,50.7,-0.9,883.0,862.0,50.6,-1.4,8.7,93.2,101.0,49.5,50.5,1
13,2015-16,WSH,27.0,82.0,26.0,14.0,4.0,0.0,0.0,1.0,17.0,0.0,0.0,5.3,185.0,5.3,185.0,21.23,135.0,207.0,24.0,41.0,alzneka01,27.0,1330.0,1397.0,48.8,-3.1,991.0,991.0,50.0,-1.8,8.1,93.5,101.0,41.9,58.1,1
14,2016-17,WSH,28.0,21.0,10.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.3,44.0,8.3,44.0,20.08,25.0,31.0,5.0,13.0,alzneka01,28.0,305.0,296.0,50.7,-1.7,230.0,231.0,49.9,-1.0,9.0,94.4,103.0,51.6,48.4,1
15,2011-12,DET,22.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.40,5.0,1.0,0.0,0.0,anderjo03,22.0,27.0,22.0,55.1,3.3,23.0,18.0,56.1,4.9,7.1,100.0,107.0,73.3,26.7,1
16,2012-13,DET,23.0,38.0,8.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,68.0,7.0,68.0,12.05,17.0,12.0,4.0,16.0,anderjo03,23.0,386.0,289.0,57.2,6.7,293.0,225.0,56.6,6.0,7.2,92.2,99.4,53.9,46.1,1
17,2013-14,DET,24.0,65.0,12.0,-11.0,8.0,0.0,0.0,1.0,8.0,0.0,1.0,10.3,119.0,10.3,119.0,13.50,26.0,25.0,18.0,27.0,anderjo03,24.0,582.0,604.0,49.1,-3.8,454.0,457.0,49.8,-2.8,6.6,89.8,96.4,46.4,53.6,1
18,2014-15,DET,25.0,68.0,22.0,-4.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,4.1,103.0,4.1,103.0,11.38,27.0,24.0,8.0,13.0,anderjo03,25.0,434.0,556.0,43.8,-11.0,325.0,411.0,44.2,-9.8,6.0,93.5,99.5,38.8,61.2,1
19,2015-16,DET,26.0,29.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.9,30.0,5.9,30.0,9.01,14.0,5.0,1.0,0.0,anderjo03,26.0,160.0,170.0,48.5,-2.7,125.0,135.0,48.1,-1.2,6.1,96.0,102.0,46.6,53.4,1
20,2010-11,TOR,21.0,40.0,32.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,76.0,6.3,76.0,19.08,98.0,74.0,5.0,46.0,aulieke01,21.0,550.0,776.0,41.5,-7.2,403.0,568.0,41.5,-7.6,8.5,93.8,102.0,43.4,56.6,1
21,2011-12,TOT,22.0,36.0,29.0,-7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,39.0,13.26,78.0,38.0,4.0,18.0,aulieke01,22.0,356.0,481.0,42.5,-4.5,268.0,351.0,43.3,-4.0,8.6,90.5,99.0,44.7,55.3,1
24,2012-13,TBL,23.0,45.0,60.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.4,76.0,5.4,76.0,12.49,91.0,42.0,5.0,8.0,aulieke01,23.0,473.0,543.0,46.6,-0.8,361.0,410.0,46.8,-0.7,8.6,92.7,101.0,51.5,48.5,1
25,2013-14,TBL,24.0,15.0,9.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,18.0,9.49,17.0,15.0,0.0,1.0,aulieke01,24.0,101.0,144.0,41.2,-7.7,79.0,103.0,43.4,-7.6,5.2,91.3,96.5,40.5,59.5,1
26,2014-15,EDM,25.0,31.0,66.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,59.0,14.18,59.0,37.0,4.0,12.0,aulieke01,25.0,345.0,447.0,43.6,-5.3,252.0,327.0,43.5,-4.8,10.1,90.2,100.0,44.4,55.6,1
27,2008-09,CGY,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.44,0.0,0.0,1.0,0.0,backlmi01,19.0,10.0,5.0,66.7,10.8,8.0,5.0,61.5,4.6,0.0,100.0,100.0,60.0,40.0,1
28,2009-10,CGY,20.0,23.0,6.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.1,90.0,2.1,90.0,12.36,12.0,4.0,10.0,13.0,backlmi01,20.0,264.0,202.0,56.7,2.5,203.0,155.0,56.7,3.4,9.6,92.5,102.0,58.5,41.5,1
29,2010-11,CGY,21.0,73.0,18.0,4.0,8.0,2.0,0.0,1.0,12.0,2.0,1.0,6.9,240.0,6.9,240.0,12.05,35.0,19.0,37.0,26.0,backlmi01,21.0,793.0,604.0,56.8,6.6,597.0,440.0,57.6,7.3,7.5,91.2,98.7,53.5,46.5,1
30,2011-12,CGY,22.0,41.0,16.0,-13.0,2.0,2.0,0.0,2.0,6.0,1.0,0.0,4.7,139.0,4.7,139.0,15.23,25.0,19.0,29.0,17.0,backlmi01,22.0,496.0,480.0,50.8,3.1,365.0,358.0,50.5,3.5,5.2,89.7,94.9,43.6,56.4,1
31,2012-13,CGY,23.0,32.0,29.0,-6.0,6.0,2.0,0.0,1.0,6.0,2.0,0.0,9.1,145.0,9.1,145.0,15.07,31.0,19.0,28.0,17.0,backlmi01,23.0,402.0,388.0,50.9,3.1,297.0,287.0,50.9,2.9,7.1,89.8,97.0,45.1,54.9,1
32,2013-14,CGY,24.0,76.0,32.0,4.0,9.0,5.0,4.0,3.0,15.0,6.0,0.0,10.1,318.0,10.1,318.0,18.32,64.0,62.0,63.0,40.0,backlmi01,24.0,1050.0,954.0,52.4,7.5,767.0,664.0,53.6,8.1,8.2,91.4,99.7,47.1,52.9,1
33,2014-15,CGY,25.0,52.0,14.0,4.0,8.0,0.0,2.0,2.0,16.0,1.0,0.0,9.7,193.0,9.7,193.0,17.45,41.0,33.0,58.0,42.0,backlmi01,25.0,654.0,767.0,46.0,2.3,474.0,511.0,48.1,3.4,10.5,91.3,101.0,39.1,60.9,1
34,2015-16,CGY,26.0,82.0,28.0,10.0,15.0,3.0,3.0,4.0,19.0,6.0,1.0,13.5,274.0,13.5,274.0,16.26,68.0,51.0,57.0,44.0,backlmi01,26.0,1065.0,969.0,52.4,5.4,772.0,691.0,52.8,5.5,9.0,90.0,99.0,47.7,52.3,1
35,2016-17,CGY,27.0,26.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,96.0,5.0,96.0,17.45,17.0,20.0,14.0,14.0,backlmi01,27.0,319.0,304.0,51.2,2.0,235.0,232.0,50.3,1.9,8.7,89.6,98.2,36.4,63.6,1
36,2012-13,CAR,24.0,8.0,7.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,18.0,13.46,14.0,13.0,3.0,4.0,bellebr01,24.0,99.0,86.0,53.5,-4.2,72.0,57.0,55.8,-1.8,4.4,90.5,94.9,49.3,50.7,1
37,2013-14,CAR,25.0,64.0,45.0,-1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,3.7,106.0,3.7,106.0,17.28,169.0,98.0,21.0,39.0,bellebr01,25.0,880.0,960.0,47.8,-3.5,664.0,702.0,48.6,-0.8,5.3,93.6,98.9,43.5,56.5,1
38,2014-15,CAR,26.0,49.0,27.0,1.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,7.7,62.0,7.7,62.0,16.23,148.0,54.0,9.0,28.0,bellebr01,26.0,602.0,649.0,48.1,-3.8,463.0,472.0,49.5,-2.5,7.9,92.8,100.0,44.9,55.1,1
39,2009-10,DAL,20.0,82.0,45.0,-1.0,20.0,2.0,0.0,3.0,14.0,5.0,0.0,12.1,315.0,12.1,315.0,14.42,186.0,39.0,70.0,37.0,bennja01,20.0,937.0,904.0,50.9,1.1,689.0,678.0,50.4,0.6,8.5,91.7,100.0,56.2,43.8,1
40,2010-11,DAL,21.0,69.0,52.0,-5.0,12.0,6.0,4.0,3.0,27.0,5.0,2.0,12.4,326.0,12.4,326.0,18.01,124.0,41.0,66.0,33.0,bennja01,21.0,874.0,896.0,49.4,0.1,645.0,676.0,48.8,-0.9,10.3,89.8,100.0,59.1,40.9,1
41,2011-12,DAL,22.0,71.0,55.0,15.0,23.0,2.0,1.0,7.0,29.0,8.0,0.0,12.8,366.0,12.8,366.0,18.04,136.0,52.0,56.0,51.0,bennja01,22.0,1080.0,980.0,52.4,1.3,805.0,718.0,52.9,1.0,10.7,90.7,101.0,49.2,50.8,1
42,2012-13,DAL,23.0,41.0,40.0,-12.0,9.0,3.0,0.0,3.0,14.0,7.0,0.0,10.9,211.0,10.9,211.0,19.55,71.0,32.0,41.0,31.0,bennja01,23.0,617.0,624.0,49.7,3.2,451.0,471.0,48.9,5.0,9.6,88.1,97.7,58.0,42.0,1
43,2013-14,DAL,24.0,81.0,64.0,21.0,28.0,5.0,1.0,3.0,29.0,14.0,2.0,12.2,512.0,12.2,512.0,19.09,116.0,59.0,69.0,67.0,bennja01,24.0,1266.0,1162.0,52.1,1.5,970.0,865.0,52.9,2.2,11.3,91.3,102.0,56.0,44.0,1
44,2014-15,DAL,25.0,82.0,64.0,1.0,23.0,10.0,2.0,6.0,37.0,13.0,2.0,13.8,466.0,13.8,466.0,19.57,120.0,50.0,76.0,50.0,bennja01,25.0,1375.0,1160.0,54.2,3.2,1001.0,882.0,53.2,1.4,10.9,88.3,99.2,54.6,45.4,1
45,2015-16,DAL,26.0,82.0,64.0,7.0,22.0,17.0,2.0,5.0,32.0,13.0,3.0,16.6,431.0,16.6,431.0,20.01,156.0,55.0,65.0,80.0,bennja01,26.0,1352.0,1194.0,53.1,1.2,976.0,880.0,52.6,0.4,10.4,89.5,99.9,53.7,46.3,1
46,2016-17,DAL,27.0,24.0,25.0,-6.0,2.0,5.0,0.0,2.0,11.0,2.0,0.0,11.9,113.0,11.9,113.0,20.19,40.0,16.0,19.0,13.0,bennja01,27.0,326.0,338.0,49.1,1.7,241.0,249.0,49.2,0.6,9.4,89.7,99.1,42.0,58.0,1
