,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2014-15,NSH,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,10.15,3.0,5.0,3.0,3.0,arvidvi01,21.0,50.0,55.0,47.6,-4.1,38.0,36.0,51.4,-0.5,4.0,96.3,100.0,54.0,46.0,1
1,2015-16,NSH,22.0,56.0,35.0,-8.0,7.0,1.0,0.0,3.0,8.0,0.0,0.0,5.8,228.0,5.8,228.0,12.24,27.0,35.0,15.0,17.0,arvidvi01,22.0,683.0,584.0,53.9,2.1,503.0,409.0,55.2,2.5,5.8,90.3,96.0,51.5,48.5,1
2,2016-17,NSH,23.0,22.0,8.0,2.0,5.0,1.0,1.0,0.0,4.0,2.0,1.0,10.1,110.0,10.1,110.0,15.32,9.0,11.0,8.0,8.0,arvidvi01,23.0,358.0,290.0,55.2,6.4,273.0,228.0,54.5,6.2,7.0,93.0,100.0,58.5,41.5,1
4,2015-16,CGY,19.0,77.0,37.0,-11.0,15.0,3.0,0.0,2.0,13.0,5.0,0.0,13.2,240.0,13.2,240.0,15.09,110.0,32.0,34.0,27.0,bennesa01,19.0,943.0,974.0,49.2,0.9,667.0,712.0,48.4,-0.9,8.3,89.9,98.2,54.7,45.3,1
5,2016-17,CGY,20.0,26.0,28.0,-2.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,12.5,75.0,12.5,75.0,15.25,47.0,9.0,18.0,8.0,bennesa01,20.0,273.0,292.0,48.3,-1.9,202.0,227.0,47.1,-2.5,8.8,90.0,98.8,54.0,46.0,1
6,2016-17,ARI,21.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,12.5,24.0,12.5,24.0,19.27,2.0,13.0,1.0,5.0,deangan01,21.0,138.0,187.0,42.5,-2.5,110.0,152.0,42.0,-1.9,7.3,93.8,101.0,55.4,44.6,1
7,2015-16,WPG,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.25,0.0,0.0,0.0,0.0,deleoch01,20.0,6.0,14.0,30.0,-29.0,6.0,11.0,35.3,-24.0,16.7,100.0,116.0,33.3,66.7,1
8,2014-15,EDM,19.0,37.0,4.0,-17.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,4.1,77.0,4.1,77.0,12.42,21.0,8.0,14.0,16.0,draisle01,19.0,405.0,366.0,52.5,3.2,320.0,280.0,53.3,5.3,5.0,87.7,92.7,79.0,21.0,1
9,2015-16,EDM,20.0,72.0,20.0,-2.0,14.0,5.0,0.0,2.0,28.0,4.0,0.0,14.3,214.0,14.3,214.0,18.03,38.0,18.0,40.0,61.0,draisle01,20.0,1132.0,1027.0,52.4,4.5,844.0,758.0,52.7,5.7,8.5,90.6,99.1,55.0,45.0,1
10,2016-17,EDM,21.0,24.0,2.0,-5.0,2.0,5.0,0.0,0.0,8.0,2.0,0.0,15.6,84.0,15.6,84.0,17.10,8.0,11.0,13.0,16.0,draisle01,21.0,341.0,286.0,54.4,1.8,258.0,223.0,53.6,0.4,7.2,91.3,98.6,54.1,45.9,1
11,2016-17,ARI,20.0,17.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,13.3,28.0,13.3,28.0,14.45,15.0,16.0,1.0,3.0,dvorach01,20.0,177.0,251.0,41.4,-6.3,126.0,190.0,39.9,-5.7,10.2,93.8,104.0,59.8,40.2,1
12,2015-16,WPG,19.0,72.0,21.0,3.0,11.0,4.0,0.0,0.0,16.0,7.0,0.0,9.0,304.0,9.0,304.0,16.06,29.0,25.0,20.0,37.0,ehlerni01,19.0,1013.0,860.0,54.1,3.9,757.0,623.0,54.9,5.2,8.7,90.4,99.1,56.3,43.7,1
13,2016-17,WPG,20.0,25.0,12.0,1.0,4.0,0.0,0.0,1.0,14.0,2.0,0.0,7.5,106.0,7.5,106.0,17.52,15.0,9.0,13.0,15.0,ehlerni01,20.0,370.0,325.0,53.2,7.2,273.0,238.0,53.4,7.7,12.6,87.0,99.6,54.1,45.9,1
14,2014-15,FLA,18.0,81.0,32.0,12.0,6.0,6.0,0.0,4.0,20.0,7.0,0.0,7.1,351.0,7.1,351.0,21.49,109.0,80.0,26.0,41.0,ekblaaa01,18.0,1416.0,1194.0,54.3,4.4,1080.0,932.0,53.7,4.0,8.0,92.8,100.0,61.2,38.8,1
15,2015-16,FLA,19.0,78.0,41.0,18.0,12.0,3.0,0.0,4.0,15.0,6.0,0.0,8.2,324.0,8.2,324.0,21.41,87.0,59.0,24.0,41.0,ekblaaa01,19.0,1176.0,1112.0,51.4,3.8,932.0,879.0,51.5,3.5,10.0,91.7,101.0,55.6,44.4,1
16,2016-17,FLA,20.0,23.0,24.0,-8.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,8.3,150.0,8.3,150.0,23.14,45.0,20.0,10.0,15.0,ekblaaa01,20.0,392.0,377.0,51.0,-2.1,288.0,302.0,48.8,-4.5,5.3,91.4,96.7,55.3,44.7,1
17,2015-16,STL,20.0,72.0,25.0,-2.0,16.0,2.0,0.0,3.0,13.0,6.0,0.0,15.8,193.0,15.8,193.0,13.19,51.0,9.0,27.0,20.0,fabbrro01,20.0,835.0,759.0,52.4,1.8,617.0,571.0,51.9,0.7,8.2,90.9,99.1,53.3,46.7,1
