,name,url,height,weight,shot,pos,draft
50,Anton Kadeykin,/players/k/kadeyan01.html,ml>,ml>,a,D,51s
51,Dan Spang,/players/s/spangda01.html,ml>,ml>,a,D,52n
52,Barry Tallackson,/players/t/tallaba01.html,196,215,R,R,53r
53,Duncan Keith,/players/k/keithdu01.html,185,192,L,D,54t
54,Denis Grot,/players/g/grotde01.html,ml>,ml>,a,D,55t
55,Vladislav Yevseyev,/players/y/yevsevl01.html,ml>,ml>,a,L,56t
56,Matt Stajan,/players/s/stajama01.html,185,195,L,C,57t
57,Jiri Hudler,/players/h/hudleji01.html,178,183,L,C,58t
58,Maxime Daigneault,/players/d/daignma01.html,ml>,ml>,a,G,59t
59,Adam Henrich,/players/h/henriad02.html,ml>,ml>,a,L,60t
60,Johnny Boychuk,/players/b/boychjo01.html,188,227,R,D,61s
61,Andrei Mikhnov,/players/m/mikhnan01.html,ml>,ml>,a,C,62n
62,Tomas Fleischmann,/players/f/fleisto01.html,185,192,L,L,63r
63,Jason Ryznar,/players/r/ryznaja01.html,193,205,L,L,64t
64,Ole-Kristian Tollefsen,/players/t/tolleol01.html,188,211,L,D,65t
65,Petr Kanko,/players/k/kankope01.html,178,195,L,R,66t
66,Gregory Campbell,/players/c/campbgr01.html,183,197,L,L,67t
67,Brett Skinner,/players/s/skinnbr01.html,185,183,L,D,68t
68,Erik Christensen,/players/c/chriser01.html,185,200,L,C,69t
69,Joe Callahan,/players/c/callajo02.html,190,220,R,D,70t
70,Mike Erickson,/players/e/erickmi01.html,ml>,ml>,a,R,72n
71,Barry Brust,/players/b/brustba01.html,188,216,a,G,73r
72,Todd Ford,/players/f/fordto01.html,ml>,ml>,a,G,74t
73,Arttu Luttinen,/players/l/luttiar01.html,ml>,ml>,a,C,75t
74,Michael Tessier,/players/t/tessimi01.html,ml>,ml>,a,L,76t
75,Patrick Wellar,/players/w/wellapa01.html,ml>,ml>,a,D,77t
76,Geoff Waugh,/players/w/waughge01.html,ml>,ml>,a,D,78t
77,Brock Radunske,/players/r/radunbr01.html,ml>,ml>,a,L,79t
78,Matt Jones,/players/j/jonesma01.html,183,215,L,D,80t
79,Marcus Jonasen,/players/j/jonasma01.html,ml>,ml>,a,L,81s
80,John Adams,/players/a/adamsjo03.html,ml>,ml>,a,D,82n
81,Lukas Mensator,/players/m/mensalu01.html,ml>,ml>,a,G,83r
82,Marek Chvatal,/players/c/chvatma01.html,ml>,ml>,a,D,84t
83,Ahren Nittel,/players/n/nitteah01.html,ml>,ml>,a,L,85t
84,Jonas Fiedler,/players/f/fiedljo01.html,ml>,ml>,a,R,86t
85,Frans Nielsen,/players/n/nielsfr01.html,185,188,L,C,87t
86,Dominic D'Amour,/players/d/damoudo01.html,ml>,ml>,a,D,88t
87,Tomas Troliga,/players/t/trolito01.html,ml>,ml>,a,C,89t
88,Matthew Lombardi,/players/l/lombama01.html,180,195,L,C,215
89,Jesse Lane,/players/l/laneje01.html,ml>,ml>,a,D,91s
90,Derek Krestanovich,/players/k/krestde01.html,ml>,ml>,a,C,92n
91,Alexander Kojevnikov,/players/k/kojeval01.html,ml>,ml>,a,L,93r
92,Eric Lundberg,/players/l/lundber01.html,ml>,ml>,a,D,94t
93,Valtteri Filppula,/players/f/filppva01.html,183,196,L,C,95t
94,Jeff Genovy,/players/g/genovje01.html,ml>,ml>,a,L,96t
95,Lance Monych,/players/m/monycla01.html,ml>,ml>,a,R,97t
96,Ivan Tkachenko,/players/t/tkachiv01.html,ml>,ml>,a,L,98t
97,Michael Lambert,/players/l/lambemi01.html,ml>,ml>,a,L,99t
98,Dmitri Kazionov,/players/k/kaziodm01.html,ml>,ml>,a,C,100
99,Daniel Fernholm,/players/f/fernhda01.html,ml>,ml>,a,D,101
100,Brandon Segal,/players/s/segalbr01.html,188,215,R,R,102
101,Joonas Vihko,/players/v/vihkojo01.html,ml>,ml>,a,C,103
102,Aaron Rome,/players/r/romeaa01.html,185,218,L,D,104
103,Rosario Ruggeri,/players/r/ruggero01.html,ml>,ml>,a,D,105
104,Ivan Koltsov,/players/k/koltsiv01.html,ml>,ml>,a,D,106
105,Mikko Kalteva,/players/k/kaltemi01.html,ml>,ml>,a,D,107
106,Jakub Hulva,/players/h/hulvaja01.html,ml>,ml>,a,R,108
107,Jevon Desautels,/players/d/desauje01.html,ml>,ml>,a,L,109
108,Jarkko A. Immonen,/players/i/immonja02.html,ml>,ml>,a,C,110
109,Jonas Almtorp,/players/a/almtojo01.html,ml>,ml>,a,C,111
110,Yuri Artemenkov,/players/a/artemyu01.html,ml>,ml>,a,R,112
111,Scott Dobben,/players/d/dobbesc01.html,ml>,ml>,a,C,113
112,John Laliberte,/players/l/lalibjo01.html,ml>,ml>,a,R,114
113,Mark Rooneem,/players/r/roonema01.html,ml>,ml>,a,L,115
114,Patrick Dwyer,/players/d/dwyerpa01.html,180,175,R,R,116
115,Cam Janssen,/players/j/janssca01.html,183,215,R,R,117
116,Petr Dvorak,/players/d/dvorape01.html,ml>,ml>,a,C,118
117,Jekabs Redlihs,/players/r/redlije01.html,ml>,ml>,a,D,119
118,Robin Jonsson,/players/j/jonssro01.html,ml>,ml>,a,D,120
119,Marty Magers,/players/m/magerma01.html,ml>,ml>,a,G,121
120,David Turon,/players/t/turonda01.html,ml>,ml>,a,D,122
