,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
616,FLA,34.0,34.0,13.0,0.0,1.0,171.0,1451.0,1156.0,44.3,-4.9,1139.0,880.0,43.6,-5.0,80.0,32.0,4.0,0.0,0.0,0.0,39.0,skraska01,8.8,94.0,102.0,30.0,9.0,2008-09,7.3,7.3,151.0,151.0,19.0,20.34,1,59.1,40.9
634,BUF,34.0,34.0,19.0,18.0,0.0,126.0,1106.0,1261.0,53.3,4.5,819.0,942.0,53.5,4.5,80.0,70.0,4.0,0.0,4.0,0.0,78.0,spaceja01,8.9,90.7,99.6,38.0,2.0,2008-09,6.2,6.2,288.0,288.0,25.0,22.17,1,47.7,52.3
659,SJS,34.0,34.0,8.0,0.0,0.0,114.0,988.0,1028.0,51.0,-2.6,701.0,758.0,52.0,-2.9,61.0,29.0,3.0,3.0,0.0,0.0,122.0,stuarbr02,7.4,92.7,100.0,35.0,4.0,2013-14,4.7,4.7,165.0,165.0,13.0,19.1,1,50.8,49.2
675,COL,34.0,34.0,5.0,2.0,0.0,8.0,208.0,180.0,46.4,-6.2,151.0,136.0,47.4,-7.3,16.0,10.0,3.0,2.0,0.0,1.0,8.0,tangual01,12.7,92.9,105.0,4.0,7.0,2013-14,16.7,16.7,38.0,38.0,9.0,17.17,1,57.9,42.1
155,ATL,34.0,34.0,12.0,0.0,1.0,183.0,1367.0,891.0,39.5,-7.3,1035.0,686.0,39.9,-7.2,81.0,45.0,1.0,0.0,0.0,0.0,34.0,havelni01,11.7,91.7,103.0,42.0,2.0,2007-08,1.9,1.9,97.0,97.0,28.0,20.3,1,57.6,42.4
173,STL,34.0,34.0,0.0,0.0,0.0,0.0,15.0,18.0,54.5,-2.3,9.0,14.0,60.9,2.5,2.0,0.0,1.0,1.0,0.0,0.0,1.0,havlama01,10.0,87.5,97.5,0.0,0.0,2015-16,33.3,33.3,4.0,4.0,3.0,10.54,1,50.0,50.0
198,NSH,34.0,34.0,4.0,0.0,0.0,86.0,733.0,912.0,55.4,4.0,498.0,675.0,57.5,5.4,73.0,35.0,1.0,1.0,0.0,0.0,100.0,jackmba01,6.0,92.6,98.6,76.0,1.0,2015-16,1.6,1.6,130.0,130.0,8.0,13.51,1,43.2,56.8
223,CAR,34.0,34.0,12.0,10.0,0.0,82.0,959.0,1065.0,52.6,-3.3,731.0,779.0,51.6,-5.0,80.0,17.0,0.0,0.0,0.0,0.0,28.0,kaberfr01,8.0,91.4,99.3,30.0,-4.0,2007-08,0.0,0.0,186.0,186.0,26.0,17.09,1,50.1,49.9
237,BOS,34.0,34.0,20.0,0.0,1.0,61.0,891.0,933.0,51.2,-1.1,657.0,679.0,50.8,0.0,80.0,16.0,6.0,2.0,0.0,1.0,126.0,kellych01,7.9,92.7,100.0,48.0,6.0,2014-15,6.3,6.3,188.0,188.0,28.0,15.08,1,54.4,45.6
252,NJD,34.0,34.0,0.0,0.0,0.0,3.0,70.0,107.0,60.5,1.2,56.0,87.0,60.8,2.3,15.0,1.0,1.0,0.0,0.0,0.0,23.0,kostoto01,3.2,91.7,94.9,18.0,0.0,2012-13,7.7,7.7,22.0,22.0,2.0,9.06,1,45.1,54.9
270,TOT,34.0,34.0,3.0,0.0,0.0,50.0,569.0,459.0,44.6,-4.5,420.0,342.0,44.9,-5.0,43.0,8.0,0.0,0.0,1.0,0.0,33.0,leopojo01,5.5,94.3,99.8,19.0,-6.0,2014-15,2.6,2.6,72.0,72.0,9.0,14.55,1,54.1,45.9
299,FLA,34.0,34.0,6.0,0.0,1.0,38.0,534.0,440.0,45.2,-3.8,414.0,351.0,45.9,-3.6,64.0,13.0,6.0,3.0,0.0,0.0,154.0,mackede01,7.3,95.6,102.0,36.0,7.0,2015-16,7.6,7.6,126.0,126.0,27.0,13.09,1,53.1,46.9
310,TBL,34.0,34.0,7.0,3.0,0.0,26.0,545.0,556.0,50.5,-0.5,392.0,423.0,51.9,0.6,57.0,23.0,5.0,0.0,0.0,0.0,75.0,malonry01,6.8,90.6,97.5,67.0,-7.0,2013-14,5.3,5.3,140.0,140.0,11.0,11.47,1,45.5,54.5
320,NYI,34.0,34.0,13.0,0.0,0.0,128.0,1174.0,998.0,45.9,-4.8,832.0,744.0,47.2,-2.6,64.0,39.0,2.0,0.0,1.0,0.0,69.0,martira01,8.0,91.1,99.1,35.0,-5.0,2010-11,3.1,3.1,210.0,210.0,34.0,20.51,1,56.0,44.0
376,MTL,34.0,34.0,1.0,0.0,0.0,5.0,128.0,47.0,26.9,-20.0,90.0,33.0,26.8,-23.0,22.0,2.0,0.0,0.0,0.0,0.0,14.0,parroge01,11.5,85.0,96.5,85.0,-6.0,2013-14,0.0,0.0,5.0,5.0,0.0,4.33,1,55.8,44.2
416,VAN,34.0,34.0,35.0,21.0,0.0,16.0,985.0,1099.0,52.7,4.9,740.0,832.0,52.9,4.0,82.0,36.0,16.0,5.0,4.0,0.0,21.0,sedinda01,9.3,89.8,99.0,18.0,5.0,2014-15,8.8,8.8,370.0,370.0,19.0,18.21,1,45.7,54.3
432,VAN,34.0,34.0,35.0,20.0,0.0,24.0,988.0,1146.0,53.7,6.3,728.0,865.0,54.3,5.9,82.0,37.0,13.0,0.0,5.0,0.0,23.0,sedinhe01,9.9,89.7,99.6,22.0,11.0,2014-15,17.8,17.8,162.0,162.0,33.0,18.37,1,45.8,54.2
476,VAN,34.0,34.0,10.0,4.0,0.0,12.0,791.0,726.0,47.9,0.2,609.0,561.0,47.9,0.7,63.0,27.0,8.0,0.0,5.0,0.0,15.0,vrbatra01,5.9,88.9,94.8,12.0,-30.0,2015-16,6.5,6.5,332.0,332.0,20.0,16.03,1,50.4,49.6
501,DET,34.0,34.0,25.0,24.0,0.0,26.0,925.0,1105.0,54.4,1.4,732.0,835.0,53.3,1.5,77.0,29.0,13.0,3.0,4.0,0.0,55.0,zettehe01,8.9,90.1,99.0,32.0,-6.0,2014-15,7.5,7.5,420.0,420.0,37.0,19.07,1,38.4,61.6
49,CGY,34.0,34.0,5.0,0.0,0.0,47.0,350.0,323.0,48.0,-2.4,260.0,234.0,47.4,-2.3,26.0,17.0,1.0,1.0,0.0,0.0,50.0,engelde01,10.0,94.5,104.0,27.0,8.0,2016-17,2.9,2.9,74.0,74.0,5.0,18.26,1,59.7,40.3
91,LAK,34.0,34.0,0.0,1.0,0.0,0.0,27.0,24.0,47.1,-11.0,20.0,21.0,51.2,-9.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,gaborma01,0.0,92.3,92.3,0.0,-1.0,2016-17,0.0,0.0,9.0,9.0,0.0,13.04,1,47.4,52.6
138,CAR,34.0,34.0,14.0,0.0,0.0,126.0,1393.0,1462.0,51.2,-0.5,1060.0,1098.0,50.9,0.0,81.0,48.0,5.0,2.0,0.0,0.0,85.0,hainsro01,7.9,89.8,97.7,37.0,-13.0,2015-16,3.8,3.8,251.0,251.0,34.0,22.19,1,51.6,48.4
164,CBJ,34.0,34.0,8.0,0.0,0.0,12.0,231.0,227.0,49.6,-0.3,171.0,166.0,49.3,-0.2,21.0,11.0,4.0,0.0,1.0,0.0,19.0,hartnsc01,12.1,93.6,105.0,4.0,7.0,2016-17,17.2,17.2,45.0,45.0,3.0,12.36,1,45.9,54.1
177,ANA,34.0,34.0,0.0,0.0,0.0,3.0,67.0,50.0,42.7,-8.8,54.0,32.0,37.2,-15.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,heatlda01,4.5,89.5,94.0,0.0,-3.0,2014-15,0.0,0.0,13.0,13.0,1.0,12.08,1,43.6,56.4
187,EDM,34.0,34.0,6.0,0.0,1.0,68.0,746.0,610.0,45.0,-4.5,528.0,432.0,45.0,-3.8,68.0,20.0,4.0,0.0,0.0,1.0,175.0,hendrma01,4.9,96.2,101.0,82.0,2.0,2015-16,8.1,8.1,118.0,118.0,14.0,13.14,1,60.3,39.7
