,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
119,BOS,38.0,38.0,17.0,9.0,2.0,123.0,1474.0,1424.0,49.1,-0.8,1118.0,1074.0,49.0,-1.3,80.0,87.0,8.0,3.0,1.0,0.0,134.0,charazd01,8.5,92.2,100.0,71.0,12.0,2015-16,5.7,5.7,312.0,,23.0,24.06,1,56.1,43.9
155,NSH,38.0,38.0,14.0,4.0,0.0,18.0,625.0,704.0,53.0,-0.5,458.0,537.0,54.0,0.6,62.0,22.0,7.0,1.0,0.0,0.0,10.0,cullema01,8.4,92.9,101.0,16.0,8.0,2014-15,7.8,7.8,162.0,,26.0,13.01,1,45.6,54.4
318,FLA,38.0,38.0,6.0,0.0,0.0,70.0,732.0,541.0,42.5,-8.4,568.0,435.0,43.4,-7.5,46.0,18.0,1.0,1.0,0.0,0.0,68.0,mitchwi01,8.7,92.6,101.0,18.0,-2.0,2015-16,3.0,3.0,77.0,,6.0,19.56,1,64.1,35.9
466,CHI,38.0,38.0,1.0,0.0,0.0,12.0,101.0,98.0,49.2,-3.0,79.0,69.0,46.6,-3.0,8.0,2.0,0.0,0.0,0.0,0.0,19.0,rozsimi01,1.9,100.0,101.0,4.0,1.0,2016-17,0.0,0.0,10.0,,0.0,15.13,1,40.6,59.4
496,TBL,38.0,38.0,9.0,6.0,0.0,65.0,711.0,581.0,45.0,-2.2,540.0,436.0,44.7,-3.2,46.0,16.0,1.0,0.0,1.0,0.0,40.0,salosa01,11.9,91.4,103.0,16.0,5.0,2012-13,4.2,4.2,99.0,,13.0,20.59,1,58.0,42.0
223,CHI,38.0,38.0,3.0,3.0,0.0,13.0,252.0,305.0,54.8,5.7,194.0,217.0,52.8,5.5,23.0,5.0,8.0,3.0,3.0,0.0,6.0,hossama01,9.6,94.5,104.0,6.0,5.0,2016-17,20.8,20.8,98.0,98.0,15.0,17.21,1,35.1,64.9
483,FLA,38.0,38.0,4.0,0.0,0.0,2.0,325.0,294.0,47.5,-1.9,255.0,240.0,48.5,-0.6,50.0,4.0,1.0,0.0,0.0,0.0,73.0,thornsh01,4.5,94.9,99.3,80.0,-2.0,2015-16,1.7,1.7,88.0,88.0,9.0,8.41,1,42.7,57.3
221,BUF,38.0,38.0,4.0,0.0,0.0,10.0,289.0,254.0,46.8,-2.2,211.0,194.0,47.9,0.0,22.0,7.0,4.0,1.0,0.0,0.0,18.0,giontbr01,6.4,93.1,99.5,6.0,-2.0,2016-17,8.5,8.5,73.0,73.0,6.0,17.22,1,71.7,28.3
396,MTL,38.0,38.0,7.0,7.0,1.0,21.0,366.0,406.0,52.6,4.7,270.0,288.0,51.6,3.5,23.0,23.0,2.0,0.0,0.0,0.0,17.0,markoan01,7.3,93.9,101.0,6.0,4.0,2016-17,6.1,6.1,81.0,81.0,10.0,22.06,1,50.7,49.3
235,CHI,38.0,38.0,3.0,3.0,0.0,13.0,252.0,305.0,54.8,5.7,194.0,217.0,52.8,5.5,23.0,5.0,8.0,3.0,3.0,0.0,6.0,hossama01,9.6,94.5,104.0,6.0,5.0,2016-17,20.8,20.8,98.0,98.0,15.0,17.21,1,35.1,64.9
264,COL,38.0,38.0,19.0,6.0,0.0,45.0,1141.0,893.0,43.9,-0.8,841.0,653.0,43.7,-2.6,82.0,22.0,9.0,3.0,13.0,0.0,70.0,iginlja01,8.3,90.1,98.4,41.0,-22.0,2015-16,12.1,12.1,342.0,342.0,22.0,15.52,1,50.7,49.3
382,DET,38.0,38.0,19.0,23.0,1.0,66.0,993.0,1426.0,58.9,2.9,835.0,1117.0,57.2,1.8,78.0,45.0,6.0,4.0,10.0,0.0,43.0,lidstni01,9.1,92.0,101.0,30.0,31.0,2008-09,8.9,8.9,355.0,355.0,26.0,24.49,1,49.8,50.2
743,NYI,38.0,38.0,12.0,3.0,0.0,61.0,747.0,923.0,55.3,1.9,533.0,688.0,56.3,1.8,53.0,46.0,3.0,1.0,2.0,0.0,38.0,visnolu01,8.8,88.8,97.6,8.0,-3.0,2014-15,5.9,5.9,181.0,181.0,46.0,19.32,1,46.0,54.0
723,NYI,38.0,38.0,8.0,4.0,0.0,68.0,687.0,656.0,48.8,-2.5,487.0,481.0,49.7,-1.6,53.0,21.0,4.0,1.0,0.0,0.0,39.0,zidlima01,8.5,94.0,102.0,20.0,5.0,2015-16,8.3,8.3,93.0,93.0,5.0,15.35,1,38.2,61.8
685,PHI,38.0,38.0,11.0,6.0,0.0,90.0,1040.0,1019.0,49.5,-1.4,741.0,745.0,50.1,-0.5,62.0,41.0,4.0,1.0,2.0,0.0,28.0,streima01,7.3,93.7,101.0,18.0,-1.0,2015-16,5.5,5.5,225.0,225.0,14.0,21.52,1,52.5,47.5
