,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
420,CGY,25.0,25.0,18.0,3.0,1.0,53.0,888.0,860.0,49.2,-7.2,723.0,663.0,47.8,-6.5,82.0,29.0,10.0,4.0,2.0,2.0,72.0,lombama01,6.6,92.5,99.1,67.0,-6.0,2007-08,7.7,7.7,301.0,301.0,40.0,17.19,1,50.5,49.5
431,DAL,25.0,25.0,10.0,1.0,0.0,9.0,388.0,413.0,51.6,-0.2,303.0,317.0,51.1,-0.1,55.0,23.0,3.0,0.0,0.0,0.0,88.0,lundqjo01,7.7,90.5,98.2,22.0,-3.0,2007-08,6.3,6.3,90.0,90.0,20.0,10.52,1,50.2,49.8
459,ANA,25.0,25.0,5.0,0.0,0.0,28.0,782.0,682.0,46.6,-10.0,645.0,545.0,45.8,-11.0,77.0,23.0,2.0,1.0,0.0,1.0,154.0,moentr01,3.1,95.2,98.3,81.0,-10.0,2007-08,3.1,3.1,159.0,159.0,19.0,15.5,1,57.0,43.0
515,DAL,25.0,25.0,8.0,1.0,2.0,26.0,652.0,663.0,50.4,-5.4,521.0,499.0,48.9,-6.2,73.0,41.0,10.0,2.0,0.0,1.0,182.0,ottst01,8.9,91.8,100.0,147.0,2.0,2007-08,12.4,12.4,174.0,174.0,35.0,14.28,1,60.0,40.0
529,TBL,25.0,25.0,13.0,6.0,0.0,19.0,568.0,684.0,54.6,4.4,413.0,527.0,56.1,5.0,64.0,8.0,12.0,0.0,5.0,0.0,56.0,ouellmi01,9.4,91.4,100.0,12.0,11.0,2007-08,12.9,12.9,234.0,234.0,18.0,13.38,1,47.7,52.3
536,WSH,25.0,25.0,36.0,17.0,0.0,23.0,1212.0,1456.0,54.6,3.4,899.0,1054.0,54.0,3.0,79.0,58.0,25.0,11.0,7.0,0.0,239.0,ovechal01,9.2,92.8,102.0,41.0,24.0,2010-11,8.7,8.7,651.0,651.0,48.0,21.22,1,47.4,52.6
548,ANA,25.0,25.0,30.0,17.0,1.0,41.0,1366.0,1223.0,47.2,3.1,1049.0,958.0,47.7,3.3,82.0,54.0,32.0,11.0,14.0,4.0,64.0,perryco01,11.5,90.6,102.0,104.0,9.0,2010-11,17.2,17.2,483.0,483.0,55.0,22.19,1,53.1,46.9
602,MIN,25.0,25.0,12.0,0.0,1.0,147.0,1202.0,1028.0,46.1,-5.4,928.0,787.0,45.9,-4.4,81.0,37.0,2.0,0.0,0.0,0.0,101.0,schulni01,10.1,92.8,103.0,42.0,9.0,2007-08,3.8,3.8,132.0,132.0,20.0,20.1,1,65.0,35.0
619,PIT,25.0,25.0,0.0,0.0,0.0,4.0,97.0,41.0,29.7,-17.0,71.0,27.0,27.6,-20.0,13.0,1.0,0.0,0.0,0.0,0.0,14.0,smithna02,5.6,97.6,103.0,2.0,0.0,2007-08,0.0,0.0,10.0,10.0,0.0,7.41,1,56.1,43.9
627,EDM,25.0,25.0,8.0,13.0,1.0,61.0,913.0,721.0,44.1,-5.0,679.0,560.0,45.2,-3.7,81.0,35.0,3.0,1.0,8.0,3.0,122.0,stollja01,6.1,90.6,96.7,74.0,-23.0,2007-08,7.5,7.5,332.0,332.0,39.0,17.56,1,64.1,35.9
643,TOT,25.0,25.0,1.0,0.0,0.0,17.0,260.0,256.0,49.6,-5.1,202.0,205.0,50.4,-3.8,50.0,8.0,1.0,0.0,0.0,0.0,67.0,suthebr01,3.5,93.9,97.4,64.0,-4.0,2007-08,2.0,2.0,78.0,78.0,8.0,8.35,1,39.4,60.6
689,CHI,25.0,25.0,28.0,10.0,2.0,20.0,903.0,1345.0,59.8,5.0,692.0,1002.0,59.1,3.5,76.0,30.0,20.0,5.0,5.0,3.0,29.0,toewsjo01,9.4,91.2,100.0,34.0,26.0,2013-14,14.5,14.5,284.0,284.0,51.0,20.28,1,36.1,63.9
712,OTT,25.0,25.0,20.0,6.0,3.0,25.0,874.0,876.0,50.1,-1.1,675.0,683.0,50.3,0.5,81.0,49.0,17.0,3.0,4.0,3.0,49.0,vermean01,9.0,90.6,99.6,51.0,3.0,2007-08,13.7,13.7,280.0,280.0,29.0,17.35,1,55.1,44.9
748,OTT,25.0,25.0,11.0,0.0,3.0,209.0,1003.0,894.0,47.1,-6.3,711.0,668.0,48.4,-3.3,67.0,32.0,1.0,1.0,0.0,0.0,153.0,volchan01,8.6,93.0,101.0,55.0,14.0,2007-08,1.4,1.4,169.0,169.0,23.0,20.31,1,52.8,47.2
13,TOT,25.0,25.0,20.0,1.0,1.0,31.0,874.0,787.0,47.4,4.3,671.0,617.0,47.9,3.9,72.0,13.0,12.0,3.0,1.0,0.0,85.0,armstco01,10.4,92.4,102.0,56.0,4.0,2007-08,11.5,11.5,183.0,183.0,42.0,16.04,1,61.0,39.0
22,TBL,25.0,25.0,9.0,1.0,0.0,16.0,689.0,576.0,45.5,-3.6,532.0,445.0,45.5,-3.1,73.0,27.0,5.0,0.0,1.0,0.0,249.0,artyuev01,8.3,93.7,102.0,151.0,1.0,2008-09,6.0,6.0,159.0,159.0,18.0,10.4,1,49.1,50.9
31,OTT,25.0,25.0,5.0,10.0,0.0,36.0,653.0,667.0,50.5,-2.3,484.0,495.0,50.6,-3.1,53.0,33.0,1.0,1.0,5.0,0.0,29.0,bellbr02,9.1,89.5,98.7,24.0,-5.0,2008-09,7.9,7.9,151.0,151.0,19.0,17.44,1,49.2,50.8
51,TOT,25.0,25.0,9.0,1.0,0.0,5.0,329.0,389.0,54.2,6.4,259.0,290.0,52.8,6.3,40.0,8.0,2.0,0.0,1.0,0.0,13.0,bochebr01,7.0,95.8,102.0,12.0,6.0,2007-08,5.4,5.4,99.0,99.0,19.0,11.57,1,51.2,48.8
61,LAK,25.0,25.0,19.0,9.0,0.0,14.0,838.0,867.0,50.9,4.4,671.0,665.0,49.8,3.4,63.0,54.0,9.0,1.0,10.0,0.0,31.0,cammami01,8.3,88.7,97.1,30.0,-16.0,2007-08,9.0,9.0,390.0,390.0,15.0,18.35,1,45.7,54.3
77,SJS,25.0,25.0,5.0,0.0,0.0,5.0,122.0,162.0,57.0,3.9,89.0,116.0,56.6,2.4,15.0,11.0,1.0,0.0,2.0,0.0,31.0,clowery01,8.5,86.9,95.4,22.0,-1.0,2007-08,13.6,13.6,42.0,42.0,7.0,14.17,1,50.5,49.5
91,TOR,25.0,25.0,4.0,0.0,0.0,37.0,346.0,408.0,54.1,-0.8,254.0,307.0,54.7,-0.8,28.0,25.0,2.0,1.0,0.0,0.0,57.0,colaica01,7.0,89.5,96.5,10.0,-4.0,2007-08,6.7,6.7,56.0,56.0,7.0,17.26,1,51.7,48.3
105,SJS,25.0,25.0,16.0,4.0,1.0,108.0,965.0,1143.0,54.2,-0.4,698.0,883.0,55.9,-0.2,77.0,43.0,0.0,1.0,1.0,0.0,92.0,ehrhoch01,7.8,92.3,100.0,72.0,9.0,2007-08,1.0,1.0,263.0,263.0,22.0,21.44,1,47.4,52.6
121,CAR,25.0,25.0,13.0,1.0,2.0,107.0,1076.0,1150.0,51.7,-3.0,795.0,857.0,51.9,-2.6,80.0,39.0,3.0,0.0,0.0,0.0,151.0,gleasti01,8.5,91.3,99.7,84.0,5.0,2007-08,3.1,3.1,203.0,203.0,30.0,18.38,1,52.5,47.5
136,SJS,25.0,25.0,9.0,0.0,0.0,17.0,467.0,569.0,54.9,-0.7,363.0,443.0,55.0,-1.2,55.0,20.0,2.0,1.0,0.0,0.0,83.0,gocma01,5.2,91.7,96.9,18.0,-6.0,2008-09,1.9,1.9,174.0,174.0,29.0,13.55,1,51.0,49.0
150,NSH,25.0,25.0,13.0,7.0,3.0,69.0,1123.0,1122.0,50.0,-0.7,909.0,876.0,49.1,-1.6,80.0,43.0,3.0,1.0,1.0,0.0,162.0,hamhuda01,8.7,90.9,99.6,66.0,-4.0,2007-08,3.1,3.1,264.0,264.0,50.0,22.44,1,55.1,44.9
176,EDM,25.0,25.0,16.0,27.0,0.0,35.0,916.0,990.0,51.9,5.1,709.0,736.0,50.9,3.4,72.0,76.0,19.0,2.0,4.0,0.0,16.0,hemskal01,8.7,91.8,100.0,32.0,1.0,2008-09,12.4,12.4,333.0,333.0,38.0,18.39,1,50.0,50.0
190,TOR,25.0,25.0,2.0,0.0,0.0,4.0,148.0,136.0,47.9,-6.7,110.0,103.0,48.4,-6.7,25.0,2.0,0.0,0.0,0.0,0.0,37.0,hollwry01,4.5,89.2,93.7,38.0,-7.0,2008-09,0.0,0.0,26.0,26.0,2.0,6.28,1,37.0,63.0
210,CHI,25.0,25.0,5.0,0.0,0.0,34.0,349.0,387.0,52.6,-3.5,272.0,306.0,52.9,-4.0,38.0,9.0,3.0,1.0,0.0,0.0,40.0,johnsaa01,13.0,95.4,108.0,33.0,19.0,2008-09,11.1,11.1,57.0,57.0,8.0,14.09,1,49.2,50.8
221,TOT,25.0,25.0,13.0,7.0,0.0,43.0,741.0,731.0,49.7,-1.3,556.0,530.0,48.8,-1.8,71.0,22.0,5.0,1.0,2.0,0.0,31.0,jokinju01,6.8,91.1,97.9,28.0,-10.0,2008-09,6.9,6.9,165.0,165.0,23.0,15.19,1,51.5,48.5
239,WSH,25.0,25.0,10.0,1.0,0.0,131.0,977.0,1195.0,55.0,0.8,698.0,871.0,55.5,1.7,79.0,50.0,3.0,1.0,0.0,0.0,157.0,jurcimi01,6.5,92.4,99.0,68.0,1.0,2008-09,3.2,3.2,216.0,216.0,20.0,16.09,1,47.2,52.8
255,BOS,25.0,25.0,12.0,5.0,0.0,29.0,826.0,748.0,47.5,-5.5,645.0,588.0,47.7,-3.0,73.0,21.0,13.0,3.0,6.0,3.0,86.0,kobasch01,8.5,92.6,101.0,29.0,6.0,2007-08,15.0,15.0,208.0,208.0,29.0,17.41,1,53.8,46.2
267,MIN,25.0,25.0,24.0,21.0,2.0,36.0,1056.0,1081.0,50.6,3.4,810.0,829.0,50.6,3.1,79.0,55.0,11.0,3.0,5.0,4.0,45.0,koivumi01,8.7,90.9,99.6,66.0,2.0,2008-09,8.5,8.5,385.0,385.0,63.0,21.29,1,50.8,49.2
289,ANA,25.0,25.0,0.0,0.0,0.0,1.0,17.0,22.0,56.4,-0.3,14.0,16.0,53.3,-1.7,4.0,2.0,0.0,0.0,0.0,0.0,3.0,kondrma01,9.1,72.7,81.8,0.0,-2.0,2007-08,0.0,0.0,4.0,4.0,1.0,7.31,1,70.6,29.4
296,ATL,25.0,25.0,23.0,24.0,1.0,15.0,1201.0,1086.0,47.5,-1.5,935.0,829.0,47.0,-2.8,79.0,87.0,31.0,6.0,12.0,0.0,43.0,kovalil01,11.9,89.0,100.0,50.0,-12.0,2008-09,15.6,15.6,534.0,534.0,48.0,21.48,1,53.0,47.0
308,TBL,25.0,25.0,14.0,2.0,1.0,90.0,1027.0,912.0,47.0,-2.2,781.0,699.0,47.2,-1.6,71.0,49.0,2.0,0.0,0.0,0.0,54.0,krajilu01,8.4,90.6,98.9,48.0,-8.0,2008-09,3.0,3.0,136.0,136.0,22.0,19.37,1,50.4,49.6
318,WSH,25.0,25.0,14.0,15.0,1.0,42.0,834.0,997.0,54.5,-1.1,612.0,721.0,54.1,-1.8,82.0,49.0,13.0,3.0,9.0,1.0,99.0,laichbr01,8.7,90.3,99.0,31.0,-1.0,2008-09,12.4,12.4,287.0,287.0,44.0,17.17,1,46.0,54.0
331,STL,25.0,25.0,14.0,0.0,0.0,57.0,937.0,780.0,45.4,-4.8,696.0,612.0,46.8,-4.8,82.0,26.0,9.0,3.0,0.0,3.0,38.0,mccleja01,5.9,91.9,97.8,29.0,-10.0,2008-09,8.8,8.8,237.0,237.0,44.0,16.36,1,67.9,32.1
346,COL,25.0,25.0,10.0,0.0,1.0,20.0,450.0,373.0,45.3,-3.2,321.0,287.0,47.2,-2.8,55.0,5.0,1.0,0.0,0.0,0.0,115.0,mccorco01,7.6,89.7,97.3,92.0,-5.0,2008-09,1.5,1.5,98.0,98.0,19.0,9.36,1,52.9,47.1
363,WSH,25.0,25.0,8.0,0.0,1.0,89.0,1012.0,1236.0,55.0,-1.0,775.0,914.0,54.1,-1.7,76.0,48.0,1.0,1.0,0.0,0.0,94.0,morrish01,8.2,91.4,99.6,63.0,4.0,2007-08,2.1,2.1,115.0,115.0,32.0,20.16,1,49.9,50.1
385,TOT,25.0,25.0,0.0,0.0,0.0,0.0,46.0,23.0,33.3,-18.0,39.0,17.0,30.4,-20.0,7.0,1.0,0.0,0.0,0.0,0.0,13.0,murraga01,0.0,100.0,100.0,19.0,0.0,2007-08,0.0,0.0,3.0,3.0,0.0,6.14,1,40.6,59.4
395,CBJ,25.0,25.0,3.0,0.0,0.0,15.0,342.0,375.0,52.3,2.7,265.0,299.0,53.0,2.2,42.0,5.0,3.0,0.0,0.0,1.0,74.0,novotji01,6.3,93.6,99.9,14.0,4.0,2008-09,7.1,7.1,91.0,91.0,8.0,13.21,1,44.2,55.8
414,BUF,25.0,25.0,3.0,1.0,0.0,13.0,225.0,245.0,52.1,0.0,177.0,192.0,52.0,1.1,23.0,5.0,2.0,0.0,0.0,0.0,11.0,paetsna01,6.8,94.4,101.0,25.0,3.0,2008-09,9.5,9.5,36.0,36.0,4.0,12.11,1,42.2,57.8
432,PHX,25.0,25.0,0.0,1.0,0.0,2.0,71.0,73.0,50.7,6.1,55.0,52.0,48.6,2.5,7.0,0.0,2.0,0.0,0.0,0.0,5.0,perrajo01,7.5,96.9,104.0,4.0,2.0,2008-09,13.3,13.3,22.0,22.0,1.0,12.52,1,51.3,48.7
441,MTL,25.0,25.0,26.0,13.0,1.0,28.0,1012.0,929.0,47.9,-0.1,741.0,687.0,48.1,0.5,81.0,40.0,15.0,6.0,12.0,2.0,32.0,plekato01,10.9,92.5,103.0,42.0,15.0,2007-08,15.6,15.6,303.0,303.0,51.0,18.05,1,52.6,47.4
453,SJS,25.0,25.0,8.0,0.0,0.0,14.0,434.0,494.0,53.2,-3.1,327.0,367.0,52.9,-4.6,64.0,15.0,4.0,1.0,0.0,1.0,63.0,plihato01,5.7,91.7,97.4,22.0,-4.0,2008-09,6.3,6.3,131.0,131.0,14.0,10.08,1,43.5,56.5
457,BUF,25.0,25.0,26.0,25.0,2.0,37.0,993.0,990.0,49.9,-0.7,757.0,774.0,50.6,-1.6,82.0,45.0,24.0,1.0,2.0,1.0,30.0,pominja01,10.8,91.5,102.0,20.0,16.0,2007-08,11.6,11.6,394.0,394.0,37.0,19.58,1,50.8,49.2
472,ATL,25.0,25.0,2.0,0.0,0.0,35.0,398.0,319.0,44.5,0.3,304.0,252.0,45.3,1.4,33.0,11.0,0.0,0.0,0.0,0.0,22.0,popovma01,6.6,93.2,99.8,10.0,-4.0,2007-08,0.0,0.0,45.0,45.0,9.0,14.28,1,58.8,41.3
478,BUF,25.0,25.0,21.0,21.0,0.0,44.0,1095.0,1090.0,49.9,-0.3,837.0,841.0,50.1,0.2,82.0,100.0,18.0,9.0,9.0,1.0,41.0,royde01,7.9,91.8,99.7,38.0,-5.0,2008-09,12.7,12.7,399.0,399.0,52.0,21.12,1,48.6,51.4
495,CAR,25.0,25.0,21.0,7.0,0.0,44.0,1106.0,1259.0,53.2,1.1,819.0,955.0,53.8,1.2,79.0,31.0,16.0,4.0,10.0,0.0,228.0,ruututu01,8.3,91.0,99.3,79.0,0.0,2008-09,13.7,13.7,363.0,363.0,32.0,18.19,1,46.2,53.8
507,OTT,25.0,25.0,10.0,6.0,0.0,36.0,657.0,688.0,51.2,-1.2,533.0,529.0,49.8,-1.6,82.0,37.0,7.0,0.0,1.0,0.0,187.0,schubch01,8.0,92.9,100.0,64.0,7.0,2007-08,5.8,5.8,246.0,246.0,23.0,13.34,1,42.4,57.6
552,NYR,25.0,25.0,5.0,0.0,1.0,49.0,629.0,655.0,51.0,-3.2,487.0,503.0,50.8,-3.2,79.0,13.0,5.0,0.0,0.0,2.0,120.0,sjostfr01,5.2,90.8,96.1,30.0,-11.0,2008-09,7.4,7.4,151.0,151.0,19.0,12.1,1,54.4,45.6
562,OTT,25.0,25.0,23.0,18.0,0.0,22.0,1115.0,1189.0,51.6,2.1,837.0,889.0,51.5,1.1,82.0,81.0,18.0,3.0,13.0,1.0,26.0,spezzja01,8.9,88.9,97.8,79.0,-14.0,2008-09,13.0,13.0,413.0,413.0,73.0,19.41,1,46.5,53.5
576,WSH,25.0,25.0,6.0,0.0,1.0,42.0,502.0,572.0,53.3,-1.8,369.0,406.0,52.4,-2.3,67.0,21.0,5.0,1.0,0.0,0.0,91.0,steckda01,6.4,92.0,98.4,34.0,1.0,2007-08,7.6,7.6,129.0,129.0,31.0,13.34,1,58.3,41.7
587,ATL,25.0,25.0,2.0,0.0,0.0,9.0,196.0,132.0,40.2,-7.6,152.0,103.0,40.4,-7.6,18.0,7.0,2.0,1.0,0.0,1.0,25.0,stuarco01,8.6,94.2,102.0,6.0,2.0,2007-08,15.8,15.8,27.0,27.0,14.0,12.2,1,61.3,38.7
594,COL,25.0,25.0,8.0,3.0,0.0,7.0,580.0,618.0,51.6,3.0,436.0,481.0,52.5,2.3,62.0,18.0,23.0,6.0,3.0,0.0,36.0,svatoma01,9.9,93.4,103.0,32.0,13.0,2007-08,18.6,18.6,209.0,209.0,21.0,13.39,1,43.0,57.0
603,ATL,25.0,25.0,8.0,0.0,0.0,33.0,760.0,636.0,45.6,-4.5,543.0,490.0,47.4,-2.5,82.0,20.0,7.0,1.0,0.0,0.0,127.0,thorbch01,6.4,92.2,98.6,104.0,-10.0,2008-09,8.2,8.2,131.0,131.0,22.0,9.35,1,53.9,46.1
616,NSH,25.0,25.0,11.0,1.0,0.0,14.0,762.0,706.0,48.1,-3.0,580.0,525.0,47.5,-3.7,72.0,31.0,4.0,1.0,0.0,0.0,129.0,tootojo01,5.0,92.5,97.5,124.0,-15.0,2008-09,2.9,2.9,246.0,246.0,31.0,12.05,1,53.1,46.9
629,CBJ,25.0,25.0,13.0,12.0,0.0,98.0,1044.0,1191.0,53.3,0.6,797.0,915.0,53.4,0.5,82.0,26.0,3.0,0.0,5.0,1.0,103.0,tyutife01,9.4,90.2,99.7,81.0,1.0,2008-09,5.4,5.4,336.0,336.0,16.0,23.31,1,49.9,50.1
640,PHI,25.0,25.0,24.0,8.0,5.0,59.0,1043.0,868.0,45.4,-3.1,774.0,649.0,45.6,-3.2,74.0,32.0,9.0,3.0,4.0,0.0,64.0,umberrj01,8.8,92.1,100.0,19.0,0.0,2007-08,7.5,7.5,288.0,288.0,40.0,17.52,1,54.6,45.4
676,FLA,25.0,25.0,30.0,17.0,0.0,52.0,954.0,979.0,50.6,3.3,741.0,771.0,51.0,5.1,78.0,31.0,9.0,4.0,4.0,1.0,30.0,weissst01,10.9,92.9,103.0,22.0,19.0,2008-09,9.1,9.1,258.0,258.0,34.0,17.48,1,54.3,45.7
696,VAN,25.0,25.0,6.0,3.0,0.0,19.0,683.0,605.0,47.0,-3.0,523.0,451.0,46.3,-3.8,74.0,31.0,8.0,3.0,10.0,0.0,14.0,wellwky01,8.4,93.9,102.0,4.0,2.0,2008-09,19.1,19.1,153.0,153.0,23.0,13.48,1,45.8,54.2
704,STL,25.0,25.0,9.0,6.0,0.0,77.0,869.0,785.0,47.5,-3.0,638.0,619.0,49.2,-1.9,65.0,23.0,1.0,1.0,2.0,0.0,19.0,woywije01,9.1,92.9,102.0,57.0,8.0,2008-09,4.2,4.2,152.0,152.0,14.0,18.29,1,52.8,47.2
13,PHX,25.0,25.0,13.0,2.0,0.0,162.0,1334.0,1155.0,46.4,-5.6,1022.0,911.0,47.1,-4.8,82.0,38.0,3.0,1.0,2.0,1.0,169.0,ballake01,8.2,93.4,101.0,85.0,7.0,2007-08,5.7,5.7,209.0,209.0,34.0,21.16,1,59.9,40.1
26,DAL,25.0,25.0,37.0,13.0,2.0,50.0,1160.0,1375.0,54.2,3.2,882.0,1001.0,53.2,1.4,82.0,50.0,23.0,6.0,10.0,2.0,120.0,bennja01,10.9,88.3,99.2,64.0,1.0,2014-15,13.8,13.8,466.0,466.0,76.0,19.57,1,45.4,54.6
33,NYI,25.0,25.0,12.0,0.0,1.0,37.0,772.0,752.0,49.3,0.2,554.0,560.0,50.3,0.1,63.0,16.0,8.0,0.0,0.0,2.0,127.0,bergese01,7.7,91.6,99.3,45.0,1.0,2009-10,7.5,7.5,255.0,255.0,57.0,14.04,1,54.1,45.9
56,FLA,25.0,25.0,15.0,11.0,1.0,128.0,1610.0,1337.0,45.4,-3.6,1269.0,1017.0,44.5,-3.4,82.0,51.0,6.0,2.0,9.0,0.0,115.0,bouwmja01,9.1,92.9,102.0,68.0,-2.0,2008-09,8.2,8.2,361.0,361.0,27.0,26.59,1,58.1,41.9
85,CHI,25.0,25.0,4.0,0.0,0.0,66.0,566.0,434.0,43.4,-10.0,434.0,342.0,44.1,-9.7,81.0,7.0,3.0,1.0,0.0,1.0,89.0,burisad01,5.9,90.3,96.2,214.0,-13.0,2007-08,5.8,5.8,91.0,91.0,11.0,11.45,1,47.4,52.6
100,FLA,25.0,25.0,17.0,1.0,1.0,82.0,1076.0,868.0,44.7,-4.8,850.0,659.0,43.7,-4.7,77.0,19.0,12.0,1.0,1.0,0.0,202.0,campbgr01,9.2,92.7,102.0,76.0,0.0,2008-09,9.6,9.6,213.0,213.0,31.0,16.47,1,59.1,40.9
113,TOT,25.0,25.0,16.0,5.0,0.0,6.0,650.0,611.0,48.5,-3.1,519.0,473.0,47.7,-4.8,64.0,12.0,5.0,0.0,2.0,0.0,19.0,chriser01,7.7,90.5,98.2,20.0,-9.0,2008-09,5.7,5.7,210.0,210.0,26.0,13.39,1,53.5,46.5
123,CAR,25.0,25.0,5.0,0.0,0.0,4.0,112.0,133.0,54.3,0.3,84.0,106.0,55.8,1.5,19.0,2.0,0.0,0.0,0.0,0.0,25.0,conboti01,9.2,88.5,97.7,60.0,1.0,2007-08,0.0,0.0,26.0,26.0,3.0,6.58,1,37.5,62.5
126,ATL,25.0,25.0,5.0,0.0,0.0,15.0,254.0,222.0,46.6,-3.3,195.0,180.0,48.0,-1.9,29.0,3.0,3.0,1.0,0.0,1.0,54.0,crabbjo01,8.4,90.7,99.1,28.0,-2.0,2008-09,12.1,12.1,51.0,51.0,16.0,12.13,1,56.7,43.3
143,DAL,25.0,25.0,16.0,1.0,1.0,98.0,1179.0,1173.0,49.9,-2.8,905.0,916.0,50.3,-3.2,75.0,31.0,7.0,2.0,0.0,0.0,30.0,daleytr01,9.5,90.8,100.0,73.0,2.0,2008-09,6.7,6.7,195.0,195.0,22.0,21.0,1,51.6,48.4
155,TOR,25.0,25.0,0.0,0.0,0.0,0.0,8.0,5.0,38.5,-21.0,7.0,3.0,30.0,-32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,deveaan01,0.0,83.3,83.3,0.0,-1.0,2009-10,0.0,0.0,1.0,1.0,0.0,6.09,1,50.0,50.0
157,CAR,25.0,25.0,0.0,0.0,0.0,6.0,68.0,84.0,55.3,-0.4,51.0,65.0,56.0,2.2,13.0,1.0,1.0,0.0,0.0,0.0,16.0,dwyerpa01,4.4,86.7,91.1,0.0,-2.0,2008-09,11.1,11.1,17.0,17.0,0.0,8.34,1,48.7,51.3
169,CHI,25.0,25.0,4.0,0.0,0.0,11.0,470.0,547.0,53.8,-3.5,369.0,399.0,52.0,-5.6,75.0,8.0,11.0,0.0,0.0,0.0,95.0,eagerbe01,7.9,92.4,100.0,161.0,1.0,2008-09,13.8,13.8,133.0,133.0,12.0,8.31,1,36.8,63.2
