,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
17,PIT,37.0,37.0,5.0,0.0,1.0,29.0,396.0,363.0,47.8,-6.3,292.0,268.0,47.9,-6.6,70.0,7.0,1.0,1.0,0.0,0.0,183.0,adamscr01,5.6,93.7,99.2,44.0,-1.0,2014-15,2.0,2.0,76.0,,6.0,9.45,1,50.0,50.0
101,COL,37.0,37.0,4.0,0.0,0.0,9.0,632.0,454.0,41.8,-2.7,468.0,352.0,42.9,-2.0,57.0,9.0,8.0,3.0,0.0,0.0,19.0,brierda01,5.9,93.1,98.9,18.0,-7.0,2014-15,11.6,11.6,113.0,,23.0,12.07,1,49.3,50.7
118,BOS,37.0,37.0,8.0,1.0,3.0,99.0,1007.0,1173.0,53.8,2.6,782.0,853.0,52.2,1.4,63.0,55.0,4.0,0.0,4.0,0.0,125.0,charazd01,6.9,91.8,98.7,42.0,0.0,2014-15,5.8,5.8,254.0,,14.0,23.21,1,54.1,45.9
154,NSH,37.0,37.0,21.0,8.0,0.0,22.0,897.0,920.0,50.6,2.3,679.0,691.0,50.4,1.4,77.0,40.0,9.0,2.0,1.0,0.0,18.0,cullema01,9.0,90.7,99.7,32.0,4.0,2013-14,7.5,7.5,230.0,,30.0,15.3,1,52.0,48.0
317,FLA,37.0,37.0,4.0,0.0,1.0,144.0,1107.0,1069.0,49.1,-4.3,836.0,799.0,48.9,-4.4,66.0,34.0,3.0,0.0,0.0,0.0,99.0,mitchwi01,8.1,91.9,100.0,25.0,1.0,2014-15,3.8,3.8,183.0,,17.0,21.41,1,61.0,39.0
465,CHI,37.0,37.0,9.0,2.0,1.0,63.0,684.0,693.0,50.3,0.4,518.0,487.0,48.5,-1.8,51.0,24.0,1.0,0.0,0.0,0.0,81.0,rozsimi01,8.4,92.6,101.0,33.0,3.0,2015-16,2.4,2.4,90.0,,6.0,16.1,1,42.9,57.1
495,VAN,37.0,37.0,9.0,7.0,0.0,77.0,931.0,995.0,51.7,-3.6,708.0,720.0,50.4,-3.9,69.0,35.0,2.0,3.0,7.0,0.0,29.0,salosa01,8.3,93.1,101.0,10.0,7.0,2011-12,6.6,6.6,282.0,,23.0,20.27,1,44.9,55.1
610,SJS,37.0,37.0,4.0,0.0,0.0,15.0,443.0,438.0,49.7,-3.3,311.0,321.0,50.8,-3.0,50.0,15.0,3.0,0.0,0.0,0.0,68.0,zubruda01,8.4,92.7,101.0,20.0,4.0,2015-16,9.1,9.1,66.0,,15.0,11.35,1,52.9,47.1
76,CHI,37.0,37.0,4.0,2.0,0.0,24.0,355.0,358.0,50.2,-0.9,283.0,263.0,48.2,-1.2,24.0,17.0,1.0,0.0,1.0,0.0,15.0,campbbr02,9.7,93.5,103.0,10.0,4.0,2016-17,8.0,8.0,54.0,54.0,0.0,18.4,1,42.5,57.5
94,NYI,37.0,37.0,5.0,0.0,0.0,13.0,309.0,242.0,43.9,-2.5,227.0,179.0,44.1,-3.6,22.0,5.0,2.0,0.0,0.0,0.0,40.0,chimeja01,6.8,90.2,97.0,16.0,-7.0,2016-17,6.9,6.9,43.0,43.0,3.0,13.35,1,48.8,51.2
222,CHI,37.0,37.0,12.0,7.0,1.0,33.0,781.0,874.0,52.8,1.7,585.0,627.0,51.7,1.1,64.0,25.0,8.0,2.0,2.0,3.0,37.0,hossama01,6.6,94.0,100.0,24.0,10.0,2015-16,6.8,6.8,307.0,307.0,44.0,17.16,1,45.1,54.9
336,SJS,37.0,37.0,0.0,2.0,0.0,7.0,279.0,334.0,54.5,2.8,200.0,241.0,54.6,2.3,24.0,8.0,5.0,2.0,1.0,0.0,28.0,marlepa01,6.0,91.9,97.8,4.0,-3.0,2016-17,9.8,9.8,95.0,95.0,12.0,16.51,1,51.0,49.0
470,SJS,37.0,37.0,6.0,5.0,0.0,9.0,308.0,384.0,55.5,4.4,219.0,275.0,55.7,3.9,24.0,23.0,2.0,0.0,0.0,0.0,22.0,thornjo01,9.5,89.4,99.0,6.0,1.0,2016-17,8.3,8.3,40.0,40.0,17.0,18.48,1,38.5,61.5
482,FLA,37.0,37.0,4.0,0.0,0.0,5.0,367.0,354.0,49.1,-2.2,286.0,258.0,47.4,-3.7,46.0,5.0,1.0,0.0,0.0,0.0,93.0,thornsh01,3.8,90.9,94.6,50.0,-13.0,2014-15,1.9,1.9,85.0,85.0,10.0,9.35,1,50.4,49.6
143,DET,37.0,37.0,21.0,12.0,0.0,33.0,796.0,1112.0,58.3,8.1,625.0,844.0,57.5,8.8,66.0,26.0,8.0,1.0,8.0,0.0,70.0,datsypa01,7.8,91.1,98.9,14.0,7.0,2015-16,8.8,8.8,323.0,323.0,48.0,19.39,1,38.6,61.4
220,BUF,37.0,37.0,16.0,5.0,0.0,36.0,1123.0,962.0,46.1,-1.8,848.0,719.0,45.9,-2.1,79.0,21.0,11.0,2.0,1.0,0.0,46.0,giontbr01,7.2,92.9,100.0,12.0,-5.0,2015-16,7.1,7.1,275.0,275.0,31.0,17.44,1,57.3,42.7
260,ANA,37.0,37.0,8.0,0.0,1.0,24.0,579.0,580.0,50.0,-2.9,431.0,438.0,50.4,-3.3,59.0,28.0,5.0,2.0,0.0,1.0,58.0,horcosh01,6.3,93.0,99.3,34.0,1.0,2015-16,8.2,8.2,116.0,116.0,12.0,13.17,1,59.5,40.5
395,MTL,37.0,37.0,26.0,13.0,0.0,142.0,1404.0,1440.0,50.6,-1.3,1054.0,1046.0,49.8,-2.3,82.0,93.0,1.0,0.0,4.0,0.0,57.0,markoan01,8.9,91.3,100.0,38.0,-6.0,2015-16,4.3,4.3,287.0,287.0,38.0,23.5,1,49.8,50.2
411,OTT,37.0,37.0,1.0,0.0,0.0,10.0,178.0,177.0,49.9,2.3,126.0,124.0,49.6,0.7,22.0,5.0,1.0,0.0,0.0,0.0,50.0,neilch01,3.0,91.4,94.4,29.0,-5.0,2016-17,4.5,4.5,33.0,33.0,4.0,8.2,1,38.7,61.3
573,DET,37.0,37.0,0.0,2.0,0.0,3.0,153.0,161.0,51.3,-1.4,118.0,127.0,51.8,-1.8,26.0,9.0,1.0,0.0,0.0,0.0,13.0,samuemi01,2.1,93.3,95.3,6.0,-4.0,2013-14,2.8,2.8,56.0,56.0,4.0,10.21,1,48.8,51.2
585,TOT,37.0,37.0,9.0,0.0,1.0,75.0,817.0,726.0,47.1,-5.4,602.0,560.0,48.2,-3.7,63.0,29.0,0.0,0.0,0.0,0.0,31.0,scudero01,8.6,93.2,101.0,10.0,7.0,2015-16,0.0,0.0,71.0,71.0,5.0,15.49,1,47.1,52.9
637,TOT,37.0,37.0,8.0,2.0,0.0,68.0,632.0,658.0,51.0,2.4,466.0,488.0,51.2,1.3,46.0,18.0,2.0,1.0,3.0,0.0,29.0,spaceja01,8.1,93.3,101.0,8.0,6.0,2011-12,11.9,11.9,101.0,101.0,14.0,16.05,1,42.7,57.3
323,NYI,37.0,37.0,3.0,0.0,0.0,9.0,198.0,218.0,52.4,-0.9,155.0,159.0,50.6,-1.8,13.0,8.0,0.0,0.0,0.0,0.0,9.0,martira01,12.4,91.2,103.0,4.0,4.0,2013-14,0.0,0.0,40.0,40.0,5.0,15.29,1,41.5,58.5
234,CHI,37.0,37.0,12.0,7.0,1.0,33.0,781.0,874.0,52.8,1.7,585.0,627.0,51.7,1.1,64.0,25.0,8.0,2.0,2.0,3.0,37.0,hossama01,6.6,94.0,100.0,24.0,10.0,2015-16,6.8,6.8,307.0,307.0,44.0,17.16,1,45.1,54.9
263,COL,37.0,37.0,25.0,5.0,0.0,47.0,1413.0,1027.0,42.1,-2.7,1030.0,754.0,42.3,-3.5,82.0,30.0,21.0,2.0,8.0,0.0,99.0,iginlja01,10.4,92.3,102.0,42.0,0.0,2014-15,15.3,15.3,350.0,350.0,31.0,18.08,1,54.1,45.9
381,DET,37.0,37.0,30.0,29.0,1.0,70.0,950.0,1406.0,59.7,-0.3,757.0,1109.0,59.4,-1.3,76.0,39.0,5.0,4.0,5.0,0.0,23.0,lidstni01,10.1,93.0,103.0,40.0,40.0,2007-08,5.3,5.3,388.0,388.0,23.0,26.43,1,42.8,57.2
416,PHI,37.0,37.0,0.0,0.0,0.0,7.0,68.0,52.0,43.3,-1.1,52.0,37.0,41.6,-7.9,4.0,3.0,0.0,0.0,0.0,0.0,12.0,liljaan01,3.8,94.7,98.6,0.0,-1.0,2012-13,0.0,0.0,7.0,7.0,1.0,16.47,1,64.1,35.9
682,SJS,37.0,37.0,6.0,5.0,0.0,9.0,308.0,384.0,55.5,4.4,219.0,275.0,55.7,3.9,24.0,23.0,2.0,0.0,0.0,0.0,22.0,thornjo01,9.5,89.4,99.0,6.0,1.0,2016-17,8.3,8.3,40.0,40.0,17.0,18.48,1,38.5,61.5
