,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2015-16,NYI,21,197,184,51.7,7.8,145,136,51.6,7.0,13.7,88.0,101.,57.5,42.5
2,2016-17,NYI,22,1,5,16.7,-33.,1,2,33.3,-17.,100.,100.,200.,33.3,66.7
