,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2014-15,CHI,20,43,34,55.8,1.5,33,24,57.9,6.3,0.0,92.9,92.9,57.7,42.3
2,2015-16,CHI,21,31,37,45.6,-6.7,24,26,48.0,-2.5,5.6,90.9,96.5,77.3,22.7
3,2016-17,CHI,22,199,157,55.9,5.3,159,118,57.4,9.9,5.7,92.9,98.7,49.6,50.4
