,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
2,2007-08,BOS,26.0,35.0,39.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,0.0,62.0,20.37,53.0,52.0,5.0,15.0,alberan01,26.0,472.0,532.0,47.0,1.6,371.0,408.0,47.6,4.7,7.7,94.5,102.0,44.3,55.7,1
3,2008-09,PHI,27.0,79.0,61.0,6.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,2.2,122.0,2.2,122.0,15.48,157.0,133.0,27.0,59.0,alberan01,27.0,921.0,998.0,48.0,-1.8,697.0,723.0,49.1,-2.0,9.3,91.5,100.0,49.8,50.2,1
4,2009-10,TOT,28.0,76.0,87.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,131.0,6.0,131.0,15.23,216.0,88.0,19.0,39.0,alberan01,28.0,933.0,885.0,51.3,-0.7,680.0,665.0,50.6,0.0,10.5,90.5,100.0,46.8,53.2,1
7,2010-11,VAN,29.0,42.0,41.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.8,53.0,4.8,53.0,15.10,113.0,49.0,7.0,19.0,alberan01,29.0,470.0,532.0,46.9,-7.3,322.0,377.0,46.1,-8.0,9.3,92.1,101.0,40.6,59.4,1
8,2011-12,VAN,30.0,44.0,40.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,10.5,61.0,10.5,61.0,14.18,91.0,39.0,13.0,16.0,alberan01,30.0,453.0,521.0,46.5,-7.7,313.0,389.0,44.6,-8.2,9.5,93.9,103.0,39.4,60.6,1
9,2012-13,VAN,31.0,24.0,32.0,-7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,40.0,15.11,39.0,31.0,5.0,7.0,alberan01,31.0,251.0,283.0,47.0,-7.8,184.0,212.0,46.5,-7.9,4.4,92.0,96.4,42.3,57.7,1
10,2013-14,VAN,32.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,7.23,6.0,7.0,0.0,4.0,alberan01,32.0,60.0,64.0,48.4,3.5,36.0,49.0,42.4,-4.2,12.0,95.1,107.0,37.5,62.5,1
13,2007-08,TOT,25.0,72.0,56.0,4.0,12.0,1.0,0.0,3.0,20.0,1.0,1.0,11.5,183.0,11.5,183.0,16.04,85.0,31.0,42.0,13.0,armstco01,25.0,787.0,874.0,47.4,4.3,617.0,671.0,47.9,3.9,10.4,92.4,102.0,39.0,61.0,1
16,2008-09,ATL,26.0,82.0,75.0,5.0,19.0,3.0,0.0,2.0,17.0,1.0,0.0,15.6,212.0,15.6,212.0,15.09,88.0,23.0,34.0,21.0,armstco01,26.0,916.0,903.0,50.4,2.5,677.0,682.0,49.8,1.2,9.5,92.5,102.0,39.7,60.3,1
17,2009-10,ATL,27.0,79.0,61.0,6.0,14.0,0.0,1.0,1.0,10.0,2.0,2.0,14.9,175.0,14.9,175.0,14.48,74.0,29.0,61.0,22.0,armstco01,27.0,877.0,889.0,49.7,-1.4,654.0,690.0,48.7,-1.9,8.8,92.3,101.0,46.6,53.4,1
18,2010-11,TOR,28.0,50.0,38.0,-1.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,11.6,124.0,11.6,124.0,16.07,88.0,28.0,34.0,19.0,armstco01,28.0,619.0,653.0,48.7,-1.2,430.0,484.0,47.0,-2.5,10.2,90.7,100.0,46.4,53.6,1
19,2011-12,TOR,29.0,29.0,9.0,-8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.1,26.0,7.1,26.0,9.19,37.0,5.0,6.0,7.0,armstco01,29.0,191.0,239.0,44.4,-3.2,126.0,167.0,43.0,-3.7,4.4,89.4,93.8,50.4,49.6,1
20,2012-13,MTL,30.0,37.0,12.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.1,54.0,6.1,54.0,11.12,36.0,21.0,10.0,8.0,armstco01,30.0,261.0,300.0,46.5,-8.4,185.0,216.0,46.1,-9.1,8.1,94.5,102.0,32.3,67.7,1
22,2008-09,TBL,25.0,73.0,151.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,0.0,6.0,159.0,6.0,159.0,10.40,249.0,16.0,18.0,27.0,artyuev01,25.0,576.0,689.0,45.5,-3.6,445.0,532.0,45.5,-3.1,8.3,93.7,102.0,50.9,49.1,1
23,2009-10,TOT,26.0,54.0,72.0,-4.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,21.4,82.0,21.4,82.0,8.56,127.0,10.0,8.0,18.0,artyuev01,26.0,347.0,420.0,45.2,-2.7,274.0,333.0,45.1,-2.7,8.5,91.3,99.8,56.4,43.6,1
31,2008-09,OTT,25.0,53.0,24.0,-5.0,1.0,5.0,0.0,1.0,5.0,10.0,0.0,7.9,151.0,7.9,151.0,17.44,29.0,36.0,19.0,33.0,bellbr02,25.0,667.0,653.0,50.5,-2.3,495.0,484.0,50.6,-3.1,9.1,89.5,98.7,50.8,49.2,1
35,2007-08,VAN,26.0,34.0,90.0,-11.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,3.1,153.0,3.1,153.0,23.24,52.0,33.0,16.0,39.0,biekske01,26.0,449.0,521.0,46.3,-7.2,335.0,417.0,44.5,-10.0,7.3,90.3,97.6,53.7,46.3,1
36,2008-09,VAN,27.0,72.0,97.0,-4.0,6.0,5.0,0.0,2.0,10.0,20.0,2.0,7.2,343.0,7.2,343.0,23.29,112.0,59.0,29.0,55.0,biekske01,27.0,1044.0,1009.0,50.9,1.7,776.0,816.0,48.7,-1.2,8.3,91.5,99.8,51.7,48.3,1
37,2009-10,VAN,28.0,55.0,85.0,-5.0,2.0,1.0,0.0,0.0,13.0,6.0,0.0,3.2,228.0,3.2,228.0,21.49,70.0,59.0,30.0,31.0,biekske01,28.0,907.0,754.0,54.6,3.8,695.0,603.0,53.5,2.8,7.4,91.0,98.4,51.3,48.7,1
38,2010-11,VAN,29.0,66.0,73.0,32.0,5.0,1.0,0.0,2.0,14.0,2.0,0.0,5.7,223.0,5.7,223.0,22.28,104.0,93.0,50.0,41.0,biekske01,29.0,1178.0,1042.0,53.1,0.5,903.0,787.0,53.4,1.9,9.4,94.4,103.0,45.5,54.5,1
39,2011-12,VAN,30.0,78.0,94.0,12.0,6.0,2.0,0.0,2.0,28.0,8.0,0.0,4.8,355.0,4.8,355.0,23.38,159.0,106.0,29.0,68.0,biekske01,30.0,1540.0,1273.0,54.7,2.1,1128.0,990.0,53.3,1.8,9.0,91.7,100.0,49.1,50.9,1
40,2012-13,VAN,31.0,36.0,48.0,6.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,7.8,162.0,7.8,162.0,21.56,60.0,50.0,21.0,23.0,biekske01,31.0,577.0,569.0,50.3,-5.8,428.0,455.0,48.5,-7.4,10.9,92.4,103.0,49.4,50.6,1
41,2013-14,VAN,32.0,76.0,104.0,-8.0,3.0,1.0,0.0,1.0,13.0,7.0,0.0,2.4,338.0,2.4,338.0,22.46,144.0,130.0,32.0,55.0,biekske01,32.0,1437.0,1357.0,51.4,-1.3,1042.0,995.0,51.2,-1.6,7.0,91.2,98.2,49.3,50.7,1
42,2014-15,VAN,33.0,60.0,77.0,0.0,4.0,0.0,0.0,1.0,8.0,1.0,1.0,4.0,206.0,4.0,206.0,20.50,109.0,93.0,19.0,64.0,biekske01,33.0,978.0,1057.0,48.1,-1.9,734.0,777.0,48.6,-3.0,9.4,91.1,100.0,49.7,50.3,1
