,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
50,2010-11,WSH,29.0,7.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,11.49,9.0,6.0,0.0,1.0,faheybr01,29.0,71.0,64.0,52.6,-5.1,55.0,47.0,53.9,-2.9,6.7,87.1,93.8,64.3,35.7,1
55,2007-08,MIN,26.0,56.0,37.0,0.0,4.0,3.0,0.0,2.0,5.0,7.0,0.0,5.9,234.0,5.9,234.0,16.24,60.0,39.0,11.0,21.0,fosteku01,26.0,643.0,600.0,51.7,-0.8,494.0,478.0,50.8,-1.3,9.2,92.0,101.0,55.8,44.2,1
56,2008-09,MIN,27.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,10.0,31.0,10.0,31.0,13.35,8.0,8.0,0.0,4.0,fosteku01,27.0,97.0,97.0,50.0,4.1,70.0,75.0,48.3,1.6,18.9,92.9,111.0,33.8,66.2,1
57,2009-10,TBL,28.0,71.0,48.0,-5.0,5.0,3.0,0.0,1.0,11.0,23.0,0.0,4.8,335.0,4.8,335.0,17.11,59.0,68.0,14.0,28.0,fosteku01,28.0,855.0,838.0,50.5,3.5,635.0,643.0,49.7,2.5,9.1,90.3,99.4,57.9,42.1,1
58,2010-11,EDM,29.0,74.0,45.0,-12.0,3.0,5.0,0.0,0.0,5.0,9.0,0.0,4.4,364.0,4.4,364.0,17.40,89.0,76.0,18.0,37.0,fosteku01,29.0,864.0,993.0,46.5,0.9,640.0,747.0,46.1,2.7,7.0,92.0,99.0,54.4,45.6,1
59,2011-12,TOT,30.0,51.0,35.0,-13.0,2.0,2.0,0.0,0.0,1.0,9.0,0.0,4.7,155.0,4.7,155.0,15.54,45.0,33.0,4.0,16.0,fosteku01,30.0,513.0,587.0,46.6,-2.3,390.0,450.0,46.4,-2.9,7.0,90.8,97.8,61.6,38.4,1
63,2012-13,PHI,31.0,23.0,25.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.8,52.0,4.8,52.0,13.05,16.0,16.0,3.0,3.0,fosteku01,31.0,226.0,303.0,42.7,-3.1,171.0,238.0,41.8,-4.7,10.2,93.1,103.0,45.0,55.0,1
68,2007-08,LAK,25.0,71.0,22.0,1.0,18.0,5.0,0.0,7.0,31.0,13.0,0.0,14.4,285.0,14.4,285.0,18.48,22.0,18.0,45.0,70.0,froloal01,25.0,1038.0,1043.0,49.9,5.4,794.0,810.0,49.5,4.5,10.2,90.5,100.0,53.8,46.2,1
69,2008-09,LAK,26.0,77.0,30.0,-6.0,19.0,12.0,1.0,1.0,13.0,13.0,1.0,18.2,317.0,18.2,317.0,19.55,49.0,20.0,54.0,71.0,froloal01,26.0,1022.0,967.0,51.4,-0.8,781.0,733.0,51.6,-1.0,8.3,90.2,98.6,51.9,48.1,1
70,2009-10,LAK,27.0,81.0,26.0,-1.0,14.0,5.0,0.0,1.0,24.0,8.0,0.0,10.4,302.0,10.4,302.0,18.26,58.0,14.0,27.0,40.0,froloal01,27.0,1056.0,931.0,53.1,3.4,813.0,698.0,53.8,3.4,8.9,89.5,98.4,53.4,46.6,1
71,2010-11,NYR,28.0,43.0,8.0,4.0,7.0,0.0,0.0,2.0,8.0,1.0,0.0,9.0,125.0,9.0,125.0,14.26,39.0,15.0,12.0,10.0,froloal01,28.0,482.0,487.0,49.7,0.1,354.0,351.0,50.2,-1.5,7.6,94.6,102.0,51.5,48.5,1
78,2007-08,MIN,25.0,77.0,63.0,17.0,30.0,11.0,1.0,8.0,28.0,13.0,0.0,15.1,451.0,15.1,451.0,19.36,59.0,18.0,41.0,55.0,gaborma01,25.0,953.0,1103.0,46.4,-4.4,744.0,846.0,46.8,-2.6,13.4,92.2,105.0,45.7,54.3,1
79,2008-09,MIN,26.0,17.0,2.0,3.0,10.0,2.0,1.0,2.0,5.0,5.0,0.0,19.1,100.0,19.1,100.0,19.00,15.0,5.0,11.0,11.0,gaborma01,26.0,213.0,229.0,48.2,-1.4,166.0,171.0,49.3,-1.5,13.8,87.3,101.0,48.0,52.0,1
80,2009-10,NYR,27.0,76.0,37.0,15.0,27.0,14.0,1.0,4.0,31.0,12.0,1.0,15.4,478.0,15.4,478.0,21.15,59.0,31.0,25.0,46.0,gaborma01,27.0,1223.0,1177.0,51.0,-0.1,914.0,899.0,50.4,-1.4,10.6,92.2,102.0,59.9,40.1,1
81,2010-11,NYR,28.0,62.0,18.0,8.0,15.0,7.0,0.0,4.0,17.0,9.0,0.0,11.5,324.0,11.5,324.0,18.05,46.0,22.0,34.0,26.0,gaborma01,28.0,798.0,835.0,48.9,-3.3,602.0,621.0,49.2,-5.0,9.2,93.5,102.0,63.0,37.0,1
82,2011-12,NYR,29.0,82.0,34.0,15.0,31.0,10.0,0.0,7.0,24.0,11.0,0.0,14.9,448.0,14.9,448.0,19.31,63.0,40.0,30.0,41.0,gaborma01,29.0,1146.0,1218.0,48.5,-2.0,865.0,872.0,49.8,-3.0,10.1,92.2,102.0,63.7,36.3,1
83,2012-13,TOT,30.0,47.0,14.0,-3.0,11.0,1.0,0.0,5.0,7.0,8.0,0.0,7.9,236.0,7.9,236.0,18.31,21.0,18.0,19.0,18.0,gaborma01,30.0,771.0,684.0,53.0,2.6,564.0,493.0,53.4,1.8,7.3,92.0,99.3,65.7,34.3,1
86,2013-14,TOT,31.0,41.0,10.0,7.0,10.0,1.0,0.0,0.0,13.0,6.0,0.0,10.7,175.0,10.7,175.0,17.00,15.0,10.0,11.0,15.0,gaborma01,31.0,589.0,492.0,54.5,0.8,441.0,372.0,54.2,0.7,9.6,92.0,101.0,55.4,44.6,1
89,2014-15,LAK,32.0,69.0,16.0,7.0,16.0,11.0,0.0,2.0,13.0,7.0,0.0,15.5,288.0,15.5,288.0,16.55,39.0,6.0,18.0,43.0,gaborma01,32.0,1024.0,735.0,58.2,4.8,759.0,555.0,57.8,4.9,9.3,89.6,98.9,55.3,44.7,1
90,2015-16,LAK,33.0,54.0,20.0,-6.0,11.0,1.0,0.0,3.0,7.0,3.0,0.0,8.5,213.0,8.5,213.0,14.57,29.0,17.0,13.0,18.0,gaborma01,33.0,729.0,549.0,57.0,1.3,576.0,400.0,59.0,4.5,6.3,89.9,96.2,55.2,44.8,1
91,2016-17,LAK,34.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,13.04,0.0,0.0,0.0,1.0,gaborma01,34.0,24.0,27.0,47.1,-11.0,21.0,20.0,51.2,-9.6,0.0,92.3,92.3,52.6,47.4,1
99,2007-08,TOR,27.0,11.0,6.0,-1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,18.2,23.0,18.2,23.0,9.36,10.0,1.0,3.0,2.0,gamacsi01,27.0,109.0,83.0,56.8,6.1,82.0,65.0,55.8,4.5,8.6,87.2,95.9,57.9,42.1,1
103,2007-08,BUF,25.0,82.0,85.0,-4.0,5.0,5.0,0.0,2.0,22.0,3.0,1.0,7.4,205.0,7.4,205.0,17.10,195.0,48.0,19.0,24.0,gaustpa01,25.0,810.0,858.0,48.6,-1.9,602.0,644.0,48.3,-3.5,8.0,91.9,99.8,54.6,45.4,1
104,2008-09,BUF,26.0,62.0,108.0,4.0,8.0,3.0,1.0,1.0,12.0,5.0,0.0,9.8,183.0,9.8,183.0,16.06,141.0,39.0,11.0,20.0,gaustpa01,26.0,632.0,627.0,50.2,-2.4,502.0,475.0,51.4,-2.1,8.0,92.1,100.0,49.5,50.5,1
105,2009-10,BUF,27.0,65.0,82.0,-7.0,9.0,3.0,0.0,1.0,8.0,2.0,0.0,10.8,181.0,10.8,181.0,15.45,111.0,34.0,17.0,10.0,gaustpa01,27.0,655.0,637.0,50.7,-1.2,486.0,484.0,50.1,-1.0,6.6,91.1,97.8,43.1,56.9,1
106,2010-11,BUF,28.0,81.0,101.0,7.0,11.0,1.0,0.0,3.0,17.0,1.0,1.0,10.3,191.0,10.3,191.0,15.08,128.0,44.0,22.0,24.0,gaustpa01,28.0,892.0,869.0,50.7,-0.5,678.0,611.0,52.6,1.4,7.5,93.5,101.0,44.2,55.8,1
107,2011-12,TOT,29.0,70.0,76.0,-1.0,7.0,0.0,0.0,3.0,13.0,0.0,1.0,9.3,127.0,9.3,127.0,14.46,114.0,47.0,22.0,26.0,gaustpa01,29.0,617.0,774.0,44.4,-7.2,471.0,572.0,45.2,-6.2,8.8,92.1,100.0,33.3,66.7,1
110,2012-13,NSH,30.0,23.0,20.0,-1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.7,53.0,5.7,53.0,15.13,40.0,19.0,10.0,5.0,gaustpa01,30.0,221.0,262.0,45.8,-4.5,166.0,177.0,48.4,-1.5,5.1,94.6,99.7,23.2,76.8,1
111,2013-14,NSH,31.0,75.0,61.0,-6.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,13.5,110.0,13.5,110.0,13.48,122.0,55.0,25.0,20.0,gaustpa01,31.0,608.0,773.0,44.0,-6.1,457.0,569.0,44.5,-6.5,8.1,91.4,99.5,27.3,72.7,1
112,2014-15,NSH,32.0,73.0,60.0,7.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,7.4,102.0,7.4,102.0,12.26,143.0,58.0,19.0,10.0,gaustpa01,32.0,488.0,695.0,41.3,-13.0,362.0,493.0,42.3,-12.0,8.8,95.1,103.0,11.7,88.3,1
113,2015-16,NSH,33.0,63.0,46.0,-4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,4.3,71.0,4.3,71.0,11.15,114.0,33.0,14.0,14.0,gaustpa01,33.0,370.0,593.0,38.4,-15.0,272.0,398.0,40.6,-13.0,6.7,92.2,98.9,7.5,92.5,1
116,2007-08,ANA,22.0,77.0,94.0,32.0,19.0,4.0,1.0,2.0,26.0,32.0,0.0,13.0,303.0,13.0,303.0,19.39,126.0,46.0,44.0,67.0,getzlry01,22.0,1069.0,803.0,57.1,4.3,850.0,651.0,56.6,4.3,11.8,92.4,104.0,59.3,40.7,1
117,2008-09,ANA,23.0,81.0,121.0,5.0,16.0,9.0,0.0,2.0,38.0,28.0,0.0,11.0,392.0,11.0,392.0,20.08,134.0,43.0,55.0,70.0,getzlry01,23.0,1339.0,981.0,57.7,7.2,1045.0,809.0,56.4,5.5,9.2,90.3,99.5,57.7,42.3,1
118,2009-10,ANA,24.0,66.0,79.0,4.0,11.0,8.0,0.0,5.0,36.0,14.0,0.0,12.8,284.0,12.8,284.0,21.40,178.0,49.0,39.0,54.0,getzlry01,24.0,1051.0,1011.0,51.0,4.8,817.0,821.0,49.9,3.3,10.5,90.9,101.0,49.0,51.0,1
119,2010-11,ANA,25.0,67.0,35.0,14.0,12.0,7.0,0.0,4.0,37.0,20.0,0.0,16.2,236.0,16.2,236.0,21.51,189.0,57.0,35.0,81.0,getzlry01,25.0,1044.0,1112.0,48.4,5.0,808.0,840.0,49.0,5.5,12.6,91.3,103.0,47.0,53.0,1
120,2011-12,ANA,26.0,82.0,75.0,-11.0,7.0,4.0,0.0,4.0,26.0,19.0,1.0,5.9,395.0,5.9,395.0,21.36,177.0,72.0,33.0,93.0,getzlry01,26.0,1308.0,1139.0,53.5,6.9,946.0,846.0,52.8,5.9,7.6,90.3,97.9,48.0,52.0,1
121,2012-13,ANA,27.0,44.0,41.0,14.0,8.0,4.0,3.0,3.0,23.0,11.0,0.0,15.2,180.0,15.2,180.0,20.12,89.0,42.0,27.0,31.0,getzlry01,27.0,654.0,640.0,50.5,3.1,485.0,453.0,51.7,3.2,11.6,91.0,102.0,46.9,53.1,1
122,2013-14,ANA,28.0,77.0,31.0,28.0,26.0,5.0,0.0,7.0,38.0,18.0,0.0,15.2,373.0,15.2,373.0,21.17,110.0,87.0,53.0,76.0,getzlry01,28.0,1153.0,1067.0,51.9,1.2,863.0,781.0,52.5,1.9,12.4,91.1,103.0,48.4,51.6,1
123,2014-15,ANA,29.0,77.0,62.0,15.0,22.0,3.0,0.0,6.0,33.0,10.0,2.0,13.1,357.0,13.1,357.0,20.06,100.0,95.0,55.0,71.0,getzlry01,29.0,1140.0,1054.0,52.0,0.7,875.0,743.0,54.1,3.0,11.6,90.3,101.0,50.7,49.3,1
124,2015-16,ANA,30.0,77.0,55.0,14.0,7.0,6.0,0.0,5.0,33.0,16.0,1.0,7.3,351.0,7.3,351.0,19.30,108.0,61.0,48.0,75.0,getzlry01,30.0,1209.0,972.0,55.4,3.8,894.0,699.0,56.1,3.4,9.1,91.2,100.0,51.4,48.6,1
125,2016-17,ANA,31.0,20.0,12.0,-3.0,1.0,1.0,0.0,1.0,10.0,6.0,0.0,4.8,84.0,4.8,84.0,20.14,26.0,18.0,12.0,17.0,getzlry01,31.0,276.0,267.0,50.8,2.5,208.0,201.0,50.9,2.2,7.4,90.6,98.1,48.8,51.2,1
130,2007-08,CBJ,26.0,78.0,25.0,-7.0,0.0,8.0,0.0,0.0,8.0,15.0,1.0,5.0,367.0,5.0,367.0,22.34,51.0,91.0,13.0,33.0,hainsro01,26.0,1066.0,965.0,52.5,0.4,814.0,746.0,52.2,0.4,6.3,91.8,98.1,51.5,48.5,1
131,2008-09,ATL,27.0,81.0,32.0,-16.0,2.0,4.0,0.0,0.0,19.0,14.0,0.0,4.1,314.0,4.1,314.0,22.22,60.0,127.0,42.0,45.0,hainsro01,27.0,1046.0,1186.0,46.9,-1.6,820.0,913.0,47.3,-1.4,7.9,91.3,99.2,43.5,56.5,1
132,2009-10,ATL,28.0,80.0,39.0,-6.0,5.0,0.0,0.0,0.0,14.0,5.0,2.0,4.1,238.0,4.1,238.0,22.08,42.0,148.0,47.0,50.0,hainsro01,28.0,1132.0,1334.0,45.9,-6.1,859.0,1000.0,46.2,-5.1,9.1,91.4,100.0,40.9,59.1,1
133,2010-11,ATL,29.0,82.0,24.0,3.0,3.0,0.0,0.0,2.0,14.0,1.0,1.0,3.6,183.0,3.6,183.0,18.05,49.0,168.0,29.0,47.0,hainsro01,29.0,1121.0,1248.0,47.3,-4.6,862.0,866.0,49.9,-3.0,8.2,92.3,100.0,48.0,52.0,1
134,2011-12,WPG,30.0,56.0,23.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,135.0,0.0,135.0,21.06,33.0,133.0,10.0,33.0,hainsro01,30.0,893.0,941.0,48.7,-4.2,677.0,669.0,50.3,-2.6,9.0,92.7,101.0,46.4,53.6,1
135,2012-13,WPG,31.0,47.0,10.0,-8.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,121.0,0.0,121.0,22.52,36.0,123.0,8.0,32.0,hainsro01,31.0,860.0,946.0,47.6,-4.2,628.0,666.0,48.5,-2.9,8.7,90.1,98.8,44.3,55.7,1
136,2013-14,CAR,32.0,82.0,45.0,-9.0,4.0,0.0,0.0,1.0,10.0,0.0,1.0,5.6,170.0,5.6,170.0,21.26,96.0,124.0,36.0,40.0,hainsro01,32.0,1435.0,1408.0,50.5,-0.6,1078.0,1032.0,51.1,1.8,6.1,91.7,97.7,48.3,51.7,1
137,2014-15,CAR,33.0,81.0,16.0,-14.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,2.4,175.0,2.4,175.0,21.06,110.0,120.0,22.0,48.0,hainsro01,33.0,1398.0,1311.0,51.6,-1.1,1047.0,967.0,52.0,0.1,6.5,90.8,97.3,53.6,46.4,1
138,2015-16,CAR,34.0,81.0,37.0,-13.0,5.0,0.0,0.0,2.0,14.0,0.0,0.0,3.8,251.0,3.8,251.0,22.19,85.0,126.0,34.0,48.0,hainsro01,34.0,1462.0,1393.0,51.2,-0.5,1098.0,1060.0,50.9,0.0,7.9,89.8,97.7,48.4,51.6,1
139,2016-17,CAR,35.0,22.0,10.0,-2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.8,53.0,3.8,53.0,21.53,33.0,25.0,4.0,16.0,hainsro01,35.0,413.0,355.0,53.8,0.5,306.0,275.0,52.7,1.1,6.7,90.6,97.2,54.2,45.8,1
145,2007-08,CGY,26.0,58.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,87.0,0.0,87.0,13.53,86.0,25.0,14.0,22.0,haleda01,26.0,598.0,568.0,51.3,-3.6,462.0,466.0,49.8,-1.8,6.9,92.8,99.7,50.8,49.2,1
146,2008-09,PHX,27.0,48.0,36.0,-11.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,13.6,58.0,13.6,58.0,15.08,85.0,33.0,6.0,16.0,haleda01,27.0,474.0,644.0,42.4,-3.7,361.0,502.0,41.8,-4.8,9.7,89.5,99.2,34.5,65.5,1
147,2009-10,TBL,28.0,39.0,25.0,-2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,45.0,0.0,45.0,14.03,56.0,23.0,9.0,18.0,haleda01,28.0,386.0,401.0,49.0,-0.4,297.0,314.0,48.6,-0.5,8.2,91.2,99.4,35.3,64.7,1
148,2010-11,OTT,29.0,25.0,6.0,7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,35.0,5.0,35.0,16.19,29.0,22.0,8.0,10.0,haleda01,29.0,318.0,329.0,49.1,0.1,239.0,259.0,48.0,-1.4,10.3,94.2,104.0,52.9,47.1,1
