,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2014-15,LAK,23.0,18.0,18.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,14.3,28.0,14.3,28.0,8.34,33.0,0.0,7.0,4.0,andrean01,23.0,124.0,139.0,47.1,-7.1,90.0,109.0,45.2,-7.7,4.8,97.3,102.0,59.4,40.6,1
1,2015-16,LAK,24.0,60.0,76.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,17.4,89.0,17.4,89.0,8.48,82.0,11.0,12.0,12.0,andrean01,24.0,479.0,474.0,50.3,-6.6,356.0,361.0,49.7,-6.8,6.3,94.9,101.0,58.5,41.5,1
2,2016-17,LAK,25.0,15.0,22.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,10.20,29.0,4.0,1.0,5.0,andrean01,25.0,149.0,132.0,53.0,-2.8,104.0,95.0,52.3,-2.8,3.1,93.4,96.5,53.3,46.7,1
5,2015-16,WPG,22.0,43.0,12.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,7.7,97.0,7.7,97.0,12.10,59.0,20.0,23.0,13.0,armiajo01,22.0,415.0,399.0,51.0,-0.2,297.0,279.0,51.6,0.4,7.6,91.7,99.2,50.6,49.4,1
6,2016-17,WPG,23.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,52.0,3.0,52.0,14.39,13.0,6.0,12.0,10.0,armiajo01,23.0,165.0,146.0,53.1,2.1,129.0,118.0,52.2,1.1,8.3,91.0,99.3,40.4,59.6,1
7,2011-12,CGY,19.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,30.0,14.0,11.08,5.0,0.0,3.0,0.0,baertsv01,19.0,29.0,45.0,39.2,-1.3,22.0,30.0,42.3,2.5,16.7,95.0,111.0,28.6,71.4,1
8,2012-13,CGY,20.0,20.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,10.7,44.0,10.7,44.0,13.24,12.0,5.0,12.0,5.0,baertsv01,20.0,197.0,226.0,46.6,-1.2,159.0,169.0,48.5,0.2,8.3,92.3,100.0,47.1,52.9,1
9,2013-14,CGY,21.0,26.0,6.0,-4.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,6.7,56.0,6.7,56.0,14.07,22.0,19.0,9.0,13.0,baertsv01,21.0,271.0,349.0,43.7,-1.0,195.0,230.0,45.9,-0.9,8.6,90.0,98.6,61.8,38.2,1
10,2014-15,TOT,22.0,18.0,10.0,-3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,13.3,24.0,13.3,24.0,9.41,8.0,7.0,7.0,5.0,baertsv01,22.0,130.0,166.0,43.9,-1.2,89.0,114.0,43.8,-3.9,10.8,87.3,98.1,48.9,51.1,1
13,2015-16,VAN,23.0,69.0,14.0,-14.0,13.0,2.0,0.0,1.0,8.0,5.0,0.0,13.9,188.0,13.9,188.0,13.27,30.0,36.0,26.0,22.0,baertsv01,23.0,686.0,792.0,46.4,-1.1,504.0,609.0,45.3,-1.7,7.5,91.0,98.6,49.4,50.6,1
14,2016-17,VAN,24.0,37.0,0.0,4.0,10.0,1.0,0.0,4.0,10.0,2.0,0.0,14.9,107.0,14.9,107.0,15.08,21.0,13.0,18.0,6.0,baertsv01,24.0,385.0,436.0,46.9,-2.6,296.0,320.0,48.1,0.0,12.2,90.5,102.0,48.7,51.3,1
15,2012-13,MTL,20.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,19.0,15.22,3.0,4.0,1.0,4.0,beaulna01,20.0,89.0,70.0,56.0,2.6,70.0,55.0,56.0,5.5,15.4,92.1,107.0,52.3,47.7,1
16,2013-14,MTL,21.0,17.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,43.0,13.14,7.0,20.0,1.0,13.0,beaulna01,21.0,188.0,219.0,46.2,0.1,135.0,150.0,47.4,2.3,9.7,97.4,107.0,50.7,49.3,1
17,2014-15,MTL,22.0,64.0,45.0,6.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,1.6,147.0,1.6,147.0,15.42,50.0,69.0,8.0,47.0,beaulna01,22.0,843.0,902.0,48.3,0.2,622.0,635.0,49.5,1.0,6.3,94.9,101.0,49.6,50.4,1
18,2015-16,MTL,23.0,64.0,55.0,-6.0,1.0,1.0,0.0,0.0,15.0,2.0,0.0,2.7,144.0,2.7,144.0,17.27,59.0,89.0,17.0,48.0,beaulna01,23.0,946.0,902.0,51.2,-0.7,670.0,662.0,50.3,-1.5,7.4,91.1,98.5,49.1,50.9,1
19,2016-17,MTL,24.0,33.0,25.0,15.0,2.0,0.0,0.0,1.0,6.0,5.0,0.0,3.6,109.0,3.6,109.0,19.26,36.0,55.0,8.0,38.0,beaulna01,24.0,556.0,558.0,49.9,-4.7,399.0,391.0,50.5,-3.9,11.0,94.2,105.0,50.6,49.4,1
