,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2007-08,DET,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,12.13,5.0,0.0,1.0,0.0,abdelju01,20.0,19.0,18.0,51.4,-10.0,18.0,17.0,51.4,-11.0,7.7,90.9,98.6,60.0,40.0,1
1,2008-09,DET,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,9.18,3.0,0.0,0.0,1.0,abdelju01,21.0,22.0,9.0,71.0,14.6,16.0,8.0,66.7,16.7,0.0,100.0,100.0,66.7,33.3,1
2,2009-10,DET,22.0,50.0,35.0,-11.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.8,141.0,3.8,141.0,10.35,152.0,20.0,7.0,7.0,abdelju01,22.0,409.0,376.0,52.1,-2.2,303.0,280.0,52.0,-1.3,4.3,90.0,94.3,66.3,33.7,1
3,2010-11,DET,23.0,74.0,61.0,15.0,7.0,0.0,0.0,1.0,11.0,0.0,1.0,5.4,226.0,5.4,226.0,12.18,188.0,39.0,17.0,20.0,abdelju01,23.0,765.0,628.0,54.9,-0.4,599.0,478.0,55.6,0.7,8.3,93.6,101.0,58.8,41.2,1
4,2011-12,DET,24.0,81.0,62.0,4.0,8.0,0.0,0.0,1.0,14.0,0.0,0.0,6.6,196.0,6.6,196.0,12.19,148.0,42.0,16.0,14.0,abdelju01,24.0,794.0,698.0,53.2,-3.2,589.0,524.0,52.9,-3.7,7.4,93.1,100.0,59.3,40.7,1
5,2012-13,DET,25.0,48.0,34.0,6.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,10.4,147.0,10.4,147.0,14.49,120.0,13.0,10.0,10.0,abdelju01,25.0,614.0,479.0,56.2,3.8,451.0,353.0,56.1,3.6,7.3,93.7,101.0,52.2,47.8,1
6,2013-14,DET,26.0,70.0,31.0,2.0,9.0,1.0,0.0,3.0,16.0,2.0,0.0,6.8,223.0,6.8,223.0,15.17,172.0,31.0,21.0,15.0,abdelju01,26.0,841.0,821.0,50.6,-3.1,645.0,629.0,50.6,-2.3,8.5,92.4,100.0,52.5,47.5,1
7,2014-15,DET,27.0,71.0,72.0,3.0,15.0,8.0,0.0,5.0,15.0,6.0,0.0,14.9,237.0,14.9,237.0,17.55,153.0,28.0,16.0,29.0,abdelju01,27.0,909.0,704.0,56.4,4.0,668.0,540.0,55.3,4.1,9.7,90.5,100.0,63.6,36.4,1
8,2015-16,DET,28.0,82.0,120.0,-16.0,13.0,6.0,0.0,4.0,16.0,7.0,0.0,12.3,239.0,12.3,239.0,18.26,207.0,44.0,23.0,29.0,abdelju01,28.0,986.0,995.0,49.8,-2.9,735.0,782.0,48.5,-2.7,7.8,90.5,98.3,58.7,41.3,1
9,2016-17,DET,29.0,21.0,13.0,-4.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,11.4,56.0,11.4,56.0,17.04,51.0,8.0,8.0,6.0,abdelju01,29.0,233.0,271.0,46.2,0.3,180.0,209.0,46.3,1.0,4.5,93.6,98.1,37.8,62.2,1
10,2009-10,PHI,23.0,53.0,28.0,-12.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,3.8,77.0,3.8,77.0,13.59,44.0,67.0,5.0,28.0,bartuos01,23.0,616.0,736.0,45.6,-10.0,464.0,552.0,45.7,-11.0,8.0,90.5,98.5,45.0,55.0,1
11,2010-11,PHI,24.0,13.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,13.01,8.0,13.0,3.0,2.0,bartuos01,24.0,135.0,187.0,41.9,-8.6,104.0,145.0,41.8,-8.2,3.6,93.2,96.8,41.7,58.3,1
12,2007-08,OTT,21.0,21.0,19.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,16.7,16.0,16.7,16.0,5.19,19.0,7.0,0.0,2.0,bassco01,21.0,64.0,93.0,40.8,-16.0,45.0,70.0,39.1,-16.0,5.4,90.0,95.4,54.1,45.9,1
13,2008-09,OTT,22.0,12.0,15.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,5.41,25.0,2.0,1.0,3.0,bassco01,22.0,43.0,55.0,43.9,-9.3,33.0,44.0,42.9,-12.0,4.2,89.7,93.8,66.7,33.3,1
15,2011-12,CBJ,25.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,15.0,9.05,22.0,7.0,4.0,4.0,bassco01,25.0,71.0,98.0,42.0,-8.9,56.0,74.0,43.1,-7.8,7.3,94.4,101.0,44.3,55.7,1
17,2015-16,NSH,29.0,17.0,17.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,7.40,26.0,8.0,2.0,0.0,bassco01,29.0,72.0,115.0,38.5,-17.0,62.0,78.0,44.3,-12.0,4.3,94.2,98.6,5.5,94.5,1
18,2016-17,NSH,30.0,9.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.46,14.0,4.0,2.0,1.0,bassco01,30.0,27.0,63.0,30.0,-21.0,21.0,42.0,33.3,-16.0,0.0,96.9,96.9,16.1,83.9,1
20,2008-09,NJD,21.0,8.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,9.0,16.7,9.0,5.48,0.0,0.0,0.0,1.0,bergfni01,21.0,32.0,44.0,42.1,-11.0,28.0,30.0,48.3,-6.2,5.6,90.9,96.5,80.0,20.0,1
21,2009-10,TOT,22.0,81.0,10.0,-10.0,12.0,9.0,0.0,6.0,17.0,6.0,0.0,9.7,300.0,9.7,300.0,15.25,18.0,6.0,35.0,24.0,bergfni01,22.0,942.0,872.0,51.9,1.9,726.0,652.0,52.7,1.9,6.8,90.9,97.7,51.6,48.4,1
