,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2010-11,BUF,20.0,19.0,12.0,-6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,9.7,50.0,9.7,50.0,11.13,17.0,5.0,2.0,7.0,adamlu01,20.0,153.0,201.0,43.2,-6.0,118.0,156.0,43.1,-8.0,4.5,92.6,97.1,53.6,46.4,1
1,2011-12,BUF,21.0,52.0,14.0,-6.0,10.0,0.0,0.0,0.0,7.0,3.0,0.0,11.2,167.0,11.2,167.0,12.24,26.0,15.0,24.0,16.0,adamlu01,21.0,488.0,495.0,49.6,1.8,362.0,400.0,47.5,-0.2,7.4,92.2,99.6,57.5,42.5,1
2,2012-13,BUF,22.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,50.0,5.0,9.48,3.0,2.0,0.0,0.0,adamlu01,22.0,22.0,45.0,32.8,-14.0,15.0,32.0,31.9,-13.0,18.2,96.4,114.0,25.0,75.0,1
3,2013-14,BUF,23.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,35.0,6.3,35.0,12.50,16.0,1.0,1.0,0.0,adamlu01,23.0,125.0,119.0,51.2,3.4,82.0,88.0,48.2,0.0,5.6,95.2,100.0,56.7,43.3,1
6,2011-12,CBJ,22.0,27.0,14.0,1.0,6.0,1.0,0.0,0.0,6.0,1.0,0.0,10.6,108.0,10.6,108.0,15.23,23.0,17.0,15.0,9.0,atkinca01,22.0,313.0,320.0,49.4,2.1,251.0,234.0,51.8,6.2,11.6,88.2,99.9,47.2,52.8,1
7,2012-13,CBJ,23.0,35.0,4.0,9.0,8.0,1.0,0.0,1.0,8.0,1.0,0.0,9.9,142.0,9.9,142.0,15.35,24.0,16.0,19.0,6.0,atkinca01,23.0,436.0,377.0,53.6,9.6,319.0,273.0,53.9,9.6,9.2,93.6,102.0,52.4,47.6,1
8,2013-14,CBJ,24.0,79.0,18.0,-4.0,16.0,4.0,1.0,5.0,14.0,5.0,0.0,9.7,353.0,9.7,353.0,15.47,55.0,38.0,29.0,20.0,atkinca01,24.0,989.0,924.0,51.7,0.9,735.0,687.0,51.7,1.5,7.5,92.0,99.5,50.7,49.3,1
9,2014-15,CBJ,25.0,78.0,22.0,-2.0,14.0,7.0,1.0,7.0,15.0,3.0,0.0,10.4,337.0,10.4,337.0,16.59,55.0,39.0,40.0,22.0,atkinca01,25.0,1009.0,1062.0,48.7,1.7,758.0,815.0,48.2,1.4,7.3,93.0,100.0,50.1,49.9,1
10,2015-16,CBJ,26.0,81.0,22.0,-8.0,21.0,4.0,2.0,3.0,20.0,6.0,0.0,11.9,371.0,11.9,371.0,17.48,47.0,40.0,43.0,18.0,atkinca01,26.0,1076.0,1067.0,50.2,3.2,815.0,785.0,50.9,3.5,9.0,88.8,97.9,47.9,52.1,1
11,2016-17,CBJ,27.0,21.0,4.0,0.0,3.0,4.0,1.0,2.0,7.0,5.0,0.0,12.1,113.0,12.1,113.0,18.06,9.0,8.0,10.0,2.0,atkinca01,27.0,291.0,326.0,47.2,-3.7,192.0,247.0,43.7,-8.1,7.5,93.5,100.0,42.4,57.6,1
12,2008-09,NYI,19.0,68.0,16.0,-14.0,4.0,3.0,0.0,0.0,10.0,8.0,0.0,9.5,131.0,9.5,131.0,15.29,47.0,43.0,36.0,42.0,bailejo01,19.0,717.0,874.0,45.1,-5.1,506.0,621.0,44.9,-5.1,8.4,91.0,99.4,52.6,47.4,1
13,2009-10,NYI,20.0,73.0,18.0,5.0,12.0,3.0,1.0,2.0,12.0,7.0,0.0,14.3,203.0,14.3,203.0,15.09,67.0,36.0,44.0,34.0,bailejo01,20.0,834.0,921.0,47.5,-1.6,601.0,662.0,47.6,-2.8,9.5,92.3,101.0,50.9,49.1,1
14,2010-11,NYI,21.0,70.0,37.0,-13.0,6.0,5.0,0.0,2.0,10.0,4.0,3.0,10.8,162.0,10.8,162.0,17.50,47.0,41.0,72.0,44.0,bailejo01,21.0,796.0,932.0,46.1,-3.0,572.0,683.0,45.6,-3.6,7.6,90.0,97.6,43.0,57.0,1
15,2011-12,NYI,22.0,80.0,32.0,-10.0,9.0,1.0,3.0,1.0,16.0,3.0,0.0,12.5,177.0,12.5,177.0,15.13,64.0,35.0,62.0,39.0,bailejo01,22.0,830.0,983.0,45.8,-3.7,608.0,705.0,46.3,-4.7,9.2,90.3,99.5,45.8,54.2,1
16,2012-13,NYI,23.0,38.0,6.0,7.0,11.0,0.0,0.0,1.0,6.0,2.0,0.0,14.5,126.0,14.5,126.0,16.23,24.0,22.0,26.0,21.0,bailejo01,23.0,491.0,509.0,49.1,-3.7,365.0,340.0,51.8,-1.1,8.7,93.5,102.0,48.8,51.2,1
17,2013-14,NYI,24.0,77.0,26.0,-8.0,6.0,2.0,0.0,1.0,22.0,8.0,0.0,8.2,197.0,8.2,197.0,15.50,44.0,29.0,39.0,39.0,bailejo01,24.0,994.0,895.0,52.6,2.9,713.0,652.0,52.2,2.5,8.4,89.4,97.8,46.5,53.5,1
18,2014-15,NYI,25.0,70.0,12.0,3.0,13.0,2.0,0.0,1.0,24.0,2.0,0.0,10.7,261.0,10.7,261.0,16.47,66.0,36.0,53.0,47.0,bailejo01,25.0,1155.0,1019.0,53.1,0.2,836.0,711.0,54.0,-0.5,8.9,90.3,99.2,64.4,35.6,1
19,2015-16,NYI,26.0,81.0,22.0,-7.0,8.0,4.0,0.0,2.0,19.0,1.0,0.0,11.4,190.0,11.4,190.0,15.51,45.0,25.0,41.0,49.0,bailejo01,26.0,1037.0,1083.0,48.9,-0.3,740.0,820.0,47.4,-2.5,8.9,91.5,100.0,50.5,49.5,1
20,2016-17,NYI,27.0,22.0,2.0,3.0,2.0,1.0,0.0,1.0,8.0,2.0,0.0,7.0,80.0,7.0,80.0,19.02,11.0,20.0,11.0,10.0,bailejo01,27.0,312.0,350.0,47.1,2.0,222.0,247.0,47.3,0.8,11.2,91.4,102.0,67.3,32.7,1
21,2012-13,TBL,22.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,15.30,0.0,1.0,0.0,5.0,barbema01,22.0,23.0,24.0,48.9,14.2,18.0,21.0,46.2,10.1,0.0,88.9,88.9,46.7,53.3,1
22,2013-14,TBL,23.0,49.0,28.0,10.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,9.3,121.0,9.3,121.0,14.35,28.0,38.0,10.0,27.0,barbema01,23.0,668.0,600.0,52.7,2.2,510.0,447.0,53.3,2.0,8.7,93.1,101.0,52.7,47.3,1
23,2014-15,TBL,24.0,52.0,16.0,-4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.9,122.0,1.9,122.0,16.47,35.0,46.0,13.0,20.0,barbema01,24.0,777.0,697.0,52.7,1.2,571.0,527.0,52.0,0.9,6.7,91.5,98.2,54.4,45.6,1
24,2015-16,MTL,25.0,30.0,6.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,6.3,88.0,6.3,88.0,14.00,12.0,18.0,11.0,19.0,barbema01,25.0,401.0,353.0,53.2,2.8,289.0,251.0,53.5,4.1,9.0,89.8,98.8,51.6,48.4,1
25,2016-17,MTL,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,14.04,1.0,4.0,0.0,2.0,barbema01,26.0,42.0,33.0,56.0,10.0,33.0,24.0,57.9,14.2,8.0,88.2,96.2,61.5,38.5,1
26,2010-11,BOS,22.0,6.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,9.10,4.0,2.0,0.0,1.0,bartkma01,22.0,48.0,57.0,45.7,-6.0,31.0,45.0,40.8,-8.7,4.5,94.4,99.0,55.6,44.4,1
28,2012-13,BOS,24.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,29.0,13.29,11.0,3.0,1.0,5.0,bartkma01,24.0,160.0,122.0,56.7,4.0,106.0,102.0,51.0,-2.4,6.7,93.1,99.7,60.6,39.4,1
29,2013-14,BOS,25.0,64.0,30.0,22.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,208.0,0.0,208.0,19.32,155.0,56.0,11.0,28.0,bartkma01,25.0,1093.0,975.0,52.9,-3.0,813.0,766.0,51.5,-3.4,9.2,93.8,103.0,53.5,46.5,1
30,2014-15,BOS,26.0,47.0,37.0,-6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,143.0,0.0,143.0,16.56,88.0,24.0,6.0,25.0,bartkma01,26.0,620.0,614.0,50.2,-3.1,478.0,488.0,49.5,-2.2,6.6,91.9,98.5,49.6,50.4,1
31,2015-16,VAN,27.0,80.0,50.0,-19.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,7.1,198.0,7.1,198.0,18.37,141.0,42.0,18.0,49.0,bartkma01,27.0,1141.0,1367.0,45.5,-2.5,836.0,1108.0,43.0,-5.2,7.5,91.8,99.3,54.2,45.8,1
32,2008-09,PHX,19.0,78.0,18.0,-6.0,9.0,2.0,0.0,3.0,17.0,0.0,0.0,9.5,205.0,9.5,205.0,15.32,76.0,9.0,41.0,8.0,boedkmi01,19.0,782.0,924.0,45.8,0.7,576.0,701.0,45.1,-0.1,9.3,91.7,101.0,47.1,52.9,1
33,2009-10,PHX,20.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.3,18.0,14.3,18.0,8.43,17.0,1.0,3.0,0.0,boedkmi01,20.0,104.0,77.0,57.5,5.1,77.0,56.0,57.9,5.3,7.5,95.7,103.0,83.3,16.7,1
34,2010-11,PHX,21.0,34.0,8.0,11.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,10.3,76.0,10.3,76.0,10.54,42.0,6.0,7.0,3.0,boedkmi01,21.0,312.0,286.0,52.2,3.5,228.0,231.0,49.7,0.9,10.6,97.1,107.0,56.1,43.9,1
35,2011-12,PHX,22.0,82.0,12.0,-2.0,11.0,0.0,0.0,2.0,12.0,1.0,0.0,12.8,174.0,12.8,174.0,13.38,108.0,21.0,29.0,14.0,boedkmi01,22.0,851.0,948.0,47.3,-3.9,634.0,733.0,46.4,-3.8,7.4,93.2,100.0,53.8,46.2,1
36,2012-13,PHX,23.0,48.0,12.0,0.0,4.0,3.0,0.0,2.0,15.0,4.0,0.0,8.4,137.0,8.4,137.0,18.29,77.0,17.0,27.0,13.0,boedkmi01,23.0,667.0,684.0,49.4,-3.9,511.0,519.0,49.6,-3.8,7.5,92.6,100.0,56.7,43.3,1
37,2013-14,PHX,24.0,82.0,20.0,-9.0,14.0,5.0,0.0,1.0,21.0,11.0,0.0,11.4,284.0,11.4,284.0,17.25,105.0,16.0,33.0,18.0,boedkmi01,24.0,1071.0,1137.0,48.5,-4.1,776.0,871.0,47.1,-5.4,7.9,91.4,99.3,50.6,49.4,1
38,2014-15,ARI,25.0,45.0,6.0,-10.0,11.0,3.0,0.0,2.0,5.0,9.0,0.0,17.7,150.0,17.7,150.0,17.29,66.0,9.0,24.0,14.0,boedkmi01,25.0,585.0,634.0,48.0,-1.7,415.0,486.0,46.1,-3.4,7.9,90.4,98.3,59.4,40.6,1
