,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2008-09,NYR,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.27,0.0,0.0,1.0,0.0,anisiar01,20.0,4.0,4.0,50.0,-20.0,4.0,4.0,50.0,-16.0,0.0,100.0,100.0,66.7,33.3,1
1,2009-10,NYR,21.0,82.0,32.0,-2.0,11.0,1.0,0.0,2.0,15.0,1.0,0.0,9.7,240.0,9.7,240.0,12.54,45.0,41.0,28.0,9.0,anisiar01,21.0,885.0,812.0,52.2,1.3,637.0,611.0,51.0,0.0,8.6,90.9,99.5,52.2,47.8,1
2,2010-11,NYR,22.0,82.0,20.0,3.0,15.0,3.0,0.0,2.0,21.0,5.0,0.0,9.5,335.0,9.5,335.0,16.12,74.0,45.0,46.0,16.0,anisiar01,22.0,997.0,981.0,50.4,-0.7,756.0,725.0,51.0,-1.7,8.9,91.5,100.0,50.0,50.0,1
3,2011-12,NYR,23.0,79.0,34.0,12.0,11.0,4.0,1.0,1.0,20.0,0.0,0.0,12.1,254.0,12.1,254.0,15.24,75.0,46.0,37.0,14.0,anisiar01,23.0,865.0,911.0,48.7,-1.4,668.0,637.0,51.2,-0.1,8.9,93.2,102.0,52.2,47.8,1
4,2012-13,CBJ,24.0,35.0,12.0,-6.0,10.0,1.0,0.0,3.0,7.0,0.0,0.0,16.2,126.0,16.2,126.0,16.25,13.0,24.0,17.0,5.0,anisiar01,24.0,374.0,413.0,47.5,-1.7,270.0,296.0,47.7,-0.6,9.2,89.9,99.1,46.4,53.6,1
5,2013-14,CBJ,25.0,81.0,20.0,-2.0,17.0,3.0,2.0,5.0,14.0,3.0,0.0,13.6,309.0,13.6,309.0,16.36,31.0,54.0,51.0,18.0,anisiar01,25.0,885.0,871.0,50.4,-1.1,638.0,644.0,49.8,-2.1,8.5,91.3,99.8,45.0,55.0,1
6,2014-15,CBJ,26.0,52.0,8.0,-6.0,7.0,0.0,0.0,2.0,13.0,4.0,3.0,8.0,175.0,8.0,175.0,16.23,33.0,26.0,24.0,21.0,anisiar01,26.0,608.0,586.0,50.9,3.2,459.0,449.0,50.6,3.0,9.0,89.3,98.3,44.7,55.3,1
7,2015-16,CHI,27.0,77.0,12.0,8.0,12.0,5.0,3.0,1.0,16.0,5.0,1.0,16.5,213.0,16.5,213.0,18.05,53.0,40.0,28.0,14.0,anisiar01,27.0,1045.0,1035.0,50.2,-1.2,738.0,773.0,48.8,-2.2,9.9,91.7,101.0,67.1,32.9,1
8,2016-17,CHI,28.0,23.0,16.0,11.0,8.0,1.0,0.0,3.0,8.0,3.0,0.0,23.7,72.0,23.7,72.0,18.12,12.0,8.0,10.0,1.0,anisiar01,28.0,293.0,291.0,50.2,-0.7,203.0,227.0,47.2,-2.1,16.7,94.9,111.0,66.5,33.5,1
9,2007-08,WSH,20.0,82.0,24.0,13.0,11.0,3.0,0.0,4.0,33.0,22.0,0.0,9.2,278.0,9.2,278.0,18.00,34.0,34.0,72.0,50.0,backsni02,20.0,1319.0,912.0,59.1,5.7,989.0,692.0,58.8,5.1,10.0,90.0,100.0,59.9,40.1,1
