,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2008-09,PIT,20,83,113,42.3,-0.5,64,72,47.1,4.0,9.4,98.1,107.,39.5,60.5
2,2009-10,PIT,21,4,12,25.0,-29.,4,9,30.8,-22.,0.0,100.,100.,66.7,33.3
3,2010-11,PIT,22,260,212,55.1,4.0,196,153,56.2,4.5,9.5,92.0,101.,54.2,45.8
4,2011-12,PIT,23,260,228,53.3,-3.0,189,171,52.5,-4.4,5.7,90.4,96.1,49.4,50.6
5,2012-13,PIT,24,220,241,47.7,-3.5,156,173,47.4,-4.1,7.9,94.3,102.,49.3,50.7
6,2013-14,TOT,25,249,258,49.1,-2.3,178,194,47.8,-5.5,5.8,91.9,97.7,52.3,47.7
7,2013-14,PIT,25,74,75,49.7,-1.6,52,55,48.6,-8.1,5.7,90.0,95.7,41.5,58.5
8,2013-14,DAL,25,175,183,48.9,-2.6,126,139,47.5,-3.9,5.9,92.7,98.6,56.4,43.6
9,2015-16,ARI,27,41,70,36.9,-6.3,25,58,30.1,-11.,22.2,95.2,117.,50.0,50.0
