,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2010-11,MTL,21,29,30,49.2,11.9,16,20,44.4,3.2,11.1,100.,111.,61.5,38.5
2,2011-12,MTL,22,302,236,56.1,8.0,196,169,53.7,6.5,6.0,93.9,99.9,48.5,51.5
3,2012-13,COL,23,248,258,49.0,1.0,189,198,48.8,-0.2,8.9,89.9,98.8,48.0,52.0
4,2013-14,CAR,24,18,14,56.3,12.8,14,10,58.3,19.1,0.0,85.7,85.7,38.5,61.5
