,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2008-09,CBJ,19,11,21,34.4,</td,7,15,31.8,</td,0.0,100.,100.,75.0,25.0
2,2009-10,CBJ,20,20,31,39.2,-2.1,19,24,44.2,4.2,0.0,100.,100.,52.9,47.1
3,2010-11,CBJ,21,44,31,58.7,4.9,31,22,58.5,5.6,5.0,93.8,98.8,69.6,30.4
4,2011-12,CBJ,22,66,80,45.2,-1.8,51,57,47.2,-2.0,4.9,85.7,90.6,20.3,79.7
