,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,PHX,18,41,54,43.2,0.7,33,48,40.7,-1.2,0.0,89.5,89.5,58.3,41.7
2,2008-09,PHX,19,507,658,43.5,-2.9,375,486,43.6,-3.7,6.3,90.5,96.8,61.1,38.9
3,2010-11,PHX,21,667,580,53.5,3.1,487,473,50.7,1.3,9.3,90.9,100.,66.2,33.8
4,2011-12,TOT,22,900,759,54.2,-1.6,631,594,51.5,-3.6,7.3,94.5,101.,51.8,48.2
5,2011-12,PHX,22,71,68,51.1,-20.,48,53,47.5,-22.,0.0,94.9,94.9,60.0,40.0
6,2011-12,OTT,22,829,691,54.5,0.1,583,541,51.9,-1.7,7.8,94.5,102.,50.9,49.1
7,2012-13,OTT,23,827,737,52.9,-0.8,589,562,51.2,-2.3,7.2,94.3,101.,53.9,46.1
8,2013-14,OTT,24,1280,1169,52.3,-2.2,976,939,51.0,-2.1,10.0,93.9,103.,47.3,52.7
9,2014-15,OTT,25,1263,1216,50.9,1.1,919,950,49.2,0.8,9.9,92.0,101.,50.6,49.4
10,2015-16,OTT,26,891,893,49.9,4.4,625,678,48.0,3.3,7.6,90.3,97.9,56.9,43.1
11,2016-17,OTT,27,332,367,47.5,-0.6,247,265,48.2,-1.0,7.9,92.4,100.,55.1,44.9
