,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,BOS,30,315,333,48.6,-4.8,246,246,50.0,-1.7,4.5,94.5,99.1,63.7,36.3
2,2008-09,BOS,31,625,575,52.1,0.7,493,431,53.4,3.1,6.4,92.7,99.1,52.2,47.8
3,2009-10,BOS,32,573,538,51.6,-2.0,450,403,52.8,-0.8,3.9,93.0,96.9,52.2,47.8
4,2010-11,BOS,33,717,771,48.2,-4.4,551,584,48.5,-3.4,6.4,95.6,102.,47.9,52.1
5,2011-12,BOS,34,591,673,46.8,-10.,452,512,46.9,-9.4,4.7,93.9,98.6,51.9,48.1
6,2012-13,BOS,35,317,333,48.8,-7.9,230,246,48.3,-7.9,6.0,95.2,101.,61.4,38.6
7,2013-14,BOS,36,445,487,47.7,-9.2,334,350,48.8,-7.4,5.7,95.6,101.,65.7,34.3
8,2014-15,FLA,37,354,367,49.1,-2.2,258,286,47.4,-3.7,3.8,90.9,94.6,49.6,50.4
9,2015-16,FLA,38,294,325,47.5,-1.9,240,255,48.5,-0.6,4.5,94.9,99.3,57.3,42.7
10,2016-17,FLA,39,20,45,30.8,-21.,15,30,33.3,-17.,9.1,95.5,104.,45.5,54.5
