,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CBJ,28,921,900,50.6,-2.3,717,711,50.2,-2.5,6.1,93.2,99.3,44.8,55.2
2,2008-09,CBJ,29,509,479,51.5,-1.4,382,360,51.5,-1.7,11.9,92.8,104.,51.3,48.7
3,2009-10,TOT,30,819,846,49.2,-3.7,632,643,49.6,-2.4,9.3,90.7,100.,46.1,53.9
4,2009-10,CBJ,30,396,431,47.9,-4.2,318,335,48.7,-2.3,8.1,89.4,97.5,42.4,57.6
5,2009-10,WSH,30,423,415,50.5,-2.9,314,308,50.5,-2.1,10.7,92.2,102.,50.2,49.8
6,2010-11,WSH,31,866,907,48.8,-3.1,631,677,48.2,-3.7,7.4,91.0,98.5,51.8,48.2
7,2011-12,WSH,32,945,938,50.2,2.8,698,689,50.3,2.3,8.7,91.5,100.,47.8,52.2
8,2012-13,WSH,33,540,583,48.1,-1.2,374,439,46.0,-4.2,7.1,92.7,99.9,45.8,54.2
9,2013-14,WSH,34,935,1060,46.9,-2.5,696,788,46.9,-2.1,9.5,92.4,101.,44.0,56.0
10,2014-15,WSH,35,710,801,47.0,-5.9,509,585,46.5,-6.5,8.1,92.6,100.,45.6,54.4
11,2015-16,WSH,36,838,928,47.5,-4.3,629,684,47.9,-4.2,8.1,92.2,100.,47.7,52.3
12,2016-17,NYI,37,242,309,43.9,-2.5,179,227,44.1,-3.6,6.8,90.2,97.0,51.2,48.8
