,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2010-11,PHI,20,3,2,1,0,0,0,0,1,0,0,0.0,13,0.0,13,13:25,4,1,4,1
2,2011-12,PHI,21,24,2,12,5,0,0,1,3,0,1,13.9,60,13.9,60,10:57,16,12,13,5
3,2012-13,PHI,22,4,0,0,0,0,0,0,0,0,0,0.0,6,0.0,6,9:25,2,1,3,0
