,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2014-15,ANA,21,1,0,0,0,0,0,0,0,0,0,</td,1,</td,1,6:54,0,1,0,0
2,2015-16,ANA,22,1,0,0,0,0,0,0,0,0,0,</td,0,</td,0,10:02,3,0,0,0
3,2016-17,ANA,23,7,2,1,1,0,0,0,0,0,0,14.3,8,14.3,8,6:56,8,1,0,2
