,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,NYI,23,98,111,46.9,-7.2,71,74,49.0,-4.1,6.9,93.8,100.,60.6,39.4
2,2008-09,NYI,24,682,670,50.4,2.5,488,507,49.0,0.0,7.2,91.2,98.4,47.4,52.6
3,2009-10,NYI,25,929,867,51.7,4.5,678,626,52.0,3.6,7.7,92.0,99.7,45.3,54.7
4,2010-11,NYI,26,834,813,50.6,3.9,620,586,51.4,4.6,9.9,90.7,100.,42.2,57.8
5,2011-12,NYI,27,943,964,49.4,1.5,693,678,50.5,1.3,8.6,90.0,98.6,44.2,55.8
6,2012-13,NYI,28,555,617,47.4,-5.2,402,422,48.8,-3.9,7.4,91.2,98.6,48.1,51.9
7,2013-14,NYI,29,950,914,51.0,0.2,687,679,50.3,-0.6,8.6,89.1,97.8,47.3,52.7
8,2014-15,NYI,30,972,878,52.5,-0.6,696,591,54.1,-0.2,8.2,92.2,100.,47.0,53.0
9,2015-16,NYI,31,1032,987,51.1,2.4,742,689,51.9,3.2,8.1,92.0,100.,48.2,51.8
10,2016-17,DET,32,230,274,45.6,-0.2,173,211,45.1,-0.7,6.7,88.5,95.1,48.0,52.0
