,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,NYR,25,584,456,56.2,-0.6,443,339,56.6,-1.6,6.1,93.6,99.7,68.2,31.8
2,2008-09,TOT,26,515,491,51.2,-2.1,392,361,52.1,-1.5,7.2,91.7,98.9,50.0,50.0
3,2008-09,NYR,26,309,268,53.6,-4.2,234,199,54.0,-4.0,5.9,92.5,98.5,54.8,45.2
4,2008-09,PHX,26,206,223,48.0,3.6,158,162,49.4,4.4,9.1,90.7,99.8,45.3,54.7
5,2009-10,PHX,27,890,741,54.6,3.2,689,573,54.6,3.7,5.9,92.9,98.8,50.9,49.1
6,2010-11,PHX,28,93,103,47.4,-3.0,71,88,44.7,-2.4,3.8,95.2,99.0,50.0,50.0
