,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CHI,22,1027,1029,50.0,-2.7,809,807,50.1,-2.5,8.9,92.1,101.,51.9,48.1
2,2008-09,CHI,23,1331,1073,55.4,-0.7,1045,843,55.3,-0.1,9.0,92.4,101.,51.1,48.9
3,2009-10,CHI,24,1391,1157,54.6,-6.2,1058,830,56.0,-6.3,9.7,90.3,100.,51.7,48.3
4,2010-11,CHI,25,1503,1308,53.5,-1.2,1120,979,53.4,-2.1,7.7,91.0,98.8,51.6,48.4
5,2011-12,CHI,26,1535,1335,53.5,-1.4,1167,975,54.5,0.8,9.9,90.7,100.,49.6,50.4
6,2012-13,CHI,27,769,709,52.0,-4.9,570,523,52.2,-7.2,9.1,93.0,102.,55.9,44.1
7,2013-14,CHI,28,1625,1233,56.9,0.0,1192,932,56.1,-1.6,9.3,90.8,100.,57.1,42.9
8,2014-15,CHI,29,1530,1365,52.8,-1.7,1143,1033,52.5,-0.7,6.8,92.8,99.6,55.1,44.9
9,2015-16,CHI,30,1387,1491,48.2,-4.2,1008,1101,47.8,-3.9,7.9,92.8,100.,55.3,44.7
10,2016-17,CHI,31,402,357,53.0,3.4,281,265,51.5,3.9,10.9,94.9,105.,54.2,45.8
