,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,TBL,24,1120,1307,46.1,-6.6,873,997,46.7,-7.2,8.9,91.4,100.,46.0,54.0
2,2008-09,TOT,25,826,877,48.5,-1.1,633,673,48.5,-0.8,9.7,92.2,101.,45.0,55.0
3,2008-09,TBL,25,3,13,18.8,-23.,1,12,7.7,-38.,0.0,90.0,90.0,12.5,87.5
4,2008-09,VAN,25,823,864,48.8,-1.0,632,661,48.9,-0.4,9.7,92.3,102.,45.5,54.5
5,2009-10,VAN,26,860,825,51.0,0.8,646,653,49.7,-0.6,10.0,93.3,103.,48.9,51.1
6,2010-11,NSH,27,959,1043,47.9,-1.8,730,828,46.9,-2.7,6.5,94.0,100.,46.6,53.4
7,2011-12,COL,28,1317,1159,53.2,1.3,970,907,51.7,0.3,7.4,91.8,99.2,57.7,42.3
8,2012-13,COL,29,408,345,54.2,4.4,306,248,55.2,5.2,8.0,89.4,97.4,49.4,50.6
9,2013-14,CGY,30,400,496,44.6,-5.1,283,352,44.6,-6.0,8.5,90.1,98.6,55.0,45.0
10,2014-15,FLA,31,79,114,40.9,-6.6,61,81,43.0,-4.4,6.1,87.0,93.2,56.0,44.0
