,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,TOT,23,371,347,51.7,0.3,286,261,52.3,0.7,7.0,91.2,98.2,53.8,46.2
2,2007-08,OTT,23,261,229,53.3,4.3,195,172,53.1,3.5,5.4,93.1,98.5,53.6,46.4
3,2007-08,CAR,23,110,118,48.2,-9.5,91,89,50.6,-6.3,10.6,87.9,98.5,54.1,45.9
4,2008-09,CAR,24,659,648,50.4,-2.6,500,485,50.8,-2.9,6.1,95.3,101.,53.6,46.4
5,2009-10,DET,25,683,642,51.5,-2.3,528,503,51.2,-2.4,8.3,91.1,99.4,50.7,49.3
6,2010-11,DET,26,652,578,53.0,-0.9,504,461,52.2,-1.4,7.2,91.5,98.6,48.3,51.7
7,2011-12,DET,27,93,61,60.4,-2.8,72,44,62.1,-0.3,5.3,90.9,96.2,60.9,39.1
8,2012-13,DET,28,270,233,53.7,2.3,208,183,53.2,1.4,7.2,91.9,99.0,52.7,47.3
9,2013-14,TOT,29,247,236,51.1,-3.9,181,183,49.7,-4.0,5.0,91.6,96.6,51.2,48.8
10,2013-14,DET,29,208,205,50.4,-4.6,152,159,48.9,-5.3,5.9,92.0,97.9,52.9,47.1
11,2013-14,NSH,29,39,31,55.7,0.2,29,24,54.7,4.2,0.0,88.9,88.9,43.8,56.3
12,2014-15,DAL,30,607,515,54.1,1.9,464,365,56.0,3.9,11.0,90.6,101.,56.7,43.3
13,2015-16,DAL,31,582,533,52.2,-0.4,423,375,53.0,0.7,7.6,91.5,99.1,50.4,49.6
14,2016-17,DAL,32,297,276,51.8,5.3,219,185,54.2,7.5,8.9,87.5,96.4,43.8,56.3
