,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,MTL,22,424,629,40.3,-9.8,337,443,43.2,-6.2,9.9,93.8,103.,39.9,60.1
2,2008-09,MTL,23,875,973,47.3,-0.1,639,683,48.3,1.7,8.2,93.5,101.,46.4,53.6
3,2009-10,MTL,24,680,890,43.3,-7.9,485,637,43.2,-9.2,6.2,92.6,98.7,47.7,52.3
4,2010-11,TOT,25,675,798,45.8,-7.1,507,577,46.8,-6.8,5.5,92.2,97.7,46.0,54.0
5,2010-11,MTL,25,386,402,49.0,-4.0,286,292,49.5,-5.0,6.0,91.2,97.2,51.1,48.9
6,2010-11,ANA,25,144,228,38.7,-10.,117,158,42.5,-6.2,6.0,91.6,97.5,53.0,47.0
7,2010-11,VAN,25,145,168,46.3,-11.,104,127,45.0,-12.,3.7,95.7,99.4,18.2,81.8
8,2011-12,VAN,26,629,763,45.2,-10.,463,582,44.3,-10.,7.5,93.2,100.,22.3,77.7
9,2012-13,VAN,27,351,491,41.7,-15.,260,373,41.1,-14.,6.9,92.2,99.2,25.1,74.9
10,2013-14,STL,28,494,604,45.0,-11.,378,429,46.8,-9.2,8.0,91.9,100.,41.2,58.8
11,2014-15,TOT,29,492,633,43.7,-10.,367,457,44.5,-10.,5.7,90.9,96.6,40.0,60.0
12,2014-15,STL,29,264,360,42.3,-10.,203,259,43.9,-10.,7.9,92.6,100.,37.7,62.3
13,2014-15,PIT,29,228,273,45.5,-11.,164,198,45.3,-11.,3.1,88.7,91.8,43.5,56.5
