,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CBJ,22,96,76,55.8,3.2,73,65,52.9,2.1,10.2,86.8,97.0,62.3,37.7
2,2008-09,CBJ,23,914,736,55.4,5.1,722,585,55.2,4.7,9.8,89.2,98.9,51.6,48.4
3,2009-10,CBJ,24,752,899,45.5,-4.3,574,688,45.5,-3.8,8.8,90.3,99.1,43.6,56.4
4,2010-11,CBJ,25,1038,1088,48.8,-3.7,787,825,48.8,-4.1,8.5,91.7,100.,48.8,51.2
5,2011-12,CBJ,26,592,732,44.7,-9.0,451,571,44.1,-9.0,5.6,92.5,98.1,46.2,53.8
6,2012-13,OTT,27,872,799,52.2,-1.6,643,608,51.4,-1.2,7.6,92.6,100.,51.3,48.7
7,2013-14,OTT,28,1403,1326,51.4,-2.9,1077,1058,50.4,-2.0,8.0,92.0,100.,51.5,48.5
8,2014-15,OTT,29,931,799,53.8,3.3,676,608,52.6,3.4,9.6,94.4,104.,54.7,45.3
9,2015-16,OTT,30,1068,1238,46.3,-1.5,769,937,45.1,-1.7,10.7,92.3,103.,48.8,51.2
10,2016-17,OTT,31,384,427,47.3,-0.9,290,294,49.7,1.2,7.7,94.6,102.,54.3,45.7
