,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,WSH,22,230,162,58.7,3.8,185,124,59.9,4.2,6.5,93.9,100.,61.5,38.5
2,2008-09,WSH,23,740,487,60.3,6.3,545,350,60.9,7.3,7.7,91.2,98.8,55.8,44.2
3,2009-10,WSH,24,709,671,51.4,-3.2,520,491,51.4,-1.9,12.1,92.8,104.,53.4,46.6
4,2010-11,WSH,25,547,474,53.6,1.5,401,338,54.3,1.6,6.3,92.5,98.9,56.7,43.3
5,2011-12,WPG,26,289,282,50.6,0.5,214,198,51.9,1.2,2.7,92.1,94.9,55.5,44.5
6,2012-13,WSH,27,463,426,52.1,5.0,334,303,52.4,4.8,11.6,94.0,105.,48.1,51.9
7,2013-14,WSH,28,856,898,48.8,0.5,618,674,47.8,-0.3,8.0,92.4,100.,45.5,54.5
8,2014-15,WSH,29,915,909,50.2,-1.7,659,652,50.3,-1.7,9.5,92.2,101.,43.7,56.3
9,2015-16,PIT,30,451,488,48.0,-6.8,355,337,51.3,-3.3,6.1,91.6,97.7,28.2,71.8
10,2016-17,PIT,31,139,210,39.8,-13.,109,127,46.2,-8.2,7.4,92.0,99.4,24.6,75.4
