,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2015-16,MIN,22,263,306,46.2,-1.1,206,226,47.7,-0.3,6.6,91.3,97.9,64.9,35.1
2,2016-17,MIN,23,104,82,55.9,5.1,77,65,54.2,3.5,5.5,93.9,99.3,66.1,33.9
